t_s,lat,lon,x_m,y_m,v,heading_deg,mode,sim,k,sigma_pos,v_model,sigma_model,stop,tick_ms,model_ms,corridor_id,s_m,d_m
0.000,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.015,0.000,,,
0.100,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.104,0.000,,,
0.200,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.055,0.000,,,
0.300,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.047,0.000,,,
0.400,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.055,0.000,,,
0.500,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.091,0.000,,,
0.600,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.106,0.000,,,
0.700,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.157,0.000,,,
0.800,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.183,0.000,,,
0.900,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.153,0.000,,,
1.000,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.076,0.000,,,
1.100,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.108,0.000,,,
1.200,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.203,0.000,,,
1.300,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.109,0.000,,,
1.400,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.158,0.000,,,
1.500,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.045,0.000,,,
1.600,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.141,0.000,,,
1.700,28.52595362,77.57062272,-0.176,0.019,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,1.387,0.000,,,
1.800,28.52595362,77.57062272,-0.176,0.019,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.142,0.000,,,
1.900,28.52595362,77.57062272,-0.176,0.019,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.131,0.000,,,
2.000,28.52595362,77.57062272,-0.176,0.019,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.076,0.000,,,
2.100,28.52595362,77.57062272,-0.176,0.019,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.075,0.000,,,
2.200,28.52595362,77.57062272,-0.176,0.019,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,2.204,0.000,,,
