t_s,x_m,y_m,v,heading_deg,mode,sigma_pos,s_m,d_m,v_model,stop
25.900,-5.1301,-14.9432,2.4661,-118.2935,GNSS_INS,0.7584,30.926,5.836,2.4518,0
26.000,-5.2302,-15.1684,2.4655,-119.1561,GNSS_INS,0.7586,31.173,5.836,2.4646,0
26.100,-5.3305,-15.3941,2.4685,-119.9745,GNSS_INS,0.7588,31.420,5.836,2.4727,0
26.200,-5.4328,-15.6244,2.5043,-120.5531,GNSS_INS,0.7590,31.671,5.836,2.5513,0
26.300,-5.7144,-15.8979,2.5088,-120.5742,GNSS_INS,0.7444,32.036,5.689,2.5339,0
26.400,-5.8181,-16.1312,2.5433,-120.6970,GNSS_INS,0.7446,32.291,5.689,2.5946,0
26.500,-5.9210,-16.3628,2.5363,-120.9524,GNSS_INS,0.7448,32.544,5.689,2.5253,0
26.600,-6.0237,-16.5939,2.5305,-121.1382,GNSS_INS,0.7451,32.797,5.689,2.5220,0
26.700,-6.1265,-16.8253,2.5318,-121.4493,GNSS_INS,0.7453,33.051,5.689,2.5339,0
26.800,-6.2300,-17.0583,2.5443,-121.9377,GNSS_INS,0.7455,33.306,5.689,2.5612,0
26.900,-6.3357,-17.2959,2.5842,-122.5255,GNSS_INS,0.7458,33.566,5.689,2.6380,0
27.000,-6.4405,-17.5319,2.5826,-123.2025,GNSS_INS,0.7460,33.824,5.689,2.5803,0
27.100,-6.5465,-17.7704,2.6018,-123.6579,GNSS_INS,0.7462,34.085,5.689,2.6288,0
27.200,-6.6529,-18.0098,2.6150,-124.3968,GNSS_INS,0.7464,34.347,5.689,2.6337,0
27.300,-7.0507,-18.1960,2.6385,-125.1793,GNSS_INS,0.7326,34.678,5.401,2.6593,0
27.400,-7.1585,-18.4388,2.6523,-125.8920,GNSS_INS,0.7328,34.944,5.401,2.6736,0
27.500,-7.9354,-19.7093,2.6727,-126.4485,GNSS_INS,0.7330,35.212,5.401,2.7053,0
27.600,-8.1002,-19.9284,2.7230,-126.8050,GNSS_INS,0.7332,35.486,5.401,2.7894,0
27.700,-8.2680,-20.1514,2.7721,-127.0249,GNSS_INS,0.7334,35.765,5.401,2.8331,0
27.800,-8.4339,-20.3719,2.7629,-127.0730,GNSS_INS,0.7337,36.041,5.401,2.7495,0
27.900,-8.5994,-20.5918,2.7549,-126.8613,GNSS_INS,0.7339,36.316,5.401,2.7437,0
28.000,-8.7654,-20.8125,2.7596,-126.7211,GNSS_INS,0.7341,36.593,5.401,2.7664,0
28.100,-8.9350,-21.0379,2.8038,-126.9219,GNSS_INS,0.7343,36.875,5.401,2.8603,0
28.200,-9.1084,-21.2683,2.8620,-127.1859,GNSS_INS,0.7345,37.163,5.401,2.9348,0
28.300,-9.3565,-21.5067,2.8472,-127.7350,GNSS_INS,0.7213,37.503,5.346,2.8327,0
28.400,-9.5312,-21.7389,2.8949,-128.4157,GNSS_INS,0.7215,37.793,5.346,2.9530,0
28.500,-9.7057,-21.9708,2.9012,-129.2137,GNSS_INS,0.7217,38.084,5.346,2.9087,0
28.600,-9.8815,-22.2044,2.9203,-130.2264,GNSS_INS,0.7218,38.376,5.346,2.9426,0
28.700,-10.0565,-22.4371,2.9129,-131.0397,GNSS_INS,0.7220,38.667,5.346,2.9042,0
28.800,-10.2294,-22.6669,2.8812,-131.7195,GNSS_INS,0.7222,38.955,5.346,2.8373,0
28.900,-10.4064,-22.9020,2.9319,-132.3649,GNSS_INS,0.7224,39.249,5.346,2.9862,0
29.000,-10.5868,-23.1419,2.9904,-133.1283,GNSS_INS,0.7226,39.549,5.346,3.0517,0
29.100,-10.7661,-23.3802,2.9830,-133.3886,GNSS_INS,0.7227,39.847,5.346,2.9745,0
29.200,-10.9443,-23.6171,2.9667,-133.8395,GNSS_INS,0.7229,40.144,5.346,2.9445,0
29.300,-11.3689,-23.7280,2.9454,-134.4379,GNSS_INS,0.7103,40.488,5.074,2.9413,0
29.400,-11.5489,-23.9673,2.9891,-135.1189,GNSS_INS,0.7104,40.787,5.074,3.0430,0
29.500,-11.7304,-24.2085,3.0150,-135.6904,GNSS_INS,0.7106,41.089,5.074,3.0472,0
29.600,-11.9143,-24.4529,3.0530,-135.6248,GNSS_INS,0.7108,41.395,5.074,3.1035,0
29.700,-12.0979,-24.6970,3.0548,-135.0857,GNSS_INS,0.7110,41.700,5.074,3.0570,0
29.800,-12.2846,-24.9451,3.0957,-134.4035,GNSS_INS,0.7112,42.011,5.074,3.1405,0
29.900,-13.3808,-26.0670,3.0922,-134.1601,GNSS_INS,0.7114,42.320,5.074,3.0885,0
30.000,-13.6189,-26.2581,3.0588,-134.5121,GNSS_INS,0.7115,42.625,5.074,3.0195,0
30.100,-13.8603,-26.4520,3.0912,-134.7780,GNSS_INS,0.7117,42.935,5.074,3.1289,0
30.200,-14.1032,-26.6470,3.1118,-135.3390,GNSS_INS,0.7119,43.246,5.074,3.1343,0
30.300,-14.6105,-26.5264,3.1038,-136.2299,GNSS_INS,0.6998,43.566,4.662,3.1559,0
30.400,-14.8531,-26.7212,3.1111,-137.4628,GNSS_INS,0.7000,43.878,4.662,3.1203,0
30.500,-15.0943,-26.9149,3.0942,-138.0841,GNSS_INS,0.7001,44.187,4.662,3.0752,0
30.600,-15.3387,-27.1110,3.1304,-138.7652,GNSS_INS,0.7003,44.500,4.662,3.1690,0
30.700,-15.5801,-27.3049,3.0994,-138.9113,GNSS_INS,0.7005,44.810,4.662,3.0586,0
30.800,-15.8194,-27.4970,3.0717,-138.9341,GNSS_INS,0.7006,45.117,4.662,3.0324,0
30.900,-16.0599,-27.6900,3.0821,-138.6770,GNSS_INS,0.7008,45.425,4.662,3.0966,0
31.000,-16.3069,-27.8884,3.1508,-138.8785,GNSS_INS,0.7010,45.742,4.662,3.2309,0
31.100,-16.5503,-28.0838,3.1270,-139.2196,GNSS_INS,0.7012,46.054,4.662,3.0971,0
31.200,-16.7949,-28.2801,3.1342,-140.0686,GNSS_INS,0.7014,46.368,4.662,3.1428,0
31.300,-16.9710,-28.5242,3.0618,-141.2321,GNSS_INS,0.6899,46.658,4.742,3.0799,0
31.400,-17.2145,-28.7196,3.1150,-142.3703,GNSS_INS,0.6901,46.970,4.742,3.1819,0
31.500,-17.4551,-28.9128,3.0892,-143.1121,GNSS_INS,0.6903,47.279,4.742,3.0537,0
31.600,-17.6965,-29.1065,3.0938,-143.6369,GNSS_INS,0.6905,47.588,4.742,3.0993,0
31.700,-17.9414,-29.3032,3.1327,-143.9484,GNSS_INS,0.6906,47.902,4.742,3.1751,0
31.800,-18.1867,-29.5001,3.1434,-143.9381,GNSS_INS,0.6908,48.217,4.742,3.1545,0
31.900,-18.4293,-29.6948,3.1154,-143.7547,GNSS_INS,0.6910,48.528,4.742,3.0856,0
32.000,-18.6705,-29.8885,3.0957,-143.7014,GNSS_INS,0.6912,48.837,4.742,3.0745,0
32.100,-18.9074,-30.0787,3.0435,-143.6099,GNSS_INS,0.6913,49.141,4.742,2.9871,0
32.200,-19.1472,-30.2712,3.0729,-143.2947,GNSS_INS,0.6915,49.449,4.742,3.1046,0
32.300,-19.4444,-30.3658,3.0717,-143.0434,GNSS_INS,0.6804,49.740,4.630,3.0829,0
32.400,-19.6853,-30.5593,3.0896,-142.7240,GNSS_INS,0.6806,50.048,4.630,3.1112,0
32.500,-19.9257,-30.7522,3.0820,-142.4784,GNSS_INS,0.6807,50.357,4.630,3.0739,0
32.600,-20.1681,-30.9468,3.1072,-142.5995,GNSS_INS,0.6809,50.668,4.630,3.1345,0
32.700,-21.1209,-31.5712,3.0899,-143.3383,GNSS_INS,0.6811,50.976,4.630,3.0712,0
32.800,-21.3916,-31.7179,3.0796,-144.5597,GNSS_INS,0.6812,51.284,4.630,3.0684,0
32.900,-21.6639,-31.8655,3.0965,-145.3085,GNSS_INS,0.6814,51.594,4.630,3.1147,0
33.000,-21.9376,-32.0138,3.1121,-145.9560,GNSS_INS,0.6816,51.905,4.630,3.1290,0
33.100,-22.2160,-32.1647,3.1618,-146.9105,GNSS_INS,0.6817,52.222,4.630,3.2155,0
33.200,-22.4947,-32.3157,3.1701,-147.5342,GNSS_INS,0.6819,52.539,4.630,3.1790,0
33.300,-22.8919,-32.2158,3.1591,-148.8780,GNSS_INS,0.6713,52.841,4.353,3.1461,0
33.400,-23.1693,-32.3661,3.1551,-149.6023,GNSS_INS,0.6714,53.156,4.353,3.1505,0
33.500,-23.4469,-32.5166,3.1573,-149.6516,GNSS_INS,0.6716,53.472,4.353,3.1597,0
33.600,-23.7290,-32.6694,3.2057,-148.8288,GNSS_INS,0.6717,53.793,4.353,3.2583,0
33.700,-24.0101,-32.8217,3.1977,-148.0130,GNSS_INS,0.6719,54.112,4.353,3.1891,0
33.800,-24.2891,-32.9729,3.1746,-147.7326,GNSS_INS,0.6721,54.430,4.353,3.1488,0
33.900,-24.5706,-33.1255,3.1996,-147.6748,GNSS_INS,0.6722,54.750,4.353,3.2265,0
34.000,-24.8543,-33.2792,3.2252,-148.1579,GNSS_INS,0.6724,55.073,4.353,3.2527,0
34.100,-25.1366,-33.4322,3.2120,-149.0032,GNSS_INS,0.6726,55.394,4.353,3.1977,0
34.200,-25.4179,-33.5846,3.2003,-149.9239,GNSS_INS,0.6727,55.714,4.353,3.1877,0
34.300,-25.6334,-33.8028,3.2807,-150.8542,GNSS_INS,0.6625,56.007,4.442,3.3484,0
34.400,-25.9173,-33.9566,3.2292,-151.9749,GNSS_INS,0.6627,56.330,4.442,3.1703,0
34.500,-26.2041,-34.1121,3.2618,-152.5351,GNSS_INS,0.6628,56.656,4.442,3.2975,0
34.600,-26.4880,-34.2659,3.2303,-152.6365,GNSS_INS,0.6630,56.979,4.442,3.1961,0
34.700,-26.7707,-34.4191,3.2164,-152.2524,GNSS_INS,0.6632,57.301,4.442,3.2013,0
34.800,-27.0569,-34.5742,3.2529,-152.2474,GNSS_INS,0.6633,57.626,4.442,3.2924,0
34.900,-27.3460,-34.7309,3.2861,-152.7182,GNSS_INS,0.6635,57.955,4.442,3.3220,0
35.000,-27.6354,-34.8877,3.2903,-153.4264,GNSS_INS,0.6637,58.284,4.442,3.2949,0
35.100,-27.9297,-35.0472,3.3433,-153.6646,GNSS_INS,0.6639,58.619,4.442,3.4005,0
35.200,-28.2225,-35.2059,3.3314,-153.8930,GNSS_INS,0.6640,58.952,4.442,3.3186,0
35.300,-28.5426,-35.2656,3.3968,-154.0665,GNSS_INS,0.6542,59.262,4.342,3.4406,0
35.400,-28.8406,-35.4271,3.3898,-154.4826,GNSS_INS,0.6544,59.601,4.342,3.3817,0
35.500,-29.1390,-35.5888,3.3934,-155.0894,GNSS_INS,0.6545,59.940,4.342,3.3974,0
35.600,-29.4390,-35.7513,3.4117,-156.0843,GNSS_INS,0.6547,60.281,4.342,3.4315,0
35.700,-29.7406,-35.9148,3.4290,-156.7419,GNSS_INS,0.6549,60.624,4.342,3.4477,0
35.800,-30.0397,-36.0769,3.4042,-156.9029,GNSS_INS,0.6550,60.965,4.342,3.3774,0
35.900,-30.3446,-36.2421,3.4630,-156.8857,GNSS_INS,0.6552,61.311,4.342,3.5266,0
36.000,-30.6480,-36.4065,3.4513,-157.0296,GNSS_INS,0.6554,61.656,4.342,3.4386,0
36.100,-30.9569,-36.5739,3.5096,-156.6903,GNSS_INS,0.6556,62.008,4.342,3.5726,0
36.200,-31.2609,-36.7386,3.4611,-156.4939,GNSS_INS,0.6557,62.354,4.342,3.4087,0
36.300,-31.7087,-36.5786,3.4376,-157.0299,GNSS_INS,0.6463,62.671,3.988,3.3981,0
36.400,-32.5428,-36.9308,3.4193,-157.5485,GNSS_INS,0.6464,63.013,3.988,3.3983,0
36.500,-32.8688,-37.0517,3.4758,-158.1132,GNSS_INS,0.6466,63.361,3.988,3.5379,0
36.600,-33.1953,-37.1728,3.4818,-158.3130,GNSS_INS,0.6468,63.709,3.988,3.4884,0
36.700,-33.5227,-37.2941,3.4909,-158.3791,GNSS_INS,0.6469,64.058,3.988,3.5007,0
36.800,-33.8503,-37.4156,3.4942,-158.2537,GNSS_INS,0.6471,64.408,3.988,3.4978,0
36.900,-34.1790,-37.5375,3.5040,-158.1635,GNSS_INS,0.6473,64.758,3.988,3.5146,0
37.000,-34.5042,-37.6581,3.4716,-158.1281,GNSS_INS,0.6475,65.105,3.988,3.4365,0
37.100,-34.8313,-37.7794,3.4876,-157.6995,GNSS_INS,0.6476,65.454,3.988,3.5050,0
37.200,-35.1576,-37.9003,3.4801,-157.9226,GNSS_INS,0.6478,65.802,3.988,3.4720,0
37.300,-35.6177,-37.5488,3.5022,-159.3938,GNSS_INS,0.6387,66.111,3.498,3.5430,0
37.400,-35.9468,-37.6708,3.5105,-160.0476,GNSS_INS,0.6389,66.462,3.498,3.5200,0
37.500,-36.2750,-37.7925,3.4999,-160.5158,GNSS_INS,0.6390,66.812,3.498,3.4883,0
37.600,-36.6051,-37.9149,3.5201,-161.0125,GNSS_INS,0.6392,67.164,3.498,3.5420,0
37.700,-36.9337,-38.0367,3.5053,-161.6197,GNSS_INS,0.6394,67.514,3.498,3.4893,0
37.800,-37.2642,-38.1593,3.5242,-161.7654,GNSS_INS,0.6396,67.867,3.498,3.5446,0
37.900,-37.5905,-38.2803,3.4829,-161.8722,GNSS_INS,0.6397,68.215,3.498,3.4382,0
38.000,-37.9159,-38.4009,3.4709,-161.4585,GNSS_INS,0.6399,68.562,3.498,3.4579,0
38.100,-38.2400,-38.5211,3.4576,-160.6503,GNSS_INS,0.6401,68.908,3.498,3.4433,0
38.200,-38.5652,-38.6417,3.4684,-160.4118,GNSS_INS,0.6403,69.255,3.498,3.4801,0
38.300,-38.9186,-38.5558,3.4319,-160.1635,GNSS_INS,0.6315,69.556,3.295,3.4120,0
38.400,-39.2425,-38.6759,3.4547,-160.2709,GNSS_INS,0.6316,69.901,3.295,3.4807,0
38.500,-39.5622,-38.7944,3.4105,-160.8617,GNSS_INS,0.6318,70.242,3.295,3.3621,0
38.600,-39.8826,-38.9132,3.4173,-161.2082,GNSS_INS,0.6320,70.584,3.295,3.4247,0
38.700,-40.2042,-39.0325,3.4289,-160.8665,GNSS_INS,0.6321,70.927,3.295,3.4414,0
38.800,-40.5264,-39.1520,3.4361,-160.7991,GNSS_INS,0.6323,71.271,3.295,3.4438,0
38.900,-40.8489,-39.2715,3.4392,-161.7467,GNSS_INS,0.6325,71.615,3.295,3.4427,0
39.000,-41.1765,-39.3930,3.4898,-162.5963,GNSS_INS,0.6327,71.964,3.295,3.5444,0
39.100,-41.4977,-39.5121,3.4307,-162.6511,GNSS_INS,0.6329,72.307,3.295,3.3668,0
39.200,-41.8238,-39.6330,3.4741,-162.6887,GNSS_INS,0.6330,72.654,3.295,3.5211,0
39.300,-42.1784,-39.5473,3.4447,-163.1541,GNSS_INS,0.6245,72.957,3.091,3.4390,0
39.400,-42.5043,-39.6682,3.4754,-163.3779,GNSS_INS,0.6247,73.305,3.091,3.5105,0
39.500,-42.8313,-39.7894,3.4878,-163.0732,GNSS_INS,0.6249,73.654,3.091,3.5015,0
39.600,-43.1591,-39.9109,3.4949,-162.5833,GNSS_INS,0.6251,74.003,3.091,3.5026,0
39.700,-43.4875,-40.0327,3.5021,-161.7857,GNSS_INS,0.6252,74.353,3.091,3.5099,0
39.800,-43.8132,-40.1535,3.4764,-161.3360,GNSS_INS,0.6254,74.701,3.091,3.4487,0
39.900,-44.1343,-40.2725,3.4274,-161.0900,GNSS_INS,0.6256,75.043,3.091,3.3743,0
40.000,-44.4560,-40.3918,3.4309,-160.9727,GNSS_INS,0.6258,75.386,3.091,3.4347,0
40.100,-44.7774,-40.5110,3.4280,-161.1793,GNSS_INS,0.6259,75.729,3.091,3.4249,0
40.200,-45.0999,-40.6306,3.4386,-161.5557,GNSS_INS,0.6261,76.073,3.091,3.4500,0
40.300,-45.4755,-40.5092,3.4920,-162.1999,GNSS_INS,0.6179,76.383,2.847,3.5209,0
40.400,-45.8003,-40.6296,3.4641,-162.5477,GNSS_INS,0.6181,76.729,2.847,3.4322,0
40.500,-46.1255,-40.7501,3.4675,-163.2183,GNSS_INS,0.6183,77.076,2.847,3.4712,0
40.600,-46.4538,-40.8719,3.5008,-163.2819,GNSS_INS,0.6184,77.426,2.847,3.5369,0
40.700,-46.7848,-40.9946,3.5278,-162.9227,GNSS_INS,0.6186,77.779,2.847,3.5571,0
40.800,-47.1124,-41.1161,3.4967,-161.8882,GNSS_INS,0.6188,78.129,2.847,3.4631,0
40.900,-47.8893,-41.3393,3.4967,-161.0251,GNSS_INS,0.6190,78.479,2.847,3.4967,0
41.000,-48.2302,-41.4061,3.4755,-160.5797,GNSS_INS,0.6192,78.826,2.847,3.4526,0
41.100,-48.5703,-41.4727,3.4666,-161.2364,GNSS_INS,0.6193,79.172,2.847,3.4570,0
41.200,-48.9099,-41.5392,3.4612,-161.8626,GNSS_INS,0.6195,79.519,2.847,3.4553,0
41.300,-49.2556,-41.3645,3.4440,-163.3395,GNSS_INS,0.6116,79.824,2.609,3.4403,0
41.400,-49.5916,-41.4304,3.4241,-164.5079,GNSS_INS,0.6117,80.167,2.609,3.4013,0
41.500,-49.9306,-41.4967,3.4532,-165.2419,GNSS_INS,0.6119,80.512,2.609,3.4851,0
41.600,-50.2638,-41.5620,3.3985,-165.0049,GNSS_INS,0.6121,80.852,2.609,3.3391,0
41.700,-50.6007,-41.6280,3.4309,-164.5822,GNSS_INS,0.6123,81.195,2.609,3.4660,0
41.800,-50.9338,-41.6932,3.3965,-164.2128,GNSS_INS,0.6125,81.534,2.609,3.3593,0
41.900,-51.2684,-41.7588,3.4083,-164.0967,GNSS_INS,0.6126,81.875,2.609,3.4211,0
42.000,-51.6018,-41.8241,3.3984,-164.3138,GNSS_INS,0.6128,82.215,2.609,3.3877,0
42.100,-51.9328,-41.8889,3.3752,-164.4673,GNSS_INS,0.6130,82.552,2.609,3.3502,0
42.200,-52.2630,-41.9536,3.3652,-164.8393,GNSS_INS,0.6132,82.889,2.609,3.3543,0
42.300,-52.5585,-41.9741,3.4116,-165.4564,GNSS_INS,0.6055,83.183,2.572,3.4650,0
42.400,-52.8875,-42.0386,3.3535,-166.1714,GNSS_INS,0.6056,83.518,2.572,3.2870,0
42.500,-53.2188,-42.1035,3.3752,-166.9006,GNSS_INS,0.6058,83.856,2.572,3.3991,0
42.600,-53.5485,-42.1680,3.3601,-167.9161,GNSS_INS,0.6060,84.191,2.572,3.3437,0
42.700,-53.8769,-42.2323,3.3470,-169.1476,GNSS_INS,0.6062,84.526,2.572,3.3328,0
42.800,-54.2054,-42.2967,3.3474,-170.1140,GNSS_INS,0.6064,84.861,2.572,3.3479,0
42.900,-54.5364,-42.3615,3.3717,-170.7573,GNSS_INS,0.6066,85.198,2.572,3.3979,0
43.000,-54.8639,-42.4257,3.3390,-171.2147,GNSS_INS,0.6067,85.532,2.572,3.3036,0
43.100,-55.1936,-42.4902,3.3590,-171.2630,GNSS_INS,0.6069,85.868,2.572,3.3806,0
43.200,-55.5221,-42.5546,3.3481,-171.1837,GNSS_INS,0.6071,86.203,2.572,3.3364,0
43.300,-55.7943,-42.6686,3.3303,-171.3099,GNSS_INS,0.5996,86.492,2.632,3.2853,0
43.400,-56.1192,-42.7323,3.3117,-171.8478,GNSS_INS,0.5998,86.823,2.632,3.2903,0
43.500,-56.4493,-42.7969,3.3622,-172.6500,GNSS_INS,0.6000,87.159,2.632,3.4177,0
43.600,-56.7822,-42.8621,3.3905,-173.6641,GNSS_INS,0.6002,87.498,2.632,3.4213,0
43.700,-57.1119,-42.9267,3.3616,-174.7899,GNSS_INS,0.6004,87.834,2.632,3.3303,0
43.800,-57.4432,-42.9916,3.3747,-176.4003,GNSS_INS,0.6005,88.172,2.632,3.3888,0
43.900,-57.7745,-43.0565,3.3756,-177.7650,GNSS_INS,0.6007,88.509,2.632,3.3767,0
44.000,-58.1050,-43.1212,3.3689,-178.7808,GNSS_INS,0.6009,88.846,2.632,3.3617,0
44.100,-58.4345,-43.1857,3.3581,-179.3883,GNSS_INS,0.6011,89.182,2.632,3.3464,0
44.200,-58.7634,-43.2502,3.3521,-179.6992,GNSS_INS,0.6013,89.517,2.632,3.3457,0
44.300,-59.1126,-42.9805,3.3231,-179.6734,GNSS_INS,0.5940,89.808,2.300,3.3013,0
44.400,-59.4380,-43.0442,3.3164,-179.9559,GNSS_INS,0.5942,90.140,2.300,3.3087,0
44.500,-59.7640,-43.1081,3.3216,179.8068,GNSS_INS,0.5944,90.472,2.300,3.3274,0
44.600,-60.0877,-43.1715,3.2999,178.8459,GNSS_INS,0.5946,90.802,2.300,3.2763,0
44.700,-60.4101,-43.2346,3.2853,177.7231,GNSS_INS,0.5948,91.130,2.300,3.2695,0
44.800,-60.7321,-43.2977,3.2816,176.3247,GNSS_INS,0.5949,91.458,2.300,3.2777,0
44.900,-61.0542,-43.3608,3.2819,175.6424,GNSS_INS,0.5951,91.786,2.300,3.2822,0
45.000,-61.3763,-43.4238,3.2821,174.6612,GNSS_INS,0.5953,92.115,2.300,3.2824,0
45.100,-61.7015,-43.4875,3.3118,173.4883,GNSS_INS,0.5955,92.446,2.300,3.3438,0
45.200,-62.0256,-43.5510,3.3039,172.2145,GNSS_INS,0.5957,92.776,2.300,3.2953,0
45.300,-63.3177,-42.7553,3.2961,170.9369,GNSS_INS,0.5886,93.062,1.528,3.3152,0
45.400,-63.6209,-42.6334,3.2687,168.9392,GNSS_INS,0.5888,93.389,1.528,3.2373,0
45.500,-63.9222,-42.5122,3.2478,166.7246,GNSS_INS,0.5890,93.714,1.528,3.2248,0
45.600,-64.2211,-42.3920,3.2233,164.2473,GNSS_INS,0.5892,94.036,1.528,3.1968,0
45.700,-64.5213,-42.2713,3.2343,161.9531,GNSS_INS,0.5894,94.360,1.528,3.2462,0
45.800,-64.8172,-42.1523,3.1922,160.0298,GNSS_INS,0.5896,94.679,1.528,3.1467,0
45.900,-65.1136,-42.0331,3.1951,158.3994,GNSS_INS,0.5898,94.998,1.528,3.1983,0
46.000,-65.4097,-41.9140,3.1918,156.9718,GNSS_INS,0.5899,95.317,1.528,3.1881,0
46.100,-65.7085,-41.7938,3.2180,155.8627,GNSS_INS,0.5901,95.639,1.528,3.2464,0
46.200,-66.0041,-41.6749,3.1887,155.0909,GNSS_INS,0.5903,95.958,1.528,3.1571,0
46.300,-65.7390,-40.2988,3.1644,154.7486,GNSS_INS,0.5835,96.226,0.153,3.1325,0
46.400,-66.0313,-40.1812,3.1507,154.0785,GNSS_INS,0.5836,96.541,0.153,3.1349,0
46.500,-66.3218,-40.0644,3.1321,153.2281,GNSS_INS,0.5838,96.854,0.153,3.1117,0
46.600,-66.6103,-39.9483,3.1102,152.0521,GNSS_INS,0.5840,97.165,0.153,3.0865,0
46.700,-66.9009,-39.8315,3.1311,150.3077,GNSS_INS,0.5842,97.478,0.153,3.1537,0
46.800,-67.1907,-39.7149,3.1241,148.3197,GNSS_INS,0.5844,97.790,0.153,3.1165,0
46.900,-67.4778,-39.5994,3.0968,145.6315,GNSS_INS,0.5846,98.100,0.153,3.0673,0
47.000,-67.7654,-39.4838,3.0996,143.2151,GNSS_INS,0.5848,98.410,0.153,3.1027,0
47.100,-68.0524,-39.3683,3.0935,141.0601,GNSS_INS,0.5850,98.719,0.153,3.0868,0
47.200,-68.3437,-39.1378,3.0879,139.9447,GNSS_INS,0.5852,99.028,0.153,3.0819,0
47.300,-68.0406,-38.5245,3.0712,139.6310,GNSS_INS,0.5785,99.288,-0.480,3.0776,0
47.400,-68.2422,-38.2955,3.0511,139.1236,GNSS_INS,0.5787,99.593,-0.480,3.0282,0
47.500,-68.4424,-38.0683,3.0287,138.7194,GNSS_INS,0.5788,99.895,-0.480,3.0041,0
47.600,-68.6426,-37.8411,3.0286,138.1328,GNSS_INS,0.5790,100.198,-0.480,3.0285,0
47.700,-68.8404,-37.6165,2.9947,137.4854,GNSS_INS,0.5792,100.498,-0.480,2.9580,0
47.800,-69.0394,-37.3906,3.0097,136.7833,GNSS_INS,0.5794,100.799,-0.480,3.0260,0
47.900,-69.2390,-37.1639,3.0195,136.6657,GNSS_INS,0.5796,101.101,-0.480,3.0301,0
48.000,-69.4380,-36.9381,3.0106,137.0580,GNSS_INS,0.5798,101.402,-0.480,3.0009,0
48.100,-69.6364,-36.7128,3.0027,138.5622,GNSS_INS,0.5800,101.702,-0.480,2.9942,0
48.200,-69.8350,-36.4874,3.0040,139.1736,GNSS_INS,0.5802,102.002,-0.480,3.0054,0
48.300,-69.2889,-35.6542,2.9728,139.1218,GNSS_INS,0.5737,102.267,-1.441,2.9494,0
48.400,-69.4866,-35.4297,2.9914,138.9593,GNSS_INS,0.5739,102.566,-1.441,3.0126,0
48.500,-69.6803,-35.2098,2.9320,139.2839,GNSS_INS,0.5741,102.859,-1.441,2.8609,0
48.600,-69.8741,-34.9899,2.9316,138.8217,GNSS_INS,0.5743,103.152,-1.441,2.9312,0
48.700,-70.0681,-34.7696,2.9347,139.0693,GNSS_INS,0.5744,103.445,-1.441,2.9381,0
48.800,-70.2632,-34.5482,2.9496,139.9479,GNSS_INS,0.5746,103.741,-1.441,2.9656,0
48.900,-70.4595,-34.3253,2.9687,141.4998,GNSS_INS,0.5748,104.038,-1.441,2.9893,0
49.000,-70.6525,-34.1062,2.9232,143.1062,GNSS_INS,0.5750,104.329,-1.441,2.8726,0
49.100,-70.8443,-33.8884,2.9045,144.6520,GNSS_INS,0.5752,104.620,-1.441,2.8840,0
49.200,-70.8628,-33.8422,2.9094,145.9487,GNSS_INS,0.5754,104.911,-1.441,2.9150,0
49.300,-71.0163,-33.5942,2.9158,147.2376,INERTIAL,0.5757,105.202,-1.441,2.9239,0
49.400,-71.1724,-33.3418,2.9614,148.8130,INERTIAL,0.5759,105.499,-1.441,3.0101,0
49.500,-71.3296,-33.0877,2.9849,151.3510,INERTIAL,0.5761,105.798,-1.441,3.0118,0
49.600,-71.4876,-32.8324,3.0010,154.5222,INERTIAL,0.5763,106.098,-1.441,3.0195,0
49.700,-71.6485,-32.5723,3.0510,158.6018,INERTIAL,0.5765,106.404,-1.441,3.1100,0
49.800,-71.8098,-32.3116,3.0639,161.9308,INERTIAL,0.5767,106.711,-1.441,3.0817,0
49.900,-71.9717,-32.0500,3.0742,165.5470,INERTIAL,0.5770,107.018,-1.441,3.0874,0
50.000,-72.1338,-31.7879,3.0807,168.2714,INERTIAL,0.5772,107.326,-1.441,3.0900,0
50.100,-72.2999,-31.5195,3.1406,171.1842,INERTIAL,0.5775,107.642,-1.441,3.2124,0
50.200,-72.4689,-31.2464,3.1961,175.0220,INERTIAL,0.5777,107.963,-1.441,3.2747,0
50.300,-72.6356,-30.9770,3.1745,178.8613,INERTIAL,0.5780,108.280,-1.441,3.1459,0
50.400,-72.8001,-30.7110,3.1386,-178.1581,INERTIAL,0.5783,108.593,-1.441,3.0791,0
50.500,-72.9675,-30.4405,3.1697,-175.4875,INERTIAL,0.5786,108.911,-1.441,3.2157,0
50.600,-73.1339,-30.1716,3.1643,-172.7250,INERTIAL,0.5789,109.227,-1.441,3.1542,0
50.700,-73.3010,-29.9015,3.1721,-169.4893,INERTIAL,0.5792,109.545,-1.441,3.1839,0
50.800,-73.4677,-29.6320,3.1703,-165.7609,INERTIAL,0.5795,109.862,-1.441,3.1676,0
50.900,-73.6379,-29.3570,3.2120,-162.1792,INERTIAL,0.5799,110.185,-1.441,3.2681,0
51.000,-73.8124,-29.0749,3.2819,-158.3515,INERTIAL,0.5802,110.517,-1.441,3.3894,0
51.100,-73.9812,-28.8021,3.2330,-154.6461,INERTIAL,0.5805,110.838,-1.441,3.1619,0
51.200,-74.1495,-28.5300,3.2099,-151.8692,INERTIAL,0.5808,111.157,-1.441,3.1709,0
