t_s,x_m,y_m,v,heading_deg,mode,sigma_pos,s_m,d_m,v_model,stop
83.200,136.8965,-56.4306,3.8451,-21.8528,INERTIAL,0.5515,159.203,-0.233,3.8639,0
83.300,137.2539,-56.5756,3.8564,-22.3814,INERTIAL,0.5517,159.588,-0.233,3.8685,0
83.400,137.6122,-56.7210,3.8659,-22.5545,INERTIAL,0.5519,159.975,-0.233,3.8763,0
83.500,137.9698,-56.8661,3.8596,-22.5081,INERTIAL,0.5521,160.361,-0.233,3.8528,0
83.600,138.3273,-57.0112,3.8577,-23.1007,INERTIAL,0.5523,160.747,-0.233,3.8557,0
83.700,138.6852,-57.1564,3.8629,-23.8047,INERTIAL,0.5525,161.133,-0.233,3.8684,0
83.800,139.0416,-57.3010,3.8467,-24.1985,INERTIAL,0.5527,161.518,-0.233,3.8293,0
83.900,139.3983,-57.4458,3.8501,-24.2995,INERTIAL,0.5529,161.903,-0.233,3.8537,0
84.000,139.7575,-57.5916,3.8743,-24.9445,INERTIAL,0.5531,162.290,-0.233,3.9004,0
84.100,140.1164,-57.7372,3.8737,-25.8136,INERTIAL,0.5533,162.678,-0.233,3.8731,0
84.200,140.4784,-57.8841,3.9041,-25.2477,INERTIAL,0.5535,163.068,-0.233,3.9369,0
84.300,140.8389,-58.0304,3.8911,-23.7045,INERTIAL,0.5537,163.457,-0.233,3.8771,0
84.400,141.2000,-58.1770,3.8970,-22.5502,INERTIAL,0.5539,163.847,-0.233,3.9033,0
84.500,141.5647,-58.3249,3.9323,-21.3796,INERTIAL,0.5541,164.241,-0.233,3.9706,0
84.600,141.9275,-58.4722,3.9166,-20.6150,INERTIAL,0.5543,164.632,-0.233,3.8995,0
84.700,142.2959,-58.6217,3.9714,-21.0032,INERTIAL,0.5545,165.030,-0.233,4.0306,0
84.800,142.6665,-58.7721,3.9980,-22.7978,INERTIAL,0.5547,165.430,-0.233,4.0267,0
84.900,143.0344,-58.9214,3.9722,-24.3936,INERTIAL,0.5549,165.827,-0.233,3.9443,0
85.000,143.4026,-59.0708,3.9737,-24.7986,INERTIAL,0.5551,166.224,-0.233,3.9754,0
85.100,143.7722,-59.2207,3.9870,-25.7720,INERTIAL,0.5553,166.623,-0.233,4.0014,0
85.200,144.1438,-59.3715,4.0086,-27.2947,INERTIAL,0.5555,167.024,-0.233,4.0320,0
85.300,144.5128,-59.5213,3.9850,-27.3012,INERTIAL,0.5557,167.422,-0.233,3.9594,0
85.400,144.8827,-59.6714,3.9909,-25.4181,INERTIAL,0.5559,167.821,-0.233,3.9974,0
85.500,145.2568,-59.8232,4.0336,-23.9530,INERTIAL,0.5561,168.225,-0.233,4.0797,0
85.600,145.6306,-59.9749,4.0345,-23.3350,INERTIAL,0.5563,168.628,-0.233,4.0354,0
85.700,146.0053,-60.1270,4.0427,-23.2270,INERTIAL,0.5565,169.033,-0.233,4.0516,0
85.800,146.3838,-60.2806,4.0822,-23.5485,INERTIAL,0.5567,169.441,-0.233,4.1250,0
85.900,146.7626,-60.4343,4.0869,-23.4852,INERTIAL,0.5569,169.850,-0.233,4.0919,0
86.000,147.1407,-60.5877,4.0817,-23.2966,INERTIAL,0.5571,170.258,-0.233,4.0760,0
86.100,147.5168,-60.7404,4.0607,-22.9144,INERTIAL,0.5573,170.664,-0.233,4.0380,0
86.200,147.8928,-60.8929,4.0575,-23.1125,INERTIAL,0.5575,171.070,-0.233,4.0541,0
86.300,148.2712,-61.0465,4.0823,-23.5772,INERTIAL,0.5577,171.478,-0.233,4.1091,0
86.400,148.6517,-61.2009,4.1038,-23.6176,INERTIAL,0.5579,171.889,-0.233,4.1271,0
86.500,149.0318,-61.3552,4.1029,-23.8456,INERTIAL,0.5581,172.299,-0.233,4.1018,0
86.600,149.4125,-61.5096,4.1074,-23.7971,INERTIAL,0.5583,172.710,-0.233,4.1123,0
86.700,149.7994,-61.6666,4.1704,-24.8592,INERTIAL,0.5585,173.127,-0.233,4.2386,0
86.800,150.1860,-61.8235,4.1724,-26.1998,INERTIAL,0.5587,173.545,-0.233,4.1746,0
86.900,150.5712,-61.9799,4.1585,-26.5628,INERTIAL,0.5589,173.960,-0.233,4.1434,0
87.000,150.9576,-62.1367,4.1688,-26.0630,INERTIAL,0.5591,174.377,-0.233,4.1799,0
87.100,151.3388,-62.2914,4.1185,-25.4980,INERTIAL,0.5594,174.789,-0.233,4.0641,0
87.200,151.7214,-62.4466,4.1281,-25.6193,INERTIAL,0.5596,175.202,-0.233,4.1386,0
87.300,152.1025,-62.6013,4.1142,-25.8732,INERTIAL,0.5598,175.613,-0.233,4.0992,0
87.400,152.4906,-62.7588,4.1824,-25.6808,INERTIAL,0.5600,176.032,-0.233,4.2560,0
87.500,152.8781,-62.9160,4.1816,-26.3690,INERTIAL,0.5602,176.450,-0.233,4.1808,0
87.600,153.2669,-63.0738,4.1953,-27.2926,INERTIAL,0.5604,176.870,-0.233,4.2100,0
87.700,153.6528,-63.2304,4.1666,-27.4274,INERTIAL,0.5606,177.286,-0.233,4.1356,0
87.800,154.0413,-63.3881,4.1915,-27.1547,INERTIAL,0.5608,177.705,-0.233,4.2185,0
87.900,154.4237,-63.5432,4.1310,-27.5072,INERTIAL,0.5610,178.118,-0.233,4.0655,0
88.000,154.8074,-63.6989,4.1403,-27.3631,INERTIAL,0.5612,178.532,-0.233,4.1504,0
88.100,155.1935,-63.8556,4.1649,-27.0699,INERTIAL,0.5614,178.949,-0.233,4.1914,0
88.200,155.5846,-64.0143,4.2162,-26.6393,INERTIAL,0.5616,179.371,-0.233,4.2718,0
88.300,155.9728,-64.1719,4.1923,-26.6251,INERTIAL,0.5618,179.790,-0.233,4.1665,0
88.400,156.3634,-64.3304,4.2136,-26.8421,INERTIAL,0.5620,180.211,-0.233,4.2366,0
88.500,156.7517,-64.4879,4.1915,-26.8387,INERTIAL,0.5622,180.630,-0.233,4.1675,0
88.600,157.1453,-64.6477,4.2437,-27.4889,INERTIAL,0.5624,181.055,-0.233,4.3002,0
88.700,157.5318,-64.8045,4.1770,-28.2398,INERTIAL,0.5626,181.472,-0.233,4.1048,0
88.800,157.9187,-64.9615,4.1754,-27.7767,INERTIAL,0.5628,181.890,-0.233,4.1738,0
88.900,158.3046,-65.1182,4.1656,-26.1685,INERTIAL,0.5630,182.306,-0.233,4.1549,0
89.000,158.6911,-65.2750,4.1706,-25.3569,INERTIAL,0.5632,182.723,-0.233,4.1761,0
89.100,159.0681,-65.4280,4.0761,-24.9642,INERTIAL,0.5634,183.130,-0.233,3.9738,0
89.200,159.4483,-65.5823,4.1010,-24.7649,INERTIAL,0.5636,183.541,-0.233,4.1280,0
89.300,159.8236,-65.7346,4.0540,-24.7345,INERTIAL,0.5638,183.946,-0.233,4.0001,0
89.400,160.1999,-65.8873,4.0611,-24.2662,INERTIAL,0.5640,184.352,-0.233,4.0687,0
89.500,160.5736,-66.0389,4.0347,-24.6423,INERTIAL,0.5642,184.755,-0.233,4.0063,0
89.600,160.9489,-66.1912,4.0488,-25.8248,INERTIAL,0.5644,185.160,-0.233,4.0639,0
89.700,161.3254,-66.3440,4.0629,-26.8277,INERTIAL,0.5646,185.566,-0.233,4.0781,0
89.800,161.7021,-66.4969,4.0646,-26.7683,INERTIAL,0.5648,185.973,-0.233,4.0664,0
89.900,162.0734,-66.6476,4.0120,-26.2016,INERTIAL,0.5650,186.374,-0.233,3.9552,0
90.000,162.4480,-66.7996,4.0396,-25.9261,INERTIAL,0.5652,186.778,-0.233,4.0694,0
90.100,162.8239,-66.9521,4.0563,-25.1880,INERTIAL,0.5654,187.184,-0.233,4.0744,0
90.200,163.1998,-67.1047,4.0562,-25.0851,INERTIAL,0.5656,187.589,-0.233,4.0561,0
90.300,163.5763,-67.2574,4.0624,-24.4586,INERTIAL,0.5658,187.995,-0.233,4.0690,0
90.400,163.9505,-67.4093,4.0410,-23.4277,INERTIAL,0.5660,188.399,-0.233,4.0179,0
90.500,164.3298,-67.5632,4.0895,-21.8714,INERTIAL,0.5662,188.809,-0.233,4.1420,0
90.600,164.7122,-67.7184,4.1234,-20.9121,INERTIAL,0.5664,189.221,-0.233,4.1600,0
90.700,165.0914,-67.8723,4.0953,-20.4837,INERTIAL,0.5666,189.631,-0.233,4.0650,0
90.800,165.4728,-68.0271,4.1146,-19.6164,INERTIAL,0.5668,190.042,-0.233,4.1354,0
90.900,165.8546,-68.1820,4.1199,-18.1190,INERTIAL,0.5670,190.454,-0.233,4.1256,0
91.000,166.2387,-68.3379,4.1433,-17.0558,INERTIAL,0.5672,190.869,-0.233,4.1687,0
91.100,166.6300,-68.4967,4.2166,-17.1028,INERTIAL,0.5673,191.291,-0.233,4.2959,0
91.200,167.0214,-68.6555,4.2235,-17.9837,INERTIAL,0.5675,191.714,-0.233,4.2310,0
91.300,167.4159,-68.8156,4.2545,-18.9131,INERTIAL,0.5677,192.139,-0.233,4.2879,0
91.400,167.8162,-68.9780,4.3151,-19.3937,INERTIAL,0.5679,192.571,-0.233,4.3807,0
91.500,168.2182,-69.1412,4.3373,-20.0140,INERTIAL,0.5681,193.005,-0.233,4.3613,0
91.600,168.6219,-69.3050,4.3546,-20.7340,INERTIAL,0.5683,193.441,-0.233,4.3733,0
91.700,169.0247,-69.4685,4.3480,-22.3337,INERTIAL,0.5685,193.875,-0.233,4.3408,0
91.800,169.4273,-69.6318,4.3453,-23.3328,INERTIAL,0.5687,194.310,-0.233,4.3424,0
91.900,169.8284,-69.7946,4.3294,-23.1106,INERTIAL,0.5689,194.743,-0.233,4.3123,0
92.000,170.2296,-69.9574,4.3302,-21.9675,INERTIAL,0.5691,195.176,-0.233,4.3311,0
92.100,170.6248,-70.1178,4.2701,-21.2274,INERTIAL,0.5693,195.602,-0.233,4.2050,0
92.200,171.0186,-70.2776,4.2514,-19.7768,INERTIAL,0.5695,196.027,-0.233,4.2313,0
92.300,171.4115,-70.4370,4.2406,-17.7962,INERTIAL,0.5697,196.451,-0.233,4.2289,0
92.400,171.8080,-70.5979,4.2759,-16.7364,INERTIAL,0.5699,196.879,-0.233,4.3140,0
92.500,172.2047,-70.7589,4.2813,-17.0438,INERTIAL,0.5701,197.307,-0.233,4.2872,0
92.600,172.6046,-70.9212,4.3125,-16.9217,INERTIAL,0.5703,197.739,-0.233,4.3462,0
92.700,173.0004,-71.0818,4.2747,-16.4988,INERTIAL,0.5705,198.166,-0.233,4.2338,0
92.800,173.3972,-71.2429,4.2819,-16.8584,INERTIAL,0.5707,198.594,-0.233,4.2897,0
92.900,173.7943,-71.4040,4.2856,-17.5784,INERTIAL,0.5709,199.023,-0.233,4.2897,0
93.000,174.1914,-71.5652,4.2857,-18.4429,INERTIAL,0.5711,199.451,-0.233,4.2858,0
93.100,174.5794,-71.7226,4.1945,-19.7151,INERTIAL,0.5713,199.870,-0.233,4.0959,0
93.200,174.9704,-71.8813,4.2179,-21.3966,INERTIAL,0.5715,200.292,-0.233,4.2432,0
93.300,175.3617,-72.0401,4.2219,-22.7028,INERTIAL,0.5717,200.714,-0.233,4.2263,0
93.400,175.7524,-72.1986,4.2174,-23.0829,INERTIAL,0.5719,201.136,-0.233,4.2124,0
93.500,176.1379,-72.3551,4.1641,-22.7643,INERTIAL,0.5721,201.552,-0.233,4.1066,0
93.600,176.5209,-72.5105,4.1359,-21.7056,INERTIAL,0.5723,201.965,-0.233,4.1053,0
93.700,176.9002,-72.6644,4.0961,-20.1937,INERTIAL,0.5725,202.375,-0.233,4.0532,0
93.800,177.2779,-72.8177,4.0776,-19.2607,INERTIAL,0.5727,202.782,-0.233,4.0576,0
93.900,177.6502,-72.9687,4.0224,-18.8438,INERTIAL,0.5729,203.184,-0.233,3.9626,0
94.000,178.0273,-73.1218,4.0667,-18.9329,INERTIAL,0.5731,203.591,-0.233,4.1146,0
94.100,178.4003,-73.2732,4.0287,-19.5076,INERTIAL,0.5733,203.994,-0.233,3.9876,0
94.200,178.7737,-73.4247,4.0291,-19.8343,INERTIAL,0.5735,204.397,-0.233,4.0296,0
94.300,179.1475,-73.5764,4.0343,-20.3263,INERTIAL,0.5737,204.800,-0.233,4.0400,0
94.400,179.5259,-73.7299,4.0793,-22.1150,INERTIAL,0.5739,205.208,-0.233,4.1280,0
94.500,179.9065,-73.8844,4.1052,-22.8721,INERTIAL,0.5741,205.619,-0.233,4.1332,0
94.600,180.2854,-74.0381,4.0906,-22.7177,INERTIAL,0.5742,206.028,-0.233,4.0747,0
94.700,180.6645,-74.1920,4.0915,-22.7193,INERTIAL,0.5744,206.437,-0.233,4.0925,0
94.800,181.0428,-74.3455,4.0828,-22.4143,INERTIAL,0.5746,206.845,-0.233,4.0733,0
94.900,181.4173,-74.4975,4.0449,-21.3594,INERTIAL,0.5748,207.250,-0.233,4.0039,0
95.000,181.7871,-74.6475,3.9950,-18.9414,INERTIAL,0.5750,207.649,-0.233,3.9411,0
95.100,182.1559,-74.7972,3.9816,-16.5894,INERTIAL,0.5752,208.047,-0.233,3.9671,0
95.200,182.5231,-74.9462,3.9645,-15.8689,INERTIAL,0.5754,208.443,-0.233,3.9460,0
95.300,182.8889,-75.0947,3.9487,-16.0036,INERTIAL,0.5756,208.838,-0.233,3.9317,0
95.400,183.2561,-75.2437,3.9613,-16.6108,INERTIAL,0.5758,209.234,-0.233,3.9749,0
95.500,183.6222,-75.3923,3.9525,-18.0071,INERTIAL,0.5760,209.629,-0.233,3.9429,0
95.600,183.9857,-75.5398,3.9246,-20.3749,INERTIAL,0.5762,210.021,-0.233,3.8945,0
95.700,184.3496,-75.6874,3.9271,-22.6326,INERTIAL,0.5764,210.414,-0.233,3.9298,0
95.800,184.7168,-75.8364,3.9598,-23.8617,INERTIAL,0.5766,210.810,-0.233,3.9952,0
95.900,185.0821,-75.9847,3.9438,-24.5734,INERTIAL,0.5768,211.205,-0.233,3.9264,0
96.000,185.4453,-76.1321,3.9215,-25.4556,INERTIAL,0.5770,211.597,-0.233,3.8974,0
96.100,185.8083,-76.2794,3.9180,-25.9525,INERTIAL,0.5772,211.988,-0.233,3.9142,0
96.200,186.1731,-76.4274,3.9355,-25.8779,INERTIAL,0.5774,212.382,-0.233,3.9545,0
96.300,186.5372,-76.5752,3.9297,-24.6049,INERTIAL,0.5776,212.775,-0.233,3.9235,0
96.400,186.8983,-76.7217,3.8997,-23.7467,INERTIAL,0.5778,213.165,-0.233,3.8672,0
96.500,187.2566,-76.8671,3.8688,-24.6693,INERTIAL,0.5780,213.551,-0.233,3.8353,0
96.600,187.6164,-77.0132,3.8828,-25.8635,INERTIAL,0.5782,213.940,-0.233,3.8979,0
96.700,187.9738,-77.1582,3.8588,-26.8468,INERTIAL,0.5783,214.325,-0.233,3.8328,0
96.800,188.3303,-77.3029,3.8483,-28.0787,INERTIAL,0.5785,214.710,-0.233,3.8371,0
96.900,188.6849,-77.4467,3.8280,-29.3309,INERTIAL,0.5787,215.093,-0.233,3.8061,0
97.000,189.0386,-77.5903,3.8179,-30.1480,INERTIAL,0.5789,215.475,-0.233,3.8069,0
97.100,189.3898,-77.7328,3.7929,-30.5716,INERTIAL,0.5791,215.854,-0.233,3.7658,0
97.200,189.7420,-77.8757,3.7997,-30.6442,INERTIAL,0.5793,216.234,-0.233,3.8072,0
97.300,190.0940,-78.0186,3.7993,-29.3491,INERTIAL,0.5795,216.614,-0.233,3.7988,0
97.400,190.4491,-78.1627,3.8292,-27.4292,INERTIAL,0.5797,216.997,-0.233,3.8616,0
97.500,190.7998,-78.3050,3.7879,-25.6288,INERTIAL,0.5799,217.375,-0.233,3.7432,0
97.600,191.1516,-78.4477,3.7963,-24.4414,INERTIAL,0.5801,217.755,-0.233,3.8053,0
97.700,191.5029,-78.5903,3.7914,-22.9837,INERTIAL,0.5803,218.134,-0.233,3.7862,0
97.800,191.8548,-78.7331,3.7979,-21.5594,INERTIAL,0.5805,218.514,-0.233,3.8048,0
97.900,192.2050,-78.8752,3.7809,-20.2609,INERTIAL,0.5807,218.892,-0.233,3.7626,0
98.000,192.5532,-79.0165,3.7588,-19.5288,INERTIAL,0.5809,219.267,-0.233,3.7348,0
98.100,192.9028,-79.1584,3.7723,-19.6908,INERTIAL,0.5811,219.645,-0.233,3.7869,0
98.200,193.2522,-79.3002,3.7706,-19.3342,INERTIAL,0.5813,220.022,-0.233,3.7688,0
98.300,193.6039,-79.4429,3.7936,-19.1482,INERTIAL,0.5815,220.401,-0.233,3.8184,0
98.400,193.9553,-79.5855,3.7931,-19.0599,INERTIAL,0.5816,220.781,-0.233,3.7925,0
98.500,194.3096,-79.7293,3.8213,-17.8642,INERTIAL,0.5818,221.163,-0.233,3.8519,0
98.600,194.6629,-79.8727,3.8135,-17.1029,INERTIAL,0.5820,221.544,-0.233,3.8051,0
98.700,195.0169,-80.0163,3.8193,-17.8535,INERTIAL,0.5822,221.926,-0.233,3.8256,0
98.800,195.3719,-80.1604,3.8309,-19.6838,INERTIAL,0.5824,222.310,-0.233,3.8434,0
98.900,195.7275,-80.3047,3.8365,-20.2670,INERTIAL,0.5826,222.693,-0.233,3.8426,0
99.000,196.0823,-80.4460,3.8061,-19.7333,INERTIAL,0.5828,223.074,-0.233,3.7733,0
99.100,196.4362,-80.5870,3.8100,-19.7186,INERTIAL,0.5830,223.455,-0.233,3.8141,0
99.200,196.7891,-80.7275,3.7991,-20.6687,INERTIAL,0.5832,223.834,-0.233,3.7874,0
99.300,197.1463,-80.8698,3.8410,-21.6486,INERTIAL,0.5834,224.219,-0.233,3.8862,0
99.400,197.5054,-81.0128,3.8641,-21.0667,INERTIAL,0.5836,224.605,-0.233,3.8891,0
99.500,197.8697,-81.1579,3.9171,-19.5890,INERTIAL,0.5838,224.998,-0.233,3.9745,0
99.600,198.2308,-81.3017,3.8886,-17.8590,INERTIAL,0.5840,225.386,-0.233,3.8577,0
99.700,198.5917,-81.4454,3.8848,-15.7089,INERTIAL,0.5842,225.775,-0.233,3.8807,0
99.800,198.9500,-81.5882,3.8595,-14.9087,INERTIAL,0.5843,226.160,-0.233,3.8322,0
99.900,199.3068,-81.7302,3.8414,-16.3193,INERTIAL,0.5845,226.544,-0.233,3.8218,0
100.000,199.6627,-81.8720,3.8319,-18.7055,INERTIAL,0.5847,226.928,-0.233,3.8217,0
100.100,200.0152,-82.0124,3.7974,-19.8379,INERTIAL,0.5849,227.307,-0.233,3.7601,0
100.200,200.3670,-82.1525,3.7877,-19.7243,INERTIAL,0.5851,227.686,-0.233,3.7771,0
100.300,200.7201,-82.2931,3.7998,-20.1099,INERTIAL,0.5853,228.066,-0.233,3.8129,0
100.400,201.0661,-82.4310,3.7301,-21.4449,INERTIAL,0.5855,228.438,-0.233,3.6548,0
100.500,201.4147,-82.5698,3.7503,-23.1361,INERTIAL,0.5857,228.813,-0.233,3.7721,0
100.600,201.7583,-82.7066,3.7026,-24.5359,INERTIAL,0.5859,229.183,-0.233,3.6510,0
100.700,202.1021,-82.8436,3.7006,-25.2278,INERTIAL,0.5861,229.553,-0.233,3.6984,0
100.800,202.4459,-82.9806,3.7017,-25.2390,INERTIAL,0.5863,229.924,-0.233,3.7030,0
100.900,202.7902,-83.1178,3.7062,-25.1807,INERTIAL,0.5865,230.294,-0.233,3.7111,0
101.000,203.1328,-83.2544,3.6897,-24.5698,INERTIAL,0.5867,230.663,-0.233,3.6718,0
101.100,203.4757,-83.3911,3.6909,-23.6818,INERTIAL,0.5868,231.032,-0.233,3.6923,0
101.200,203.8132,-83.5257,3.6378,-23.0741,INERTIAL,0.5870,231.395,-0.233,3.5804,0
101.300,204.1507,-83.6602,3.6334,-22.7196,INERTIAL,0.5872,231.759,-0.233,3.6286,0
101.400,204.4872,-83.7944,3.6238,-22.1232,INERTIAL,0.5874,232.121,-0.233,3.6135,0
101.500,204.8237,-83.9286,3.6224,-21.2139,INERTIAL,0.5876,232.483,-0.233,3.6208,0
101.600,205.1601,-84.0627,3.6215,-20.4917,INERTIAL,0.5878,232.845,-0.233,3.6205,0
101.700,205.4936,-84.1956,3.5931,-21.1259,INERTIAL,0.5880,233.205,-0.233,3.5625,0
101.800,205.8274,-84.3287,3.5934,-23.2248,INERTIAL,0.5882,233.564,-0.233,3.5936,0
101.900,206.1588,-84.4608,3.5692,-25.3478,INERTIAL,0.5884,233.921,-0.233,3.5430,0
102.000,206.4879,-84.5920,3.5446,-25.8166,INERTIAL,0.5886,234.275,-0.233,3.5180,0
102.100,206.8202,-84.7245,3.5756,-25.3371,INERTIAL,0.5888,234.633,-0.233,3.6092,0
102.200,207.1488,-84.8555,3.5403,-24.4701,INERTIAL,0.5889,234.986,-0.233,3.5022,0
102.300,207.4757,-84.9858,3.5202,-23.9588,INERTIAL,0.5891,235.338,-0.233,3.4985,0
102.400,207.8034,-85.1165,3.5281,-23.5834,INERTIAL,0.5893,235.691,-0.233,3.5365,0
102.500,208.1321,-85.2476,3.5373,-23.5895,INERTIAL,0.5895,236.045,-0.233,3.5472,0
102.600,208.4587,-85.3778,3.5180,-24.2881,INERTIAL,0.5897,236.397,-0.233,3.4972,0
102.700,208.7879,-85.5090,3.5416,-25.0881,INERTIAL,0.5899,236.751,-0.233,3.5672,0
102.800,209.1186,-85.6409,3.5593,-25.6327,INERTIAL,0.5901,237.107,-0.233,3.5784,0
102.900,209.4462,-85.7715,3.5289,-25.4377,INERTIAL,0.5903,237.460,-0.233,3.4961,0
103.000,209.7707,-85.9008,3.4955,-24.9371,INERTIAL,0.5905,237.809,-0.233,3.4594,0
103.100,210.0942,-86.0298,3.4842,-25.3019,INERTIAL,0.5907,238.157,-0.233,3.4720,0
103.200,210.4202,-86.1598,3.5075,-25.4285,INERTIAL,0.5909,238.508,-0.233,3.5326,0
103.300,210.7462,-86.2897,3.5088,-25.2045,INERTIAL,0.5910,238.859,-0.233,3.5103,0
103.400,211.0687,-86.4183,3.4747,-25.2814,INERTIAL,0.5912,239.206,-0.233,3.4378,0
103.500,211.3934,-86.5478,3.4943,-24.8278,INERTIAL,0.5914,239.556,-0.233,3.5155,0
103.600,211.7180,-86.6772,3.4942,-23.9309,INERTIAL,0.5916,239.905,-0.233,3.4940,0
103.700,212.0422,-86.8064,3.4906,-23.2967,INERTIAL,0.5918,240.254,-0.233,3.4867,0
103.800,212.3653,-86.9353,3.4797,-22.2208,INERTIAL,0.5920,240.602,-0.233,3.4680,0
103.900,212.6885,-87.0641,3.4792,-20.3849,INERTIAL,0.5922,240.950,-0.233,3.4786,0
104.000,213.0119,-87.1930,3.4812,-19.2148,INERTIAL,0.5924,241.298,-0.233,3.4833,0
104.100,213.3312,-87.3204,3.4412,-19.9497,INERTIAL,0.5926,241.642,-0.233,3.3979,0
104.200,213.6501,-87.4475,3.4338,-21.5279,INERTIAL,0.5928,241.985,-0.233,3.4258,0
104.300,213.9729,-87.5762,3.4720,-22.4453,INERTIAL,0.5929,242.333,-0.233,3.5133,0
104.400,214.2941,-87.7042,3.4583,-22.4871,INERTIAL,0.5931,242.679,-0.233,3.4436,0
104.500,214.6128,-87.8313,3.4334,-22.9989,INERTIAL,0.5933,243.022,-0.233,3.4064,0
104.600,214.9345,-87.9595,3.4603,-23.8874,INERTIAL,0.5935,243.368,-0.233,3.4895,0
104.700,215.2600,-88.0893,3.5009,-24.0653,INERTIAL,0.5937,243.718,-0.233,3.5448,0
104.800,215.5871,-88.2197,3.5198,-23.6283,INERTIAL,0.5939,244.071,-0.233,3.5403,0
104.900,215.9129,-88.3496,3.5085,-23.1974,INERTIAL,0.5941,244.421,-0.233,3.4963,0
105.000,216.2368,-88.4787,3.4882,-22.5279,INERTIAL,0.5943,244.770,-0.233,3.4663,0
105.100,216.5614,-88.6082,3.4940,-21.9873,INERTIAL,0.5945,245.119,-0.233,3.5003,0
105.200,216.8830,-88.7364,3.4650,-21.2693,INERTIAL,0.5947,245.466,-0.233,3.4337,0
105.300,217.2058,-88.8651,3.4739,-20.3997,INERTIAL,0.5948,245.813,-0.233,3.4835,0
105.400,217.5291,-88.9940,3.4801,-20.3082,INERTIAL,0.5950,246.161,-0.233,3.4868,0
105.500,217.8536,-89.1234,3.4928,-19.6898,INERTIAL,0.5952,246.511,-0.233,3.5066,0
105.600,218.1769,-89.2523,3.4815,-17.9316,INERTIAL,0.5954,246.859,-0.233,3.4692,0
105.700,218.4971,-89.3799,3.4496,-16.3120,INERTIAL,0.5956,247.203,-0.233,3.4151,0
105.800,218.8183,-89.5080,3.4568,-16.0462,INERTIAL,0.5958,247.549,-0.233,3.4646,0
105.900,219.1418,-89.6369,3.4806,-17.4666,INERTIAL,0.5960,247.897,-0.233,3.5064,0
106.000,219.4671,-89.7666,3.5004,-19.7781,INERTIAL,0.5962,248.248,-0.233,3.5217,0
106.100,219.7898,-89.8953,3.4764,-21.2186,INERTIAL,0.5964,248.595,-0.233,3.4504,0
106.200,220.1125,-90.0239,3.4743,-21.5016,INERTIAL,0.5965,248.942,-0.233,3.4721,0
106.300,220.4323,-90.1514,3.4447,-21.4764,INERTIAL,0.5967,249.287,-0.233,3.4126,0
106.400,220.7502,-90.2782,3.4246,-21.4986,INERTIAL,0.5969,249.629,-0.233,3.4030,0
106.500,221.0647,-90.4036,3.3888,-21.3783,INERTIAL,0.5971,249.968,-0.233,3.3500,0
106.600,221.3816,-90.5299,3.4098,-22.0966,INERTIAL,0.5973,250.309,-0.233,3.4326,0
106.700,221.6967,-90.6555,3.3935,-23.0539,INERTIAL,0.5975,250.648,-0.233,3.3759,0
106.800,222.0126,-90.7815,3.3994,-23.6092,INERTIAL,0.5977,250.988,-0.233,3.4057,0
106.900,222.3256,-90.9063,3.3726,-23.5081,INERTIAL,0.5979,251.325,-0.233,3.3437,0
107.000,222.6449,-91.0336,3.4320,-23.8157,INERTIAL,0.5980,251.669,-0.233,3.4961,0
107.100,222.9616,-91.1598,3.4110,-25.3251,INERTIAL,0.5982,252.010,-0.233,3.3884,0
107.200,223.2790,-91.2864,3.4173,-25.7194,INERTIAL,0.5984,252.351,-0.233,3.4240,0
107.300,223.5907,-91.4106,3.3593,-24.1988,INERTIAL,0.5986,252.687,-0.233,3.2967,0
107.400,223.9036,-91.5354,3.3678,-21.4135,INERTIAL,0.5988,253.024,-0.233,3.3770,0
107.500,224.2165,-91.6601,3.3693,-18.4253,INERTIAL,0.5990,253.361,-0.233,3.3709,0
107.600,224.5334,-91.7865,3.4079,-16.9061,INERTIAL,0.5992,253.702,-0.233,3.4497,0
107.700,224.8478,-91.9118,3.3863,-16.9023,INERTIAL,0.5994,254.040,-0.233,3.3630,0
107.800,225.1625,-92.0373,3.3876,-17.6659,INERTIAL,0.5996,254.379,-0.233,3.3889,0
107.900,225.4742,-92.1616,3.3586,-17.8770,INERTIAL,0.5997,254.715,-0.233,3.3273,0
108.000,225.7867,-92.2861,3.3633,-18.3074,INERTIAL,0.5999,255.051,-0.233,3.3684,0
108.100,226.0909,-92.4074,3.2821,-19.1578,INERTIAL,0.6001,255.378,-0.233,3.1942,0
108.200,226.3962,-92.5291,3.2858,-19.5950,INERTIAL,0.6003,255.707,-0.233,3.2899,0
108.300,226.7013,-92.6508,3.2848,-19.9049,INERTIAL,0.6005,256.036,-0.233,3.2837,0
108.400,227.0061,-92.7723,3.2813,-20.9647,INERTIAL,0.6007,256.364,-0.233,3.2776,0
108.500,227.3077,-92.8925,3.2498,-21.7665,INERTIAL,0.6009,256.688,-0.233,3.2156,0
108.600,227.6120,-93.0138,3.2735,-22.6979,INERTIAL,0.6010,257.016,-0.233,3.2992,0
108.700,227.9192,-93.1363,3.3053,-23.2889,INERTIAL,0.6012,257.347,-0.233,3.3396,0
108.800,228.2324,-93.2612,3.3667,-23.1324,INERTIAL,0.6014,257.684,-0.233,3.4331,0
108.900,228.5440,-93.3854,3.3553,-22.0807,INERTIAL,0.6016,258.019,-0.233,3.3429,0
