t_s,x_m,y_m,v,heading_deg,mode,sigma_pos,s_m,d_m,v_model,stop
0.000,NaN,NaN,0.0000,0.0000,GNSS_INS,NaN,NaN,NaN,0.0029,1
0.100,NaN,NaN,0.0000,-0.0053,GNSS_INS,NaN,NaN,NaN,0.0029,1
0.200,NaN,NaN,0.0000,-0.0077,GNSS_INS,NaN,NaN,NaN,0.0029,1
0.300,NaN,NaN,0.0000,-0.0061,GNSS_INS,NaN,NaN,NaN,0.0029,1
0.400,NaN,NaN,0.0000,-0.0199,GNSS_INS,NaN,NaN,NaN,0.0029,1
0.500,NaN,NaN,0.0000,-0.0293,GNSS_INS,NaN,NaN,NaN,0.0029,1
0.600,NaN,NaN,0.0000,-0.0436,GNSS_INS,NaN,NaN,NaN,0.0029,1
0.700,NaN,NaN,0.0000,-0.0533,GNSS_INS,NaN,NaN,NaN,0.0029,1
0.800,NaN,NaN,0.0000,-0.0075,GNSS_INS,NaN,NaN,NaN,0.0029,1
0.900,NaN,NaN,0.0000,-0.0618,GNSS_INS,NaN,NaN,NaN,0.0029,1
1.000,NaN,NaN,0.0000,-0.0781,GNSS_INS,NaN,NaN,NaN,0.0029,1
1.100,NaN,NaN,0.0000,-0.0612,GNSS_INS,NaN,NaN,NaN,0.0029,1
1.200,NaN,NaN,0.0000,-0.1147,GNSS_INS,NaN,NaN,NaN,0.0029,1
1.300,NaN,NaN,0.0000,-0.0893,GNSS_INS,NaN,NaN,NaN,0.0029,1
1.400,NaN,NaN,0.0000,-0.0941,GNSS_INS,NaN,NaN,NaN,0.0029,1
1.500,NaN,NaN,0.0000,-0.0853,GNSS_INS,NaN,NaN,NaN,0.0029,1
1.600,NaN,NaN,0.0000,-0.1091,GNSS_INS,NaN,NaN,NaN,0.0029,1
1.700,-0.1776,0.0166,0.0000,-0.1742,GNSS_INS,2.3523,10.966,0.956,0.0029,1
1.800,-0.1776,0.0166,0.0000,-0.1755,GNSS_INS,2.3523,10.966,0.956,0.0029,1
1.900,-0.1776,0.0166,0.0000,-0.1898,GNSS_INS,2.3523,10.966,0.956,0.0029,1
2.000,-0.1776,0.0166,0.0000,-0.1835,GNSS_INS,2.3523,10.966,0.956,0.0029,1
2.100,-0.1776,0.0166,0.0000,-0.1673,GNSS_INS,2.3523,10.966,0.956,0.0029,1
2.200,-0.1776,0.0166,0.0000,-0.1891,GNSS_INS,2.3523,10.966,0.956,0.0029,1
2.300,-0.1776,0.0166,0.0000,-0.1805,GNSS_INS,2.3523,10.966,0.956,0.0029,1
2.400,-0.1776,0.0166,0.0000,-0.1759,GNSS_INS,2.3523,10.966,0.956,0.0029,1
2.500,-0.1776,0.0166,0.0000,-0.1816,GNSS_INS,2.3523,10.966,0.956,0.0029,1
2.600,-0.1776,0.0166,0.0000,-0.1867,GNSS_INS,2.3523,10.966,0.956,0.0029,1
2.700,-0.1776,0.0166,0.0000,-0.1773,GNSS_INS,2.3523,10.966,0.956,0.0029,1
2.800,-0.1776,0.0166,0.0000,-0.1824,GNSS_INS,2.3523,10.966,0.956,0.0029,1
2.900,-0.1776,0.0166,0.0000,-0.1935,GNSS_INS,2.3523,10.966,0.956,0.0029,1
3.000,-0.1776,0.0166,0.0000,-0.1854,GNSS_INS,2.3523,10.966,0.956,0.0029,1
3.100,-0.1794,-0.0010,0.0000,-0.1777,GNSS_INS,1.9986,10.971,0.939,0.0029,1
3.200,-0.1794,-0.0010,0.0000,-0.1773,GNSS_INS,1.9986,10.971,0.939,0.0029,1
3.300,-0.1794,-0.0010,0.0000,-0.1863,GNSS_INS,1.9986,10.971,0.939,0.0029,1
3.400,-0.1794,-0.0010,0.0000,-0.1814,GNSS_INS,1.9986,10.971,0.939,0.0029,1
3.500,-0.1794,-0.0010,0.0000,-0.1817,GNSS_INS,1.9986,10.971,0.939,0.0029,1
3.600,-0.1794,-0.0010,0.0000,-0.1794,GNSS_INS,1.9986,10.971,0.939,0.0029,1
3.700,-0.1794,-0.0010,0.0000,-0.1926,GNSS_INS,1.9986,10.971,0.939,0.0029,1
3.800,-0.1794,-0.0010,0.0000,-0.1972,GNSS_INS,1.9986,10.971,0.939,0.0075,1
3.900,-0.1794,-0.0010,0.0000,-0.2079,GNSS_INS,1.9986,10.971,0.939,0.0035,1
4.000,-0.1794,-0.0010,0.0000,-0.1903,GNSS_INS,1.9986,10.971,0.939,0.0036,1
4.100,-0.1732,-0.0212,0.0000,-0.1947,GNSS_INS,1.7679,10.984,0.923,0.0048,1
4.200,-0.1732,-0.0212,0.0000,-0.1872,GNSS_INS,1.7679,10.984,0.923,0.0039,1
4.300,-0.1732,-0.0212,0.0000,-0.1996,GNSS_INS,1.7679,10.984,0.923,0.0043,1
4.400,-0.1732,-0.0212,0.0000,-0.1949,GNSS_INS,1.7679,10.984,0.923,0.0039,1
4.500,-0.1732,-0.0212,0.0000,-0.1912,GNSS_INS,1.7679,10.984,0.923,0.0044,1
4.600,-0.1732,-0.0212,0.0000,-0.2059,GNSS_INS,1.7679,10.984,0.923,0.0030,1
4.700,-0.1732,-0.0212,0.0000,-0.2105,GNSS_INS,1.7679,10.984,0.923,0.0028,1
4.800,-0.1732,-0.0212,0.0000,-0.2093,GNSS_INS,1.7679,10.984,0.923,0.0033,1
4.900,-0.1732,-0.0212,0.0000,-0.2152,GNSS_INS,1.7679,10.984,0.923,0.0032,1
5.000,-0.1732,-0.0212,0.0000,-0.2252,GNSS_INS,1.7679,10.984,0.923,0.0039,1
5.100,-0.1595,-0.0188,0.0000,-0.2291,GNSS_INS,1.6022,10.996,0.930,0.0026,1
5.200,-0.1595,-0.0188,0.0000,-0.2304,GNSS_INS,1.6022,10.996,0.930,0.0030,1
5.300,-0.1595,-0.0188,0.0000,-0.2351,GNSS_INS,1.6022,10.996,0.930,0.0037,1
5.400,-0.1595,-0.0188,0.0000,-0.2364,GNSS_INS,1.6022,10.996,0.930,0.0023,1
5.500,-0.1595,-0.0188,0.0000,-0.2347,GNSS_INS,1.6022,10.996,0.930,0.0037,1
5.600,-0.1595,-0.0188,0.0000,-0.2338,GNSS_INS,1.6022,10.996,0.930,0.0026,1
5.700,-0.1595,-0.0188,0.0000,-0.2334,GNSS_INS,1.6022,10.996,0.930,0.0028,1
5.800,-0.1595,-0.0188,0.0000,-0.2383,GNSS_INS,1.6022,10.996,0.930,0.0025,1
5.900,-0.1595,-0.0188,0.0000,-0.2317,GNSS_INS,1.6022,10.996,0.930,0.0031,1
6.000,-0.1595,-0.0188,0.0000,-0.2391,GNSS_INS,1.6022,10.996,0.930,0.0031,1
6.100,-0.1328,0.0051,0.0000,-0.2443,GNSS_INS,1.4757,11.012,0.962,0.0024,1
6.200,-0.1328,0.0051,0.0000,-0.2428,GNSS_INS,1.4757,11.012,0.962,0.0018,1
6.300,-0.1328,0.0051,0.0000,-0.2404,GNSS_INS,1.4757,11.012,0.962,0.0027,1
6.400,-0.1328,0.0051,0.0000,-0.2476,GNSS_INS,1.4757,11.012,0.962,0.0039,1
6.500,-0.1328,0.0051,0.0000,-0.2535,GNSS_INS,1.4757,11.012,0.962,0.0033,1
6.600,-0.1328,0.0051,0.0000,-0.2626,GNSS_INS,1.4757,11.012,0.962,0.0028,1
6.700,-0.1328,0.0051,0.0000,-0.2507,GNSS_INS,1.4757,11.012,0.962,0.0034,1
6.800,-0.1328,0.0051,0.0000,-0.2517,GNSS_INS,1.4757,11.012,0.962,0.0030,1
6.900,-0.1328,0.0051,0.0000,-0.2480,GNSS_INS,1.4757,11.012,0.962,0.0023,1
7.000,-0.1328,0.0051,0.0000,-0.2466,GNSS_INS,1.4757,11.012,0.962,0.0022,1
7.100,-0.1054,0.0321,0.0000,-0.2472,GNSS_INS,1.3752,11.027,0.997,0.0026,1
7.200,-0.1054,0.0321,0.0000,-0.2464,GNSS_INS,1.3752,11.027,0.997,0.0027,1
7.300,-0.1054,0.0321,0.0000,-0.2478,GNSS_INS,1.3752,11.027,0.997,0.0034,1
7.400,-0.1054,0.0321,0.0000,-0.2499,GNSS_INS,1.3752,11.027,0.997,0.0032,1
7.500,-0.1054,0.0321,0.0000,-0.2519,GNSS_INS,1.3752,11.027,0.997,0.0033,1
7.600,-0.1054,0.0321,0.0000,-0.2517,GNSS_INS,1.3752,11.027,0.997,0.0033,1
7.700,-0.1054,0.0321,0.0000,-0.2517,GNSS_INS,1.3752,11.027,0.997,0.0030,1
7.800,-0.1054,0.0321,0.0000,-0.2553,GNSS_INS,1.3752,11.027,0.997,0.0021,1
7.900,-0.1054,0.0321,0.0000,-0.2613,GNSS_INS,1.3752,11.027,0.997,0.0021,1
8.000,-0.1054,0.0321,0.0000,-0.2519,GNSS_INS,1.3752,11.027,0.997,0.0030,1
8.100,-0.0794,0.0524,0.0000,-0.2584,GNSS_INS,1.2927,11.044,1.026,0.0023,1
8.200,-0.0794,0.0524,0.0000,-0.2569,GNSS_INS,1.2927,11.044,1.026,0.0019,1
8.300,-0.0794,0.0524,0.0000,-0.2581,GNSS_INS,1.2927,11.044,1.026,0.0024,1
8.400,-0.0794,0.0524,0.0000,-0.2593,GNSS_INS,1.2927,11.044,1.026,0.0023,1
8.500,-0.0794,0.0524,0.0000,-0.2563,GNSS_INS,1.2927,11.044,1.026,0.0024,1
8.600,-0.0794,0.0524,0.0000,-0.2576,GNSS_INS,1.2927,11.044,1.026,0.0028,1
8.700,-0.0794,0.0524,0.0000,-0.2567,GNSS_INS,1.2927,11.044,1.026,0.0024,1
8.800,-0.0794,0.0524,0.0000,-0.2591,GNSS_INS,1.2927,11.044,1.026,0.0021,1
8.900,-0.0794,0.0524,0.0000,-0.2582,GNSS_INS,1.2927,11.044,1.026,0.0038,1
9.000,-0.0794,0.0524,0.0000,-0.2564,GNSS_INS,1.2927,11.044,1.026,0.0022,1
9.100,-0.0627,0.0536,0.0000,-0.2567,GNSS_INS,1.2235,11.059,1.033,0.0020,1
9.200,-0.0627,0.0536,0.0000,-0.2555,GNSS_INS,1.2235,11.059,1.033,0.0024,1
9.300,-0.0627,0.0536,0.0000,-0.2593,GNSS_INS,1.2235,11.059,1.033,0.0026,1
9.400,-0.0627,0.0536,0.0000,-0.2608,GNSS_INS,1.2235,11.059,1.033,0.0028,1
9.500,-0.0627,0.0536,0.0000,-0.2588,GNSS_INS,1.2235,11.059,1.033,0.0027,1
9.600,-0.0627,0.0536,0.0000,-0.2587,GNSS_INS,1.2235,11.059,1.033,0.0024,1
9.700,-0.0627,0.0536,0.0000,-0.2567,GNSS_INS,1.2235,11.059,1.033,0.0015,1
9.800,-0.0627,0.0536,0.0000,-0.2554,GNSS_INS,1.2235,11.059,1.033,0.0020,1
9.900,-0.0627,0.0536,0.0000,-0.2590,GNSS_INS,1.2235,11.059,1.033,0.0022,1
10.000,-0.0627,0.0536,0.0000,-0.2571,GNSS_INS,1.2235,11.059,1.033,0.0022,1
10.100,-0.0393,0.0710,0.0000,-0.2559,GNSS_INS,1.1643,11.074,1.058,0.0024,1
10.200,-0.0393,0.0710,0.0000,-0.2587,GNSS_INS,1.1643,11.074,1.058,0.0029,1
10.300,-0.0393,0.0710,0.0000,-0.2604,GNSS_INS,1.1643,11.074,1.058,0.0032,1
10.400,-0.0393,0.0710,0.0000,-0.2605,GNSS_INS,1.1643,11.074,1.058,0.0025,1
10.500,-0.0393,0.0710,0.0000,-0.2577,GNSS_INS,1.1643,11.074,1.058,0.0024,1
10.600,-0.0393,0.0710,0.0000,-0.2553,GNSS_INS,1.1643,11.074,1.058,0.0018,1
10.700,-0.0393,0.0710,0.0000,-0.2557,GNSS_INS,1.1643,11.074,1.058,0.0026,1
10.800,-0.0393,0.0710,0.0000,-0.2589,GNSS_INS,1.1643,11.074,1.058,0.0029,1
10.900,-0.0393,0.0710,0.0000,-0.2608,GNSS_INS,1.1643,11.074,1.058,0.0021,1
11.000,-0.0393,0.0710,0.0000,-0.2597,GNSS_INS,1.1643,11.074,1.058,0.0025,1
11.100,-0.0255,0.0694,0.0000,-0.2576,GNSS_INS,1.1130,11.087,1.062,0.0028,1
11.200,-0.0255,0.0694,0.0000,-0.2592,GNSS_INS,1.1130,11.087,1.062,0.0028,1
11.300,-0.0255,0.0694,0.0000,-0.2600,GNSS_INS,1.1130,11.087,1.062,0.0029,1
11.400,-0.0255,0.0694,0.0000,-0.2578,GNSS_INS,1.1130,11.087,1.062,0.0022,1
11.500,-0.0255,0.0694,0.0000,-0.2574,GNSS_INS,1.1130,11.087,1.062,0.0023,1
11.600,-0.0255,0.0694,0.0000,-0.2568,GNSS_INS,1.1130,11.087,1.062,0.0026,1
11.700,-0.0255,0.0694,0.0000,-0.2595,GNSS_INS,1.1130,11.087,1.062,0.0021,1
11.800,-0.0255,0.0694,0.0000,-0.2545,GNSS_INS,1.1130,11.087,1.062,0.0021,1
11.900,-0.0255,0.0694,0.0000,-0.2549,GNSS_INS,1.1130,11.087,1.062,0.0019,1
12.000,-0.0255,0.0694,0.0000,-0.2573,GNSS_INS,1.1130,11.087,1.062,0.0026,1
12.100,-0.0151,0.0652,0.0000,-0.2578,GNSS_INS,1.0679,11.099,1.062,0.0026,1
12.200,-0.0151,0.0652,0.0000,-0.2524,GNSS_INS,1.0679,11.099,1.062,0.0025,1
12.300,-0.0151,0.0652,0.0000,-0.2494,GNSS_INS,1.0679,11.099,1.062,0.0025,1
12.400,-0.0151,0.0652,0.0000,-0.2517,GNSS_INS,1.0679,11.099,1.062,0.0023,1
12.500,-0.0151,0.0652,0.0000,-0.2421,GNSS_INS,1.0679,11.099,1.062,0.0025,1
12.600,-0.0151,0.0652,0.0000,-0.2400,GNSS_INS,1.0679,11.099,1.062,0.0024,1
12.700,-0.0151,0.0652,0.0000,-0.2400,GNSS_INS,1.0679,11.099,1.062,0.0023,1
12.800,-0.0151,0.0652,0.0000,-0.2399,GNSS_INS,1.0679,11.099,1.062,0.0027,1
12.900,-0.0151,0.0652,0.0000,-0.2376,GNSS_INS,1.0679,11.099,1.062,0.0024,1
13.000,-0.0151,0.0652,0.0000,-0.2455,GNSS_INS,1.0679,11.099,1.062,0.0023,1
13.100,-0.0022,0.0679,0.0000,-0.2390,GNSS_INS,1.0279,11.110,1.069,0.0023,1
13.200,-0.0022,0.0679,0.0000,-0.2391,GNSS_INS,1.0279,11.110,1.069,0.0022,1
13.300,-0.0022,0.0679,0.0000,-0.2393,GNSS_INS,1.0279,11.110,1.069,0.0025,1
13.400,-0.0022,0.0679,0.0000,-0.2472,GNSS_INS,1.0279,11.110,1.069,0.0026,1
13.500,-0.0022,0.0679,0.0000,-0.2431,GNSS_INS,1.0279,11.110,1.069,0.0022,1
13.600,-0.0022,0.0679,0.0000,-0.2442,GNSS_INS,1.0279,11.110,1.069,0.0027,1
13.700,-0.0022,0.0679,0.0000,-0.2400,GNSS_INS,1.0279,11.110,1.069,0.0020,1
13.800,-0.0022,0.0679,0.0000,-0.2343,GNSS_INS,1.0279,11.110,1.069,0.0029,1
13.900,-0.0022,0.0679,0.0000,-0.2346,GNSS_INS,1.0279,11.110,1.069,0.0019,1
14.000,-0.0022,0.0679,0.0000,-0.2405,GNSS_INS,1.0279,11.110,1.069,0.0021,1
14.100,0.0101,0.0741,0.0000,-0.2432,GNSS_INS,0.9920,11.119,1.079,0.0035,1
14.200,0.0101,0.0741,0.0000,-0.2338,GNSS_INS,0.9920,11.119,1.079,0.0029,1
14.300,0.0101,0.0741,0.0000,-0.2360,GNSS_INS,0.9920,11.119,1.079,0.0019,1
14.400,0.0101,0.0741,0.0000,-0.2356,GNSS_INS,0.9920,11.119,1.079,0.0018,1
14.500,0.0101,0.0741,0.0000,-0.2346,GNSS_INS,0.9920,11.119,1.079,0.0025,1
14.600,0.0101,0.0741,0.0000,-0.2297,GNSS_INS,0.9920,11.119,1.079,0.0025,1
14.700,0.0101,0.0741,0.0000,-0.2294,GNSS_INS,0.9920,11.119,1.079,0.0025,1
14.800,0.0101,0.0741,0.0000,-0.2325,GNSS_INS,0.9920,11.119,1.079,0.0025,1
14.900,0.0101,0.0741,0.0000,-0.2307,GNSS_INS,0.9920,11.119,1.079,0.0025,1
15.000,0.0101,0.0741,0.0000,-0.2318,GNSS_INS,0.9920,11.119,1.079,0.0025,1
15.100,0.0177,0.0677,0.0000,-0.2297,GNSS_INS,0.9597,11.128,1.076,0.0025,1
15.200,0.0177,0.0677,0.0000,-0.2324,GNSS_INS,0.9597,11.128,1.076,0.0025,1
15.300,0.0177,0.0677,0.0000,-0.2266,GNSS_INS,0.9597,11.128,1.076,0.0025,1
15.400,0.0177,0.0677,0.0000,-0.2313,GNSS_INS,0.9597,11.128,1.076,0.0025,1
15.500,0.0177,0.0677,0.0000,-0.2351,GNSS_INS,0.9597,11.128,1.076,0.0025,1
15.600,0.0177,0.0677,0.0000,-0.2348,GNSS_INS,0.9597,11.128,1.076,0.0025,1
15.700,0.0177,0.0677,0.0000,-0.2368,GNSS_INS,0.9597,11.128,1.076,0.0025,1
15.800,0.0177,0.0677,0.0000,-0.2409,GNSS_INS,0.9597,11.128,1.076,0.0025,1
15.900,0.0177,0.0677,0.0000,-0.2422,GNSS_INS,0.9597,11.128,1.076,0.0025,1
16.000,0.0177,0.0677,0.0000,-0.2375,GNSS_INS,0.9597,11.128,1.076,0.0025,1
16.100,0.0291,0.0710,0.0000,-0.2384,GNSS_INS,0.9304,11.137,1.084,0.0025,1
16.200,0.0291,0.0710,0.0000,-0.2425,GNSS_INS,0.9304,11.137,1.084,0.0025,1
16.300,0.0291,0.0710,0.0000,-0.2447,GNSS_INS,0.9304,11.137,1.084,0.0025,1
16.400,0.0291,0.0710,0.0000,-0.2409,GNSS_INS,0.9304,11.137,1.084,0.0025,1
16.500,0.0291,0.0710,0.0000,-0.2391,GNSS_INS,0.9304,11.137,1.084,0.0025,1
16.600,0.0291,0.0710,0.0000,-0.2417,GNSS_INS,0.9304,11.137,1.084,0.0025,1
16.700,0.0291,0.0710,0.0000,-0.2377,GNSS_INS,0.9304,11.137,1.084,0.0025,1
16.800,0.0291,0.0710,0.0000,-0.2337,GNSS_INS,0.9304,11.137,1.084,0.0025,1
16.900,0.0291,0.0710,0.0000,-0.2346,GNSS_INS,0.9304,11.137,1.084,0.0025,1
17.000,0.0291,0.0710,0.0000,-0.2353,GNSS_INS,0.9304,11.137,1.084,0.0025,1
17.100,0.0405,0.0710,0.0000,-0.2367,GNSS_INS,0.9035,11.148,1.088,0.0025,1
17.200,0.0405,0.0710,0.0000,-0.2377,GNSS_INS,0.9035,11.148,1.088,0.0025,1
17.300,0.0405,0.0710,0.0000,-0.2363,GNSS_INS,0.9035,11.148,1.088,0.0025,1
17.400,0.0405,0.0710,0.0000,-0.2326,GNSS_INS,0.9035,11.148,1.088,0.0025,1
17.500,0.0405,0.0710,0.0000,-0.2352,GNSS_INS,0.9035,11.148,1.088,0.0025,1
17.600,0.0405,0.0710,0.0000,-0.2334,GNSS_INS,0.9035,11.148,1.088,0.0025,1
17.700,0.0405,0.0710,0.0000,-0.2308,GNSS_INS,0.9035,11.148,1.088,0.0024,1
17.800,0.0405,0.0710,0.0000,-0.2319,GNSS_INS,0.9035,11.148,1.088,0.0024,1
17.900,0.0405,0.0710,0.0000,-0.2328,GNSS_INS,0.9035,11.148,1.088,0.0029,1
18.000,0.0405,0.0710,0.0000,-0.2320,GNSS_INS,0.9035,11.148,1.088,0.0026,1
18.100,0.0529,0.0739,0.0000,-0.2324,GNSS_INS,0.8789,11.159,1.095,0.0029,1
18.200,0.0529,0.0739,0.0000,-0.2283,GNSS_INS,0.8789,11.159,1.095,0.0021,1
18.300,0.0529,0.0739,0.0000,-0.2285,GNSS_INS,0.8789,11.159,1.095,0.0023,1
18.400,0.0529,0.0739,0.0000,-0.2261,GNSS_INS,0.8789,11.159,1.095,0.0028,1
18.500,0.0529,0.0739,0.0000,-0.2239,GNSS_INS,0.8789,11.159,1.095,0.0030,1
18.600,0.0529,0.0739,0.0000,-0.2281,GNSS_INS,0.8789,11.159,1.095,0.0023,1
18.700,0.0529,0.0739,0.0000,-0.2319,GNSS_INS,0.8789,11.159,1.095,0.0027,1
18.800,0.0529,0.0739,0.0000,-0.2265,GNSS_INS,0.8789,11.159,1.095,0.0023,1
18.900,0.0529,0.0739,0.0000,-0.2267,GNSS_INS,0.8789,11.159,1.095,0.0027,1
19.000,0.0529,0.0739,0.0000,-0.2229,GNSS_INS,0.8789,11.159,1.095,0.0028,1
19.100,0.0616,0.0671,0.0000,-0.2187,GNSS_INS,0.8562,11.169,1.092,0.0027,1
19.200,0.0616,0.0671,0.0000,-0.2230,GNSS_INS,0.8562,11.169,1.092,0.0026,1
19.300,0.0616,0.0671,0.0000,-0.2248,GNSS_INS,0.8562,11.169,1.092,0.0029,1
19.400,0.0616,0.0671,0.0000,-0.2269,GNSS_INS,0.8562,11.169,1.092,0.0026,1
19.500,0.0616,0.0671,0.0000,-0.2310,GNSS_INS,0.8562,11.169,1.092,0.0025,1
19.600,0.0616,0.0671,0.0000,-0.2307,GNSS_INS,0.8562,11.169,1.092,0.0025,1
19.700,0.0616,0.0671,0.0000,-0.2312,GNSS_INS,0.8562,11.169,1.092,0.0027,1
19.800,0.0616,0.0671,0.0000,-0.2296,GNSS_INS,0.8562,11.169,1.092,0.0021,1
19.900,0.0616,0.0671,0.0000,-0.2252,GNSS_INS,0.8562,11.169,1.092,0.0027,1
20.000,0.0616,0.0671,0.0000,-0.2256,GNSS_INS,0.8562,11.169,1.092,0.0023,1
20.100,0.0721,0.0668,0.0000,-0.2309,GNSS_INS,0.8351,11.179,1.096,0.0026,1
20.200,0.0721,0.0668,0.0000,-0.2307,GNSS_INS,0.8351,11.179,1.096,0.0026,1
20.300,0.0721,0.0668,0.0000,-0.2230,GNSS_INS,0.8351,11.179,1.096,0.0023,1
20.400,0.0721,0.0668,0.0000,-0.2197,GNSS_INS,0.8351,11.179,1.096,0.0026,1
20.500,0.0721,0.0668,0.0000,-0.2245,GNSS_INS,0.8351,11.179,1.096,0.0021,1
20.600,0.0721,0.0668,0.0000,-0.2249,GNSS_INS,0.8351,11.179,1.096,0.0022,1
20.700,0.0721,0.0668,0.0000,-0.2279,GNSS_INS,0.8351,11.179,1.096,0.0022,1
20.800,0.0721,0.0668,0.0000,-0.2260,GNSS_INS,0.8351,11.179,1.096,0.0020,1
20.900,0.0721,0.0668,0.0000,-0.2175,GNSS_INS,0.8351,11.179,1.096,0.0029,1
21.000,0.0721,0.0668,0.0000,-0.2200,GNSS_INS,0.8351,11.179,1.096,0.0028,1
21.100,0.0751,0.0506,0.0000,-0.2206,GNSS_INS,0.8156,11.188,1.082,0.0020,1
21.200,0.0751,0.0506,0.0000,-0.2239,GNSS_INS,0.8156,11.188,1.082,0.0026,1
21.300,0.0751,0.0506,0.0000,-0.2191,GNSS_INS,0.8156,11.188,1.082,0.0026,1
21.400,0.0751,0.0506,0.0000,-0.2223,GNSS_INS,0.8156,11.188,1.082,0.0023,1
21.500,0.0751,0.0506,0.0000,-0.2212,GNSS_INS,0.8156,11.188,1.082,0.0027,1
21.600,0.0751,0.0506,0.0000,-0.2207,GNSS_INS,0.8156,11.188,1.082,0.0026,1
21.700,0.0751,0.0506,0.0000,-0.2184,GNSS_INS,0.8156,11.188,1.082,0.0024,1
21.800,0.0751,0.0506,0.0000,-0.2136,GNSS_INS,0.8156,11.188,1.082,0.0020,1
21.900,0.0751,0.0506,0.0000,-0.2174,GNSS_INS,0.8156,11.188,1.082,0.0023,1
22.000,0.0751,0.0506,0.0000,-0.2162,GNSS_INS,0.8156,11.188,1.082,0.0026,1
22.100,0.0825,0.0476,0.0000,-0.2156,GNSS_INS,0.7973,11.196,1.082,0.0021,1
22.200,0.0825,0.0476,0.0000,-0.2204,GNSS_INS,0.7973,11.196,1.082,0.0024,1
22.300,0.0825,0.0476,0.0000,-0.2177,GNSS_INS,0.7973,11.196,1.082,0.0027,1
22.400,0.0825,0.0476,0.0000,-0.2189,GNSS_INS,0.7973,11.196,1.082,0.0026,1
22.500,0.0825,0.0476,0.0000,-0.2196,GNSS_INS,0.7973,11.196,1.082,0.0028,1
22.600,0.0825,0.0476,0.0000,-0.2182,GNSS_INS,0.7973,11.196,1.082,0.0026,1
22.700,0.0825,0.0476,0.0000,-0.2262,GNSS_INS,0.7973,11.196,1.082,0.0023,1
22.800,0.0825,0.0476,0.0000,-0.2225,GNSS_INS,0.7973,11.196,1.082,0.0023,1
22.900,0.0825,0.0476,0.0000,-0.2171,GNSS_INS,0.7973,11.196,1.082,0.0025,1
23.000,0.0825,0.0476,0.0000,-0.2201,GNSS_INS,0.7973,11.196,1.082,0.0024,1
23.100,0.0893,0.0449,0.0000,-0.2196,GNSS_INS,0.7802,11.203,1.082,0.0025,1
23.200,0.0893,0.0449,0.0000,-0.2231,GNSS_INS,0.7802,11.203,1.082,0.0024,1
23.300,0.0893,0.0449,0.0000,-0.2253,GNSS_INS,0.7802,11.203,1.082,0.0030,1
23.400,0.0893,0.0449,0.0000,-0.2205,GNSS_INS,0.7802,11.203,1.082,0.0028,1
23.500,0.0893,0.0449,0.0000,-0.2199,GNSS_INS,0.7802,11.203,1.082,0.0025,1
23.600,0.0893,0.0449,0.0000,-0.2186,GNSS_INS,0.7802,11.203,1.082,0.0025,1
23.700,0.0893,0.0449,0.0000,-0.2178,GNSS_INS,0.7802,11.203,1.082,0.0025,1
23.800,0.0893,0.0449,0.0000,-0.2220,GNSS_INS,0.7802,11.203,1.082,0.0021,1
23.900,0.0893,0.0449,0.0000,-0.2183,GNSS_INS,0.7802,11.203,1.082,0.0022,1
24.000,0.0893,0.0449,0.0000,-0.2176,GNSS_INS,0.7802,11.203,1.082,0.0025,1
24.100,0.0919,0.0327,0.0000,-0.2223,GNSS_INS,0.7642,11.210,1.071,0.0026,1
24.200,0.0919,0.0327,0.0000,-0.2288,GNSS_INS,0.7642,11.210,1.071,0.0027,1
24.300,0.0919,0.0327,0.0000,-0.2219,GNSS_INS,0.7642,11.210,1.071,0.0025,1
24.400,0.0919,0.0327,0.0000,-0.2269,GNSS_INS,0.7642,11.210,1.071,0.0026,1
24.500,0.0919,0.0327,0.0000,-0.2271,GNSS_INS,0.7642,11.210,1.071,0.0025,1
24.600,0.0919,0.0327,0.0000,-0.2218,GNSS_INS,0.7642,11.210,1.071,0.0024,1
24.700,0.0919,0.0327,0.0000,-0.2257,GNSS_INS,0.7642,11.210,1.071,0.0021,1
24.800,0.0919,0.0327,0.0000,-0.2227,GNSS_INS,0.7642,11.210,1.071,0.0022,1
24.900,0.0919,0.0327,0.0000,-0.2253,GNSS_INS,0.7642,11.210,1.071,0.0024,1
25.000,0.0919,0.0327,0.0000,-0.2292,GNSS_INS,0.7642,11.210,1.071,0.0026,1
25.100,0.0941,0.0207,0.0000,-0.2264,GNSS_INS,0.7491,11.217,1.061,0.0028,1
25.200,0.0941,0.0207,0.0000,-0.2267,GNSS_INS,0.7491,11.217,1.061,0.0023,1
25.300,0.0941,0.0207,0.0000,-0.2235,GNSS_INS,0.7491,11.217,1.061,0.0029,1
25.400,0.0941,0.0207,0.0000,-0.2198,GNSS_INS,0.7491,11.217,1.061,0.0024,1
25.500,0.0941,0.0207,0.0000,-0.2272,GNSS_INS,0.7491,11.217,1.061,0.0023,1
25.600,0.0941,0.0207,0.0000,-0.2288,GNSS_INS,0.7491,11.217,1.061,0.0022,1
25.700,0.0941,0.0207,0.0000,-0.2314,GNSS_INS,0.7491,11.217,1.061,0.0022,1
25.800,0.0941,0.0207,0.0000,-0.2281,GNSS_INS,0.7491,11.217,1.061,0.0026,1
25.900,0.0941,0.0207,0.0000,-0.2286,GNSS_INS,0.7491,11.217,1.061,0.0030,1
26.000,0.0941,0.0207,0.0000,-0.2255,GNSS_INS,0.7491,11.217,1.061,0.0028,1
