t_s,lat,lon,x_m,y_m,v,heading_deg,mode,sim,k,sigma_pos,v_model,sigma_model,stop,tick_ms,model_ms,corridor_id,s_m,d_m
0.000,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.009,0.000,,,
0.100,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.034,0.000,,,
0.200,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.040,0.000,,,
0.300,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.018,0.000,,,
0.400,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.039,0.000,,,
0.500,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.088,0.000,,,
0.600,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.086,0.000,,,
0.700,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.060,0.000,,,
0.800,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.040,0.000,,,
0.900,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.061,0.000,,,
1.000,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.031,0.000,,,
1.100,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.053,0.000,,,
1.200,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.096,0.000,,,
1.300,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.042,0.000,,,
1.400,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.155,0.000,,,
1.500,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.075,0.000,,,
1.600,28.52592494,77.57066726,-0.006,-0.082,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,2.000,0.000,,,
1.700,28.52592494,77.57066726,-0.006,-0.082,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.069,0.000,,,
1.800,28.52592494,77.57066726,-0.006,-0.082,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.079,0.000,,,
1.900,28.52592494,77.57066726,-0.006,-0.082,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.076,0.000,,,
2.000,28.52592494,77.57066726,-0.006,-0.082,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.267,0.000,,,
2.100,28.52592494,77.57066726,-0.006,-0.082,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.938,0.000,,,
2.200,28.52592494,77.57066726,-0.006,-0.082,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.054,0.000,,,
2.300,28.52592494,77.57066726,-0.006,-0.082,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.051,0.000,,,
2.400,28.52592494,77.57066726,-0.006,-0.082,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.092,0.000,,,
2.500,28.52592494,77.57066726,-0.006,-0.082,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.150,1,0.449,0.334,,,
2.600,28.52592494,77.57066726,-0.006,-0.082,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.141,1,1.688,0.233,,,
2.700,28.52592494,77.57066726,-0.006,-0.082,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.139,1,0.279,0.191,,,
2.800,28.52592494,77.57066726,-0.006,-0.082,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.143,1,0.313,0.195,,,
2.900,28.52592494,77.57066726,-0.006,-0.082,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.140,1,0.324,0.222,,,
3.000,28.52592494,77.57066726,-0.006,-0.082,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.144,1,0.266,0.182,,,
3.100,28.52592489,77.57066734,0.002,-0.088,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.140,1,1.359,0.234,,,
3.200,28.52592489,77.57066734,0.002,-0.088,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.139,1,0.791,0.584,,,
3.300,28.52592489,77.57066734,0.002,-0.088,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.144,1,0.328,0.234,,,
3.400,28.52592489,77.57066734,0.002,-0.088,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.144,1,0.488,0.356,,,
3.500,28.52592489,77.57066734,0.002,-0.088,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.142,1,0.647,0.399,,,
3.600,28.52592489,77.57066734,0.002,-0.088,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.143,1,1.686,0.397,,,
3.700,28.52592489,77.57066734,0.002,-0.088,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.142,1,0.649,0.465,,,
3.800,28.52592489,77.57066734,0.002,-0.088,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.145,1,0.627,0.448,,,
3.900,28.52592489,77.57066734,0.002,-0.088,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.143,1,0.640,0.444,,,
4.000,28.52592489,77.57066734,0.002,-0.088,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.141,1,0.575,0.432,,,
4.100,28.52592487,77.57066737,0.005,-0.090,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.139,1,1.789,0.457,,,
4.200,28.52592487,77.57066737,0.005,-0.090,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.139,1,0.604,0.451,,,
4.300,28.52592487,77.57066737,0.005,-0.090,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.141,1,0.554,0.406,,,
4.400,28.52592487,77.57066737,0.005,-0.090,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.138,1,0.561,0.391,,,
4.500,28.52592487,77.57066737,0.005,-0.090,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.138,1,0.554,0.397,,,
4.600,28.52592487,77.57066737,0.005,-0.090,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.138,1,2.248,0.474,,,
4.700,28.52592487,77.57066737,0.005,-0.090,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.138,1,0.568,0.424,,,
4.800,28.52592487,77.57066737,0.005,-0.090,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.138,1,0.666,0.485,,,
4.900,28.52592487,77.57066737,0.005,-0.090,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.136,1,0.547,0.393,,,
5.000,28.52592487,77.57066737,0.005,-0.090,0.000,0.000,GNSS_INS,0,1.0000,1.768,0.000,0.138,1,0.543,0.396,,,
5.100,28.52592489,77.57066739,0.007,-0.087,0.000,0.000,GNSS_INS,0,1.0000,1.602,0.000,0.139,1,2.036,0.458,,,
5.200,28.52592489,77.57066739,0.007,-0.087,0.000,0.000,GNSS_INS,0,1.0000,1.602,0.000,0.138,1,0.556,0.402,,,
5.300,28.52592489,77.57066739,0.007,-0.087,0.000,0.000,GNSS_INS,0,1.0000,1.602,0.000,0.137,1,0.627,0.444,,,
5.400,28.52592489,77.57066739,0.007,-0.087,0.000,0.000,GNSS_INS,0,1.0000,1.602,0.000,0.139,1,0.629,0.435,,,
5.500,28.52592489,77.57066739,0.007,-0.087,0.000,0.000,GNSS_INS,0,1.0000,1.602,0.000,0.140,1,0.547,0.395,,,
