t_ns,constellation,svid,cn0,baseband_cn0,elev,azim,used_in_fix,has_ephemeris,has_almanac,carrier_freq_hz
15857379325022,1,3,30.9,25.9,8.992824,58.527653,false,false,true,1.57542E9
15857379325022,1,14,39.2,34.2,41.65786,99.42222,true,false,true,1.57542E9
15857379325022,1,17,42.0,37.0,41.640774,37.184593,true,false,true,1.57542E9
15857379325022,1,19,42.9,37.9,62.068203,342.1128,true,false,true,1.57542E9
15857379325022,1,22,43.9,38.9,56.728344,73.54128,true,false,true,1.57542E9
15857379325022,1,24,36.0,31.0,34.330456,298.3741,true,false,true,1.57542E9
15857379325022,1,30,35.7,30.7,16.926737,164.89209,true,false,true,1.57542E9
15857379325022,2,128,38.5,33.5,0.0,0.0,false,false,false,1.57542E9
15857379325022,3,18,40.7,35.7,21.374043,28.230852,true,false,true,1.6003124E9
15857379325022,3,9,40.3,35.3,59.42065,350.1287,false,false,true,1.600875E9
15857379325022,3,16,37.0,32.0,50.681255,114.43265,true,false,true,1.6014374E9
15857379325022,3,19,38.9,33.9,75.43931,358.14487,true,false,true,1.6036876E9
15857379325022,5,38,42.1,37.1,77.96302,323.5858,true,false,true,1.561098E9
15857379325022,5,37,37.3,32.3,12.498726,318.1204,true,false,true,1.561098E9
15857379325022,5,34,45.1,40.1,27.291794,42.4035,true,false,true,1.561098E9
15857379325022,5,25,37.3,32.3,62.034126,139.05244,true,false,true,1.561098E9
15857379325022,5,23,39.7,34.7,65.131485,319.31177,true,false,true,1.561098E9
15857379325022,5,13,41.4,36.4,61.508675,249.29172,true,false,true,1.561098E9
15857379325022,5,8,39.4,34.4,41.62389,39.21366,true,false,true,1.561098E9
15857379325022,6,2,41.0,36.0,62.219658,27.934921,true,false,true,1.57542E9
15857379325022,6,7,32.3,27.3,11.058559,288.37445,true,false,true,1.57542E9
15857379325022,6,11,33.4,28.4,14.722135,37.816895,false,false,true,1.57542E9
15857379325022,6,18,40.4,35.4,65.87546,310.52594,true,false,true,1.57542E9
15857379325022,6,30,33.7,28.7,31.558657,314.10876,true,false,true,1.57542E9
15857379325022,6,36,42.1,37.1,57.709923,70.892845,true,false,true,1.57542E9
15857379325022,1,24,38.5,33.5,34.330456,298.3741,true,false,true,1.17645E9
15857379325022,6,2,40.3,35.3,62.219658,27.934921,true,false,true,1.17645E9
15857379325022,6,18,37.6,32.6,65.87546,310.52594,true,false,true,1.17645E9
15857379325022,6,36,36.9,31.9,57.709923,70.892845,true,false,true,1.17645E9
15858782423511,1,3,26.4,21.4,8.992824,58.527653,true,false,true,1.57542E9
15858782423511,1,6,39.7,34.7,71.53694,168.99312,false,false,true,1.57542E9
15858782423511,1,11,30.2,25.2,36.705376,201.29376,true,false,true,1.57542E9
15858782423511,1,14,30.7,25.7,41.65786,99.42222,true,false,true,1.57542E9
15858782423511,1,17,40.2,35.2,41.640774,37.184593,true,false,true,1.57542E9
15858782423511,1,19,44.1,39.1,62.068203,342.1128,true,false,true,1.57542E9
15858782423511,1,20,22.5,17.5,3.4795704,227.67923,false,false,true,1.57542E9
15858782423511,1,22,44.7,39.7,56.728344,73.54128,true,false,true,1.57542E9
15858782423511,1,24,36.6,31.6,34.330456,298.3741,true,false,true,1.57542E9
15858782423511,1,30,37.5,32.5,16.926737,164.89209,true,false,true,1.57542E9
15858782423511,4,194,24.4,19.4,24.69804,85.463844,false,false,true,1.57542E9
15858782423511,4,195,38.5,33.5,31.860933,67.5227,false,false,true,1.57542E9
15858782423511,2,128,38.5,33.5,0.0,0.0,false,false,false,1.57542E9
15858782423511,3,18,40.4,35.4,21.374043,28.230852,true,false,true,1.6003124E9
15858782423511,3,9,41.7,36.7,59.42065,350.1287,false,false,true,1.600875E9
15858782423511,3,16,27.4,22.4,50.681255,114.43265,true,false,true,1.6014374E9
15858782423511,3,20,24.9,19.9,41.68202,221.82292,false,false,true,1.603125E9
15858782423511,3,19,37.5,32.5,75.43931,358.14487,true,false,true,1.6036876E9
15858782423511,5,38,43.5,38.5,77.96302,323.5858,true,false,true,1.561098E9
15858782423511,5,37,35.0,30.0,12.498726,318.1204,true,false,true,1.561098E9
15858782423511,5,34,45.9,40.9,27.291794,42.4035,true,false,true,1.561098E9
15858782423511,5,25,35.9,30.9,62.034126,139.05244,true,false,true,1.561098E9
15858782423511,5,24,32.3,27.3,4.811699,137.56459,false,false,true,1.561098E9
15858782423511,5,23,44.8,39.8,65.131485,319.31177,true,false,true,1.561098E9
15858782423511,5,13,44.3,39.3,61.508675,249.29172,true,false,true,1.561098E9
15858782423511,5,8,37.4,32.4,41.62389,39.21366,true,false,true,1.561098E9
15858782423511,5,7,28.6,23.6,15.810382,154.14062,false,false,true,1.561098E9
15858782423511,5,6,31.7,26.7,14.968713,125.897446,true,false,true,1.561098E9
15858782423511,5,3,37.4,32.4,39.107647,128.59984,false,false,true,1.561098E9
15858782423511,5,2,33.6,28.6,53.87457,175.16173,false,false,true,1.561098E9
15858782423511,5,1,36.6,31.6,15.770697,103.69494,false,false,true,1.561098E9
15858782423511,6,2,41.9,36.9,62.219658,27.934921,true,false,true,1.57542E9
15858782423511,6,7,35.4,30.4,11.058559,288.37445,true,false,true,1.57542E9
15858782423511,6,8,22.2,17.2,16.576252,238.56621,false,false,true,1.57542E9
15858782423511,6,11,35.3,30.3,14.722135,37.816895,false,false,true,1.57542E9
15858782423511,6,18,40.9,35.9,65.87546,310.52594,true,false,true,1.57542E9
15858782423511,6,25,30.1,25.1,26.691462,94.910355,false,false,true,1.57542E9
15858782423511,6,30,40.4,35.4,31.558657,314.10876,true,false,true,1.57542E9
15858782423511,6,34,36.9,31.9,50.68768,176.15044,true,false,true,1.57542E9
15858782423511,6,36,40.5,35.5,57.709923,70.892845,true,false,true,1.57542E9
15858782423511,1,3,26.7,21.7,8.992824,58.527653,true,false,true,1.17645E9
15858782423511,1,6,34.8,29.8,71.53694,168.99312,true,false,true,1.17645E9
15858782423511,1,11,23.2,18.2,36.705376,201.29376,false,false,true,1.17645E9
15858782423511,1,14,28.8,23.8,41.65786,99.42222,true,false,true,1.17645E9
15858782423511,1,24,38.8,33.8,34.330456,298.3741,true,false,true,1.17645E9
15858782423511,1,30,20.6,15.6,16.926737,164.89209,false,false,true,1.17645E9
15858782423511,4,194,34.0,29.0,24.69804,85.463844,false,false,true,1.17645E9
15858782423511,4,195,30.9,25.9,31.860933,67.5227,false,false,true,1.17645E9
15858782423511,6,2,40.1,35.1,62.219658,27.934921,true,false,true,1.17645E9
15858782423511,6,7,26.1,21.1,11.058559,288.37445,false,false,true,1.17645E9
15858782423511,6,11,29.2,24.2,14.722135,37.816895,false,false,true,1.17645E9
15858782423511,6,18,33.8,28.8,65.87546,310.52594,true,false,true,1.17645E9
15858782423511,6,25,26.3,21.3,26.691462,94.910355,false,false,true,1.17645E9
15858782423511,6,30,30.8,25.8,31.558657,314.10876,true,false,true,1.17645E9
15858782423511,6,34,28.0,23.0,50.68768,176.15044,false,false,true,1.17645E9
15858782423511,6,36,34.3,29.3,57.709923,70.892845,true,false,true,1.17645E9
15858782423511,5,23,35.3,30.3,65.131485,319.31177,true,false,true,1.17645E9
15858782423511,5,25,29.0,24.0,62.034126,139.05244,false,false,true,1.17645E9
15858782423511,5,34,39.9,34.9,27.291794,42.4035,true,false,true,1.17645E9
15858782423511,5,37,25.0,20.0,12.498726,318.1204,false,false,true,1.17645E9
15858782423511,5,38,29.7,24.7,77.96302,323.5858,true,false,true,1.17645E9
15858782423511,5,23,44.0,39.0,65.131485,319.31177,true,false,true,1.57542E9
15858782423511,5,25,27.8,22.8,62.034126,139.05244,true,false,true,1.57542E9
15858782423511,5,34,44.3,39.3,27.291794,42.4035,true,false,true,1.57542E9
15858782423511,5,37,27.4,22.4,12.498726,318.1204,true,false,true,1.57542E9
15858782423511,5,38,40.3,35.3,77.96302,323.5858,true,false,true,1.57542E9
15859786104656,1,3,28.2,23.2,8.981995,58.529694,true,false,true,1.57542E9
15859786104656,1,6,39.6,34.6,71.53254,168.90019,true,false,true,1.57542E9
15859786104656,1,14,33.5,28.5,41.652157,99.40983,true,false,true,1.57542E9
15859786104656,1,17,39.1,34.1,41.644043,37.18276,true,false,true,1.57542E9
15859786104656,1,19,44.6,39.6,62.05875,342.09024,true,false,true,1.57542E9
15859786104656,1,20,22.5,17.5,3.4828897,227.67998,false,false,true,1.57542E9
15859786104656,1,22,44.9,39.9,56.71715,73.52799,true,false,true,1.57542E9
15859786104656,1,24,34.4,29.4,34.31699,298.3581,true,false,true,1.57542E9
15859786104656,1,30,36.8,31.8,16.930746,164.88643,true,false,true,1.57542E9
15859786104656,4,194,23.3,18.3,24.69804,85.463844,false,false,true,1.57542E9
15859786104656,4,195,39.5,34.5,31.860933,67.5227,false,false,true,1.57542E9
15859786104656,2,128,38.5,33.5,0.0,0.0,false,false,false,1.57542E9
15859786104656,3,18,38.4,33.4,21.374043,28.230852,true,false,true,1.6003124E9
15859786104656,3,9,43.8,38.8,59.42065,350.1287,false,false,true,1.600875E9
15859786104656,3,16,29.4,24.4,50.681255,114.43265,true,false,true,1.6014374E9
15859786104656,3,20,24.1,19.1,41.68202,221.82292,false,false,true,1.603125E9
15859786104656,3,19,37.4,32.4,75.43931,358.14487,true,false,true,1.6036876E9
15859786104656,5,38,43.1,38.1,77.96302,323.5858,true,false,true,1.561098E9
15859786104656,5,37,35.1,30.1,12.498726,318.1204,true,false,true,1.561098E9
15859786104656,5,34,44.7,39.7,27.291794,42.4035,true,false,true,1.561098E9
15859786104656,5,25,35.1,30.1,62.034126,139.05244,true,false,true,1.561098E9
15859786104656,5,24,31.9,26.9,4.811699,137.56459,false,false,true,1.561098E9
15859786104656,5,23,45.2,40.2,65.131485,319.31177,true,false,true,1.561098E9
15859786104656,5,13,43.7,38.7,61.508675,249.29172,true,false,true,1.561098E9
15859786104656,5,8,34.5,29.5,41.62389,39.21366,true,false,true,1.561098E9
15859786104656,5,7,30.0,25.0,15.810382,154.14062,true,false,true,1.561098E9
15859786104656,5,6,31.4,26.4,14.968713,125.897446,true,false,true,1.561098E9
15859786104656,5,3,37.1,32.1,39.107647,128.59984,false,false,true,1.561098E9
15859786104656,5,2,35.4,30.4,53.87457,175.16173,true,false,true,1.561098E9
