t_ns,wall_ms,lat,lon,alt,acc_h,acc_v,speed,has_speed,speed_acc,bearing,has_bearing,bearing_acc,provider,elapsed_unc_ns,is_mock,n_sats_used
15855658000000,1788545801833,28.5240167,77.5707225,171.3000030517578,44.525,1.225484,NaN,false,NaN,NaN,false,NaN,fused,NaN,false,0
15857775647938,1788545803949,28.5240956,77.570698,171.3000030517578,25.184,1.2328935,0.0,true,0.11535225,NaN,false,NaN,fused,NaN,false,25
15858774059084,1788545804948,28.5240971,77.5706983,171.3000030517578,18.201,1.2393831,0.0,true,0.07068581,NaN,false,NaN,fused,NaN,false,41
15859773309396,1788545805947,28.5241005,77.5707002,171.3000030517578,14.607,1.2458783,0.0,true,0.07068545,NaN,false,NaN,fused,NaN,false,50
15860773315282,1788545806947,28.5241027,77.5707006,171.3000030517578,4.423,1.2523783,0.0,true,0.07068563,NaN,false,NaN,fused,NaN,false,51
15861775494187,1788545807950,28.5241046,77.5707009,171.3000030517578,4.296,1.2953162,0.0,true,0.07069831,NaN,false,NaN,fused,NaN,false,52
15862772627311,1788545808946,28.5241065,77.5707015,171.3000030517578,4.212,1.2614601,0.0,true,0.07069842,NaN,false,NaN,fused,NaN,false,52
15863765801425,1788545809940,28.5241084,77.5707019,171.3000030517578,3.87,1.2727412,0.0,true,0.07069862,NaN,false,NaN,fused,NaN,false,52
15864770745280,1788545810945,28.5241101,77.5707024,171.20001220703125,3.795,1.0460374,0.0,true,0.07069874,NaN,false,NaN,fused,NaN,false,52
15865768452935,1788545811943,28.5241111,77.5707025,171.20001220703125,3.79,1.0525225,0.0,true,0.07069885,NaN,false,NaN,fused,NaN,false,53
15866775328404,1788545812949,28.5241115,77.5707029,171.20001220703125,3.79,1.0590671,0.0,true,0.070699126,NaN,false,NaN,fused,NaN,false,54
15867767584861,1788545813941,28.5241121,77.5707031,171.20001220703125,3.79,1.0655168,0.0,true,0.070699185,NaN,false,NaN,fused,NaN,false,55
15868775037830,1788545814949,28.5241125,77.5707032,171.20001220703125,3.79,1.0732414,0.0,true,0.070699215,NaN,false,NaN,fused,NaN,false,55
15869762959705,1788545815936,28.5241131,77.5707035,171.20001220703125,3.79,1.0796629,0.0,true,0.07069932,NaN,false,NaN,fused,NaN,false,55
15870772712726,1788545816946,28.5241131,77.5707035,171.3000030517578,3.79,0.91607684,0.0,true,0.070699565,NaN,false,NaN,fused,NaN,false,54
15871769773559,1788545817944,28.5241134,77.5707038,171.3000030517578,3.79,0.92467445,0.0,true,0.07070019,NaN,false,NaN,fused,NaN,false,53
15872774071682,1788545818948,28.5241243,77.5707044,171.3000030517578,3.79,0.93120235,1.59,true,0.059376977,1.0,true,2.4023013,fused,NaN,false,54
15873776192985,1788545819951,28.5241349,77.5707016,171.3000030517578,3.79,0.9377162,1.36,true,0.28415033,348.0,true,13.437467,fused,NaN,false,54
15874769742932,1788545820943,28.5241533,77.5706991,171.3000030517578,3.79,0.94417423,2.33,true,0.2819563,353.0,true,7.8056135,fused,NaN,false,55
15875773307618,1788545821948,28.5241725,77.5706941,171.3000030517578,3.79,0.939396,2.34,true,0.030849945,349.0,true,0.84597015,fused,NaN,false,55
15876764388869,1788545822939,28.5241931,77.5706891,171.3000030517578,3.79,0.94583803,2.51,true,0.030041197,349.0,true,0.76732,fused,NaN,false,56
15877775683660,1788545823949,28.524215,77.5706851,171.3000030517578,3.79,0.951239,2.56,true,0.028690943,351.0,true,0.7176502,fused,NaN,false,54
15878768283504,1788545824943,28.5242372,77.5706804,171.3000030517578,3.79,0.9569501,2.59,true,0.028130528,350.0,true,0.69534516,fused,NaN,false,55
15879774720274,1788545825948,28.5242598,77.5706757,171.20001220703125,3.79,0.8957999,2.63,true,0.6454852,352.0,true,12.907803,fused,NaN,false,55
15880772473711,1788545826946,28.5242832,77.5706755,171.20001220703125,3.79,0.9022853,2.71,true,0.030336652,3.0,true,0.71771723,fused,NaN,false,57
15881770754543,1788545827944,28.5243064,77.5706815,171.20001220703125,3.79,0.9087741,2.83,true,0.067915775,16.0,true,1.54051,fused,NaN,false,59
15882776391262,1788545828950,28.5243298,77.5706933,171.20001220703125,3.79,0.9212956,3.03,true,0.07255583,26.0,true,1.5369301,fused,NaN,false,59
15883765119855,1788545829939,28.5243485,77.5707133,171.20001220703125,3.79,0.92772233,3.12,true,0.04337555,46.0,true,0.8914782,fused,NaN,false,59
15884776060845,1788545830950,28.5243584,77.5707408,171.20001220703125,3.79,0.9337575,3.0,true,0.04060594,67.0,true,0.8697038,fused,NaN,false,60
15885772874126,1788545831946,28.5243634,77.5707692,171.20001220703125,3.79,0.93990475,2.76,true,0.033448324,74.0,true,0.77633494,fused,NaN,false,60
15886775612094,1788545832949,28.5243689,77.5707979,171.20001220703125,3.79,0.82467705,2.91,true,0.4777262,72.0,true,10.594071,fused,NaN,false,59
15887767099385,1788545833941,28.524378,77.5708252,171.20001220703125,3.79,0.8311217,2.92,true,0.030776814,64.0,true,0.67530036,fused,NaN,false,59
15888767357406,1788545834942,28.5243902,77.5708516,171.20001220703125,3.79,0.83762336,3.01,true,0.034410506,59.0,true,0.73329824,fused,NaN,false,61
15889773661937,1788545835948,28.5244027,77.5708784,171.20001220703125,3.79,0.8505959,3.05,true,0.038968403,62.0,true,0.81943786,fused,NaN,false,62
15890763688707,1788545836937,28.5244143,77.5709057,171.20001220703125,3.79,0.8571075,3.04,true,0.041749205,63.0,true,0.88184893,fused,NaN,false,61
15891765249435,1788545837939,28.5244249,77.5709341,171.20001220703125,3.79,0.8683342,3.11,true,0.03812757,68.0,true,0.7864395,fused,NaN,false,60
15892770978342,1788545838944,28.5244308,77.5709642,171.20001220703125,3.79,0.8765873,3.07,true,0.0368348,79.0,true,0.7703754,fused,NaN,false,60
15893770600269,1788545839945,28.5244318,77.5709962,171.10000610351562,3.79,0.78552353,3.18,true,0.036321312,88.0,true,0.7328909,fused,NaN,false,60
15894774062195,1788545840948,28.5244302,77.5710286,171.10000610351562,3.79,0.79204607,3.13,true,0.044207312,93.0,true,0.9053741,fused,NaN,false,57
15895772343236,1788545841946,28.5244247,77.5710591,171.10000610351562,3.79,0.79853487,2.99,true,0.045009535,102.0,true,0.96631116,fused,NaN,false,59
15896773739226,1788545842947,28.5244143,77.5710888,171.10000610351562,3.79,0.80504394,3.15,true,0.036419623,111.0,true,0.74145013,fused,NaN,false,59
15897774219537,1788545843949,28.5244029,77.5711186,171.10000610351562,3.79,0.8108358,3.16,true,0.03484238,111.0,true,0.7074068,fused,NaN,false,58
15898774728547,1788545844948,28.5243922,77.5711481,171.10000610351562,3.79,0.81505513,3.11,true,0.033041358,111.0,true,0.6823217,fused,NaN,false,58
