t_ns,mx,my,mz,accuracy
15855508594988,10.70625,27.375002,-28.687502,3
15855518594988,10.70625,26.625002,-27.900002,3
15855528594988,10.06875,27.675001,-26.775002,3
15855538594988,11.34375,26.962502,-26.906252,3
15855548594988,9.75,27.6375,-26.737501,3
15855558594988,12.4875,28.63125,-29.550001,3
15855568594988,12.262501,28.837502,-30.900002,3
15855578594988,12.4125,28.743752,-31.5375,3
15855588594988,12.187501,27.825,-28.875002,3
15855598594988,12.225,28.837502,-29.831251,3
15855608594988,10.181251,27.31875,-27.54375,3
15855618594988,10.63125,26.737501,-29.737501,3
15855628594988,12.4875,28.125002,-27.225,3
15855638594988,11.15625,28.312502,-28.462502,3
15855648594988,10.9125,27.7875,-28.575,3
15855658594988,12.3,27.225,-26.41875,3
15855668594988,10.03125,26.6625,-26.437502,3
15855678594988,11.75625,26.1375,-29.38125,3
15855688594988,11.306251,27.468752,-27.675001,3
15855698594988,13.63125,29.025002,-28.931252,3
15855708594988,12.918751,27.675001,-28.331251,3
15855718594988,10.96875,27.0375,-29.156252,3
15855728594988,10.14375,26.175001,-27.35625,3
15855738594988,12.1125,27.825,-27.16875,3
15855748594988,12.468751,28.875002,-27.712502,3
15855758594988,13.106251,28.575,-29.456251,3
15855768594988,12.075001,28.95,-29.343752,3
15855778594988,11.625,28.518751,-27.6,3
15855788594988,11.306251,28.462502,-27.562502,3
15855798594988,12.281251,26.962502,-26.7,3
15855808594988,11.325001,28.462502,-28.0125,3
15855818594988,11.25,28.087502,-27.54375,3
15855828594988,12.0375,27.937502,-28.706251,3
15855838594988,12.656251,27.768751,-29.531252,3
15855848594988,12.975,27.937502,-28.968752,3
15855858594988,10.725,27.13125,-26.062502,3
15855868594988,10.931251,28.050001,-27.956251,3
15855878594988,12.281251,28.462502,-28.593752,3
15855888594988,10.425,27.712502,-28.2,3
15855898594988,11.981251,28.687502,-27.7875,3
15855908594988,12.31875,26.962502,-27.7875,3
15855918594988,10.575001,26.737501,-28.031252,3
15855928594988,12.76875,28.66875,-28.2,3
15855938594988,10.275001,26.831251,-27.843752,3
15855948594988,11.34375,26.962502,-26.906252,3
15855958594988,11.2875,26.718752,-26.437502,3
15855968594988,11.2875,26.718752,-26.437502,3
15855978594988,12.13125,27.075,-26.531252,3
15855988594988,10.89375,27.7875,-27.956251,3
15855998594988,13.425,27.112501,-27.91875,3
15856008594988,10.275001,26.831251,-27.843752,3
15856018594988,11.887501,28.050001,-28.5375,3
15856028594988,11.00625,27.675001,-27.0375,3
15856038594988,9.88125,27.2625,-27.975,3
15856048594988,11.83125,27.0375,-26.962502,3
