t_ns,gx,gy,gz,accuracy
15855477712019,-0.006261364,-0.008704823,-9.162972E-4,3
15855480091186,-0.0050396346,-0.009926553,-9.162972E-4,3
15855482470405,-0.0013744457,-0.009926553,-0.0021380268,3
15855484849571,0.002290743,-0.0074830935,-0.0021380268,3
15855487228790,-1.527162E-4,-0.0050396346,-0.0033597562,3
15855489607957,-0.0013744457,-0.003817905,-0.0058032153,3
15855491987124,-0.003817905,0.002290743,-0.008246674,3
15855494366342,-0.003817905,0.0059559317,-0.010690134,3
15855496745509,-0.0050396346,0.00962112,-0.011911863,3
15855499124728,-0.0025961753,0.012064579,-0.015577052,3
15855501503894,0.0010690134,0.013286309,-0.015577052,3
15855503883113,-1.527162E-4,0.015729768,-0.016798781,3
15855506262280,-0.0013744457,0.014508039,-0.016798781,3
15855508641499,-0.0025961753,0.015729768,-0.015577052,3
15855511020665,-0.003817905,0.013286309,-0.014355322,3
15855513399832,-0.003817905,0.0108428495,-0.013133593,3
15855515779051,-0.0013744457,0.007177661,-0.010690134,3
15855518158217,-1.527162E-4,0.0035124724,-0.008246674,3
15855520537436,0.0010690134,0.002290743,-0.0058032153,3
15855522916603,-0.0013744457,-0.0025961753,-0.0058032153,3
15855525295821,-0.0025961753,-0.0050396346,-0.0033597562,3
15855527674936,-0.0025961753,-0.006261364,-9.162972E-4,3
15855530054103,-0.0025961753,-0.009926553,-9.162972E-4,3
15855532433374,-0.0013744457,-0.0074830935,3.054324E-4,3
15855534812540,-0.0013744457,-0.006261364,3.054324E-4,3
15855537191759,-1.527162E-4,-0.0025961753,3.054324E-4,3
15855539570926,-1.527162E-4,-0.0013744457,-0.0021380268,3
15855541950144,-1.527162E-4,0.0010690134,-0.004581486,3
15855544329311,-0.0013744457,0.004734202,-0.0058032153,3
15855546708530,-1.527162E-4,0.007177661,-0.0070249448,3
15855549087696,-1.527162E-4,0.00962112,-0.008246674,3
15855551466863,-1.527162E-4,0.0108428495,-0.009468404,3
15855553846082,0.002290743,0.012064579,-0.009468404,3
15855556225249,0.0010690134,0.012064579,-0.009468404,3
15855558604467,-1.527162E-4,0.0108428495,-0.009468404,3
15855560983634,-1.527162E-4,0.008399391,-0.008246674,3
15855563362853,-1.527162E-4,0.007177661,-0.0070249448,3
15855565742019,-1.527162E-4,0.0035124724,-0.0058032153,3
15855568121186,0.002290743,-1.527162E-4,-0.0033597562,3
15855570500405,0.002290743,-0.0025961753,-0.0021380268,3
15855572879571,0.0010690134,-0.0025961753,-0.0021380268,3
15855575258790,0.0010690134,-0.0050396346,-9.162972E-4,3
15855577637957,0.0010690134,-0.006261364,-9.162972E-4,3
15855580017176,-1.527162E-4,-0.0050396346,3.054324E-4,3
15855582396342,-1.527162E-4,-0.003817905,-9.162972E-4,3
15855584775561,0.0010690134,-0.0025961753,-0.0021380268,3
15855587154728,0.002290743,-0.0013744457,-0.0021380268,3
15855589533894,0.002290743,-1.527162E-4,-0.0021380268,3
15855591913113,0.0010690134,0.002290743,-0.0033597562,3
15855594292280,-1.527162E-4,0.0035124724,-0.004581486,3
15855596671499,0.0010690134,0.0059559317,-0.0058032153,3
15855599050665,0.0010690134,0.007177661,-0.0058032153,3
15855601429884,0.0010690134,0.007177661,-0.0070249448,3
15855603809051,0.002290743,0.007177661,-0.0058032153,3
15855606188217,0.0010690134,0.0059559317,-0.0070249448,3
15855608567436,-1.527162E-4,0.004734202,-0.0070249448,3
15855610946603,-0.0013744457,0.0035124724,-0.0070249448,3
15855613325821,-1.527162E-4,0.004734202,-0.0058032153,3
15855615704988,0.0010690134,0.002290743,-0.004581486,3
15855618084155,0.0010690134,0.002290743,-0.004581486,3
15855620463374,0.0010690134,-1.527162E-4,-0.004581486,3
15855622842540,-1.527162E-4,-0.0013744457,-0.0033597562,3
