t_ns,value
15855586575196,4.0
15855666577488,3.0
15856146573999,2.0
15860466579780,2.0
15864786580665,2.0
15869106582518,2.0
15871346579913,3.0
15871666581320,4.0
15871826580122,5.0
15871986581945,6.0
15872146580747,9.0
15872306581424,19.0
15872466580434,42.0
15872626579497,65.0
15872786577465,0.0
15873746580382,17.0
15873906582153,30.0
15874066578038,25.0
15874226580590,21.0
15874386579236,0.0
15876146580018,1.0
15876626577778,0.0
15880946579913,0.0
15885266579757,0.0
15889586709757,0.0
15893906579236,0.0
15898226579549,0.0
15902546579445,0.0
15906866601684,0.0
15911186577465,0.0
15915506582153,0.0
15919826582778,0.0
15924146579497,0.0
15928466577026,0.0
15932786578172,0.0
15937106579734,0.0
15941426580516,0.0
15945746579370,0.0
15950066577338,0.0
15954386580620,0.0
