t_ns,wall_ms,sentence
15857382334084,1788545803553,"$GPGSV,2,1,08,03,09,059,31,14,42,099,39,17,42,037,42,19,62,342,43,1*6E  "
15857382481949,1788545803553,"$GPGSV,2,2,08,22,57,074,44,24,34,298,36,30,17,165,36,41,00,000,39,1*67  "
15857382499553,1788545803553,"$GPGSV,1,1,01,24,34,298,39,8*54  "
15857382908824,1788545803553,"$GLGSV,1,1,04,18,21,028,41,09,59,350,40,16,51,114,37,19,75,358,39,1*73  "
15857382940907,1788545803553,"$GAGSV,2,1,06,02,62,028,41,07,11,288,32,11,15,038,33,18,66,311,40,7*7A  "
15857382954866,1788545803553,"$GAGSV,2,2,06,30,32,314,34,36,58,071,42,7*7E  "
15857382983355,1788545803553,"$GAGSV,1,1,03,02,62,028,40,18,66,311,38,36,58,071,37,1*45  "
15857383421324,1788545803553,"$GBGSV,2,1,07,38,78,324,42,37,12,318,37,34,27,042,45,25,62,139,37,1*75  "
15857383459918,1788545803553,"$GBGSV,2,2,07,23,65,319,40,13,62,249,41,08,42,039,39,1*4E  "
15857784932730,1788545803958,"$GNGSA,A,3,03,06,11,14,17,19,22,24,30,,,,0.7,0.5,0.5,1*3D  "
15857785539657,1788545803958,"$PSSGR,GSA,A,3,03,06,14,24,,,,,,,,,0.7,0.5,0.5,1,8*44  "
15857787223511,1788545803958,"$GNGSA,A,3,80,82,83,,,,,,,,,,0.7,0.5,0.5,2*3C  "
15857787696220,1788545803958,"$GNGSA,A,3,02,07,18,30,34,36,,,,,,,0.7,0.5,0.5,3*39  "
15857788011376,1788545803958,"$PSSGR,GSA,A,3,302,318,330,336,,,,,,,,,0.7,0.5,0.5,3,1*44  "
15857788072574,1788545803958,"$GNGSA,A,3,06,08,13,23,25,34,37,38,,,,,0.7,0.5,0.5,4*31  "
15857788704345,1788545803958,"$PSSGR,GSA,A,3,223,234,238,,,,,,,,,,0.7,0.5,0.5,4,5*75  "
15857789128147,1788545803958,"$GNVTG,,T,,M,0.0,N,0.0,K,A*3D  "
15857789814501,1788545803958,"$GNDTM,W84,,0000.000000,N,00000.000000,E,0.000,W84*41  "
15857789866376,1788545803958,"$GNRMC,181644.00,A,2831.445735,N,07734.241881,E,0.0,,040926,1.3,E,A,V*77  "
15857790295699,1788545803958,"$GNGNS,181644.00,2831.445735,N,07734.241881,E,AAAANN,26,0.5,212.6,-54.0,,,V*0B  "
15857790893043,1788545803958,"$GNGGA,181644.00,2831.445735,N,07734.241881,E,1,12,0.5,212.6,M,-54.0,M,,*5C  "
15857791605699,1788545803965,"$PSMSG,magcal=FAIL,bluesky=0*00 "
15858783131480,1788545804956,"$GPGSV,3,1,11,03,09,059,26,06,72,169,40,11,37,201,30,14,42,099,31,1*68  "
15858783689761,1788545804956,"$GPGSV,3,2,11,17,42,037,40,19,62,342,44,20,03,228,23,22,57,074,45,1*64  "
15858784449761,1788545804956,"$GPGSV,3,3,11,24,34,298,37,30,17,165,38,41,00,000,39,1*51  "
15858784712521,1788545804956,"$GPGSV,2,1,06,03,09,059,27,06,72,169,35,11,37,201,23,14,42,099,29,8*6E  "
15858784961480,1788545804956,"$GPGSV,2,2,06,24,34,298,39,30,17,165,21,8*67  "
15858785406167,1788545804956,"$GLGSV,2,1,05,18,21,028,40,09,59,350,42,16,51,114,27,20,42,222,25,1*7C  "
15858785813667,1788545804956,"$GLGSV,2,2,05,19,75,358,38,1*42  "
15858786131636,1788545804956,"$GAGSV,3,1,09,02,62,028,42,07,11,288,35,08,17,239,22,11,15,038,35,7*7E  "
15858786284813,1788545804956,"$GAGSV,3,2,09,18,66,311,41,25,27,095,30,30,32,314,40,34,51,176,37,7*7E  "
15858786581532,1788545804956,"$GAGSV,3,3,09,36,58,071,41,7*41  "
15858786878303,1788545804956,"$GAGSV,2,1,08,02,62,028,40,07,11,288,26,11,15,038,29,18,66,311,34,1*7E  "
15858787207001,1788545804956,"$GAGSV,2,2,08,25,27,095,26,30,32,314,31,34,51,176,28,36,58,071,34,1*71  "
15858787601896,1788545804956,"$GQGSV,1,1,02,02,25,085,24,03,32,068,39,1*6F  "
15858787773928,1788545804956,"$GQGSV,1,1,02,02,25,085,34,03,32,068,31,8*6F  "
15858787998928,1788545804956,"$GBGSV,4,1,13,38,78,324,44,37,12,318,35,34,27,042,46,25,62,139,36,1*70  "
15858788218407,1788545804956,"$GBGSV,4,2,13,24,05,138,32,23,65,319,45,13,62,249,44,08,42,039,37,1*7B  "
15858788442834,1788545804956,"$GBGSV,4,3,13,07,16,154,29,06,15,126,32,03,39,129,37,02,54,175,34,1*7E  "
15858788660230,1788545804956,"$GBGSV,4,4,13,01,16,104,37,1*43  "
15858788843928,1788545804956,"$GBGSV,2,1,05,23,65,319,44,25,62,139,28,34,27,042,44,37,12,318,27,3*75  "
15858789049084,1788545804956,"$GBGSV,2,2,05,38,78,324,40,3*44  "
15858789327886,1788545804956,"$GBGSV,2,1,05,23,65,319,35,25,62,139,29,34,27,042,40,37,12,318,25,5*72  "
15858789583251,1788545804956,"$GBGSV,2,2,05,38,78,324,30,5*45  "
