t_ns,wall_ms,batt_pct,charging,batt_temp_c,thermal_status,rotation,free_bytes
15860593138250,1788545806767,62,false,33.5,0,0,5985509376
15865612412883,1788545811786,62,false,33.5,0,0,5981622272
15870633199600,1788545816807,62,false,33.5,0,0,5977911296
15875652306786,1788545821826,62,false,33.5,0,0,5976735744
15880683512409,1788545826857,62,false,33.5,0,0,5972865024
15885769128553,1788545831943,62,false,33.5,0,0,5969182720
15890809249905,1788545836983,62,false,33.5,0,0,5967908864
15895816603497,1788545841990,62,false,33.5,0,0,5964103680
15900826472870,1788545847000,62,false,33.5,0,0,5960163328
15905840241670,1788545852014,62,false,33.5,0,0,5957480448
15910854311199,1788545857028,62,false,33.5,0,0,5955354624
15915900175052,1788545862074,62,false,33.5,0,0,5951422464
15920923905987,1788545867098,62,false,33.5,0,0,5949259776
15925941882808,1788545872116,62,false,33.5,0,0,5946494976
15930956237754,1788545877130,62,false,33.5,0,0,5974253568
15935977249419,1788545882151,62,false,33.5,0,0,5971619840
15941025437698,1788545887199,62,false,33.5,0,0,5968920576
15946065936030,1788545892240,62,false,33.5,0,0,5965193216
15951151551757,1788545897325,62,false,33.5,0,0,5961596928
15956196271547,1788545902370,62,false,33.5,0,0,5958074368
