t_ns,gx,gy,gz
15855516956342,-0.51853245,8.900682,4.0840383
15855521714728,-0.5306815,8.907663,4.067223
15855526473061,-0.5272116,8.91933,4.0420303
15855531231499,-0.5135354,8.921872,4.0381756
15855535989884,-0.4876167,8.921881,4.0413685
15855540748269,-0.46280816,8.926124,4.034911
15855545506655,-0.44226432,8.928601,4.0317326
15855550264988,-0.42808896,8.927051,4.036695
15855555023374,-0.42356074,8.92504,4.0416126
15855559781759,-0.42611736,8.924611,4.042293
15855564540144,-0.4317951,8.923691,4.0437207
15855569298530,-0.4391588,8.923078,4.044284
15855574056915,-0.4424508,8.925105,4.0394464
15855578815301,-0.44155133,8.926949,4.0354686
15855583573686,-0.43787855,8.927797,4.0339904
15855588332019,-0.4317754,8.928417,4.0332766
15855593090405,-0.42535874,8.930469,4.029417
15855597848790,-0.42061168,8.931953,4.026622
15855602607176,-0.41750503,8.932615,4.025478
15855607365561,-0.41609803,8.933967,4.022622
15855612123946,-0.4163814,8.934982,4.0203342
15855616882280,-0.41784227,8.935201,4.0197
15855621640665,-0.41856477,8.935059,4.0199394
15855626399051,-0.4183074,8.935049,4.019989
15855631157436,-0.41740426,8.934639,4.0209928
15855635915821,-0.41564113,8.934132,4.022303
15855640674207,-0.41440055,8.933516,4.0238004
15855645432592,-0.41386163,8.933181,4.024598
15855650190978,-0.41512987,8.932583,4.0257955
15855654949363,-0.4169606,8.932168,4.026524
15855659707696,-0.4204629,8.93186,4.0268445
15855664466082,-0.42454302,8.931429,4.027375
15855669224467,-0.42875728,8.930864,4.0281773
15855673982853,-0.43210173,8.930843,4.027868
15855678741238,-0.43448734,8.930823,4.0276546
15855683499624,-0.4354659,8.930686,4.027853
15855688258009,-0.43492052,8.930951,4.0273232
15855693016290,-0.4328257,8.931464,4.026412
15855697774728,-0.42933553,8.932078,4.025423
15855702533113,-0.42581445,8.9325905,4.024659
15855707291499,-0.42275554,8.933189,4.0236554
15855712049884,-0.41969725,8.933654,4.022942
15855716808269,-0.416621,8.933964,4.022575
15855721566655,-0.41367903,8.934563,4.021547
15855726324988,-0.41121593,8.935281,4.020205
15855731083374,-0.4094704,8.935999,4.0187855
15855735841759,-0.40854567,8.936552,4.0176516
15855740600144,-0.4079797,8.936958,4.0168033
15855745358530,-0.40748307,8.937351,4.0159807
15855750116863,-0.40721583,8.93779,4.015032
15855754875249,-0.40690365,8.9381,4.014372
15855759633634,-0.4061227,8.938433,4.013713
15855764392019,-0.40515995,8.938548,4.0135484
15855769150405,-0.4040531,8.938572,4.0136104
15855773908790,-0.4024547,8.938931,4.0129685
15855778667071,-0.40067506,8.939112,4.0127463
15855783425561,-0.39931342,8.939005,4.0131207
15855788183946,-0.39827088,8.939001,4.013231
15855792942280,-0.3974606,8.939079,4.013136
15855797700665,-0.39679813,8.939093,4.013172
15855802459051,-0.39653653,8.938969,4.0134773
15855807217436,-0.39622238,8.938906,4.013645
15855811975821,-0.39560637,8.939035,4.013418
15855816734207,-0.39468914,8.939183,4.013178
15855821492592,-0.39347202,8.939282,4.013078
15855826250926,-0.39245796,8.939404,4.012907
15855831009311,-0.39206648,8.9395485,4.0126214
15855835767696,-0.39231235,8.939672,4.012321
15855840526082,-0.39346117,8.939816,4.011892
15855845284467,-0.39499375,8.9399605,4.011419
15855850042853,-0.3969998,8.940108,4.010891
15855854801186,-0.39858714,8.940216,4.0104923
15855859559571,-0.4000975,8.940373,4.00999
15855864317957,-0.40080953,8.940641,4.009323
15855869076342,-0.40092096,8.9409,4.008736
15855873834728,-0.40079358,8.94106,4.008391
15855878593113,-0.4001692,8.94128,4.007962
15855883351499,-0.399673,8.941444,4.007644
15855888109832,-0.39929703,8.941625,4.007279
15855892868217,-0.39917335,8.9418,4.0069013
