t_ns,qx,qy,qz,qw
27651431261157,-0.281642,-0.5706982,-0.69170463,0.3413592
27651436019438,-0.29543945,-0.5732151,-0.6832758,0.34245312
27651440777355,-0.30848354,-0.57571465,-0.67556614,0.3420541
27651445536053,-0.3206814,-0.57777464,-0.6687803,0.34069452
27651450294334,-0.3323714,-0.5791463,-0.6629777,0.33849564
27651455052668,-0.3434788,-0.57933503,-0.6585049,0.3358042
27651459810949,-0.35399076,-0.57820797,-0.65546733,0.33275923
27651464569230,-0.3636921,-0.5757593,-0.65403813,0.32933792
27651469327563,-0.3725135,-0.571892,-0.6543287,0.32561788
27651474085845,-0.38033202,-0.56672156,-0.6563815,0.3214613
27651478844126,-0.38669288,-0.55996585,-0.6606742,0.31688583
27651483602459,-0.39223605,-0.55288404,-0.6660991,0.31109804
27651488360741,-0.39743558,-0.5453226,-0.6723378,0.30435178
27651493119022,-0.40270188,-0.53708684,-0.6791177,0.29693088
27651497877355,-0.40801892,-0.52827173,-0.686351,0.28874198
27651502635636,-0.4131131,-0.51934886,-0.693974,0.279311
27651507393918,-0.41774923,-0.51029325,-0.7021162,0.26855034
27651512152251,-0.4221378,-0.5011953,-0.7105006,0.25649905
27651516910532,-0.4264386,-0.49221128,-0.7188547,0.24315907
27651521668813,-0.43059844,-0.48334423,-0.7271405,0.22853875
27651526427147,-0.43454456,-0.47447726,-0.73539245,0.21269831
27651531185428,-0.43819296,-0.46555936,-0.74361783,0.19563831
27651535943709,-0.4414757,-0.45656544,-0.7518103,0.17727941
27651540701991,-0.44439176,-0.44745213,-0.75990874,0.15761228
27651545460324,-0.44731414,-0.437674,-0.7677917,0.13728459
27651550218605,-0.45085284,-0.42669892,-0.7751936,0.117195465
27651554976938,-0.45430294,-0.41548148,-0.7821276,0.09622939
27651559735220,-0.4569412,-0.4044115,-0.7888238,0.07359564
27651564493553,-0.4587365,-0.39321384,-0.7952902,0.04956986
27651569251834,-0.45963484,-0.3816419,-0.8015525,0.024473494
27651574010116,0.45965979,0.36953014,0.8075634,0.001311393
27651578768449,0.45884418,0.3566334,0.8133423,0.027368518
27651583526730,0.45717347,0.3428034,0.8189098,0.05346004
27651588285011,0.45459935,0.3279473,0.8243007,0.07947326
27651593043241,0.45104697,0.31209528,0.82948023,0.10543311
27651597801626,0.44635442,0.29530793,0.83443016,0.1314831
27651602559907,0.44041616,0.27770117,0.8390671,0.15774065
27651607318241,0.43324795,0.2593509,0.8432712,0.18419391
27651612076522,0.42480367,0.2403756,0.8469324,0.21087116
27651616834803,0.41501644,0.22084595,0.84996814,0.2377866
27651621593136,0.40384898,0.20088708,0.85227895,0.26489833
27651626351366,0.39142054,0.18087767,0.8536902,0.2920386
27651631109699,0.37800366,0.16132729,0.85405624,0.31886482
27651635868032,0.36426193,0.14272924,0.85328776,0.34473452
27651640626313,0.35090446,0.12509996,0.851476,0.36905915
27651645384595,0.338313,0.10824586,0.8488123,0.391593
27651650142928,0.32667834,0.09196989,0.84546465,0.41232544
27651654901209,0.3158785,0.07594223,0.8416176,0.43143177
27651659659491,0.30576152,0.060295567,0.8373886,0.44905972
27651664417824,0.2961455,0.045072094,0.83289135,0.46535832
27651669176105,0.28683323,0.030344563,0.8282186,0.48047888
27651673934386,0.27742797,0.016820362,0.8234249,0.49469417
27651678692720,0.2677007,0.005039697,0.8185693,0.50818825
27651683451001,0.25775182,-0.0048686815,0.8137187,0.52096266
27651688209282,0.24779025,-0.012832423,0.80892503,0.53298753
27651692967616,0.23805414,-0.018905038,0.80421877,0.54424715
27651697725897,0.22884725,-0.0232329,0.7996114,0.55471677
27651702484178,0.22036056,-0.025986321,0.7951095,0.56441706
27651707242511,0.21254303,-0.027456189,0.7907346,0.5734199
27651712000793,0.20536791,-0.027837595,0.7865074,0.58176905
27651716759074,0.19876076,-0.027335785,0.782463,0.5894901
27651721517407,0.19262359,-0.026070941,0.7786465,0.59659535
27651726275688,0.18688565,-0.024169333,0.7751094,0.60307133
27651731033970,0.18142438,-0.02175407,0.7719018,0.60891676
27651735792303,0.17616656,-0.018904185,0.7690659,0.6141218
27651740550584,0.17100562,-0.01565981,0.7666329,0.61869687
27651745308866,0.16592206,-0.012177642,0.76461685,0.6226416
27651750067199,0.16098408,-0.008570907,0.762999,0.6259738
27651754825480,0.15625457,-0.004970937,0.76174694,0.62872994
27651759583761,0.15176186,-0.0014196238,0.760814,0.63097423
27651764342095,0.14749455,0.0020460929,0.7601617,0.6327681
27651769100376,0.1434159,0.005503368,0.7597575,0.6341688
27651773858657,0.13942379,0.008981211,0.75958174,0.635229
27651778616991,0.13561352,0.012535757,0.7595989,0.6359728
27651783375272,0.13204059,0.01623004,0.7597814,0.6364229
27651788133553,0.12873052,0.020079833,0.7601041,0.63660586
27651792891886,0.125687,0.023984833,0.7605513,0.6365448
27651797650168,0.1229286,0.02796603,0.76109964,0.63626546
27651802408449,0.12046791,0.031974666,0.76172,0.63580483
27651807166782,0.11843881,0.035762828,0.7623712,0.63520354
27651811925063,0.11681638,0.03928602,0.7630204,0.6345158
27651816683345,0.11533714,0.042789504,0.7636469,0.6338058
27651821441678,0.11384455,0.046316132,0.7642348,0.6331188
27651826199959,0.11230531,0.04978277,0.7647726,0.63248086
27651830958241,0.110736854,0.053111,0.7652415,0.6319192
27651835716522,0.10918673,0.056265805,0.76564306,0.6314294
27651840474855,0.10748339,0.059387498,0.76597416,0.631034
27651845233136,0.105633676,0.06243617,0.7662388,0.63073075
27651849991418,0.10373853,0.06532824,0.766433,0.6305164
27651854749751,0.101857096,0.06795598,0.7665378,0.63041806
27651859508032,0.10005743,0.070324376,0.7665265,0.63046026
27651864266313,0.09828741,0.07250628,0.76638,0.63066965
27651869024647,0.096437454,0.07465391,0.7660834,0.6310648
27651873782928,0.09446337,0.0768671,0.7656419,0.6316333
27651878541209,0.092391,0.07914371,0.7650675,0.63235414
27651883299543,0.09023985,0.08144724,0.7643754,0.63320875
27651888057824,0.08808132,0.08369452,0.76358366,0.6341742
27651892816105,0.0858911,0.08581622,0.76270586,0.6352465
27651897574438,0.08365744,0.087871104,0.76175433,0.6364043
27651902332720,0.08136671,0.0898454,0.76074135,0.6376362
27651907091001,0.07899868,0.09172124,0.75968605,0.6389237
27651911849334,0.07649973,0.09351539,0.75859815,0.64025897
27651916607616,0.073839076,0.09526203,0.75749147,0.6416226
27651921365897,0.07099802,0.09700059,0.75637627,0.642997
27651926124230,0.06803116,0.098714694,0.7552673,0.644359
27651930882511,0.06497514,0.10038672,0.7541774,0.6456913
27651935640793,0.061881483,0.102029376,0.75311863,0.6469721
27651940399126,0.058781616,0.103663646,0.75209165,0.64819497
27651945157407,0.05575933,0.105307326,0.7511017,0.64934397
27651949915688,0.052841466,0.10700421,0.75014055,0.6504206
27651954674022,0.050046448,0.108783096,0.7491959,0.6514347
27651959432303,0.047397308,0.11067258,0.7482582,0.6523917
27651964190584,0.04494856,0.112702,0.74731624,0.6532965
27651968948918,0.04272975,0.114898555,0.7463583,0.6541573
27651973707199,0.040770486,0.11728671,0.74537796,0.65497583
27651978465480,0.039063573,0.119900785,0.7443715,0.6557507
27651983223761,0.03758517,0.122746654,0.74334157,0.6564784
27651987982043,0.036322057,0.12580244,0.74229026,0.6571602
27651992740376,0.035263967,0.1290333,0.7412211,0.657798
27651997498657,0.034374088,0.13243537,0.7401181,0.6584106
27652002256991,0.03361588,0.13597575,0.7389596,0.659029
27652007015272,0.032970894,0.13962823,0.7377125,0.65969473
27652011773553,0.032419514,0.14336602,0.7363524,0.6604395
27652016531886,0.03195997,0.14729576,0.7348628,0.6612558
27652021290168,0.031605743,0.15148637,0.7332385,0.6621285
27652026048449,0.031430237,0.15593597,0.7314967,0.6630299
27652030806782,0.031480122,0.16061385,0.729655,0.66393954
27652035565063,0.03179019,0.16548438,0.7277389,0.6648311
27652040323345,0.032368608,0.170492,0.7257795,0.6656792
27652045081678,0.033205952,0.17558815,0.7237912,0.6664777
27652049839959,0.03457018,0.18053804,0.72181773,0.66722566
27652054598241,0.036200438,0.1854535,0.71984583,0.667921
27652059356574,0.037846494,0.19048531,0.7178749,0.6685347
27652064114855,0.03944745,0.19566996,0.71593016,0.6690301
27652068873136,0.04101796,0.20097132,0.7140443,0.6693795
27652073631418,0.04258562,0.20632324,0.712236,0.66957974
27652078389751,0.04422424,0.21161874,0.7105141,0.66965014
27652083148032,0.046057526,0.21680354,0.7088864,0.66959316
27652087906366,0.048196886,0.2218,0.7073521,0.66942877
27652092664647,0.050747123,0.22651017,0.70590305,0.66919255
27652097422928,0.0537481,0.23090222,0.70452106,0.6689136
27652102181209,0.057170715,0.23501869,0.7031692,0.6686185
27652106939543,0.06093585,0.23896259,0.7017957,0.66833115
27652111697824,0.065112054,0.24275179,0.7003101,0.66813
27652116456105,0.07012302,0.24626814,0.6985829,0.6681442
27652121214438,0.07636962,0.24959712,0.69648015,0.66841924
27652125972720,0.08305306,0.25310674,0.69390357,0.668982
27652130731001,0.08955077,0.2570612,0.6908744,0.6697707
27652135489334,0.09541073,0.2617785,0.68751687,0.67058885
27652140247616,0.10021934,0.2676602,0.68398494,0.6711771
27652145005897,0.103693336,0.27493086,0.6804167,0.6713373
27652149764178,0.10600722,0.2834832,0.67689383,0.6709802
27652154522511,0.107351504,0.29308707,0.6734227,0.67013246
27652159280793,0.10789298,0.30340046,0.6699937,0.6688914
27652164039074,0.10776982,0.31405294,0.6665995,0.6673841
27652168797407,0.1069601,0.32489726,0.663197,0.665711
27652173555688,0.10528827,0.33589548,0.65980077,0.6638912
27652178313970,0.10218513,0.3472517,0.6564245,0.66187716
27652183072303,0.09755655,0.35889095,0.6531535,0.6595988
27652187830584,0.091958396,0.37036684,0.6500269,0.6571432
27652192588866,0.086234294,0.38104734,0.6470779,0.6547189
27652197347199,0.08106855,0.39051512,0.6443377,0.6524989
27652202105480,0.07683769,0.39859194,0.6418282,0.6505974
27652206863761,0.07362119,0.40521863,0.63957393,0.649094
27652211622095,0.07121002,0.41042838,0.63754606,0.6480838
27652216380376,0.06935451,0.41422564,0.635708,0.6476747
27652221138657,0.06789872,0.41655695,0.6340294,0.647979
27652225896938,0.06680701,0.41732934,0.632507,0.64908236
27652230655272,0.06611627,0.41646022,0.6311287,0.65105
27652235413553,0.06588304,0.41389492,0.62989855,0.65389466
27652240171834,0.06609186,0.409666,0.628805,0.6575788
27652244930168,0.06671766,0.4038535,0.62783206,0.6620257
27652249688449,0.067779094,0.3964413,0.6269714,0.6671935
27652254446730,0.069330335,0.38740182,0.6262413,0.67300445
27652259205063,0.071287826,0.37696156,0.625655,0.679245
27652263963345,0.073552266,0.36542848,0.6252458,0.6856528
27652268721626,0.07607249,0.35301,0.6250533,0.69202983
27652273479959,0.078806505,0.33980882,0.62510335,0.6982588
27652278238241,0.08173384,0.32592955,0.6254002,0.70424724
27652282996522,0.08482892,0.31146672,0.62592024,0.70994115
27652287754803,0.08807433,0.29650623,0.6266023,0.7153297
27652292513136,0.09135482,0.28128153,0.62735003,0.7203936
27652297271418,0.0944341,0.26614314,0.6280738,0.7251023
27652302029751,0.09703669,0.25149035,0.62873906,0.72939956
27652306788032,0.098868825,0.23769544,0.62932307,0.7332655
27652311546313,0.09972961,0.2249891,0.6298521,0.73669547
27652316304595,0.09947286,0.21353877,0.63035333,0.7397033
27652321062928,0.09812317,0.20328797,0.63090724,0.742295
27652325821209,0.09580245,0.19415586,0.63158214,0.7444658
27652330579491,0.0928017,0.18590221,0.6324411,0.7462214
27652335337824,0.089397505,0.17832902,0.6334994,0.7475864
27652340096105,0.085863955,0.17122498,0.63472366,0.74862224
27652344854386,0.082402684,0.164448,0.6360463,0.7494076
27652349612720,0.079028726,0.1580213,0.63739073,0.7500112
27652354371001,0.075708665,0.15204094,0.6386947,0.7504804
27652359129282,0.07242488,0.1465917,0.63990504,0.7508576
27652363887563,0.069156766,0.14171675,0.64100784,0.7511609
27652368645897,0.06594888,0.13741344,0.6420101,0.7513929
27652373404178,0.06288827,0.1336173,0.642943,0.7515422
27652378162407,0.060031056,0.13022262,0.6438402,0.7516037
27652382920793,0.057459664,0.1270582,0.64472324,0.75158936
27652387679074,0.055286836,0.12386392,0.64560163,0.75153154
27652392437355,0.053595174,0.12035026,0.6464725,0.75147635
27652397195636,0.052323684,0.11647092,0.6473239,0.7514443
27652401953970,0.05148796,0.11216174,0.6481062,0.75148326
27652406712251,0.05115586,0.1073041,0.64879346,0.75162226
27652411470532,0.051414695,0.10172518,0.64934045,0.75190794
27652416228866,0.05218911,0.09535937,0.6497299,0.7523523
27652420987147,0.05332311,0.08823834,0.6499831,0.7529227
27652425745428,0.054649092,0.080369845,0.6501162,0.7535935
27652430503761,0.056074835,0.071751334,0.65012985,0.75434643
27652435262043,0.057555422,0.06237125,0.65000534,0.75517565
27652440020324,0.05909499,0.052195568,0.6497175,0.75607574
27652444778657,0.060661715,0.041204676,0.6492607,0.7570224
27652449536938,0.062082056,0.029595435,0.648661,0.7579636
27652454295220,0.062879,0.01796749,0.6479955,0.7588315
27652459053501,0.06269754,0.0068743867,0.6473622,0.7595683
27652463811834,0.061281223,-0.0030375023,0.6468666,0.76013094
27652468570116,0.05852033,-0.011165993,0.6466157,0.7604859
27652473328397,0.054572422,-0.01723446,0.6466826,0.76060927
27652478086730,0.050108906,-0.021528833,0.647081,0.7604681
27652482845011,0.04598274,-0.024710426,0.64777255,0.7600432
27652487603293,0.042764973,-0.02739782,0.64868814,0.75935775
27652492361626,0.040471867,-0.02982592,0.64972717,0.75850314
27652497119907,0.038840044,-0.03197531,0.65080065,0.7575801
27652501878188,0.037711687,-0.033796024,0.65185684,0.75664943
27652506636418,0.037006125,-0.03530499,0.6528981,0.75571704
27652511394803,0.036618724,-0.036531698,0.6539584,0.7547602
27652516153084,0.036384046,-0.03743036,0.6550996,0.7537372
27652520911366,0.036136433,-0.03792438,0.65636885,0.7526193
27652525669699,0.035741646,-0.03792773,0.6577985,0.75138885
27652530427980,0.035120327,-0.037381105,0.6594077,0.7500338
27652535186261,0.034258556,-0.03629355,0.6612021,0.7485459
27652539944543,0.033162814,-0.03472883,0.6631812,0.74691695
27652544702876,0.03187931,-0.032781363,0.6653441,0.7451351
27652549461157,0.030416857,-0.030480793,0.6677114,0.7431738
27652554219438,0.028872706,-0.027986363,0.6702526,0.74104285
27652558977772,0.02733584,-0.025441976,0.6729273,0.73876536
27652563736053,0.025822189,-0.022883547,0.6757023,0.73636675
27652568494334,0.024338461,-0.02035378,0.6785557,0.73386335
27652573252668,0.02292135,-0.017899206,0.68148696,0.73125213
27652578010949,0.021612957,-0.015582818,0.68449944,0.7285263
27652582769230,0.02048561,-0.013488958,0.68758506,0.7256894
27652587527511,0.019660471,-0.011702219,0.6907067,0.722773
27652592285793,0.019231312,-0.010263888,0.6938215,0.71981704
27652597044126,0.019265745,-0.009205948,0.69689435,0.7168559
27652601802407,0.019769315,-0.008507695,0.6999099,0.71390676
27652606560741,0.02085846,-0.008243673,0.7028147,0.71101934
27652611319022,0.02277407,-0.00851858,0.70551544,0.70827734
27652616077303,0.02567217,-0.009319548,0.7078965,0.705788
27652620835584,0.029536031,-0.010506101,0.70986724,0.70363754
27652625593918,0.034187436,-0.011841236,0.7113697,0.7018862
27652630352199,0.039378118,-0.01304867,0.7123831,0.7005636
27652635110480,0.044858035,-0.013917491,0.71290344,0.69968766
27652639868813,0.050379485,-0.014248335,0.71296173,0.69924563
27652644627095,0.05557078,-0.013820402,0.71262616,0.6992031
