t_ns,ax,ay,az
27651431261157,0.0,0.0,0.0
27651436019438,0.26413822,-0.23648596,-0.26919794
27651440777355,0.42403316,-0.518044,-0.5363226
27651445536053,0.54239655,-0.8099513,-0.7492621
27651450294334,0.64856243,-1.1472926,-0.9129937
27651455052668,0.67398834,-1.5778575,-0.9631486
27651459810949,0.6274004,-2.0792265,-0.9243721
27651464569230,0.55709743,-2.561244,-0.77847576
27651469327563,0.51828766,-3.0223846,-0.5087043
27651474085845,0.69767,-3.3067205,-0.1199069
27651478844126,1.1521902,-3.336749,0.59217817
27651483602459,0.46434975,-3.890729,0.83245647
27651488360741,-0.13378716,-4.5051107,1.0468831
27651493119022,-0.5049114,-5.1392956,1.2600782
27651497877355,-0.81032944,-5.669029,1.4679966
27651502635636,-1.1320858,-5.9045396,1.6080258
27651507393918,-1.5734396,-6.0646977,1.8241009
27651512152251,-1.965828,-6.2154965,1.9191333
27651516910532,-2.2321262,-6.286572,1.8698294
27651521668813,-2.4751115,-6.2880197,1.80591
27651526427147,-2.7879624,-6.3042974,1.7763624
27651531185428,-3.1575422,-6.288175,1.7645162
27651535943709,-3.5624876,-6.2037845,1.7759222
27651540701991,-3.98913,-6.1015916,1.7790033
27651545460324,-4.06054,-6.2635508,1.8513651
27651550218605,-3.684276,-6.7874947,1.8558221
27651554976938,-4.049547,-6.8676977,1.6425753
27651559735220,-4.817427,-6.545926,1.5152454
27651564493553,-5.330993,-6.198146,1.4796574
27651569251834,-5.5436993,-5.8044324,1.5417278
27651574010116,-5.441624,-5.378576,1.6526864
27651578768449,-5.121486,-5.0434713,1.8290482
27651583526730,-4.758035,-4.8237963,2.048905
27651588285011,-4.449035,-4.7347,2.3010283
27651593043241,-4.273627,-4.7424927,2.5448573
27651597801626,-4.2628684,-4.7935853,2.824816
27651602559907,-4.394076,-4.8685055,3.1145563
27651607318241,-4.540691,-4.9506645,3.4115195
27651612076522,-4.6937833,-4.970383,3.7830694
27651616834803,-4.8821583,-4.9763775,4.2623625
27651621593136,-5.06633,-4.9299026,4.8793983
27651626351366,-5.2825103,-4.7837315,5.49283
27651631109699,-5.5234356,-4.528922,5.9542327
27651635868032,-5.6195626,-4.196585,6.0237846
27651640626313,-5.451568,-3.9295187,5.765829
27651645384595,-5.0800858,-3.750851,5.3998294
27651650142928,-4.5694056,-3.6061814,5.0894203
27651654901209,-4.0009556,-3.5898194,4.9948206
27651659659491,-3.4832883,-3.5741944,4.9278913
27651664417824,-2.924908,-3.6269746,4.9360757
27651669176105,-2.306396,-3.7419138,5.0729933
27651673934386,-2.1000066,-3.687162,5.213234
27651678692720,-2.1647725,-3.4436684,5.487514
27651683451001,-2.1868546,-3.1308582,5.859924
27651688209282,-2.1473746,-2.7554002,6.229696
27651692967616,-2.059001,-2.365866,6.5169954
27651697725897,-1.9514903,-1.9765484,6.5472636
27651702484178,-1.8830855,-1.5966787,6.400683
27651707242511,-1.9138498,-1.3549653,6.2312865
