t_ns,gx,gy,gz,bx,by,bz
27651415808970,-0.88941914,-0.37751442,1.0787872,-0.011230091,0.0010999205,0.0058586667
27651418188136,-0.8344413,-0.4422661,0.9101885,-0.011230091,0.0010999205,0.0058586667
27651420567251,-0.79168075,-0.5070178,0.72448564,-0.011230091,0.0010999205,0.0058586667
27651422946418,-0.7611375,-0.57665634,0.5229002,-0.011230091,0.0010999205,0.0058586667
27651425325584,-0.7403681,-0.6536253,0.31276277,-0.011230091,0.0010999205,0.0058586667
27651427704699,-0.731816,-0.7367029,0.09529491,-0.011230091,0.0010999205,0.0058586667
27651430083866,-0.7367029,-0.8185588,-0.12828161,-0.011230091,0.0010999205,0.0058586667
27651432463032,-0.7538071,-0.8991929,-0.3604102,-0.011230091,0.0010999205,0.0058586667
27651434842147,-0.7867938,-0.9810488,-0.59620404,-0.011230091,0.0010999205,0.0058586667
27651437221313,-0.8332196,-1.0592395,-0.83688474,-0.011230091,0.0010999205,0.0058586667
27651439600480,-0.8918626,-1.1362085,-1.080009,-0.011230091,0.0010999205,0.0058586667
27651441979230,-0.9627229,-1.205847,-1.3243549,-0.011230091,0.0010999205,0.0058586667
27651444358761,-1.048244,-1.2681553,-1.5711442,-0.011230091,0.0010999205,0.0058586667
27651446737928,-1.1447606,-1.3243549,-1.8167119,-0.011230091,0.0010999205,0.0058586667
27651449117095,-1.2547163,-1.373224,-2.0598361,-0.011230091,0.0010999205,0.0058586667
27651451496209,-1.3744458,-1.4123194,-2.3029602,-0.011230091,0.0010999205,0.0058586667
27651453875376,-1.5051708,-1.4477495,-2.5436409,-0.011230091,0.0010999205,0.0058586667
27651456254543,-1.644448,-1.4721841,-2.7806566,-0.011230091,0.0010999205,0.0058586667
27651458633657,-1.7922772,-1.4917318,-3.0115633,-0.011230091,0.0010999205,0.0058586667
27651461012824,-1.9462152,-1.503949,-3.2412486,-0.011230091,0.0010999205,0.0058586667
27651463391991,-2.10504,-1.5125012,-3.4660468,-0.011230091,0.0010999205,0.0058586667
27651465771105,-2.2650867,-1.522275,-3.6884015,-0.011230091,0.0010999205,0.0058586667
27651468150272,-2.43002,-1.5320488,-3.9046476,-0.011230091,0.0010999205,0.0058586667
27651470529438,-2.597397,-1.5491531,-4.1172285,-0.011230091,0.0010999205,0.0058586667
27651472908553,-2.7623305,-1.5833615,-4.33714,-0.011230091,0.0010999205,0.0058586667
