t_ns,ax,ay,az,accuracy
27651402062407,5.111069,10.576276,3.871587,3
27651404439230,5.74756,10.365707,3.9194436,3
27651406818345,6.3888364,10.126426,3.9290147,3
27651409197511,7.001399,9.853643,3.900301,3
27651411576678,7.60439,9.609575,3.8237305,3
27651413955793,8.169097,9.370294,3.7136607,3
27651416334959,8.719446,9.107083,3.5605202,3
27651418714126,9.260223,8.867801,3.3260236,3
27651421093241,9.820144,8.575876,3.0580273,3
27651423472407,10.193424,8.365308,2.8570302,3
27651425851574,10.437492,8.202596,2.6895328,3
27651428230688,10.705488,8.001599,2.4646072,3
27651430609855,10.968699,7.786245,2.1631117,3
27651432989022,11.19841,7.52782,1.8711873,3
27651435368136,11.361122,7.283752,1.5888343,3
27651437747303,11.480763,7.058827,1.3208381,3
27651440126470,11.609976,6.8099732,1.0815558,3
27651442505220,11.729616,6.5659056,0.8470592,3
27651444884751,11.849257,6.3122663,0.6412765,3
27651447263918,11.892328,6.0251274,0.44985065,3
27651449643084,11.940185,5.7284174,0.33020952,3
27651452022199,11.954542,5.3790655,0.22971097,3
27651454401366,11.906686,5.0392847,0.16271193,3
27651456780532,11.906686,4.685147,0.13399807,3
27651459159647,11.834901,4.359723,0.13878371,3
27651461538813,11.772687,4.0295134,0.2105684,3
27651463917980,11.739188,3.7136607,0.31585258,3
27651466297095,11.672189,3.4025939,0.44506502,3
27651468676261,11.657832,3.1489546,0.6029913,3
27651471055428,11.997613,3.1106694,0.91884387,3
27651473434543,12.399607,3.158526,1.416551,3
27651475813709,12.107682,2.8570302,1.6606189,3
27651478192876,11.68176,2.5411777,1.7946169,3
27651480571991,11.23191,2.172683,1.9238294,3
27651482951157,10.863415,1.8233309,2.091327,3
27651485330324,10.518848,1.4452649,2.2348964,3
27651487709438,10.265209,1.0767702,2.388037,3
27651490088605,9.97807,0.6795616,2.5555346,3
27651492467772,9.7196455,0.34456646,2.6991038,3
27651494846886,9.475577,0.09571291,2.8570302,3
27651497226053,9.217153,-0.05742774,2.9096723,3
27651499605220,8.863015,-0.20578274,3.1154552,3
27651501984334,8.508878,-0.33020952,3.2829528,3
27651504363501,8.1738825,-0.45942193,3.3643086,3
27651506742668,7.8436728,-0.59342,3.4791641,3
27651509121782,7.5086775,-0.6843473,3.5365918,3
27651511500949,7.2550383,-0.76570326,3.5365918,3
27651513880116,7.0061846,-0.81834537,3.5365918,3
27651516259230,6.7525454,-0.83748794,3.5365918,3
27651518638397,6.4558353,-0.89013004,3.546163,3
27651521017563,6.15434,-0.93320084,3.5509489,3
27651523396678,5.8480587,-0.9523434,3.5988052,3
27651525775845,5.517849,-0.9762716,3.603591,3
27651528155011,5.1493545,-0.9906286,3.641876,3
27651530534126,4.8095737,-0.971486,3.67059,3
27651532913293,4.436293,-0.9284152,3.7136607,3
27651535292459,4.0390844,-0.89013004,3.7328033,3
27651537671574,3.7280176,-0.8997013,3.7710886,3
27651540050741,3.507878,-0.9906286,3.8380876,3
27651542429855,3.507878,-1.2346965,3.9290147,3
27651544809022,3.6227336,-1.5744773,3.9768713,3
27651547188188,3.5892339,-1.8568304,3.9194436,3
27651549567355,3.2350962,-1.9142581,3.8237305,3
27651551946470,2.684747,-1.847259,3.751946,3
27651554325636,2.1343977,-1.7180467,3.7184465,3
27651556704803,1.6558332,-1.5553347,3.7040894,3
27651559083918,1.253839,-1.430908,3.7136607,3
27651561463084,0.90448695,-1.2921243,3.7471602,3
27651563842251,0.6556334,-1.1246266,3.8141594,3
27651566221418,0.4833502,-0.94755775,3.900301,3
27651568600532,0.39720857,-0.7513463,3.991228,3
27651570979699,0.38285163,-0.5982057,4.101298,3
27651573358813,0.41156548,-0.46899325,4.2448673,3
27651575737980,0.4881358,-0.3397808,4.388437,3
27651578117147,0.55034924,-0.28235307,4.551149,3
27651580496313,0.5982057,-0.22492532,4.7425747,3
27651582875428,0.65084773,-0.22492532,4.9340005,3
27651585254595,0.67477596,-0.25842485,5.1158547,3
27651587633761,0.6556334,-0.29671,5.2977095,3
27651590012876,0.60777694,-0.37806597,5.517849,3
27651592392043,0.5024927,-0.4546363,5.7284174,3
27651594771105,0.38763726,-0.52163535,5.948557,3
27651597150324,0.21535404,-0.6125626,6.1734824,3
27651599529491,0.02871387,-0.7369894,6.4031935,3
27651601908657,-0.13878371,-0.8279166,6.6281185,3
27651604287772,-0.28235307,-0.93320084,6.876972,3
27651606666938,-0.46899325,-0.9954142,7.1545396,3
27651609046105,-0.61734825,-1.0719845,7.4416785,3
27651611425220,-0.8039884,-1.1581261,7.771888,3
27651613804386,-1.0049855,-1.2059826,8.145168,3
27651616183553,-1.1724831,-1.2586247,8.556734,3
27651618562668,-1.3351951,-1.3112668,8.973084,3
27651620941834,-1.5122639,-1.3208381,9.38465,3
27651623321001,-1.7419748,-1.2634103,9.762716,3
27651625700116,-1.9334008,-1.2299109,10.102497,3
27651628079230,-2.1008983,-1.1533405,10.360922,3
27651630458449,-2.239682,-1.0480564,10.475778,3
27651632837563,-2.2636101,-0.9762716,10.504492,3
27651635216730,-2.2588246,-0.91884387,10.4566345,3
27651637595897,-2.1535404,-0.8757731,10.356136,3
27651639975011,-2.0195422,-0.8757731,10.250853,3
27651642354178,-1.8568304,-0.8662018,10.145568,3
27651644733345,-1.6319051,-0.8662018,10.049855,3
27651647112459,-1.3878372,-0.89013004,10.01157,3
27651649491626,-1.1246266,-0.9762716,10.049855,3
27651651870793,-0.8805587,-1.052842,10.0881405,3
27651654249907,-0.6556334,-1.1246266,10.12164,3
27651656629074,-0.4019942,-1.1772687,10.131211,3
27651659008241,-0.148355,-1.2873386,10.193424,3
27651661387355,0.148355,-1.4213367,10.313066,3
27651663766522,0.47856453,-1.5744773,10.442278,3
27651666145688,0.72263247,-1.6606189,10.57149,3
27651668524803,0.8039884,-1.7180467,10.691132,3
27651670903970,0.7752745,-1.6893328,10.834701,3
27651673283136,0.7178468,-1.6223338,11.035698,3
27651675662251,0.6843473,-1.5553347,11.274981,3
27651678041418,0.65084773,-1.4452649,11.52862,3
27651680420584,0.64606214,-1.3351951,11.772687,3
27651682799699,0.6364908,-1.1916257,12.021541,3
27651685178866,0.6652047,-1.0336994,12.27518,3
27651687558032,0.6891329,-0.8853444,12.490534,3
27651689937147,0.70348984,-0.72263247,12.643675,3
27651692316313,0.7465607,-0.57427746,12.710674,3
27651694695480,0.76570326,-0.38285163,12.744173,3
27651697074595,0.7896315,-0.2009971,12.71546,3
27651699453761,0.75613195,-0.09092726,12.696317,3
27651701832928,0.7178468,0.0047856453,12.64846,3
27651704212043,0.6556334,0.11964113,12.662817,3
27651706591209,0.5599205,0.19621146,12.624533,3
27651708970376,0.44985065,0.2632105,12.591033,3
27651711349491,0.29671,0.30149564,12.543177,3
27651713728657,0.12921242,0.32542387,12.476177,3
27651716107824,-0.08135597,0.33499518,12.404392,3
27651718486938,-0.32542387,0.3684947,12.303894,3
27651720866105,-0.55034924,0.3684947,12.193824,3
27651723245272,-0.80877405,0.34456646,12.074183,3
27651725624386,-1.0576276,0.33020952,11.959328,3
27651728003553,-1.3256238,0.27756742,11.815758,3
27651730382720,-1.5553347,0.2536392,11.68176,3
27651732761834,-1.7946169,0.22492532,11.552547,3
27651735141001,-2.0434706,0.19142582,11.389835,3
27651737520168,-2.254039,0.15314065,11.241481,3
27651739899282,-2.4119651,0.09092726,11.083554,3
27651742278449,-2.5124638,0.033499517,10.949556,3
27651744657616,-2.589034,-0.014356935,10.801202,3
27651747036730,-2.6081767,-0.038285162,10.628919,3
27651749415897,-2.589034,-0.1052842,10.470992,3
27651751795063,-2.5746772,-0.15792629,10.30828,3
27651754174178,-2.5411777,-0.20578274,10.150353,3
27651756553345,-2.4646072,-0.24885355,9.987641,3
27651758932511,-2.3928227,-0.31585258,9.853643,3
27651761311626,-2.349752,-0.3684947,9.686146,3
27651763690793,-2.254039,-0.3924229,9.52822,3
27651766069959,-2.2157538,-0.44506502,9.360723,3
27651768449074,-2.1678972,-0.5168497,9.2075815,3
27651770828241,-2.1008983,-0.5455636,9.08794,3
27651773207355,-2.0003998,-0.5312066,8.977871,3
27651775586522,-1.8999012,-0.47377887,8.906086,3
27651777965688,-1.7850457,-0.39720857,8.863015,3
27651780344855,-1.7084754,-0.28713873,8.829515,3
27651782723970,-1.6031911,-0.17228323,8.79123,3
27651785103136,-1.4739788,-0.08135597,8.79123,3
27651787482303,-1.3304094,-0.0047856453,8.810373,3
27651789861418,-1.2107682,0.09571291,8.848659,3
27651792240584,-1.0863415,0.22013968,8.891729,3
27651794619751,-0.9667004,0.32542387,8.906086,3
27651796998866,-0.8709874,0.4546363,8.930014,3
27651799378032,-0.7609176,0.52163535,8.896515,3
27651801757199,-0.55513483,0.5886344,8.772088,3
27651804136313,-0.32063824,0.6221339,8.547162,3
27651806515480,-0.13399807,0.65084773,8.274381,3
27651808894647,-0.033499517,0.6987042,8.049456,3
27651811273761,-0.009571291,0.7896315,7.877172,3
27651813652928,0.014356935,0.89491564,7.786245,3
27651816032043,0.043070808,0.9762716,7.7240314,3
27651818411209,0.09092726,1.0289137,7.690532,3
27651820790376,0.13399807,1.0863415,7.652247,3
