t_ns,mx,my,mz,accuracy
27651424229699,-15.843751,-21.581251,-34.29375,3
27651434229699,-15.69375,-20.681252,-34.631252,3
27651444229699,-16.81875,-19.81875,-33.600002,3
27651454229699,-15.937501,-20.325,-34.612503,3
27651464229699,-16.2,-18.862501,-33.393753,3
27651474229699,-14.175,-18.712502,-37.800003,3
27651484229699,-15.69375,-19.931252,-35.268753,3
27651494229699,-15.431251,-19.143751,-34.706253,3
27651504229699,-14.26875,-18.73125,-34.85625,3
27651514229699,-15.843751,-19.06875,-35.8875,3
27651524229699,-17.643751,-17.41875,-34.5,3
27651534229699,-15.543751,-18.768751,-34.256252,3
27651544229699,-16.143751,-16.59375,-33.318752,3
27651554229699,-17.25,-15.993751,-34.443752,3
27651564229699,-16.462502,-15.13125,-35.175003,3
27651574229699,-18.956251,-14.08125,-34.443752,3
27651584229699,-20.5125,-14.793751,-33.16875,3
27651594229699,-21.54375,-13.425,-33.225002,3
27651604229699,-20.8125,-12.450001,-31.35,3
27651614229699,-23.081251,-11.231251,-32.04375,3
27651624229699,-22.7625,-9.450001,-32.5875,3
27651634229699,-23.41875,-8.64375,-32.081253,3
27651644229699,-22.9125,-8.325001,-31.837502,3
27651654229699,-24.206251,-8.00625,-33.375,3
27651664229699,-25.706251,-7.6875005,-29.23125,3
27651674229699,-26.00625,-7.9875,-30.562502,3
27651684229699,-26.41875,-6.4125004,-29.025002,3
27651694229699,-27.093752,-8.512501,-28.575,3
27651704229699,-27.16875,-7.89375,-28.275002,3
27651714229699,-26.081251,-9.262501,-30.056252,3
27651724229699,-26.212502,-9.150001,-30.50625,3
27651734229699,-25.612501,-9.056251,-29.19375,3
27651744229699,-25.781252,-9.20625,-29.325,3
27651754229699,-24.50625,-11.925,-30.000002,3
27651764229699,-25.275002,-9.900001,-29.5125,3
27651774229699,-24.31875,-10.650001,-28.987501,3
27651784229699,-25.031252,-11.75625,-32.25,3
27651794229699,-23.75625,-11.45625,-31.500002,3
27651804229699,-25.29375,-13.05,-30.337502,3
27651814229699,-23.8125,-11.08125,-32.41875,3
27651824229699,-24.206251,-10.387501,-31.462502,3
27651834229699,-21.88125,-11.587501,-32.475002,3
27651844229699,-22.9125,-12.093751,-31.725,3
27651854229699,-23.5125,-13.687501,-31.312502,3
27651864229699,-21.0375,-12.468751,-34.3875,3
27651874229699,-19.875,-11.681251,-32.4,3
27651884229699,-23.025002,-13.25625,-34.143753,3
27651894229699,-21.768751,-13.575001,-31.66875,3
27651904229699,-19.837502,-13.44375,-32.8125,3
27651914229699,-21.13125,-13.743751,-32.8125,3
27651924229699,-18.825,-13.44375,-35.25,3
27651934229699,-19.6875,-14.437501,-32.9625,3
27651944229699,-19.987501,-13.968751,-35.850002,3
27651954229699,-18.09375,-13.725,-35.325,3
27651964229699,-19.48125,-15.543751,-35.100002,3
27651974229699,-16.29375,-14.606251,-37.66875,3
27651984229699,-17.15625,-14.231251,-38.025,3
27651994229699,-16.3875,-15.13125,-37.631252,3
27652004229699,-17.15625,-15.225,-38.30625,3
27652014229699,-15.093751,-16.21875,-39.600002,3
27652024229699,-15.056251,-16.2,-40.987503,3
27652034229699,-14.418751,-16.612501,-38.90625,3
27652044229699,-12.543751,-18.50625,-38.756252,3
27652054229699,-14.493751,-19.518751,-36.80625,3
27652064229699,-12.806251,-19.29375,-39.46875,3
27652074229699,-10.70625,-21.2625,-37.518753,3
27652084229699,-14.2875,-22.63125,-34.893753,3
27652094229699,-13.425,-25.0125,-35.550003,3
27652104229699,-15.262501,-24.6375,-34.256252,3
27652114229699,-12.937501,-25.087502,-35.5875,3
27652124229699,-14.64375,-26.212502,-36.43125,3
27652134229699,-16.143751,-26.906252,-32.381252,3
27652144229699,-15.543751,-27.956251,-32.4375,3
27652154229699,-15.0375,-29.250002,-30.45,3
27652164229699,-12.8625,-32.100002,-30.6375,3
27652174229699,-11.793751,-31.95,-29.38125,3
27652184229699,-11.306251,-34.518753,-28.9125,3
27652194229699,-8.512501,-34.03125,-30.468752,3
27652204229699,-9.01875,-34.725002,-28.25625,3
27652214229699,-8.925,-35.081253,-28.406252,3
27652224229699,-9.09375,-34.237503,-28.10625,3
27652234229699,-7.6687503,-35.41875,-30.075,3
27652244229699,-6.0750003,-34.4625,-31.218752,3
27652254229699,-7.7250004,-34.66875,-29.325,3
27652264229699,-8.3625,-32.8875,-29.456251,3
27652274229699,-6.7500005,-32.925003,-31.331251,3
27652284229699,-8.681251,-34.18125,-30.91875,3
27652294229699,-13.125001,-33.131252,-28.10625,3
27652304229699,-13.687501,-31.2,-29.325,3
27652314229699,-16.96875,-30.018751,-27.750002,3
27652324229699,-17.625,-29.98125,-26.75625,3
27652334229699,-17.4375,-28.312502,-28.81875,3
27652344229699,-18.337502,-27.056252,-27.975,3
27652354229699,-17.475,-26.94375,-29.925001,3
27652364229699,-19.2,-26.925001,-29.268751,3
27652374229699,-19.5375,-25.218752,-29.268751,3
27652384229699,-19.143751,-24.656252,-29.343752,3
27652394229699,-21.16875,-24.056252,-30.806252,3
27652404229699,-21.35625,-24.45,-31.987501,3
27652414229699,-22.050001,-21.65625,-29.85,3
27652424229699,-22.050001,-21.65625,-29.85,3
27652434229699,-22.650002,-21.618752,-30.075,3
27652444229699,-19.9125,-20.362501,-31.518751,3
27652454229699,-25.10625,-21.056252,-28.725,3
27652464229699,-24.993752,-18.28125,-27.45,3
27652474229699,-26.250002,-19.331251,-27.73125,3
27652484229699,-26.118752,-17.681252,-28.25625,3
27652494229699,-26.681252,-17.118752,-27.13125,3
27652504229699,-26.643751,-15.4875,-29.475,3
27652514229699,-25.725,-16.143751,-28.031252,3
27652524229699,-26.5125,-14.493751,-29.062502,3
27652534229699,-25.63125,-13.762501,-28.425001,3
27652544229699,-26.1375,-12.450001,-30.243752,3
27652554229699,-24.806252,-12.637501,-29.175001,3
27652564229699,-25.331251,-14.1,-29.831251,3
27652574229699,-27.056252,-12.937501,-28.125002,3
27652584229699,-25.29375,-11.94375,-29.587502,3
27652594229699,-25.29375,-11.94375,-29.587502,3
27652604229699,-27.54375,-11.493751,-29.962502,3
27652614229699,-26.212502,-11.94375,-30.4125,3
27652624229699,-26.737501,-11.400001,-30.056252,3
27652634229699,-26.00625,-10.1625,-27.2625,3
27652644229699,-27.2625,-11.45625,-28.9125,3
27652654229699,-30.468752,-12.525001,-26.343752,3
27652664229699,-27.656252,-12.900001,-28.987501,3
27652674229699,-29.175001,-14.343751,-28.143751,3
27652684229699,-26.812502,-14.55,-29.643751,3
27652694229699,-28.5375,-15.900001,-26.643751,3
27652704229699,-27.712502,-15.168751,-29.212502,3
27652714229699,-26.325,-16.48125,-30.4125,3
27652724229699,-26.19375,-14.587501,-29.56875,3
27652734229699,-23.362501,-14.45625,-29.906252,3
27652744229699,-23.71875,-15.13125,-31.987501,3
27652754229699,-24.45,-15.618751,-30.975,3
27652764229699,-25.050001,-15.075001,-33.975002,3
27652774229699,-24.862501,-16.03125,-30.300001,3
27652784229699,-25.06875,-16.2,-29.343752,3
27652794229699,-25.237501,-15.337501,-29.6625,3
27652804229699,-25.125002,-16.837502,-31.1625,3
27652814229699,-26.212502,-15.337501,-28.312502,3
27652824229699,-25.875002,-15.543751,-30.187502,3
27652834229699,-27.393751,-15.993751,-28.9125,3
27652844229699,-27.150002,-15.337501,-28.35,3
27652854229699,-27.056252,-15.69375,-28.2,3
27652864229699,-27.581251,-16.275002,-29.04375,3
27652874229699,-26.5125,-16.125,-28.10625,3
27652884229699,-27.468752,-17.400002,-29.025002,3
27652894229699,-25.35,-15.975,-29.625002,3
27652904229699,-26.868752,-16.81875,-30.0375,3
27652914229699,-25.48125,-17.8875,-30.468752,3
27652924229699,-28.44375,-17.90625,-30.112501,3
27652934229699,-24.675001,-16.893751,-30.900002,3
27652944229699,-26.56875,-18.7875,-30.16875,3
27652954229699,-24.337502,-17.737501,-30.91875,3
27652964229699,-26.737501,-16.29375,-31.44375,3
27652974229699,-26.906252,-16.706251,-32.943752,3
27652984229699,-24.993752,-15.431251,-32.756252,3
27652994229699,-25.968752,-16.44375,-31.837502,3
27653004229699,-26.94375,-16.2,-29.118752,3
27653014229699,-28.368752,-18.65625,-31.650002,3
27653024229699,-28.462502,-17.2875,-31.050001,3
27653034229699,-27.243752,-17.737501,-32.71875,3
27653044229699,-27.6,-18.0375,-28.218752,3
27653054229699,-28.425001,-17.643751,-29.362501,3
27653064229699,-28.218752,-17.493752,-30.000002,3
27653074229699,-28.7625,-19.44375,-28.2,3
27653084229699,-28.5375,-17.53125,-30.281252,3
27653094229699,-27.431252,-18.393751,-30.225,3
27653104229699,-30.768751,-17.831251,-30.000002,3
27653114229699,-28.087502,-17.60625,-30.16875,3
27653124229699,-26.7,-19.6875,-30.431252,3
27653134229699,-27.6,-19.29375,-29.868752,3
27653144229699,-26.812502,-18.431252,-30.45,3
27653154229699,-26.737501,-17.925001,-30.16875,3
27653164229699,-27.862501,-18.337502,-31.10625,3
