t_ns,wall_ms,type,text
27651473902700,1788557597648,SESSION_START,"20260905_030317_SNU_AJB_AB_run1"
27651474016866,1788557597648,CALIB_START,"stand still 15s"
27657528159208,1788557603702,STOP_CALIB_START,"stand still 15s"
27672528558265,1788557618702,STOP_CALIB_END,"n_fixes=15"
27672533610660,1788557618707,SESSION_END,""
