t_ns,wall_ms,type,text
19991617481767,1788549937791,SESSION_START,"20260905_005537_SNU_AJB_BA_run8"
19991617550570,1788549937791,CALIB_START,"stand still 15s"
20006618543689,1788549952792,CALIB_END,"n_fixes=14"
20006618809210,1788549952793,RIDE_START,""
20037729031750,1788549983903,STOP_CALIB_START,"stand still 15s"
20052729328723,1788549998903,STOP_CALIB_END,"n_fixes=15"
20052735377317,1788549998909,SESSION_END,""
