t_ns,gx,gy,gz
19991582345894,-0.74401516,8.702363,4.459337
19991587103915,-0.79066056,8.668151,4.517567
19991591861936,-0.81885314,8.650302,4.546663
19991596619957,-0.82445866,8.649928,4.5463624
19991601377613,-0.8053252,8.650446,4.5488043
19991606135946,-0.77195853,8.647883,4.559449
19991610893967,-0.7294328,8.647799,4.5666084
19991615651988,-0.68732995,8.652067,4.5650506
19991620410009,-0.65775824,8.652559,4.568474
19991625168030,-0.6400988,8.650477,4.57492
19991629926051,-0.6350733,8.650071,4.5763884
19991634684071,-0.6413371,8.650069,4.575519
19991639442040,-0.65401936,8.649851,4.5741353
19991644200061,-0.66607624,8.650695,4.5708003
19991648958082,-0.67293996,8.653154,4.565133
19991653716051,-0.67326,8.655787,4.560094
19991658474124,-0.6671823,8.657791,4.557182
19991663232144,-0.6555933,8.6599455,4.5547686
19991667990113,-0.6421769,8.6614685,4.553786
19991672748134,-0.63046545,8.660867,4.5565643
19991677506155,-0.6210329,8.659414,4.5606203
19991682264176,-0.6163145,8.658399,4.5631866
19991687022196,-0.61502916,8.657625,4.564829
19991691780165,-0.6163015,8.6568,4.5662208
19991696538186,-0.61895263,8.656231,4.56694
19991701296207,-0.6196897,8.656521,4.5662932
19991706054228,-0.61916035,8.657006,4.5654426
19991710812249,-0.6168276,8.657318,4.565168
19991715570217,-0.6142017,8.657577,4.5650315
19991720328238,-0.61217755,8.658348,4.56384
19991725086259,-0.61213887,8.658804,4.5629807
19991729844280,-0.61427367,8.659279,4.561792
19991734602301,-0.61746514,8.659871,4.5602374
19991739360321,-0.62204874,8.660238,4.5589175
19991744118290,-0.62700343,8.66022,4.558273
19991748876311,-0.6307861,8.66025,4.557695
19991753634332,-0.6344895,8.660378,4.556936
19991758392353,-0.63688934,8.66028,4.556788
19991763150374,-0.63945055,8.660391,4.556217
19991767908394,-0.6415468,8.660678,4.555378
19991772666363,-0.64342606,8.660746,4.5549827
19991777424384,-0.6455827,8.660494,4.555158
19991782182405,-0.64758015,8.66006,4.5557
19991786940426,-0.6488036,8.659428,4.5567245
19991791698446,-0.6498483,8.659073,4.5572515
19991796456415,-0.6510421,8.65886,4.557484
19991801214436,-0.65251213,8.659278,4.5564814
19991805972457,-0.6542285,8.660138,4.5546007
19991810730426,-0.6569406,8.661157,4.552273
19991815488499,-0.66052765,8.662019,4.5501122
19991820246519,-0.6641026,8.662751,4.548198
19991825004488,-0.66745716,8.663033,4.5471697
19991829762509,-0.67009556,8.663087,4.5466785
