t_ns,mx,my,mz,bx,by,bz
19991579271259,0.1875,16.2,-13.856251,9.24,46.86,15.96
19991589271259,0.112500004,15.806251,-13.368751,9.24,46.86,15.96
19991599271259,-0.52500004,16.59375,-13.781251,9.24,46.86,15.96
19991609271259,0.13125001,15.806251,-14.137501,9.24,46.86,15.96
19991619271259,0.975,18.1875,-13.856251,9.24,46.86,15.96
19991629271259,1.8375001,16.050001,-12.975,9.24,46.86,15.96
19991639271259,0.28125,16.706251,-14.175,9.24,46.86,15.96
19991649271259,0.26250002,16.087502,-11.868751,9.24,46.86,15.96
19991659271259,0.24375,16.087502,-11.55,9.24,46.86,15.96
19991669271259,0.1875,16.706251,-11.418751,9.24,46.86,15.96
19991679271259,0.28125,17.081251,-12.0375,9.24,46.86,15.96
19991689271259,1.4625001,16.5,-13.406251,9.24,46.86,15.96
19991699271259,-0.52500004,16.237501,-10.6875,9.24,46.86,15.96
19991709271259,0.01875,15.806251,-10.9125,9.24,46.86,15.96
19991719271259,0.35625002,15.6,-12.7875,9.24,46.86,15.96
19991729271259,-0.1875,16.275002,-11.512501,9.24,46.86,15.96
19991739271259,-0.84375006,16.181252,-10.96875,9.24,46.86,15.96
19991749271259,-0.43125,16.237501,-13.63125,9.24,46.86,15.96
19991759271259,-0.975,15.543751,-10.3125,9.24,46.86,15.96
19991769271259,0.69375,17.025002,-10.856251,9.24,46.86,15.96
19991779271259,0.52500004,17.118752,-9.918751,9.24,46.86,15.96
19991789271259,-1.35,15.8625,-11.3625,9.24,46.86,15.96
19991799271259,-0.35625002,15.375001,-10.6875,9.24,46.86,15.96
19991809271259,-0.375,16.3875,-10.25625,9.24,46.86,15.96
19991819271259,-0.50625,16.987501,-12.262501,9.24,46.86,15.96
19991829271259,0.28125,17.081251,-12.0375,9.24,46.86,15.96
19991839271259,-1.63125,16.087502,-11.325001,9.24,46.86,15.96
19991849271259,-0.71250004,16.837502,-11.775001,9.24,46.86,15.96
