t_ns,ax,ay,az,bx,by,bz
21846310232325,-0.5599205,8.805588,4.2448673,0.0,0.0,0.0
21846312611284,-0.6029913,8.819944,4.2257247,0.0,0.0,0.0
21846314990242,-0.66999036,8.834301,4.2927237,0.0,0.0,0.0
21846317369148,-0.7704889,8.829515,4.3501515,0.0,0.0,0.0
21846319748106,-0.8997013,8.834301,4.4171505,0.0,0.0,0.0
21846322127065,-1.0097711,8.843872,4.4554358,0.0,0.0,0.0
21846324506023,-1.1246266,8.867801,4.469793,0.0,0.0,0.0
21846326884929,-1.1629118,8.848659,4.426722,0.0,0.0,0.0
21846329263888,-1.2490535,8.839087,4.412365,0.0,0.0,0.0
21846331642846,-1.2777673,8.843872,4.4075794,0.0,0.0,0.0
21846334021804,-1.282553,8.843872,4.4075794,0.0,0.0,0.0
21846336400711,-1.2634103,8.863015,4.412365,0.0,0.0,0.0
21846338779669,-1.253839,8.882157,4.388437,0.0,0.0,0.0
21846341158627,-1.2059826,8.891729,4.3405805,0.0,0.0,0.0
21846343537586,-1.1485549,8.915657,4.254439,0.0,0.0,0.0
21846345916492,-1.0959128,8.915657,4.220939,0.0,0.0,0.0
21846348295450,-1.0145568,8.944371,4.2017965,0.0,0.0,0.0
21846350674409,-0.971486,8.958728,4.182654,0.0,0.0,0.0
21846353053315,-0.9379865,8.944371,4.168297,0.0,0.0,0.0
21846355432273,-0.89491564,8.925228,4.168297,0.0,0.0,0.0
21846357811231,-0.8997013,8.925228,4.1491547,0.0,0.0,0.0
21846360190190,-0.91884387,8.906086,4.15394,0.0,0.0,0.0
21846362569096,-0.91884387,8.886943,4.1491547,0.0,0.0,0.0
21846364948054,-0.95712906,8.867801,4.1443686,0.0,0.0,0.0
21846367327013,-0.9906286,8.877372,4.1874394,0.0,0.0,0.0
21846369705971,-0.9667004,8.872586,4.2352962,0.0,0.0,0.0
21846372084929,-0.98584294,8.853444,4.273581,0.0,0.0,0.0
21846374463836,-0.9954142,8.834301,4.2831526,0.0,0.0,0.0
21846376842794,-0.9810573,8.839087,4.273581,0.0,0.0,0.0
21846379221752,-0.95712906,8.834301,4.254439,0.0,0.0,0.0
21846381600659,-0.9284152,8.819944,4.220939,0.0,0.0,0.0
21846383979617,-0.91884387,8.834301,4.2257247,0.0,0.0,0.0
21846386358575,-0.8805587,8.82473,4.240082,0.0,0.0,0.0
21846388737534,-0.8422736,8.805588,4.2352962,0.0,0.0,0.0
21846391116440,-0.7896315,8.82473,4.240082,0.0,0.0,0.0
21846393495398,-0.76570326,8.819944,4.23051,0.0,0.0,0.0
21846395874356,-0.74177504,8.819944,4.206582,0.0,0.0,0.0
21846398253315,-0.7322037,8.82473,4.2017965,0.0,0.0,0.0
21846400632221,-0.7322037,8.82473,4.197011,0.0,0.0,0.0
21846403011179,-0.7322037,8.815159,4.2161536,0.0,0.0,0.0
21846405390138,-0.7513463,8.815159,4.2448673,0.0,0.0,0.0
21846407769096,-0.7609176,8.819944,4.26401,0.0,0.0,0.0
21846410148002,-0.7848458,8.819944,4.302295,0.0,0.0,0.0
21846412526961,-0.8327023,8.82473,4.331009,0.0,0.0,0.0
21846414905919,-0.8662018,8.815159,4.388437,0.0,0.0,0.0
21846417284877,-0.8997013,8.796016,4.3932223,0.0,0.0,0.0
21846419663784,-0.91884387,8.786445,4.421936,0.0,0.0,0.0
21846422042742,-0.9379865,8.796016,4.4410787,0.0,0.0,0.0
21846424421648,-0.91884387,8.810373,4.421936,0.0,0.0,0.0
21846426800659,-0.8709874,8.810373,4.4075794,0.0,0.0,0.0
21846429179513,-0.8662018,8.7673025,4.3836513,0.0,0.0,0.0
21846431558523,-0.8470592,8.762517,4.331009,0.0,0.0,0.0
21846433937481,-0.8135597,8.776874,4.273581,0.0,0.0,0.0
21846436316440,-0.7704889,8.7673025,4.240082,0.0,0.0,0.0
21846438695346,-0.7752745,8.79123,4.211368,0.0,0.0,0.0
21846441074304,-0.7752745,8.781659,4.1778684,0.0,0.0,0.0
21846443453263,-0.8039884,8.79123,4.1443686,0.0,0.0,0.0
21846445832221,-0.85184485,8.82473,4.1491547,0.0,0.0,0.0
21846448211127,-0.91884387,8.839087,4.1635113,0.0,0.0,0.0
21846450590086,-0.9810573,8.853444,4.1443686,0.0,0.0,0.0
21846452969044,-1.052842,8.9013,4.130012,0.0,0.0,0.0
21846455348002,-1.1294123,8.9348,4.1347976,0.0,0.0,0.0
21846457726909,-1.2059826,8.953942,4.1587257,0.0,0.0,0.0
21846460105867,-1.282553,8.963513,4.197011,0.0,0.0,0.0
21846462484825,-1.3351951,8.968299,4.249653,0.0,0.0,0.0
21846464863784,-1.3782659,8.9826565,4.278367,0.0,0.0,0.0
21846467242690,-1.4069797,8.973084,4.2831526,0.0,0.0,0.0
21846469621648,-1.3926228,8.977871,4.240082,0.0,0.0,0.0
21846472000606,-1.3830515,8.963513,4.249653,0.0,0.0,0.0
21846474379565,-1.3208381,8.949157,4.240082,0.0,0.0,0.0
21846476758471,-1.2346965,8.920443,4.249653,0.0,0.0,0.0
21846479137429,-1.1533405,8.882157,4.240082,0.0,0.0,0.0
21846481516388,-1.0671989,8.882157,4.2592244,0.0,0.0,0.0
21846483895346,-0.971486,8.863015,4.278367,0.0,0.0,0.0
21846486274252,-0.89013004,8.867801,4.2592244,0.0,0.0,0.0
21846488653211,-0.79441714,8.839087,4.2448673,0.0,0.0,0.0
21846491032169,-0.7513463,8.848659,4.23051,0.0,0.0,0.0
21846493411127,-0.6891329,8.839087,4.240082,0.0,0.0,0.0
21846495790034,-0.6652047,8.815159,4.2448673,0.0,0.0,0.0
21846498168992,-0.65084773,8.815159,4.2592244,0.0,0.0,0.0
21846500547898,-0.67477596,8.815159,4.2687955,0.0,0.0,0.0
21846502926909,-0.7082755,8.82473,4.316652,0.0,0.0,0.0
21846505305815,-0.74177504,8.810373,4.3501515,0.0,0.0,0.0
21846507684773,-0.7704889,8.82473,4.359723,0.0,0.0,0.0
21846510063731,-0.8709874,8.796016,4.3788652,0.0,0.0,0.0
21846512442638,-0.9284152,8.805588,4.421936,0.0,0.0,0.0
21846514821596,-0.9667004,8.834301,4.436293,0.0,0.0,0.0
21846517200554,-1.0001999,8.829515,4.4075794,0.0,0.0,0.0
21846519579513,-1.0432707,8.82473,4.3645086,0.0,0.0,0.0
21846521958471,-1.0767702,8.839087,4.2831526,0.0,0.0,0.0
21846524337377,-1.0767702,8.853444,4.240082,0.0,0.0,0.0
21846526716336,-1.052842,8.85823,4.2352962,0.0,0.0,0.0
21846529095294,-1.0432707,8.848659,4.2352962,0.0,0.0,0.0
