t_ns,mx,my,mz,accuracy
21846328967169,-8.45625,-47.475002,-38.1375,3
21846338967169,-8.962501,-46.78125,-38.25,3
21846348967169,-9.4875,-45.975002,-37.143753,3
21846358967169,-8.512501,-46.725002,-37.706253,3
21846368967169,-9.900001,-47.662502,-37.96875,3
21846378967169,-9.337501,-48.73125,-41.23125,3
21846388967169,-11.325001,-46.96875,-38.287502,3
21846398967169,-8.53125,-47.71875,-37.518753,3
21846408967169,-10.425,-48.73125,-36.6375,3
21846418967169,-9.806251,-47.775,-36.43125,3
21846428967169,-9.4125,-45.3375,-36.09375,3
21846438967169,-10.14375,-47.193752,-37.800003,3
21846448967169,-9.88125,-47.662502,-38.737503,3
21846458967169,-9.9375,-48.675003,-37.0125,3
21846468967169,-12.0,-48.825,-36.61875,3
21846478967169,-9.76875,-47.5125,-36.768753,3
21846488967169,-8.56875,-46.96875,-37.21875,3
21846498967169,-8.55,-49.10625,-39.0,3
21846508967169,-8.175,-47.68125,-38.625,3
21846518967169,-8.775001,-47.5125,-38.568752,3
21846528967169,-9.09375,-46.66875,-38.550003,3
21846538967169,-9.225,-46.575,-39.0,3
21846548967169,-7.93125,-47.268753,-39.131252,3
21846558967169,-8.306251,-47.831253,-39.84375,3
21846568967169,-8.775001,-46.125,-40.912502,3
21846578967169,-8.1,-47.68125,-40.631252,3
21846588967169,-8.25,-47.568752,-40.162502,3
21846598967169,-9.8625,-47.662502,-39.35625,3
21846608967169,-9.712501,-47.5125,-38.15625,3
21846618967169,-8.38125,-47.2125,-39.24375,3
21846628967169,-8.118751,-47.175003,-37.893753,3
21846638967169,-11.25,-47.34375,-37.96875,3
21846648967169,-9.825001,-48.018753,-37.5,3
21846658967169,-9.806251,-48.018753,-38.11875,3
21846668967169,-9.262501,-46.818752,-38.68125,3
21846678967169,-9.01875,-47.04375,-37.93125,3
21846688967169,-8.887501,-46.518753,-39.35625,3
21846698967169,-10.725,-47.025,-38.04375,3
21846708967169,-9.675,-47.5125,-39.225002,3
21846718967169,-8.775001,-47.5125,-38.100002,3
21846728967169,-8.38125,-48.206253,-39.35625,3
21846738967169,-10.556251,-47.86875,-38.04375,3
21846748967169,-9.243751,-47.831253,-39.881252,3
21846758967169,-10.06875,-48.562504,-37.3125,3
21846768967169,-9.900001,-48.412502,-37.03125,3
21846778967169,-8.4375,-47.2125,-37.85625,3
21846788967169,-9.225,-46.575,-39.0,3
21846798967169,-10.387501,-47.98125,-38.662502,3
21846808967169,-7.6875005,-45.99375,-39.975002,3
