t_ns,wall_ms,type,text
21846364399602,1788551792538,SESSION_START,"20260905_012632_SNU_AJB_BA_run21"
21846364468820,1788551792538,CALIB_START,"stand still 15s"
21861364852721,1788551807539,CALIB_END,"n_fixes=14"
21861365095377,1788551807539,RIDE_START,""
21945959382064,1788551892133,STOP_CALIB_START,"stand still 15s"
21960960253881,1788551907134,STOP_CALIB_END,"n_fixes=15"
21960964725756,1788551907139,SESSION_END,""
