t_ns,hPa
21846467577013,982.4392
21846507571909,982.44556
21846547573419,982.4419
21846587573315,982.4392
21846627573888,982.44165
21846667575034,982.43604
21846707571909,982.4436
21846747571648,982.43335
21846787603315,982.44336
21846827575606,982.4509
21846867573992,982.4519
21846907572169,982.4573
21846947572377,982.4529
21846987572794,982.4573
21847027573784,982.4585
21847067573211,982.45215
21847107573992,982.44507
21847147573731,982.448
21847187573419,982.4397
21847227574044,982.44604
21847267573263,982.4431
21847307574409,982.448
21847347571961,982.4431
21847387571648,982.4448
21847427574617,982.4397
21847467574513,982.4407
21847507574096,982.44434
21847547573315,982.4397
21847587572690,982.43604
21847627572690,982.438
21847667573471,982.4365
21847707573940,982.43726
21847747688002,982.43555
21847787572221,982.43335
21847827571700,982.4248
21847867573627,982.426
21847907573888,982.4238
21847947573419,982.427
21847987572429,982.4363
21848027572638,982.44165
21848067573263,982.4419
21848107573679,982.4402
21848147573002,982.4387
21848187573731,982.44507
21848227572065,982.4409
21848267571440,982.4407
21848307573106,982.44336
21848347572898,982.4475
21848387601075,982.4475
21848427573315,982.4424
21848467573627,982.44507
21848507571961,982.43945
21848547575242,982.43677
21848587572534,982.4385
21848627571440,982.4407
21848667573002,982.44775
21848707573315,982.45044
21848747572429,982.4558
21848787576127,982.45386
21848827573731,982.45605
21848867573054,982.4673
21848907571231,982.44946
21848947576284,982.44995
21848987573054,982.4541
21849027573419,982.4485
21849067572169,982.44653
21849107571700,982.44604
21849147572742,982.4512
21849187573263,982.44727
21849227572690,982.4468
21849267573159,982.4453
21849307572742,982.4529
21849347573263,982.44824
21849387573836,982.44775
21849427574148,982.4519
21849467575502,982.4468
21849507572950,982.44116
21849547573679,982.44653
21849587579252,982.4446
21849627576075,982.44385
21849667591648,982.4426
21849707577794,982.4453
21849747576648,982.4446
21849787577273,982.44653
21849827581179,982.4414
21849867578211,982.448
21849907580294,982.44727
21849947577950,982.4431
21849987580867,982.4507
21850027576752,982.44165
21850067578211,982.44165
21850107580242,982.4336
21850147577690,982.4326
21850187577794,982.4248
21850227577794,982.4248
21850267577950,982.4241
21850307578575,982.427
21850347577429,982.4282
21850387575554,982.4331
21850427578836,982.438
21850467705606,982.4404
21850507576648,982.44165
21850547579409,982.4524
21850587577481,982.4536
21850627575502,982.4512
21850667577898,982.45654
21850707578367,982.4553
21850747579200,982.44775
