t_ns,gx,gy,gz
21846329914981,-1.1874192,8.707741,4.351515
21846334672846,-1.2236159,8.706082,4.344799
21846339430763,-1.2273113,8.709269,4.337363
21846344188627,-1.2097101,8.724628,4.311363
21846348946544,-1.175785,8.744057,4.281284
21846353704409,-1.1370223,8.761614,4.2557845
21846358462325,-1.1022013,8.774999,4.2373266
21846363220190,-1.0793604,8.784284,4.2239475
21846367978106,-1.0678083,8.789712,4.2155843
21846372735971,-1.0583024,8.790485,4.2163653
21846377493888,-1.0513903,8.7897415,4.2196465
21846382251752,-1.0419025,8.790617,4.2201757
21846387009669,-1.0305148,8.791854,4.220395
21846391767534,-1.0150589,8.793131,4.22148
21846396525450,-0.99786884,8.795127,4.2214212
21846401283315,-0.98182064,8.797455,4.220332
21846406041231,-0.9685478,8.798602,4.221008
21846410799096,-0.9585269,8.798377,4.2237644
21846415557013,-0.9532983,8.796268,4.229336
21846420314877,-0.95127,8.792929,4.2367306
21846425072794,-0.94985193,8.789539,4.2440743
21846429830659,-0.9457863,8.78724,4.24974
21846434588575,-0.94071347,8.786709,4.2519627
21846439346440,-0.93418163,8.787706,4.2513433
21846444104356,-0.9294138,8.789584,4.2485046
21846448862221,-0.9290108,8.791382,4.244872
21846453620138,-0.93360496,8.793199,4.2400985
21846458378002,-0.9429631,8.794744,4.234818
21846463135919,-0.9559525,8.794878,4.2316275
21846467893784,-0.9699908,8.794149,4.2299466
21846472651700,-0.9823812,8.793867,4.2276716
21846477409565,-0.9901251,8.793707,4.2261996
21846482167481,-0.99232304,8.793659,4.225782
21846486925346,-0.9894372,8.793787,4.226195
21846491683263,-0.9828755,8.794475,4.2262955
21846496441127,-0.97469985,8.795211,4.2266555
21846501199044,-0.9672158,8.795624,4.2275167
21846505956909,-0.9620052,8.795167,4.229656
21846510714773,-0.95949745,8.79411,4.23242
21846515472690,-0.9599499,8.792322,4.23603
21846520230606,-0.96187073,8.790979,4.2383814
21846524988471,-0.9646717,8.790817,4.23808
21846529746336,-0.96644586,8.790992,4.237315
21846534504252,-0.9681461,8.791252,4.2363853
21846539262117,-0.9688477,8.792543,4.2335443
21846544020034,-0.96883285,8.794205,4.230095
21846548777950,-0.96888536,8.795128,4.2281647
21846553535815,-0.9689047,8.79558,4.227217
21846558293679,-0.96937656,8.796317,4.225579
21846563051596,-0.9687629,8.79742,4.223423
21846567809513,-0.9684296,8.79774,4.2228293
21846572567377,-0.9694869,8.797818,4.222425
21846577325242,-0.97262824,8.7979965,4.2213316
21846582083159,-0.97782356,8.797974,4.2201777
21846586841023,-0.98294955,8.797453,4.2200737
21846591598940,-0.98880494,8.79483,4.2241683
21846596356804,-0.99260294,8.793649,4.225739
21846601114721,-0.99490917,8.793417,4.2256794
21846605872586,-0.99456066,8.792197,4.2282977
21846610630502,-0.9917788,8.791206,4.2310114
21846615388367,-0.9867939,8.792101,4.230316
21846620146284,-0.9806547,8.793043,4.229786
21846624904148,-0.974437,8.793449,4.230381
21846629662065,-0.96851176,8.794155,4.230273
21846634419929,-0.9641307,8.79526,4.2289743
21846639177846,-0.96211004,8.795882,4.228142
21846643935711,-0.96161205,8.796125,4.227748
21846648693627,-0.961549,8.796542,4.226896
21846653451492,-0.9614538,8.797638,4.224638
21846658209409,-0.96203905,8.798634,4.2224283
21846662967273,-0.9635162,8.79904,4.2212462
21846667725190,-0.96648586,8.799303,4.2200184
21846672483054,-0.9706586,8.799348,4.218968
