t_ns,gx,gy,gz,bx,by,bz
21846319222117,-0.014660755,0.035430156,-0.020769402,-0.012336374,2.2180211E-4,0.005895937
21846321601075,-0.013439025,0.034208428,-0.019547673,-0.012336374,2.2180211E-4,0.005895937
21846323980034,-0.012217295,0.02932151,-0.017104214,-0.012336374,2.2180211E-4,0.005895937
21846326358940,-0.012217295,0.023212861,-0.013439025,-0.012336374,2.2180211E-4,0.005895937
21846328737898,-0.010995566,0.015882485,-0.0073303776,-0.012336374,2.2180211E-4,0.005895937
21846331116856,-0.012217295,0.0061086477,-0.0024434591,-0.012336374,2.2180211E-4,0.005895937
21846333495815,-0.012217295,-0.0036651888,0.0036651888,-0.012336374,2.2180211E-4,0.005895937
21846335874721,-0.010995566,-0.010995566,0.008552107,-0.012336374,2.2180211E-4,0.005895937
21846338253679,-0.010995566,-0.017104214,0.013439025,-0.012336374,2.2180211E-4,0.005895937
21846340632638,-0.0097738365,-0.020769402,0.017104214,-0.012336374,2.2180211E-4,0.005895937
21846343011596,-0.0097738365,-0.023212861,0.017104214,-0.012336374,2.2180211E-4,0.005895937
21846345390502,-0.0097738365,-0.021991132,0.017104214,-0.012336374,2.2180211E-4,0.005895937
21846347769461,-0.010995566,-0.019547673,0.015882485,-0.012336374,2.2180211E-4,0.005895937
21846350148419,-0.010995566,-0.014660755,0.013439025,-0.012336374,2.2180211E-4,0.005895937
21846352527325,-0.010995566,-0.0097738365,0.010995566,-0.012336374,2.2180211E-4,0.005895937
21846354906284,-0.010995566,-0.0036651888,0.0073303776,-0.012336374,2.2180211E-4,0.005895937
21846357285242,-0.010995566,0.0036651888,0.0048869182,-0.012336374,2.2180211E-4,0.005895937
21846359664200,-0.010995566,0.0097738365,0.0012217296,-0.012336374,2.2180211E-4,0.005895937
21846362043106,-0.012217295,0.014660755,0.0,-0.012336374,2.2180211E-4,0.005895937
21846364422065,-0.013439025,0.015882485,-0.0012217296,-0.012336374,2.2180211E-4,0.005895937
21846366801023,-0.014660755,0.014660755,-0.0024434591,-0.012336374,2.2180211E-4,0.005895937
21846369179981,-0.014660755,0.012217295,-0.0024434591,-0.012336374,2.2180211E-4,0.005895937
21846371558940,-0.013439025,0.012217295,0.0,-0.012336374,2.2180211E-4,0.005895937
21846373937846,-0.014660755,0.0073303776,0.0036651888,-0.012336374,2.2180211E-4,0.005895937
21846376316804,-0.013439025,0.0012217296,0.0048869182,-0.012336374,2.2180211E-4,0.005895937
21846378695763,-0.013439025,-0.0024434591,0.0073303776,-0.012336374,2.2180211E-4,0.005895937
21846381074669,-0.013439025,-0.0048869182,0.008552107,-0.012336374,2.2180211E-4,0.005895937
21846383453627,-0.014660755,-0.0073303776,0.010995566,-0.012336374,2.2180211E-4,0.005895937
21846385832586,-0.013439025,-0.0073303776,0.010995566,-0.012336374,2.2180211E-4,0.005895937
21846388211544,-0.013439025,-0.008552107,0.010995566,-0.012336374,2.2180211E-4,0.005895937
21846390590450,-0.013439025,-0.0073303776,0.0097738365,-0.012336374,2.2180211E-4,0.005895937
