t_ns,value
19030719869646,2.0
19030879869750,2.0
19031359868084,4.0
19032079869802,4.0
19032559872250,4.0
19033039871729,3.0
19033359871573,1.0
19033519889229,1.0
19033839871886,0.0
19033919873396,0.0
19034639871625,0.0
19035359873188,0.0
19039599872563,0.0
19043919875167,0.0
19048079872250,1.0
19048719872042,2.0
19049039872094,3.0
19049199872511,4.0
19049359872927,6.0
19049519913813,3.0
19049679872354,0.0
19052559871365,1.0
19053039872459,6.0
19053199872198,4.0
19053519872250,3.0
19053679876469,2.0
19053839871573,1.0
19053999909802,0.0
19054159871886,1.0
19054639905792,2.0
19054799871521,0.0
19054959872979,1.0
19055119872667,3.0
19055279942198,10.0
19055439872719,12.0
19055599875063,0.0
19056079871625,1.0
19056239875063,0.0
19057199920948,1.0
19057359874438,18.0
19057519874802,14.0
19057679871104,4.0
19057839876938,1.0
19058639871968,3.0
19058799873009,2.0
19059759889051,3.0
19059919873791,0.0
19061359873166,7.0
19061519871447,12.0
19061679903947,11.0
19061839873895,5.0
19061999871916,1.0
19062799871655,5.0
19062959872645,4.0
19063439872072,3.0
19063599882072,1.0
19063759872176,2.0
19064079871030,3.0
19064399873426,2.0
19064559871499,1.0
19065039872957,0.0
19065359872124,1.0
19065679872645,6.0
19065839872228,1.0
19066479874155,2.0
19066639871343,1.0
19066799892645,8.0
19066959871916,13.0
19067119873843,12.0
19067279871186,1.0
19068239872749,6.0
19068559871759,3.0
19068879872228,6.0
19069039873113,11.0
19069199871603,6.0
19069359873947,3.0
19069839871082,0.0
19069999873843,2.0
19070159871134,1.0
19070319871759,0.0
19070479871291,2.0
19070639874728,3.0
19070799875093,1.0
19070959872436,13.0
19071119871916,5.0
19071279873530,3.0
19071439871707,1.0
19071599874572,0.0
19071919871603,1.0
19072239874832,3.0
19072399871551,2.0
19072559872905,1.0
19073679870978,3.0
19073839874832,1.0
19073999871603,0.0
19074159874155,7.0
19074319870613,16.0
19074479873061,0.0
19074959875301,1.0
19075119874520,0.0
19078479928322,1.0
19078799871968,0.0
19080239874155,1.0
19080399873791,3.0
19080559874676,2.0
19080719870874,1.0
19083599874520,7.0
19083759878218,20.0
19083919871499,21.0
19084079873582,1.0
19084239871811,0.0
19084399871655,1.0
19084719875457,0.0
19085839871291,1.0
19085999873113,0.0
19086319873947,1.0
19086639873530,0.0
19086959870561,1.0
19087599871603,0.0
19088239871186,1.0
19088399870613,0.0
19089839872488,6.0
19089999873634,28.0
19090159873634,8.0
19090319871916,0.0
19091119873582,1.0
19091759873061,0.0
19093039872020,1.0
19093359871863,3.0
19093519870666,4.0
19093679874780,0.0
19095279875093,9.0
19095439871186,8.0
19095599871551,0.0
19096399875249,3.0
19096559871916,4.0
19097039871291,2.0
19097199871603,1.0
19097519871916,2.0
19098159872332,1.0
19098479871759,0.0
19099279953322,2.0
19099439874416,29.0
19099599871811,4.0
19099759871551,0.0
19100559934468,9.0
19100719872697,8.0
19100879871863,7.0
19101039871759,3.0
19101199899155,0.0
19101519871968,2.0
19101679872957,3.0
19101999871499,2.0
19102159871447,1.0
19102319870978,0.0
19102479873374,4.0
19102639873322,10.0
19102799873582,3.0
19102959872280,1.0
19103279873530,0.0
19103439873895,3.0
19103599870978,0.0
19106639871759,2.0
19106959874207,0.0
19108559871291,2.0
19108719871655,0.0
19109199871030,1.0
19109359871551,0.0
19112719872072,1.0
19112879872957,2.0
19113199871291,0.0
19113679870978,1.0
19113839871186,0.0
19114319871916,1.0
19114479871551,0.0
19114959872072,2.0
19115119871082,4.0
19115279875093,3.0
19115439870874,2.0
19115599870666,0.0
19115759872176,1.0
19115919874103,0.0
19116079873426,1.0
19117040013582,3.0
19117199872957,6.0
19117359872957,12.0
19117519871759,1.0
19117679919884,0.0
19118159871916,1.0
19118319930613,0.0
19119279871267,10.0
19119439876840,9.0
19119599899079,4.0
19119759871735,1.0
19119919871996,0.0
19120239893871,1.0
19120559872569,0.0
19120879873662,1.0
19121039871110,0.0
19121199875017,1.0
19121359870798,8.0
19121519874235,12.0
19121679872517,16.0
19121839874079,0.0
19123759874496,8.0
19123919870850,7.0
19124079872152,0.0
19125199871423,3.0
19125679874079,2.0
19125839871006,0.0
19126639873402,1.0
19126959897412,0.0
19127599871215,6.0
19127759871110,0.0
19129679871162,1.0
19130159871631,0.0
19134479873819,0.0
19136239874079,1.0
19136559871162,0.0
19136879875277,1.0
19137039872204,0.0
19137199871944,1.0
19137359874548,0.0
19138159871892,1.0
19138319875121,3.0
19138479871162,6.0
19138639874444,9.0
19138799874235,0.0
19143119871683,0.0
19147439924496,0.0
19151759871110,0.0
19156079871006,0.0
