t_ns,ax,ay,az
19030657699594,0.0,0.0,0.0
19030662457979,-0.023669437,0.010741234,0.047926426
19030667216417,-0.052106693,0.0039510727,-0.020632982
19030671974802,-0.08715513,0.0065841675,-0.060395002
19030676732615,-0.08865233,0.020605087,0.014814377
19030681491573,-0.09373847,-0.0027675629,0.072164536
19030686249959,-0.05581346,0.009923935,0.010596752
19030691008396,0.0012363493,-0.0059423447,-0.03058672
19030695766782,0.03495139,-0.0073890686,0.059960365
19030700525167,0.05504489,-0.013129234,0.112148285
19030705283552,0.07185051,-0.020643234,0.06281614
19030710041938,0.06607184,0.00303936,0.050950527
19030714800375,0.056865275,0.011638641,0.14423847
19030719558761,0.008684769,0.02188301,0.16513729
19030724317146,0.01732479,0.024909973,0.0670023
19030729075532,9.4377995E-4,0.034591675,0.060546875
19030733833969,0.057727933,0.034811974,0.09754896
19030738592354,0.09364201,0.055459023,0.035713196
19030743350740,0.105500415,0.020821571,-0.013759613
19030748109125,0.014860272,0.028858185,0.009749413
19030752867563,-0.07384968,0.036572456,0.011675358
19030757625948,-0.19095668,0.050901413,-0.050495625
19030762384334,-0.23733923,0.067017555,-0.039174557
19030767142719,-0.19319054,0.050458908,-0.044411182
19030771901104,-0.11684412,0.03237152,-0.038083553
19030776659490,-0.055145204,0.019656181,-0.04361868
19030781417927,-0.009565145,-0.013327599,-0.03050232
19030786176313,0.016061455,-0.01513195,0.005129814
19030790934698,0.031750202,-0.035383224,0.014157295
19030795693084,0.014717609,-0.017969131,0.018227577
19030800451521,-0.015532941,-0.012712479,0.052292347
19030805209907,-0.061105967,-0.01692772,0.057580948
19030809968292,-0.07748613,-0.041923523,0.03958559
19030814726677,-0.08423969,-0.045311928,0.019807339
19030819485063,-0.03500119,-0.03470707,0.049452305
19030824243500,0.017664075,-0.047683716,0.05505562
19030829001886,0.09474315,-0.051020622,0.011642456
19030833760271,0.13300964,-0.0077142715,0.01601553
19030838518657,0.13809724,0.0041484833,0.022681713
19030843277042,0.04299791,0.011042595,0.0035643578
19030848035479,-0.05444944,0.017798424,-0.0034623146
19030852793865,-0.15920919,0.022063255,0.017699718
19030857552250,-0.19875053,0.005203247,0.026686668
19030862310636,-0.21682307,-0.0042505264,0.002711296
19030867069021,-0.17628387,-0.011148453,-0.02076149
19030871827459,-0.11107555,-0.020243645,-0.010965824
19030876585844,-0.10114303,-0.01747799,0.010401726
19030881344229,-0.07507649,-0.007750511,-0.0108447075
19030886102615,-0.06358978,-0.021639824,-0.017647266
19030890861000,-0.08063105,0.004611969,0.010821819
19030895619386,-0.10441965,-0.007252693,0.027160168
19030900377823,-0.09972936,-0.0024299622,-0.0038199425
19030905136209,-0.076417774,-0.00470829,-0.001429081
19030909894594,-0.0794591,6.389618E-5,0.03621912
19030914652979,-0.06137994,0.009458542,0.023833275
19030919411417,-0.04126811,0.004588127,-0.0094742775
19030924169802,-0.028565794,0.0068569183,-0.006934166
19030928928188,0.009859651,-0.0026807785,0.009698868
19030933686573,0.05953315,0.0067634583,-0.020987988
19030938444959,0.061443895,0.030194283,-0.041802406
19030943203396,0.0588803,0.0061826706,-0.050512314
19030947961782,0.03292939,-0.008056641,-0.011929512
19030952720167,-0.0067185163,-0.012605667,-0.0258708
19030957478552,-0.048064232,0.004091263,-0.018351555
19030962236938,-0.088958174,-0.024248123,0.010272503
19030966995375,-0.11284143,-0.023906708,0.007876873
19030971753761,-0.09413636,0.009418488,0.003153801
19030976512146,-0.066455334,0.0045194626,0.010308266
19030981270532,-0.015594244,0.018582344,-0.006272793
