t_ns,gx,gy,gz,bx,by,bz
19030647005479,-0.0024434591,-0.017104214,0.012217295,-0.011551892,6.854045E-4,0.006857684
19030649384698,-0.0036651888,-0.013439025,0.008552107,-0.011551892,6.854045E-4,0.006857684
19030651763865,-0.0061086477,-0.0048869182,0.0073303776,-0.011551892,6.854045E-4,0.006857684
19030654143084,-0.012217295,-0.0012217296,0.0036651888,-0.011551892,6.854045E-4,0.006857684
19030656522302,-0.012217295,0.0024434591,0.0,-0.011551892,6.854045E-4,0.006857684
19030658901469,-0.010995566,0.0061086477,0.0,-0.011551892,6.854045E-4,0.006857684
19030661280688,-0.0097738365,0.008552107,-0.0012217296,-0.011551892,6.854045E-4,0.006857684
19030663659854,-0.0073303776,0.008552107,-0.0012217296,-0.011551892,6.854045E-4,0.006857684
19030666039073,-0.008552107,0.0097738365,-0.0012217296,-0.011551892,6.854045E-4,0.006857684
19030668418292,-0.010995566,0.0097738365,-0.0012217296,-0.011551892,6.854045E-4,0.006857684
19030670797459,-0.012217295,0.0097738365,-0.0012217296,-0.011551892,6.854045E-4,0.006857684
19030673176677,-0.014660755,0.008552107,-0.0012217296,-0.011551892,6.854045E-4,0.006857684
19030675555844,-0.013439025,0.0061086477,0.0012217296,-0.011551892,6.854045E-4,0.006857684
19030677934490,-0.012217295,0.0036651888,0.0036651888,-0.011551892,6.854045E-4,0.006857684
19030680314282,-0.012217295,0.0024434591,0.0036651888,-0.011551892,6.854045E-4,0.006857684
19030682693448,-0.010995566,0.0,0.0061086477,-0.011551892,6.854045E-4,0.006857684
19030685072667,-0.0097738365,-0.0024434591,0.0073303776,-0.011551892,6.854045E-4,0.006857684
19030687451834,-0.012217295,-0.0036651888,0.0073303776,-0.011551892,6.854045E-4,0.006857684
19030689831052,-0.013439025,-0.0048869182,0.008552107,-0.011551892,6.854045E-4,0.006857684
19030692210271,-0.013439025,-0.0073303776,0.008552107,-0.011551892,6.854045E-4,0.006857684
19030694589438,-0.013439025,-0.0061086477,0.008552107,-0.011551892,6.854045E-4,0.006857684
19030696968657,-0.012217295,-0.0061086477,0.008552107,-0.011551892,6.854045E-4,0.006857684
19030699347823,-0.0097738365,-0.0061086477,0.0073303776,-0.011551892,6.854045E-4,0.006857684
19030701727042,-0.010995566,-0.0048869182,0.0061086477,-0.011551892,6.854045E-4,0.006857684
19030704106261,-0.010995566,-0.0024434591,0.0048869182,-0.011551892,6.854045E-4,0.006857684
19030706485427,-0.010995566,-0.0012217296,0.0036651888,-0.011551892,6.854045E-4,0.006857684
19030708864646,-0.013439025,0.0,0.0012217296,-0.011551892,6.854045E-4,0.006857684
19030711243813,-0.012217295,0.0,0.0012217296,-0.011551892,6.854045E-4,0.006857684
19030713623032,-0.012217295,-0.0012217296,0.0,-0.011551892,6.854045E-4,0.006857684
19030716002250,-0.0097738365,0.0024434591,-0.0012217296,-0.011551892,6.854045E-4,0.006857684
19030718381417,-0.008552107,0.0012217296,0.0,-0.011551892,6.854045E-4,0.006857684
19030720760636,-0.0097738365,-0.0,-0.0024434591,-0.011551892,6.854045E-4,0.006857684
19030723139854,-0.010995566,-0.0,-0.0012217296,-0.011551892,6.854045E-4,0.006857684
19030725519021,-0.013439025,0.0,0.0,-0.011551892,6.854045E-4,0.006857684
19030727898240,-0.013439025,0.0012217296,-0.0024434591,-0.011551892,6.854045E-4,0.006857684
19030730277407,-0.010995566,0.0036651888,-0.0024434591,-0.011551892,6.854045E-4,0.006857684
19030732656625,-0.012217295,0.0036651888,-0.0048869182,-0.011551892,6.854045E-4,0.006857684
19030735035844,-0.0097738365,0.0048869182,-0.0048869182,-0.011551892,6.854045E-4,0.006857684
19030737415011,-0.0097738365,0.008552107,-0.0061086477,-0.011551892,6.854045E-4,0.006857684
19030739794229,-0.0097738365,0.0097738365,-0.0073303776,-0.011551892,6.854045E-4,0.006857684
19030742173344,-0.010995566,0.013439025,-0.0097738365,-0.011551892,6.854045E-4,0.006857684
19030744552615,-0.012217295,0.014660755,-0.0097738365,-0.011551892,6.854045E-4,0.006857684
19030746931834,-0.010995566,0.015882485,-0.010995566,-0.011551892,6.854045E-4,0.006857684
19030749311000,-0.008552107,0.017104214,-0.010995566,-0.011551892,6.854045E-4,0.006857684
19030751690219,-0.008552107,0.015882485,-0.008552107,-0.011551892,6.854045E-4,0.006857684
19030754069438,-0.0097738365,0.012217295,-0.008552107,-0.011551892,6.854045E-4,0.006857684
19030756448604,-0.0097738365,0.008552107,-0.0061086477,-0.011551892,6.854045E-4,0.006857684
19030758827823,-0.012217295,0.0048869182,-0.0036651888,-0.011551892,6.854045E-4,0.006857684
19030761206990,-0.012217295,0.0012217296,-0.0024434591,-0.011551892,6.854045E-4,0.006857684
19030763586209,-0.012217295,-0.0036651888,0.0024434591,-0.011551892,6.854045E-4,0.006857684
19030765965375,-0.010995566,-0.008552107,0.0048869182,-0.011551892,6.854045E-4,0.006857684
19030768344594,-0.010995566,-0.010995566,0.0061086477,-0.011551892,6.854045E-4,0.006857684
19030770723813,-0.012217295,-0.012217295,0.0073303776,-0.011551892,6.854045E-4,0.006857684
19030773102979,-0.012217295,-0.013439025,0.008552107,-0.011551892,6.854045E-4,0.006857684
19030775482198,-0.012217295,-0.015882485,0.008552107,-0.011551892,6.854045E-4,0.006857684
19030777861365,-0.014660755,-0.014660755,0.0061086477,-0.011551892,6.854045E-4,0.006857684
19030780240584,-0.010995566,-0.014660755,0.0061086477,-0.011551892,6.854045E-4,0.006857684
19030782619802,-0.012217295,-0.013439025,0.0061086477,-0.011551892,6.854045E-4,0.006857684
19030784998969,-0.013439025,-0.012217295,0.0048869182,-0.011551892,6.854045E-4,0.006857684
19030787378188,-0.012217295,-0.010995566,0.0024434591,-0.011551892,6.854045E-4,0.006857684
19030789757354,-0.012217295,-0.008552107,0.0024434591,-0.011551892,6.854045E-4,0.006857684
19030792136573,-0.012217295,-0.0048869182,0.0012217296,-0.011551892,6.854045E-4,0.006857684
19030794515792,-0.013439025,-0.0048869182,0.0,-0.011551892,6.854045E-4,0.006857684
19030796894959,-0.013439025,-0.0036651888,-0.0012217296,-0.011551892,6.854045E-4,0.006857684
19030799274125,-0.013439025,-0.0024434591,-0.0024434591,-0.011551892,6.854045E-4,0.006857684
19030801653396,-0.013439025,-0.0024434591,-0.0024434591,-0.011551892,6.854045E-4,0.006857684
19030804032563,-0.012217295,-0.0024434591,-0.0012217296,-0.011551892,6.854045E-4,0.006857684
19030806411782,-0.012217295,-0.0024434591,-0.0024434591,-0.011551892,6.854045E-4,0.006857684
19030808790948,-0.010995566,-0.0024434591,-0.0024434591,-0.011551892,6.854045E-4,0.006857684
19030811170167,-0.012217295,-0.0048869182,-0.0036651888,-0.011551892,6.854045E-4,0.006857684
19030813549386,-0.012217295,-0.0048869182,-0.0024434591,-0.011551892,6.854045E-4,0.006857684
19030815928552,-0.012217295,-0.0048869182,-0.0012217296,-0.011551892,6.854045E-4,0.006857684
19030818307771,-0.012217295,-0.0036651888,-0.0024434591,-0.011551892,6.854045E-4,0.006857684
19030820686938,-0.010995566,-0.0024434591,-0.0036651888,-0.011551892,6.854045E-4,0.006857684
19030823066157,-0.010995566,-0.0012217296,-0.0048869182,-0.011551892,6.854045E-4,0.006857684
19030825445375,-0.012217295,0.0024434591,-0.0061086477,-0.011551892,6.854045E-4,0.006857684
19030827824542,-0.012217295,0.0061086477,-0.0061086477,-0.011551892,6.854045E-4,0.006857684
19030830203761,-0.012217295,0.0097738365,-0.008552107,-0.011551892,6.854045E-4,0.006857684
19030832582927,-0.012217295,0.015882485,-0.012217295,-0.011551892,6.854045E-4,0.006857684
19030834962146,-0.010995566,0.020769402,-0.013439025,-0.011551892,6.854045E-4,0.006857684
19030837341365,-0.010995566,0.02687805,-0.015882485,-0.011551892,6.854045E-4,0.006857684
19030839720532,-0.0097738365,0.028099779,-0.018325943,-0.011551892,6.854045E-4,0.006857684
19030842099750,-0.0097738365,0.03176497,-0.018325943,-0.011551892,6.854045E-4,0.006857684
19030844478917,-0.0097738365,0.032986697,-0.019547673,-0.011551892,6.854045E-4,0.006857684
19030846858136,-0.010995566,0.032986697,-0.018325943,-0.011551892,6.854045E-4,0.006857684
19030849237354,-0.010995566,0.03176497,-0.018325943,-0.011551892,6.854045E-4,0.006857684
19030851616521,-0.010995566,0.028099779,-0.015882485,-0.011551892,6.854045E-4,0.006857684
19030853995740,-0.010995566,0.02565632,-0.013439025,-0.011551892,6.854045E-4,0.006857684
19030856374907,-0.010995566,0.023212861,-0.012217295,-0.011551892,6.854045E-4,0.006857684
19030858754125,-0.010995566,0.019547673,-0.010995566,-0.011551892,6.854045E-4,0.006857684
19030861133344,-0.010995566,0.015882485,-0.0061086477,-0.011551892,6.854045E-4,0.006857684
19030863512511,-0.012217295,0.012217295,-0.0061086477,-0.011551892,6.854045E-4,0.006857684
19030865891729,-0.012217295,0.010995566,-0.0048869182,-0.011551892,6.854045E-4,0.006857684
19030868270896,-0.012217295,0.0073303776,-0.0036651888,-0.011551892,6.854045E-4,0.006857684
19030870650115,-0.012217295,0.0073303776,-0.0024434591,-0.011551892,6.854045E-4,0.006857684
