t_ns,qx,qy,qz,qw
19567938723087,0.34644002,0.39833406,0.58423454,0.6164246
19567943481420,0.3464094,0.3982648,0.5842755,0.6164477
19567948239753,0.3452936,0.3982031,0.5842618,0.6171262
19567952998087,0.3438123,0.39857185,0.58396953,0.61799127
19567957756472,0.3422847,0.39969507,0.5832038,0.6188363
19567962514805,0.34056884,0.40081105,0.5824228,0.619796
19567967273139,0.33879304,0.40178874,0.581705,0.62080956
19567972031472,0.3375057,0.40271488,0.5810463,0.621527
19567976789805,0.3367227,0.4034507,0.58051527,0.62197053
19567981548139,0.3361577,0.40375173,0.5802656,0.62231374
19567986306472,0.33589607,0.40372372,0.5802402,0.6224969
19567991064753,0.33606726,0.4035804,0.5803192,0.6224236
19567995823139,0.3363591,0.4034738,0.58040404,0.6222561
19568000581472,0.3366337,0.40331095,0.58052313,0.622102
19568005339805,0.33696368,0.4032479,0.58058256,0.6219087
19568010098139,0.33729756,0.40327743,0.5805839,0.6217074
19568014856472,0.33751622,0.40327457,0.5805987,0.6215767
19568019614805,0.3375504,0.40341446,0.58053166,0.62153
19568024373139,0.33751595,0.4036156,0.58040255,0.62153864
19568029131472,0.33736572,0.40375403,0.5803062,0.6216203
19568033889857,0.33716214,0.40385377,0.580231,0.6217361
19568038648191,0.3370056,0.4038909,0.5801981,0.62182754
19568043406524,0.33692792,0.40384868,0.5802203,0.6218764
19568048164857,0.33694795,0.4036578,0.58034205,0.6218758
19568052923191,0.33702105,0.40338954,0.5805158,0.62184817
19568057681524,0.33709314,0.4031219,0.58068883,0.621821
19568062439857,0.33718824,0.40286577,0.58085597,0.62177944
19568067198191,0.33725485,0.40271494,0.5809746,0.6217302
19568071956524,0.33722305,0.4026638,0.58102703,0.6217315
19568076714857,0.33708963,0.4027406,0.58099127,0.62178755
19568081473191,0.33691007,0.40286902,0.580912,0.62187576
19568086231524,0.33671075,0.40304276,0.58079064,0.6219844
19568090989857,0.33653536,0.40324327,0.5806538,0.62207717
19568095748191,0.3363812,0.40342647,0.5805291,0.62215817
19568100506524,0.3363174,0.40353796,0.5804291,0.62221366
19568105264910,0.336362,0.40360877,0.5803629,0.6222054
19568110023191,0.33642954,0.40366703,0.58033,0.6221616
19568114781576,0.33648515,0.40368557,0.58032167,0.62212735
19568119539910,0.33651146,0.40369058,0.5803201,0.6221113
19568124298243,0.33652478,0.40372777,0.5802974,0.6221012
19568129056576,0.3364819,0.40380928,0.580262,0.6221045
19568133814910,0.3363912,0.40394852,0.58018786,0.6221323
19568138573243,0.3362427,0.40412548,0.5800671,0.6222103
19568143331576,0.3360537,0.40432876,0.579927,0.62231076
19568148089910,0.3358654,0.40449855,0.5798084,0.62241274
19568152848243,0.33567816,0.40464813,0.5797024,0.6225152
19568157606576,0.33552414,0.40477103,0.5796039,0.62261015
19568162364910,0.33538657,0.4048384,0.5795381,0.62270164
19568167123243,0.33530432,0.40484154,0.5795104,0.62276965
19568171881576,0.33528835,0.40483224,0.5794984,0.6227955
19568176639910,0.3353285,0.4047747,0.57952017,0.622791
19568181398243,0.33538777,0.40469226,0.57956535,0.62277067
19568186156628,0.33547685,0.404607,0.57962465,0.6227228
19568190914962,0.33558324,0.40451682,0.57968813,0.6226649
19568195673295,0.33568534,0.40443218,0.5797479,0.62260926
19568200431628,0.335803,0.40435174,0.5798059,0.62254405
19568205189962,0.33592606,0.40429816,0.57984716,0.6224741
19568209948295,0.3360708,0.40426475,0.5798769,0.6223899
19568214706628,0.3362211,0.40421176,0.57991946,0.62230355
19568219464962,0.33638057,0.40417174,0.5799542,0.62221086
19568224223295,0.3365484,0.40414014,0.5799843,0.6221127
19568228981628,0.3366842,0.4041422,0.57999104,0.62203157
19568233739962,0.33676913,0.40414003,0.57999736,0.621981
19568238498295,0.33683735,0.40415135,0.57999426,0.6219396
19568243256628,0.33684686,0.40418306,0.57997483,0.621932
19568248014962,0.33682674,0.40421736,0.579952,0.621942
19568252773295,0.33678114,0.40426815,0.579917,0.6219662
19568257531628,0.33671668,0.40433565,0.57987046,0.62200063
19568262289962,0.33663437,0.40440983,0.57981855,0.62204534
19568267048295,0.33654934,0.40447462,0.5797724,0.62209225
19568271806680,0.33648935,0.40454715,0.57972294,0.62212366
19568276565014,0.3364477,0.4045962,0.5796893,0.6221456
19568281323347,0.33641115,0.40462106,0.5796714,0.6221659
19568286081680,0.33640066,0.40463305,0.5796631,0.62217146
19568290839962,0.33641157,0.40466923,0.57964087,0.6221628
19568295598347,0.33643413,0.4047137,0.5796139,0.6221467
19568300356680,0.33645004,0.4047368,0.5796003,0.6221358
19568305115014,0.3364553,0.4047508,0.5795917,0.6221319
19568309873347,0.3364664,0.40475506,0.5795897,0.62212497
19568314631680,0.33648762,0.4047473,0.57959586,0.6221128
19568319390014,0.33649284,0.404728,0.57960844,0.62211084
19568324148347,0.33650562,0.40469605,0.5796295,0.6221051
19568328906680,0.33652687,0.40466228,0.57965213,0.62209445
19568333665014,0.33654046,0.4046263,0.57967573,0.6220885
19568338423347,0.3365543,0.40459505,0.5796964,0.6220821
19568343181680,0.33656567,0.40458408,0.57970405,0.622076
19568347940014,0.33655232,0.40459797,0.5796944,0.6220831
19568352698347,0.3365119,0.40462315,0.57967603,0.6221057
19568357456732,0.33646503,0.4046459,0.5796588,0.6221323
19568362215066,0.33641,0.40469205,0.57962626,0.6221624
19568366973399,0.33636555,0.40473875,0.5795922,0.6221878
19568371731732,0.33633742,0.40477303,0.5795636,0.62220734
19568376490066,0.33631906,0.40480688,0.5795326,0.6222241
19568381248399,0.33632186,0.40481818,0.5795166,0.6222302
19568386006732,0.33633038,0.40482017,0.57951033,0.62223005
19568390765066,0.33635804,0.40482524,0.5795047,0.62221706
19568395523399,0.33638272,0.40483147,0.5795028,0.62220144
19568400281732,0.33639967,0.40483728,0.57950795,0.6221837
19568405040066,0.3363991,0.4048373,0.5795157,0.6221767
19568409798399,0.33638683,0.40484047,0.5795228,0.62217486
19568414556732,0.33636692,0.40483552,0.5795307,0.62218136
19568419315066,0.336343,0.40483174,0.5795349,0.6221928
19568424073399,0.3363171,0.4048331,0.57953244,0.6222083
19568428831732,0.3362893,0.4048187,0.57953656,0.6222288
19568433590066,0.33627287,0.40478948,0.57954973,0.6222445
19568438348347,0.3362678,0.40477365,0.5795549,0.62225264
19568443106732,0.3362858,0.4047504,0.5795694,0.62224454
19568447865066,0.33630314,0.404712,0.57959694,0.6222345
19568452623451,0.33633453,0.4046798,0.57962567,0.6222117
19568457381785,0.33635986,0.40465385,0.5796496,0.6221926
19568462140118,0.3363865,0.4046321,0.5796692,0.62217414
19568466898451,0.33641917,0.40459323,0.5796923,0.62216026
19568471656785,0.3364834,0.4045409,0.5797223,0.6221316
19568476415118,0.3365578,0.40448254,0.57975584,0.62209797
19568481173451,0.33663598,0.40441018,0.579804,0.62205786
19568485931785,0.3367228,0.40433842,0.57985705,0.622008
19568490690118,0.33680692,0.40428847,0.5799036,0.6219516
19568495448451,0.33687308,0.4042537,0.5799451,0.62189966
19568500206785,0.3369044,0.4042181,0.57998496,0.6218686
19568504965118,0.33691737,0.40418866,0.5800214,0.6218468
19568509723451,0.33692145,0.40416712,0.5800453,0.6218363
19568514481785,0.33692476,0.40413138,0.58006597,0.6218384
19568519240118,0.33694103,0.40407637,0.58008635,0.6218464
19568523998451,0.33698782,0.40398103,0.5801159,0.6218553
19568528756785,0.33707637,0.40384984,0.58016074,0.6218508
19568533515118,0.3371866,0.4036888,0.58022106,0.6218393
19568538273451,0.33731496,0.40351906,0.58029383,0.6218119
19568543031785,0.33744788,0.40335,0.5803785,0.62177044
19568547790118,0.3375787,0.4031904,0.5804658,0.6217214
19568552548503,0.33769998,0.40304315,0.580553,0.62166965
19568557306837,0.33779788,0.40291256,0.5806353,0.6216243
19568562065170,0.33787382,0.40281337,0.5807038,0.6215832
19568566823503,0.3379489,0.4027452,0.5807557,0.62153816
19568571581837,0.3380219,0.40270236,0.58079123,0.62149304
19568576340170,0.33808357,0.40267706,0.580814,0.6214546
19568581098503,0.33814552,0.40265724,0.5808315,0.6214172
19568585856837,0.33822522,0.40265134,0.58083755,0.62137216
19568590615170,0.33829525,0.40265453,0.580838,0.6213316
19568595373503,0.33836055,0.40264964,0.5808411,0.62129617
19568600131837,0.33843276,0.4026379,0.5808458,0.6212601
19568604890170,0.33850998,0.40260944,0.58085775,0.62122536
19568609648503,0.33859304,0.40256435,0.5808788,0.6211896
19568614406837,0.33868694,0.40249842,0.5809137,0.6211485
19568619165170,0.33878446,0.4024108,0.58096504,0.621104
19568623923503,0.33888042,0.4023222,0.5810281,0.6210502
19568628681837,0.3389563,0.40223965,0.58109605,0.62099856
19568633440170,0.3390117,0.40217364,0.5811614,0.62095
19568638198503,0.33904558,0.40213963,0.58120537,0.6209122
19568642956837,0.33906552,0.40210062,0.58125114,0.6208838
19568647715170,0.33907366,0.40206307,0.58128524,0.62087184
19568652473451,0.33909413,0.4020083,0.5813191,0.62086445
19568657231837,0.3391286,0.4019328,0.5813569,0.6208591
19568661990170,0.33918777,0.40184397,0.58139485,0.6208487
19568666748555,0.33927366,0.40174446,0.5814377,0.620826
19568671506889,0.3393929,0.40163606,0.5814966,0.6207758
19568676265170,0.3395297,0.40155682,0.5815541,0.6206984
19568681023555,0.33966753,0.4015182,0.58160275,0.6206024
19568685781889,0.33976638,0.40151733,0.58164024,0.62051374
19568690540222,0.33981603,0.40155748,0.5816592,0.62044275
19568695298555,0.3398322,0.40162483,0.5816577,0.6203917
19568700056889,0.33982414,0.4016832,0.5816456,0.62036973
19568704815222,0.33981973,0.4017057,0.5816329,0.62036943
19568709573555,0.33983174,0.4016937,0.5816225,0.6203804
19568714331889,0.33989745,0.4016287,0.5816319,0.62037766
19568719090222,0.33999842,0.401512,0.58167,0.62036216
19568723848555,0.34013397,0.40137067,0.58173627,0.62031716
19568728606889,0.34028372,0.40123692,0.58181846,0.62024444
19568733365222,0.34040472,0.40112272,0.58191395,0.62016237
19568738123555,0.34047616,0.40105465,0.58200073,0.6200857
19568742881889,0.3404897,0.40103582,0.5820649,0.6200302
19568747640222,0.34045467,0.4010439,0.58210117,0.62001014
19568752398555,0.34041077,0.4010503,0.58209485,0.62003607
19568757156889,0.3403654,0.40104792,0.58208287,0.6200738
19568761915222,0.34036553,0.40101168,0.58206344,0.62011534
19568766673555,0.34042343,0.40092272,0.5820646,0.62014
19568771431889,0.3405452,0.40079182,0.5820918,0.6201322
19568776190222,0.34070244,0.40065616,0.5821375,0.62009066
19568780948555,0.3408552,0.40053964,0.58219683,0.62002635
19568785706889,0.3409832,0.40045545,0.5822566,0.61995417
19568790465222,0.34103888,0.40041175,0.5823217,0.6198905
19568795223555,0.34103912,0.40043288,0.58235836,0.61984235
19568799981889,0.34098285,0.40051293,0.58235776,0.6198221
19568804740222,0.34088308,0.40062118,0.5823229,0.6198399
19568809498607,0.3407886,0.40072617,0.5822515,0.61989105
19568814256941,0.34071612,0.40080905,0.582176,0.6199482
19568819015274,0.34069026,0.40083897,0.5821137,0.6200015
19568823773607,0.3407208,0.40082768,0.5820743,0.6200291
19568828531941,0.3407998,0.400785,0.5820649,0.620022
19568833290274,0.34089458,0.4007316,0.58207947,0.61999077
19568838048607,0.34098098,0.40066722,0.58212095,0.6199459
19568842806941,0.34104595,0.40062603,0.58216816,0.6198924
19568847565274,0.34107307,0.400615,0.5822054,0.6198497
19568852323607,0.34107187,0.400621,0.58223176,0.6198217
19568857081941,0.3410571,0.40062246,0.5822503,0.61981153
19568861840274,0.3410554,0.4006071,0.5822608,0.6198125
19568866598607,0.3410747,0.4005477,0.58227974,0.61982244
19568871356941,0.3411246,0.40042785,0.58232456,0.61983037
19568876115274,0.34120256,0.4002765,0.58238924,0.6198244
19568880873607,0.3413198,0.4001281,0.58246404,0.61978537
19568885631941,0.34146276,0.39999378,0.58254933,0.6197132
19568890390274,0.34158108,0.39988366,0.58263963,0.6196341
19568895148607,0.34166083,0.39982125,0.5827166,0.61955816
19568899906941,0.341709,0.39982447,0.5827658,0.6194831
19568904665274,0.3416964,0.39988258,0.582784,0.6194354
19568909423607,0.34166023,0.39997566,0.5827716,0.619407
19568914181941,0.34163907,0.40008014,0.582726,0.6193941
19568918940274,0.3416978,0.40022656,0.58262694,0.6193603
19568923698607,0.34174114,0.4002568,0.5825821,0.6193591
19568928456941,0.34176967,0.40014648,0.5826047,0.6193933
19568933215274,0.34195372,0.40009385,0.5825981,0.61933184
19568937973607,0.34218433,0.40001664,0.5826273,0.6192269
19568942731941,0.34231874,0.39982852,0.5827451,0.6191633
19568947490274,0.3425563,0.3997735,0.5828035,0.6190125
19568952248607,0.34265813,0.39978075,0.5828818,0.6188776
19568957006941,0.34246638,0.39958507,0.58308035,0.6189231
19568961765274,0.34246203,0.3997325,0.58307093,0.6188393
19568966523607,0.342497,0.40002534,0.5829636,0.6187318
19568971281993,0.3421605,0.39994407,0.583057,0.61888254
19568976040326,0.3418243,0.39986077,0.58312005,0.61906266
19568980798607,0.3418062,0.40003347,0.5830015,0.6190727
19568985556993,0.34170184,0.39998245,0.5829901,0.619174
19568990315326,0.34144074,0.39959568,0.5831568,0.61941075
19568995073660,0.34148294,0.39938802,0.5832191,0.6194627
19568999831993,0.34176722,0.39933783,0.58320963,0.6193472
19569004590326,0.34186053,0.39905998,0.583361,0.6193323
19569009348660,0.34188515,0.39874086,0.5835651,0.61933196
19569014106993,0.34212866,0.39872593,0.58361536,0.6191597
19569018865326,0.34238404,0.39882565,0.5836092,0.61896
19569023623660,0.34244412,0.39879316,0.58367944,0.6188815
19569028381993,0.34252757,0.398817,0.5836988,0.6188017
19569033140326,0.3427571,0.3989957,0.58361596,0.6186375
19569037898660,0.3428874,0.39905247,0.5835862,0.61855674
19569042656993,0.3429768,0.3989817,0.58360463,0.6185355
19569047415326,0.34321758,0.39899233,0.583564,0.61843336
19569052173660,0.34348938,0.39895615,0.58354837,0.61832047
19569056931993,0.34369406,0.39876935,0.5836248,0.6182552
19569061690326,0.34389383,0.3985668,0.5837197,0.6181851
19569066448660,0.34411442,0.39841354,0.5837997,0.6180856
19569071206993,0.34421703,0.39817673,0.58394015,0.61804837
19569075965326,0.34424266,0.39790472,0.5841094,0.6180494
19569080723660,0.34436667,0.39779472,0.58418506,0.6179795
19569085481941,0.34447324,0.39776564,0.58422023,0.61790574
19569090240326,0.34442517,0.39764243,0.5843089,0.6179279
19569094998660,0.34433213,0.39751554,0.58438724,0.6179874
19569099756993,0.34432298,0.39748096,0.5844015,0.61800116
19569104515326,0.34431,0.39743587,0.58441806,0.6180218
19569109273660,0.3442053,0.3973364,0.5844867,0.6180791
19569114031993,0.34416834,0.39726678,0.58452064,0.6181124
19569118790326,0.3442468,0.3973093,0.5844898,0.6180705
19569123548660,0.34422824,0.39729714,0.58451587,0.618064
19569128306993,0.3442652,0.39735535,0.5844948,0.6180259
19569133065326,0.34462908,0.39763552,0.58430946,0.6178182
19569137823660,0.34493202,0.39784867,0.58416873,0.61764485
19569142581993,0.34488893,0.39768308,0.5842718,0.61767817
19569147340326,0.34483558,0.39752918,0.58438367,0.6177012
19569152098660,0.3449437,0.39755973,0.5843816,0.6176231
19569156856993,0.3449669,0.39747533,0.584445,0.61760443
19569161615326,0.34479704,0.39727676,0.58459353,0.61768645
19569166373660,0.3447441,0.39722988,0.5846558,0.6176872
19569171131993,0.34471825,0.39727217,0.58466595,0.6176649
19569175890326,0.34449437,0.39708945,0.5847932,0.61778677
19569180648607,0.34425887,0.39683136,0.5849409,0.61794406
19569185407045,0.34418222,0.39669397,0.58500654,0.61801285
19569190165378,0.34417865,0.3965287,0.5850829,0.61804855
19569194923712,0.34413812,0.39624828,0.5852327,0.61810917
19569199682045,0.3442164,0.3960377,0.5853475,0.6180919
19569204440378,0.34445733,0.39596006,0.5853931,0.6179641
19569209198712,0.3446743,0.395859,0.58547103,0.6178341
19569213957045,0.3448377,0.39569888,0.5855956,0.61772746
19569218715378,0.34504268,0.39565286,0.5856692,0.6175726
19569223473712,0.3452575,0.39568132,0.5857054,0.6174
