t_ns,mx,my,mz,bx,by,bz
19567928049753,18.206251,16.518751,59.062504,6.06,38.16,19.8
19567938049753,17.6625,16.95,58.65,6.06,38.16,19.8
19567948049753,16.85625,17.23125,60.73125,6.06,38.16,19.8
19567958049753,16.275002,15.50625,60.24375,6.06,38.16,19.8
19567968049753,16.44375,17.15625,58.95,6.06,38.16,19.8
19567978049753,17.56875,17.306252,58.500004,6.06,38.16,19.8
19567988049753,18.0,17.38125,59.831253,6.06,38.16,19.8
19567998049753,16.425001,16.1625,59.11875,6.06,38.16,19.8
19568008049753,17.268751,16.893751,61.162502,6.06,38.16,19.8
19568018049753,16.275002,16.650002,61.425003,6.06,38.16,19.8
19568028049753,16.6875,16.331251,61.3875,6.06,38.16,19.8
19568038049753,15.918751,15.468751,61.66875,6.06,38.16,19.8
19568048049753,16.331251,17.15625,62.175003,6.06,38.16,19.8
19568058049753,14.7375,15.562501,60.2625,6.06,38.16,19.8
19568068049753,15.975,17.60625,61.29375,6.06,38.16,19.8
19568078049753,16.7625,16.331251,59.23125,6.06,38.16,19.8
19568088049753,13.950001,15.69375,61.425003,6.06,38.16,19.8
19568098049753,15.900001,16.21875,61.18125,6.06,38.16,19.8
19568108049753,15.093751,16.10625,61.275,6.06,38.16,19.8
19568118049753,16.987501,15.1125,60.16875,6.06,38.16,19.8
19568128049753,17.34375,17.15625,60.05625,6.06,38.16,19.8
19568138049753,16.275002,15.262501,59.475002,6.06,38.16,19.8
19568148049753,16.050001,16.10625,61.0125,6.06,38.16,19.8
19568158049753,18.075,17.00625,60.750004,6.06,38.16,19.8
19568168049753,17.23125,16.25625,59.025,6.06,38.16,19.8
19568178049753,17.475,16.050001,60.075,6.06,38.16,19.8
19568188049753,19.462502,16.81875,59.812504,6.06,38.16,19.8
19568198049753,17.2875,16.518751,58.706253,6.06,38.16,19.8
19568208049753,17.19375,15.50625,61.050003,6.06,38.16,19.8
19568218049753,14.7375,15.562501,60.2625,6.06,38.16,19.8
19568228049753,17.00625,17.60625,58.55625,6.06,38.16,19.8
19568238049753,16.2,16.0125,60.393753,6.06,38.16,19.8
19568248049753,15.20625,17.00625,62.625004,6.06,38.16,19.8
19568258049753,19.06875,17.00625,58.631252,6.06,38.16,19.8
19568268049753,17.362501,16.40625,60.24375,6.06,38.16,19.8
19568278049753,17.23125,16.518751,60.093754,6.06,38.16,19.8
19568288049753,17.90625,16.10625,61.10625,6.06,38.16,19.8
19568298049753,16.331251,16.650002,59.737503,6.06,38.16,19.8
19568308049753,18.69375,15.843751,59.643753,6.06,38.16,19.8
19568318049753,15.900001,15.95625,60.112503,6.06,38.16,19.8
19568328049753,13.875001,15.69375,63.281254,6.06,38.16,19.8
19568338049753,17.60625,17.19375,61.406254,6.06,38.16,19.8
19568348049753,17.23125,15.50625,59.662502,6.06,38.16,19.8
19568358049753,17.625,17.19375,61.10625,6.06,38.16,19.8
19568368049753,15.375001,15.01875,61.593754,6.06,38.16,19.8
19568378049753,18.712502,15.468751,61.631252,6.06,38.16,19.8
19568388049753,16.143751,17.118752,58.66875,6.06,38.16,19.8
19568398049753,15.13125,16.5,62.343754,6.06,38.16,19.8
19568408049753,16.143751,15.993751,62.23125,6.06,38.16,19.8
19568418049753,17.79375,15.468751,61.443752,6.06,38.16,19.8
19568428049753,18.13125,17.268751,60.281254,6.06,38.16,19.8
19568438049753,16.40625,16.40625,60.956253,6.06,38.16,19.8
19568448049753,17.268751,15.900001,60.73125,6.06,38.16,19.8
19568458049753,16.3125,16.650002,60.35625,6.06,38.16,19.8
19568468049753,17.15625,17.00625,60.24375,6.06,38.16,19.8
19568478049753,16.893751,17.118752,63.656254,6.06,38.16,19.8
19568488049753,16.78125,15.95625,61.55625,6.06,38.16,19.8
19568498049753,15.8625,16.21875,62.268753,6.06,38.16,19.8
19568508049753,18.45,16.3125,60.112503,6.06,38.16,19.8
19568518049753,16.837502,15.468751,61.85625,6.06,38.16,19.8
19568528049753,16.81875,15.95625,60.468754,6.06,38.16,19.8
19568538049753,17.493752,16.050001,59.006252,6.06,38.16,19.8
19568548049753,15.825001,17.456251,60.075,6.06,38.16,19.8
19568558049753,18.1875,15.76875,60.318752,6.06,38.16,19.8
19568568049753,16.03125,17.868752,60.975002,6.06,38.16,19.8
19568578049753,17.04375,16.368752,60.281254,6.06,38.16,19.8
19568588049753,16.331251,16.893751,61.10625,6.06,38.16,19.8
19568598049753,15.69375,16.06875,62.1375,6.06,38.16,19.8
19568608049753,15.13125,15.8625,59.437504,6.06,38.16,19.8
19568618049753,16.987501,17.118752,61.18125,6.06,38.16,19.8
19568628049753,16.893751,16.48125,60.9,6.06,38.16,19.8
19568638049753,18.6375,15.825001,61.031254,6.06,38.16,19.8
19568648049753,16.237501,16.650002,62.5125,6.06,38.16,19.8
19568658049753,15.95625,16.59375,61.48125,6.06,38.16,19.8
19568668049753,15.375001,16.650002,60.318752,6.06,38.16,19.8
19568678049753,15.431251,17.15625,61.050003,6.06,38.16,19.8
19568688049753,16.29375,17.643751,61.256252,6.06,38.16,19.8
19568698049753,16.893751,19.10625,59.756252,6.06,38.16,19.8
19568708049753,15.0375,14.85,61.781254,6.06,38.16,19.8
19568718049753,14.531251,15.656251,62.287502,6.06,38.16,19.8
19568728049753,16.462502,16.1625,58.050003,6.06,38.16,19.8
19568738049753,16.275002,16.25625,59.756252,6.06,38.16,19.8
19568748049753,16.7625,16.706251,61.068752,6.06,38.16,19.8
19568758049753,16.331251,16.650002,60.05625,6.06,38.16,19.8
19568768049753,18.900002,17.118752,59.568752,6.06,38.16,19.8
19568778049753,15.58125,15.918751,59.850002,6.06,38.16,19.8
19568788049753,14.981251,15.95625,59.60625,6.06,38.16,19.8
19568798049753,14.75625,15.31875,62.8875,6.06,38.16,19.8
19568808049753,16.95,16.85625,60.881252,6.06,38.16,19.8
19568818049753,15.01875,15.843751,62.381252,6.06,38.16,19.8
19568828049753,13.950001,15.95625,62.49375,6.06,38.16,19.8
19568838049753,14.1,16.10625,63.393753,6.06,38.16,19.8
19568848049753,17.175001,16.25625,60.412502,6.06,38.16,19.8
