t_ns,gx,gy,gz
19567938723087,-0.8461314,8.752919,4.340606
19567943481420,-0.8455459,8.752233,4.342103
19567948239753,-0.86297905,8.742522,4.3582053
19567952998087,-0.89315057,8.732367,4.372463
19567957756472,-0.936026,8.726387,4.375434
19567962514805,-0.98195916,8.7185955,4.3808923
19567967273139,-1.0268883,8.709255,4.389165
19567972031472,-1.0628793,8.703695,4.3916264
19567976789805,-1.0877882,8.701262,4.3903456
19567981548139,-1.1022583,8.698083,4.393037
19567986306472,-1.1065108,8.695576,4.396929
19567991064753,-1.1017107,8.696178,4.3969407
19567995823139,-1.0952034,8.698093,4.39478
19568000581472,-1.0880849,8.699515,4.3937316
19568005339805,-1.0816371,8.702017,4.39037
19568010098139,-1.0765941,8.705103,4.385488
19568014856472,-1.0729377,8.706989,4.38264
19568019614805,-1.0743289,8.708159,4.3799744
19568024373139,-1.0780953,8.709065,4.377246
19568029131472,-1.0827773,8.708586,4.3770432
19568033889857,-1.0877253,8.70741,4.378156
19568038648191,-1.090901,8.706267,4.379637
19568043406524,-1.0915102,8.7053385,4.3813334
19568048164857,-1.0881448,8.7043705,4.3840914
19568052923191,-1.0826739,8.703401,4.387371
19568057681524,-1.0772295,8.702422,4.3906517
19568062439857,-1.0715894,8.70171,4.3934436
19568067198191,-1.0678176,8.701414,4.394946
19568071956524,-1.0672194,8.700868,4.396174
19568076714857,-1.0703557,8.700203,4.396725
19568081473191,-1.0751891,8.699433,4.3970695
19568086231524,-1.0812382,8.69874,4.3969564
19568090989857,-1.0873204,8.698415,4.3961005
19568095748191,-1.0927751,8.698167,4.3952384
19568100506524,-1.0959605,8.698233,4.3943152
19568105264910,-1.0966878,8.699004,4.392607
19568110023191,-1.0965004,8.699944,4.390792
19568114781576,-1.0958776,8.7005415,4.3897643
19568119539910,-1.0955226,8.700801,4.3893394
19568124298243,-1.0958941,8.701139,4.388573
19568129056576,-1.0976374,8.701285,4.3878484
19568133814910,-1.1010783,8.701359,4.386839
19568138573243,-1.1063418,8.701118,4.385994
19568143331576,-1.1126921,8.700678,4.385262
19568148089910,-1.1184971,8.700039,4.3850513
19568152848243,-1.1239625,8.699287,4.3851433
19568157606576,-1.1286173,8.698647,4.38522
19568162364910,-1.1321633,8.697813,4.38596
19568167123243,-1.1338584,8.697071,4.386992
19568171881576,-1.1342111,8.696846,4.3873506
19568176639910,-1.1328723,8.696825,4.387736
19568181398243,-1.1307324,8.6968355,4.3882647
19568186156628,-1.1279095,8.697112,4.3884454
19568190914962,-1.1247206,8.697509,4.3884764
19568195673295,-1.1216917,8.697902,4.3884754
19568200431628,-1.1184725,8.698453,4.3882008
19568205189962,-1.1155916,8.699212,4.387431
19568209948295,-1.1126744,8.700281,4.386051
19568214706628,-1.1093531,8.701281,4.384911
19568219464962,-1.1060866,8.702436,4.3834414
19568224223295,-1.1028157,8.703714,4.3817286
19568228981628,-1.1006078,8.704912,4.379901
19568233739962,-1.0991725,8.705643,4.378814
19568238498295,-1.0982271,8.706305,4.3777328
19568243256628,-1.0985739,8.706576,4.3771048
19568248014962,-1.0994518,8.706605,4.376828
19568252773295,-1.1010122,8.706511,4.3766236
19568257531628,-1.1031497,8.706349,4.376406
19568262289962,-1.1056886,8.706073,4.3763146
19568267048295,-1.1081226,8.705716,4.3764105
19568271806680,-1.1102643,8.705623,4.3760514
19568276565014,-1.111733,8.70555,4.375823
19568281323347,-1.1127317,8.705379,4.375911
19568286081680,-1.1130947,8.7053585,4.375859
19568290839962,-1.1134908,8.705668,4.3751397
19568295598347,-1.1138265,8.70613,4.3741364
19568300356680,-1.1139311,8.706407,4.373559
19568305115014,-1.1140685,8.706535,4.373268
19568309873347,-1.113952,8.706657,4.373054
19568314631680,-1.113479,8.706798,4.372897
19568319390014,-1.1130861,8.706728,4.373135
19568324148347,-1.1123676,8.70665,4.373473
19568328906680,-1.1114789,8.7066345,4.373729
19568333665014,-1.110682,8.70654,4.3741207
19568338423347,-1.1099564,8.706474,4.374434
19568343181680,-1.1095942,8.70651,4.374458
19568347940014,-1.1100353,8.706475,4.374414
19568352698347,-1.1111028,8.706272,4.374548
19568357456732,-1.1122379,8.705997,4.3748045
19568362215066,-1.1138803,8.7057905,4.374799
19568366973399,-1.1153818,8.705676,4.3746448
19568371731732,-1.1164647,8.705625,4.3744707
19568376490066,-1.1174229,8.705649,4.374175
19568381248399,-1.1176835,8.705726,4.373959
19568386006732,-1.1176517,8.705802,4.373815
19568390765066,-1.117332,8.706066,4.3733697
19568395523399,-1.1170166,8.706321,4.372945
19568400281732,-1.1167188,8.706517,4.372628
19568405040066,-1.1166202,8.706528,4.3726354
19568409798399,-1.1167383,8.706455,4.3727493
19568414556732,-1.1169015,8.706263,4.3730893
19568419315066,-1.1171902,8.706037,4.373464
19568424073399,-1.1176418,8.705817,4.3737855
19568428831732,-1.1179172,8.705484,4.3743806
19568433590066,-1.1177853,8.705158,4.375061
19568438348347,-1.1176798,8.705012,4.3753796
19568443106732,-1.1170313,8.705029,4.3755107
19568447865066,-1.1161046,8.704956,4.375892
19568452623451,-1.1149844,8.705051,4.375989
19568457381785,-1.1140705,8.70513,4.376067
19568462140118,-1.1132263,8.70524,4.37606
19568466898451,-1.1121179,8.705289,4.376246
19568471656785,-1.110324,8.705526,4.37623
19568476415118,-1.1082777,8.705815,4.3761725
19568481173451,-1.105869,8.706062,4.3762884
19568485931785,-1.1032605,8.706399,4.3762803
19568490690118,-1.1009399,8.706853,4.375962
19568495448451,-1.0990779,8.70725,4.3756385
19568500206785,-1.0977772,8.707337,4.3757887
19568504965118,-1.0968572,8.707306,4.3760853
19568509723451,-1.0963066,8.707231,4.3763723
19568514481785,-1.0957137,8.707043,4.3768945
