t_ns,hPa
19568066349910,982.85474
19568106351055,982.85815
19568146352357,982.8511
19568186352201,982.8635
19568226351316,982.8611
19568266349337,982.864
19568306350378,982.8589
19568346352305,982.86255
19568386352410,982.8594
19568426457201,982.8535
19568466349597,982.8567
19568506350430,982.8618
19568546352514,982.85645
19568586351732,982.8628
19568626371732,982.8467
19568666350014,982.8469
19568706349285,982.8447
19568746353243,982.8462
19568786352305,982.8506
19568826353243,982.85425
19568866350587,982.8528
19568906349024,982.84717
19568946353920,982.8511
19568986473451,982.8491
19569026352305,982.85205
19569066526628,982.85034
19569106349389,982.8552
19569146351472,982.8511
19569186351993,982.8528
19569226351368,982.85205
19569266351889,982.8484
19569306350378,982.8401
19569346348660,982.84204
19569386354493,982.84766
19569426352774,982.8462
19569466350430,982.84204
19569506351212,982.8396
19569546349649,982.8401
19569586352618,982.8501
19569626480118,982.85254
19569666351160,982.85034
19569706534076,982.8518
19569746350378,982.8496
19569786350430,982.85034
19569826398295,982.8447
19569866353607,982.8425
19569906364441,982.8352
19569946348868,982.8413
19569986349649,982.8386
19570026351368,982.8418
19570066351368,982.84326
19570106379545,982.8408
19570146351889,982.84106
19570186349441,982.8425
19570226352410,982.84863
19570266367305,982.8447
19570306350014,982.8467
19570346522878,982.8457
19570386349389,982.8496
19570426348972,982.85254
19570466352097,982.85034
19570506353399,982.8589
19570546351732,982.85645
19570586349597,982.8616
19570626349180,982.85645
19570666354649,982.8557
19570706352566,982.8557
19570746353607,982.8562
19570786352253,982.85376
19570826350378,982.8601
19570866352618,982.8584
19570906351837,982.85693
19570946351264,982.85645
19570986520378,982.85596
19571026349232,982.85767
19571066350378,982.86035
19571106352045,982.85376
19571146352410,982.85254
19571186350795,982.84814
19571226349910,982.8474
19571266349857,982.8386
19571306351628,982.8335
19571346352253,982.834
19571386351003,982.83936
19571426351472,982.8367
19571466349232,982.84033
19571506351576,982.84375
19571546350899,982.843
19571586350639,982.843
19571626499493,982.83765
19571666349545,982.8374
19571706355535,982.8457
19571746447566,982.8469
19571786352462,982.8374
19571826351420,982.8345
19571866350326,982.8347
19571906350274,982.84375
19571946354493,982.8423
19571986351837,982.843
19572026350795,982.8406
19572066351524,982.84595
19572106349597,982.8469
19572146352201,982.84155
19572186351785,982.845
19572226353347,982.8428
19572266521212,982.84863
19572306350847,982.84375
19572346349180,982.8435
19572386354024,982.8384
19572426353555,982.8423
19572466367878,982.84863
19572506349753,982.8506
19572546350222,982.854
19572586354024,982.84863
19572626351680,982.86035
19572666353868,982.85913
19572706353243,982.85376
19572746349805,982.8491
19572786353764,982.8474
19572826353139,982.84595
19572866352514,982.8491
19572906488607,982.84985
19572946350118,982.8491
19572986350899,982.85254
19573026350951,982.8518
19573066351472,982.8467
19573106350951,982.84595
19573146349389,982.84644
19573186349701,982.8469
19573226350899,982.8501
19573266352514,982.85034
19573306351837,982.8474
19573346349701,982.8489
19573386348972,982.85034
19573426353243,982.8533
19573466352410,982.8491
19573506352357,982.853
19573546350951,982.853
19573586350274,982.84766
19573626349962,982.8479
19573666379076,982.84546
19573706354024,982.8435
19573746352514,982.84375
19573786350118,982.85034
19573826350326,982.85034
19573866351472,982.84863
19573906352722,982.8484
19573946352514,982.8508
19573986352618,982.8579
19574026349545,982.8513
19574066351160,982.8457
19574106354910,982.84863
19574146353972,982.8462
19574186472357,982.8391
19574226350743,982.84326
19574266349285,982.8445
19574306353920,982.8511
19574346349389,982.8496
19574386350951,982.8452
19574426350691,982.8435
19574466349962,982.83887
19574506353035,982.84375
19574546352149,982.845
19574586351316,982.83887
19574626352618,982.8406
19574666349232,982.844
19574706350587,982.84106
19574746353243,982.8379
19574786352930,982.83936
19574826496003,982.8428
19574866349545,982.84814
19574906351889,982.8513
19574946351837,982.854
19574986352566,982.8496
19575026350170,982.84717
19575066350587,982.843
19575106350118,982.84424
19575146423660,982.843
19575186353399,982.83813
19575226355743,982.84033
19575266351107,982.84766
19575306349962,982.84644
19575346350535,982.8445
19575386381003,982.8474
19575426351524,982.84644
19575466474128,982.8445
19575506348972,982.84985
19575546350430,982.8562
19575586437670,982.8572
19575626351003,982.85645
19575666352930,982.85547
19575706350378,982.8518
19575746349962,982.8474
19575786351837,982.8452
19575826352462,982.8474
19575866353607,982.85156
19575906355222,982.85156
19575946349337,982.8501
19575986350430,982.8489
19576026353660,982.8484
19576066351993,982.83936
19576106476576,982.8447
19576146350587,982.843
19576186350222,982.83765
19576226350066,982.8447
19576266352305,982.84424
19576306352201,982.8345
19576346350014,982.8325
19576386349805,982.8357
19576426352357,982.8364
19576466352357,982.8467
19576506352045,982.8513
19576546352618,982.8479
19576586350639,982.8508
19576626350951,982.85913
19576666351524,982.8523
19576706350951,982.8435
19576746478087,982.84814
19576786349910,982.8452
19576826350587,982.83984
19576866351732,982.8457
19576906352149,982.8457
19576946352566,982.844
19576986351732,982.8452
19577026350378,982.8357
19577066351785,982.83936
19577106352410,982.8342
19577146353087,982.83057
19577186350899,982.833
19577226349910,982.83057
19577266349805,982.8286
19577306351420,982.8301
19577346352357,982.8313
19577386456212,982.83936
19577426350430,982.8469
19577466350951,982.85034
19577506350899,982.843
19577546353035,982.83765
19577586351264,982.83936
19577626351107,982.8391
19577666350847,982.8413
19577706351785,982.8401
19577746352722,982.83984
19577786351628,982.83984
19577826352618,982.84204
19577866349910,982.8384
19577906349701,982.8425
19577946350847,982.85156
19577986351785,982.8469
19578026453087,982.8452
19578066350170,982.8413
19578106352149,982.84375
19578146351785,982.8479
19578186351732,982.8491
19578226352618,982.85034
19578266351732,982.8462
19578306350847,982.8413
19578346351680,982.8423
19578386352462,982.8386
19578426349337,982.84204
19578466351628,982.8423
19578506350691,982.8413
19578546350743,982.8384
19578586422878,982.84033
19578626352305,982.83936
19578666374962,982.8418
19578706350274,982.845
19578746350587,982.8457
19578786350482,982.8447
19578826352149,982.8474
19578866350222,982.845
19578906349337,982.84595
19578946350743,982.8408
19578986352826,982.8474
19579026434024,982.84155
19579066353087,982.8428
19579106363920,982.84937
19579146349962,982.84937
19579186350014,982.8462
19579226353451,982.8425
19579266351160,982.84106
19579306440535,982.8413
19579346349910,982.8425
19579386350639,982.84106
19579426352774,982.83936
19579466352618,982.8374
19579506352514,982.84644
19579546356732,982.8396
19579586350118,982.8286
19579626351889,982.8379
19579666352826,982.8452
19579706351003,982.8413
19579746352774,982.83813
19579786350274,982.8423
19579826350222,982.8369
19579866352357,982.83057
19579906352670,982.8384
19579946437618,982.8428
