t_ns,gx,gy,gz,bx,by,bz
19567920891628,-0.012217295,-0.02443459,0.017104214,-0.0120037,8.72664E-5,0.0070713
19567923270795,-0.015882485,-0.02565632,0.018325943,-0.0120037,8.72664E-5,0.0070713
19567925649962,-0.015882485,-0.02687805,0.017104214,-0.0120037,8.72664E-5,0.0070713
19567928029128,-0.017104214,-0.028099779,0.017104214,-0.0120037,8.72664E-5,0.0070713
19567930408295,-0.014660755,-0.02565632,0.017104214,-0.0120037,8.72664E-5,0.0070713
19567932787462,-0.012217295,-0.020769402,0.014660755,-0.0120037,8.72664E-5,0.0070713
19567935166628,-0.013439025,-0.017104214,0.013439025,-0.0120037,8.72664E-5,0.0070713
19567937545795,-0.013439025,-0.013439025,0.0097738365,-0.0120037,8.72664E-5,0.0070713
19567939924962,-0.013439025,-0.0073303776,0.0073303776,-0.0120037,8.72664E-5,0.0070713
19567942304128,-0.014660755,0.0,0.0048869182,-0.0120037,8.72664E-5,0.0070713
19567944683295,-0.014660755,0.0048869182,0.0024434591,-0.0120037,8.72664E-5,0.0070713
19567947062462,-0.013439025,0.0097738365,0.0012217296,-0.0120037,8.72664E-5,0.0070713
19567949441628,-0.013439025,0.013439025,-0.0012217296,-0.0120037,8.72664E-5,0.0070713
19567951820795,-0.012217295,0.017104214,-0.0024434591,-0.0120037,8.72664E-5,0.0070713
19567954199962,-0.012217295,0.019547673,-0.0024434591,-0.0120037,8.72664E-5,0.0070713
19567956579128,-0.014660755,0.018325943,-0.0048869182,-0.0120037,8.72664E-5,0.0070713
19567958958347,-0.014660755,0.017104214,-0.0024434591,-0.0120037,8.72664E-5,0.0070713
19567961337514,-0.015882485,0.013439025,-0.0012217296,-0.0120037,8.72664E-5,0.0070713
19567963716680,-0.013439025,0.012217295,0.0012217296,-0.0120037,8.72664E-5,0.0070713
19567966095847,-0.013439025,0.0061086477,0.0024434591,-0.0120037,8.72664E-5,0.0070713
19567968475014,-0.013439025,0.0,0.0048869182,-0.0120037,8.72664E-5,0.0070713
19567970854180,-0.012217295,-0.0036651888,0.008552107,-0.0120037,8.72664E-5,0.0070713
19567973233347,-0.013439025,-0.008552107,0.010995566,-0.0120037,8.72664E-5,0.0070713
19567975612514,-0.014660755,-0.013439025,0.013439025,-0.0120037,8.72664E-5,0.0070713
19567977991680,-0.013439025,-0.015882485,0.013439025,-0.0120037,8.72664E-5,0.0070713
