t_ns,mx,my,mz,bx,by,bz
20775043841163,-2.4,19.368752,-9.0375,5.58,43.86,22.14
20775053841163,-3.525,19.21875,-8.887501,5.58,43.86,22.14
20775063841163,-1.4250001,19.125,-6.99375,5.58,43.86,22.14
20775073841163,-0.975,21.31875,-9.262501,5.58,43.86,22.14
20775083841163,2.4750001,21.018751,-11.962501,5.58,43.86,22.14
20775093841163,-3.0937502,19.78125,-9.58125,5.58,43.86,22.14
20775103841163,-1.4250001,19.63125,-8.85,5.58,43.86,22.14
20775113841163,-3.2062502,19.275002,-8.925,5.58,43.86,22.14
20775123841163,-1.21875,19.29375,-7.7812505,5.58,43.86,22.14
20775133841163,-0.43125,18.88125,-9.712501,5.58,43.86,22.14
20775143841163,-1.575,19.48125,-9.75,5.58,43.86,22.14
20775153841163,-1.1437501,19.66875,-7.8,5.58,43.86,22.14
20775163841163,-1.5,19.987501,-9.46875,5.58,43.86,22.14
20775173841163,-2.23125,20.268751,-9.69375,5.58,43.86,22.14
20775183841163,-2.1000001,18.65625,-7.3500004,5.58,43.86,22.14
20775193841163,-2.5125,19.987501,-7.0312505,5.58,43.86,22.14
20775203841163,-2.2875001,19.143751,-9.1875,5.58,43.86,22.14
20775213841163,-2.8125,19.81875,-8.231251,5.58,43.86,22.14
20775223841163,-0.8625,19.06875,-9.975,5.58,43.86,22.14
20775233841163,-2.1375,19.03125,-9.356251,5.58,43.86,22.14
20775243841163,-1.1812501,19.29375,-8.868751,5.58,43.86,22.14
20775253841163,-1.9875001,19.931252,-9.09375,5.58,43.86,22.14
20775263841163,-0.675,20.23125,-9.712501,5.58,43.86,22.14
20775273841163,-2.625,18.84375,-9.75,5.58,43.86,22.14
20775283841163,-3.0187502,20.681252,-7.4625,5.58,43.86,22.14
20775293841163,-2.3812501,19.63125,-8.26875,5.58,43.86,22.14
20775303841163,-2.2875001,19.143751,-9.1875,5.58,43.86,22.14
20775313841163,-0.6,18.993752,-8.775001,5.58,43.86,22.14
20775323841163,-2.3812501,19.63125,-8.26875,5.58,43.86,22.14
20775333841163,-1.06875,20.175001,-7.51875,5.58,43.86,22.14
20775343841163,-2.2125,19.78125,-8.137501,5.58,43.86,22.14
20775353841163,-4.5375004,19.21875,-6.3187504,5.58,43.86,22.14
20775363841163,-3.3187501,18.88125,-7.36875,5.58,43.86,22.14
20775373841163,-3.0,20.41875,-8.981251,5.58,43.86,22.14
20775383841163,-2.8125,19.81875,-8.231251,5.58,43.86,22.14
20775393841163,-2.2875001,20.53125,-6.9375005,5.58,43.86,22.14
20775403841163,-3.3187501,18.618752,-8.4375,5.58,43.86,22.14
20775413841163,-3.3187501,18.88125,-7.36875,5.58,43.86,22.14
20775423841163,-3.525,20.23125,-8.306251,5.58,43.86,22.14
20775433841163,-3.075,20.41875,-6.8250003,5.58,43.86,22.14
20775443841163,-3.2250001,18.768751,-6.15,5.58,43.86,22.14
20775453841163,-2.2687502,20.53125,-7.2375,5.58,43.86,22.14
20775463841163,-3.15,19.78125,-8.19375,5.58,43.86,22.14
20775473841163,-3.15,18.768751,-8.306251,5.58,43.86,22.14
20775483841163,-0.63750005,20.868752,-7.9125004,5.58,43.86,22.14
20775493841163,-3.3375,18.618752,-7.8187504,5.58,43.86,22.14
20775503841163,-4.2000003,18.50625,-6.1875005,5.58,43.86,22.14
20775513841163,-2.025,18.91875,-8.45625,5.58,43.86,22.14
20775523841163,-2.8500001,19.556252,-8.53125,5.58,43.86,22.14
20775533841163,-3.1875002,18.525002,-8.606251,5.58,43.86,22.14
20775543841163,-1.5375,19.987501,-8.700001,5.58,43.86,22.14
20775553841163,-3.54375,17.456251,-7.7625003,5.58,43.86,22.14
20775563841163,-4.14375,19.518751,-7.14375,5.58,43.86,22.14
20775573841163,-5.5687504,20.325,-7.14375,5.58,43.86,22.14
20775583841163,-4.03125,19.1625,-7.7625003,5.58,43.86,22.14
20775593841163,-3.0375001,19.66875,-7.275,5.58,43.86,22.14
20775603841163,-5.9437504,18.28125,-5.9625,5.58,43.86,22.14
20775613841163,-0.675,21.618752,-7.7625003,5.58,43.86,22.14
20775623841163,-2.5687501,19.48125,-8.1,5.58,43.86,22.14
20775633841163,-2.2125,19.03125,-7.2000003,5.58,43.86,22.14
20775643841163,-4.4437504,19.48125,-7.8750005,5.58,43.86,22.14
20775653841163,-2.5875,18.46875,-7.9125004,5.58,43.86,22.14
20775663841163,-4.18125,18.50625,-6.6375003,5.58,43.86,22.14
20775673841163,-3.2812502,18.88125,-8.45625,5.58,43.86,22.14
20775683841163,-3.2250001,18.50625,-7.2187505,5.58,43.86,22.14
20775693841163,-2.0062501,19.181252,-7.6875005,5.58,43.86,22.14
20775703841163,-1.44375,20.38125,-9.4875,5.58,43.86,22.14
20775713841163,-4.93125,18.28125,-8.85,5.58,43.86,22.14
20775723841163,-3.45,18.73125,-8.587501,5.58,43.86,22.14
20775733841163,-3.43125,20.118752,-7.0875,5.58,43.86,22.14
20775743841163,-3.5812502,19.21875,-7.05,5.58,43.86,22.14
20775753841163,-3.3750002,18.618752,-6.7500005,5.58,43.86,22.14
20775763841163,-5.25,18.618752,-6.525,5.58,43.86,22.14
20775773841163,-3.3937502,19.63125,-6.15,5.58,43.86,22.14
20775783841163,-4.6125,19.575,-7.2375,5.58,43.86,22.14
20775793841163,-4.4812503,18.46875,-6.9187503,5.58,43.86,22.14
