t_ns,wall_ms,sentence
20776789798030,1788550722962,"$GPGSV,1,1,04,06,63,030,39,12,32,320,38,13,00,000,41,19,45,040,43,1*6F  "
20776791514905,1788550722962,"$GPGSV,1,1,04,06,63,030,33,14,14,131,27,21,24,162,24,24,34,252,24,8*6B  "
20776792548239,1788550722962,"$GLGSV,1,1,03,09,72,165,38,20,62,301,44,19,33,025,42,1*43  "
20776793110114,1788550722962,"$GAGSV,2,1,05,02,60,097,40,18,62,018,42,25,10,123,30,34,86,148,39,7*72  "
20776793440583,1788550722962,"$GAGSV,2,2,05,36,36,039,30,7*4F  "
20776794899958,1788550722962,"$GAGSV,2,1,06,02,60,097,37,15,34,214,24,18,62,018,35,30,55,333,33,1*7E  "
20776795492770,1788550722962,"$GAGSV,2,2,06,34,86,148,24,36,36,039,26,1*7F  "
20776796069437,1788550722962,"$GQGSV,1,1,02,02,23,100,41,03,32,061,45,1*64  "
20776796969437,1788550722962,"$GQGSV,1,1,02,02,23,100,37,03,32,061,35,8*6B  "
20776797276728,1788550722962,"$GBGSV,2,1,05,23,70,207,24,25,28,159,27,28,53,279,30,37,40,309,41,5*78  "
20776797936260,1788550722962,"$GBGSV,2,2,05,38,52,027,32,5*4F  "
20776804083083,1788550722977,"$GNGSA,A,3,06,11,12,14,17,19,21,22,24,,,,0.6,0.4,0.5,1*3D  "
20776804308812,1788550722977,"$PSSGR,GSA,A,3,06,11,14,21,24,,,,,,,,0.6,0.4,0.5,1,8*44  "
20776804340583,1788550722977,"$GNGSA,A,3,80,83,85,,,,,,,,,,0.6,0.4,0.5,2*3B  "
20776804640270,1788550722977,"$GNGSA,A,3,02,15,18,25,27,30,34,36,,,,,0.6,0.4,0.5,3*38  "
20776805335062,1788550722977,"$PSSGR,GSA,A,3,302,315,318,325,327,330,334,336,,,,,0.6,0.4,0.5,3,1*45  "
20776805379176,1788550722977,"$GNGSA,A,3,06,08,09,10,13,23,25,27,28,37,38,42,0.6,0.4,0.5,4*37  "
