t_ns,value
20775099338142,2.0
20777259344392,1.0
20778219421788,2.0
20778379344340,1.0
20778539340747,0.0
20779339418559,1.0
20779499407205,2.0
20781259436320,0.0
20781579341684,1.0
20781739344653,0.0
20782059563559,1.0
20783019340434,0.0
20784299355122,1.0
20784459405226,0.0
20784939510434,1.0
20785739464445,0.0
20786379425590,1.0
20786539341528,0.0
20786859449861,1.0
20787019468247,0.0
20787179341684,1.0
20787339341684,0.0
20787659417622,1.0
20787819343090,0.0
20788139352882,1.0
20788299343038,0.0
20788779434236,1.0
20788939493663,0.0
20789099341580,1.0
20789259343715,0.0
20789739340330,1.0
20789899341580,0.0
20790699420590,1.0
20791019341215,0.0
20791179343976,1.0
20791499345747,0.0
20791979434340,1.0
20792459440538,2.0
20792779343038,3.0
20792939342361,4.0
20793099463247,6.0
20793259405955,9.0
20793419343715,1.0
20793579340695,0.0
20793739441684,1.0
20793899416320,0.0
20794059342882,17.0
20794219340017,18.0
20794379477153,1.0
20794699341892,0.0
20795179342882,8.0
20795339342726,17.0
20795499341215,14.0
20795659449184,12.0
20795819544236,6.0
20795979342101,1.0
20796299431788,0.0
20796459479809,2.0
20796619340382,3.0
20796779341997,2.0
20796939452726,1.0
20797099435174,0.0
20797419340851,1.0
20798059344028,0.0
20798379345851,22.0
20798539343247,41.0
20798699434913,33.0
20798859448455,0.0
20799179341320,13.0
20799339477882,9.0
20799499404184,5.0
20799659346372,2.0
20799819342101,0.0
20799979442153,2.0
20800299344236,1.0
20800459340278,2.0
20800619423767,0.0
20800939343403,13.0
20801099339913,11.0
20801259447101,0.0
20801579342726,8.0
20801899411528,4.0
20802059344965,1.0
20802219343299,3.0
20802699519445,4.0
20802859342882,7.0
20803179401736,1.0
20803819468767,20.0
20803979451997,1.0
20804139340590,7.0
20804459429028,9.0
20804619385174,5.0
20804779341997,4.0
20804939344497,6.0
20805099451997,5.0
20805259360799,3.0
20805419340330,12.0
20805579543142,2.0
20805739413247,3.0
20805899347986,17.0
20806059341163,1.0
20806219441788,6.0
20806379462570,5.0
20806539344809,7.0
20806699342726,2.0
20807339340642,1.0
20807499461424,2.0
20807819342986,1.0
20807979350903,0.0
20808459343195,1.0
20808619340174,2.0
20808779442674,0.0
20809259341320,1.0
20809419446267,0.0
20810059440434,1.0
20810219526424,4.0
20810379340226,0.0
20810699436580,2.0
20810859435330,4.0
20811019344497,1.0
20811179341372,3.0
20811339394132,2.0
20811499471788,1.0
20811659342986,2.0
20811979462049,1.0
20812939342882,5.0
20813099447622,25.0
20813259381163,1.0
20813419350434,0.0
20813579342361,1.0
20813739342257,3.0
20813899430851,0.0
20814219341372,1.0
20814859339838,0.0
20815179424474,1.0
20815499340463,0.0
20815659414057,1.0
20815819345203,0.0
20816939425828,37.0
20817099511505,25.0
20817259339838,8.0
20817419343588,0.0
20817739435880,1.0
20818219433901,0.0
20818539342495,1.0
20818699359161,0.0
20819179343276,2.0
20819339534786,6.0
20819499420672,0.0
20819819343172,7.0
20819979415672,0.0
20820459341870,6.0
20820619462911,9.0
20820779388276,8.0
20820939343067,0.0
20821259412859,5.0
20821579342859,4.0
20821899461505,1.0
20822059341140,3.0
20822219340776,5.0
20822379344786,2.0
20822699343588,1.0
20822859339526,0.0
20823339487859,1.0
20823499340515,30.0
20823659340984,24.0
20823819458276,20.0
20823979420307,16.0
20824139343120,12.0
20824299341765,10.0
20824459420203,4.0
20824619417651,7.0
20824779340255,6.0
20824939594370,5.0
20825419343015,4.0
20825739429890,2.0
20825899343015,1.0
20826219449890,0.0
20826379416661,1.0
20826539342130,0.0
20826699343172,1.0
20827179343067,0.0
20827499447130,1.0
20827659434890,0.0
20829419373224,1.0
20829739340203,0.0
20830859418276,3.0
20831179344526,2.0
20831339414890,0.0
20831499342078,1.0
20831819550151,0.0
20834219340984,1.0
20834379447703,0.0
20834699342078,1.0
20835019428901,3.0
20835179591609,4.0
20835339342390,0.0
20835819497338,4.0
20835979342859,0.0
20836299422442,1.0
20836459473172,2.0
20836619340099,1.0
20836779343953,2.0
20837259340672,3.0
20837579419890,0.0
20837739345567,1.0
20837899351505,0.0
20838379343692,9.0
20838539343328,16.0
20838699413380,13.0
20838859401140,5.0
20839019342703,8.0
20839179340724,7.0
20839339444317,0.0
20839819341870,1.0
20839979434682,2.0
20840139341870,6.0
20840299342338,0.0
20840939342286,1.0
20841099341870,0.0
20841579340515,5.0
20841739342078,8.0
20841899424370,0.0
20842219343692,4.0
20842379340932,5.0
20842539416713,4.0
20842859339630,3.0
20843019600307,0.0
20843179386713,2.0
20843819401297,1.0
20844139340151,3.0
20844459485672,0.0
20845739442234,2.0
20845899346192,1.0
20846219440203,0.0
20850539432442,0.0
20854859579161,0.0
20855499526349,12.0
20856299408797,11.0
20856779464265,10.0
20857579446870,5.0
20857739342859,0.0
20858059450047,9.0
20858379343328,4.0
20858539340672,5.0
20858699453276,10.0
20863019456088,10.0
20867339462442,10.0
20871659340828,10.0
20875979340285,10.0
