t_ns,wall_ms,type,text
20775076541833,1788550721250,SESSION_START,"20260905_010841_SNU_AJB_BA_run13"
20775076615635,1788550721250,CALIB_START,"stand still 15s"
20790076836202,1788550736251,CALIB_END,"n_fixes=14"
20790077284952,1788550736251,RIDE_START,""
20862411918102,1788550808586,STOP_CALIB_START,"stand still 15s"
20877411641846,1788550823585,STOP_CALIB_END,"n_fixes=15"
20877417256221,1788550823591,SESSION_END,""
