t_ns,gx,gy,gz
20775045240851,-0.82806563,8.810427,4.226237
20775049998820,-0.78704315,8.810208,4.2345204
20775054756372,-0.7548683,8.821989,4.2158127
20775059514757,-0.73866266,8.822806,4.2169724
20775064272309,-0.7201721,8.818582,4.2289896
20775069030642,-0.70556027,8.820908,4.226602
20775073788611,-0.69301075,8.825161,4.219794
20775078546528,-0.6857678,8.826646,4.2178717
20775083304497,-0.68478334,8.827862,4.215484
20775088062465,-0.68937695,8.831145,4.2078514
20775092820382,-0.7007572,8.833162,4.201735
20775097578299,-0.7171372,8.833786,4.197657
20775102336320,-0.7366571,8.8337145,4.1944275
20775107094236,-0.75593954,8.833738,4.190943
20775111852205,-0.7738645,8.833598,4.187967
20775116610174,-0.7877155,8.833388,4.185826
20775121368142,-0.79546475,8.832929,4.1853294
20775126126059,-0.7975091,8.833062,4.1846614
20775130884028,-0.79417443,8.833441,4.1844954
20775135641997,-0.7882685,8.832297,4.188025
20775140399913,-0.7827814,8.83121,4.1913466
20775145157882,-0.7800829,8.83052,4.193303
20775149915851,-0.7823672,8.82993,4.194115
20775154673767,-0.7898286,8.829337,4.193967
20775159431736,-0.80247283,8.828071,4.194234
20775164189705,-0.8172743,8.826686,4.1942897
20775168947622,-0.8324188,8.825555,4.193692
20775173705590,-0.84499604,8.824773,4.1928205
20775178463559,-0.8532106,8.824384,4.191978
20775183221528,-0.8552354,8.825019,4.1902256
20775187979445,-0.8525432,8.826473,4.1877136
20775192737413,-0.84607583,8.827998,4.1858087
20775197495382,-0.8372202,8.829452,4.1845236
20775202253299,-0.82822216,8.83122,4.182582
20775207011267,-0.82125014,8.832731,4.180767
20775211769236,-0.8184044,8.833649,4.179385
20775216527153,-0.8196214,8.83462,4.1770926
20775221285122,-0.82408154,8.8355665,4.174211
20775226043090,-0.8312755,8.835439,4.1730556
20775230801007,-0.8405067,8.834713,4.1727414
20775235558976,-0.84957206,8.833962,4.1724954
20775240316945,-0.857805,8.832891,4.17308
20775245074861,-0.8630466,8.83151,4.174923
20775249832830,-0.86462116,8.8306,4.176523
20775254590799,-0.8613791,8.829959,4.1785464
20775259348715,-0.85451674,8.828979,4.182022
20775264106684,-0.84584004,8.828397,4.1850142
