t_ns,qx,qy,qz,qw
20775049998820,0.35209063,0.4001646,0.582977,0.6132196
20775054756372,0.35375357,0.3998897,0.58323735,0.61219347
20775059514757,0.35424024,0.39938465,0.5835809,0.6119143
20775064272309,0.35444325,0.3984363,0.5841845,0.61183894
20775069030642,0.35499385,0.39809883,0.5844257,0.6115091
20775073788611,0.35562226,0.39797387,0.58453864,0.6111172
20775078546528,0.35591882,0.39783192,0.5846436,0.6109366
20775083304497,0.3560288,0.3978864,0.58461577,0.61086357
20775088062465,0.35613105,0.39828375,0.5843742,0.6107762
20775092820382,0.35596472,0.39882356,0.5840282,0.6108518
20775097578299,0.3555699,0.39943594,0.58362335,0.61106855
20775102336320,0.3550452,0.40010828,0.58317274,0.6113639
20775107094236,0.35453564,0.40078157,0.5827213,0.61164904
20775111852205,0.35405254,0.40139747,0.5823064,0.61192006
20775116610174,0.35368636,0.401856,0.581969,0.61215174
20775121368142,0.35346693,0.40208042,0.58178097,0.6123098
20775126126059,0.35343713,0.40214905,0.5817048,0.61235434
20775130884028,0.35356292,0.40204898,0.5817493,0.61230516
20775135641997,0.35363877,0.4017584,0.58193725,0.6122736
20775140399913,0.35370773,0.40148684,0.5821125,0.61224526
20775145157882,0.35372075,0.4013511,0.5822207,0.6122238
20775149915851,0.3536046,0.40140176,0.5822149,0.61226314
20775154673767,0.35335138,0.40163422,0.58208823,0.6123774
20775159431736,0.3529191,0.40199712,0.58186185,0.6126036
20775164189705,0.3524358,0.4024174,0.581569,0.6128839
20775168947622,0.35196224,0.40286943,0.58125615,0.61315584
20775173705590,0.3515906,0.40324888,0.5809737,0.6133873
20775178463559,0.35136667,0.40349734,0.58076864,0.61354643
20775183221528,0.35137886,0.40359738,0.5806617,0.61357474
20775187979445,0.3515695,0.40359002,0.5806344,0.61349624
20775192737413,0.35185838,0.40345863,0.5807018,0.61335325
20775197495382,0.3521978,0.40324357,0.58083934,0.6131696
20775202253299,0.35255477,0.40305436,0.58097947,0.6129561
20775207011267,0.35284135,0.40291837,0.58108175,0.6127836
20775211769236,0.3529639,0.40289843,0.5811341,0.6126765
20775216527153,0.3529805,0.40302894,0.581093,0.61262
20775221285122,0.3529121,0.40327102,0.5809738,0.61261326
20775226043090,0.35270205,0.40352777,0.5808285,0.61270297
