t_ns,mx,my,mz,accuracy
20775043841163,-7.9875,-24.487501,-31.1625,3
20775053841163,-9.09375,-24.6375,-31.031252,3
20775063841163,-6.99375,-24.73125,-29.1375,3
20775073841163,-6.5625005,-22.5375,-31.3875,3
20775083841163,-3.0937502,-22.837502,-34.10625,3
20775093841163,-8.681251,-24.075,-31.706251,3
20775103841163,-7.0125003,-24.225,-30.993752,3
20775113841163,-8.775001,-24.6,-31.06875,3
20775123841163,-6.7875004,-24.581251,-29.925001,3
20775133841163,-6.01875,-24.975,-31.85625,3
20775143841163,-7.1625004,-24.375002,-31.893751,3
20775153841163,-6.7312503,-24.187502,-29.94375,3
20775163841163,-7.0875,-23.868752,-31.593752,3
20775173841163,-7.8187504,-23.587502,-31.837502,3
20775183841163,-7.6875005,-25.2,-29.493752,3
20775193841163,-8.1,-23.868752,-29.175001,3
20775203841163,-7.8562503,-24.712502,-31.331251,3
20775213841163,-8.400001,-24.0375,-30.375002,3
20775223841163,-6.4500003,-24.7875,-32.11875,3
20775233841163,-7.7250004,-24.825,-31.500002,3
20775243841163,-6.7500005,-24.581251,-31.0125,3
20775253841163,-7.5750003,-23.925001,-31.237501,3
20775263841163,-6.2625003,-23.625,-31.85625,3
20775273841163,-8.19375,-25.0125,-31.893751,3
20775283841163,-8.587501,-23.175001,-29.60625,3
20775293841163,-7.9687505,-24.225,-30.4125,3
20775303841163,-7.8562503,-24.712502,-31.331251,3
20775313841163,-6.1875005,-24.88125,-30.91875,3
20775323841163,-7.9687505,-24.225,-30.4125,3
20775333841163,-6.6562505,-23.681252,-29.6625,3
20775343841163,-7.7812505,-24.075,-30.281252,3
20775353841163,-10.125,-24.6375,-28.462502,3
20775363841163,-8.90625,-24.975,-29.5125,3
20775373841163,-8.587501,-23.4375,-31.125002,3
20775383841163,-8.400001,-24.0375,-30.375002,3
20775393841163,-7.8562503,-23.34375,-29.062502,3
20775403841163,-8.90625,-25.237501,-30.581251,3
20775413841163,-8.90625,-24.975,-29.5125,3
20775423841163,-9.1125,-23.625,-30.45,3
20775433841163,-8.6625,-23.4375,-28.968752,3
20775443841163,-8.793751,-25.087502,-28.29375,3
20775453841163,-7.8562503,-23.34375,-29.38125,3
20775463841163,-8.71875,-24.075,-30.31875,3
20775473841163,-8.71875,-25.087502,-30.45,3
20775483841163,-6.2250004,-22.987501,-30.0375,3
20775493841163,-8.925,-25.237501,-29.962502,3
20775503841163,-9.76875,-25.35,-28.331251,3
20775513841163,-7.6125,-24.937502,-30.581251,3
20775523841163,-8.4375,-24.300001,-30.656252,3
20775533841163,-8.75625,-25.35,-30.750002,3
20775543841163,-7.1062503,-23.868752,-30.825,3
20775553841163,-9.1125,-26.400002,-29.906252,3
20775563841163,-9.731251,-24.337502,-29.2875,3
20775573841163,-11.15625,-23.53125,-29.2875,3
20775583841163,-9.618751,-24.712502,-29.8875,3
20775593841163,-8.606251,-24.187502,-29.41875,3
20775603841163,-11.53125,-25.593752,-28.10625,3
20775613841163,-6.24375,-22.237501,-29.906252,3
20775623841163,-8.15625,-24.375002,-30.225,3
20775633841163,-7.7812505,-24.825,-29.343752,3
20775643841163,-10.03125,-24.375002,-30.018751,3
20775653841163,-8.175,-25.3875,-30.056252,3
20775663841163,-9.76875,-25.35,-28.781252,3
20775673841163,-8.868751,-24.975,-30.6,3
20775683841163,-8.8125,-25.35,-29.362501,3
20775693841163,-7.5937505,-24.675001,-29.831251,3
20775703841163,-7.0312505,-23.475,-31.612501,3
20775713841163,-10.5,-25.575,-30.993752,3
20775723841163,-9.0375,-25.125002,-30.712502,3
20775733841163,-9.01875,-23.737501,-29.23125,3
20775743841163,-9.168751,-24.6375,-29.175001,3
20775753841163,-8.962501,-25.237501,-28.875002,3
20775763841163,-10.837501,-25.237501,-28.66875,3
20775773841163,-8.962501,-24.243752,-28.29375,3
20775783841163,-10.181251,-24.281252,-29.38125,3
20775793841163,-10.06875,-25.3875,-29.062502,3
20775803841163,-9.918751,-25.500002,-29.531252,3
20775813841163,-8.775001,-24.6,-31.06875,3
20775823841163,-10.856251,-24.750002,-30.206251,3
20775833841163,-9.8625,-24.487501,-30.487501,3
20775843841163,-7.0875,-24.618752,-30.656252,3
20775853841163,-9.50625,-23.8125,-28.85625,3
20775863841163,-9.50625,-25.687502,-28.500002,3
20775873841163,-9.150001,-24.6375,-29.493752,3
20775883841163,-9.75,-25.35,-29.1,3
20775893841163,-9.13125,-25.3875,-29.325,3
20775903841163,-10.106251,-25.650002,-29.04375,3
20775913841163,-9.375,-26.175001,-30.487501,3
20775923841163,-8.512501,-24.300001,-28.2,3
20775933841163,-10.35,-26.175001,-29.156252,3
