t_ns,ax,ay,az
20775049998820,0.040243626,-1.9073486E-5,0.0083293915
20775054756372,0.06302875,0.023907661,-0.03759098
20775059514757,0.045067072,0.026913643,0.014783859
20775064272309,0.06816912,0.031085968,0.0711298
20775069030642,0.068421364,0.04780674,0.00544405
20775073788611,0.07484704,0.018403053,-0.044564724
20775078546528,0.052805185,-0.025791168,-0.030596733
20775083304497,0.012926638,-0.05273056,-0.04840803
20775088062465,-0.03347063,-0.05824089,-0.110274315
20775092820382,-0.10627985,-0.03989792,-0.089316845
20775097578299,-0.17163229,-0.049743652,-0.07082319
20775102336320,-0.2310884,-0.008396149,-0.040982723
20775107094236,-0.25452852,0.047743797,-0.022476196
20775111852205,-0.2623691,0.08028793,-0.0031404495
20775116610174,-0.22636741,0.0931921,0.012701511
20775121368142,-0.1462912,0.08315945,0.034422874
20775126126059,-0.055354178,0.067191124,0.018903255
20775130884028,0.042102158,0.06816769,0.024624348
20775135641997,0.1032747,0.0010900497,0.077922344
20775140399913,0.11210024,-0.02635479,0.06748819
20775145157882,0.070985556,-0.043481827,0.032649517
20775149915851,-0.027439058,-0.06909847,-0.0028691292
20775154673767,-0.14925933,-0.041007042,-0.011733532
20775159431736,-0.28969187,-0.030216217,0.011901379
20775164189705,-0.3657289,-0.031431198,0.00935173
20775168947622,-0.4055354,-0.028036118,-0.011647701
20775173705590,-0.36410612,-0.0017557144,-0.011164665
20775178463559,-0.26720077,0.018963814,-0.0061059
20775183221528,-0.10466999,0.06674957,-0.024353504
20775187979445,0.0410586,0.06446266,-0.062898636
20775192737413,0.16859818,0.05769825,-0.05162382
20775197495382,0.2673409,0.03264332,-0.042994976
20775202253299,0.29888457,0.024637222,-0.074092865
20775207011267,0.25580406,-0.015621185,-0.08810043
20775211769236,0.12834424,-0.033816338,-0.07386303
20775216527153,-0.011723697,-0.009633064,-0.09729862
20775221285122,-0.13885581,0.03256607,-0.1039381
20775226043090,-0.26073766,0.03637886,-0.01954937
20775230801007,-0.3637318,0.04942417,0.030053139
20775235558976,-0.38308698,0.0715189,0.04104185
20775240316945,-0.38166326,0.09077263,0.0891161
20775245074861,-0.28509194,0.097914696,0.15245676
20775249832830,-0.14201766,0.09323406,0.13258219
20775254590799,0.07023251,0.037215233,0.12259674
20775259348715,0.2523998,-0.031621933,0.1691432
20775264106684,0.3680467,-0.056879997,0.13764334
20775268864653,0.41882965,-0.06519413,-0.003215313
20775273622622,0.4061111,-0.054548264,-0.04510975
20775278380538,0.29354864,-0.04418373,-0.041422367
20775283138507,0.117945015,0.015237808,-0.096438885
20775287896476,-0.05191374,0.045419693,-0.22097063
20775292654392,-0.2329948,0.06333065,-0.20013046
20775297412361,-0.37148625,0.05272007,-0.17745209
20775302170330,-0.45896846,0.039969444,-0.23526335
20775306928299,-0.4446301,0.006319046,-0.26642323
20775311686215,-0.3675583,-0.036149025,-0.21489763
20775316444184,-0.22142011,-0.056738853,-0.19724655
20775321202153,-0.10573012,-0.069911,-0.15877867
20775325960070,-0.010327876,-0.05931568,-0.0974493
20775330718038,0.008612037,-0.015950203,-0.020611763
20775335476007,-0.0125640035,0.007902145,0.026726723
20775340233924,-0.07584363,0.05724144,0.10400534
20775344991892,-0.12905312,0.04928875,0.14000463
20775349749861,-0.13952488,0.04142189,0.17313766
20775354507778,-0.10551703,0.03129196,0.1845851
20775359265747,-0.036931515,0.011857033,0.16528845
20775364023715,0.03531319,-0.014393806,0.15815306
20775368781632,0.13506323,-0.009608269,0.122908115
20775373539601,0.19602609,0.023428917,0.07643032
20775378297570,0.2023319,0.07961941,0.07548523
20775383055538,0.15937477,0.099658966,0.043946266
20775387813455,0.0675779,0.12654781,-0.0036978722
20775392571424,-0.053676188,0.12003708,-0.045958042
20775397329392,-0.13814819,0.12309742,-0.11608219
20775402087309,-0.22657752,0.13088322,-0.18069267
20775406845278,-0.24817711,0.12442398,-0.15484238
20775411603247,-0.23910546,0.09682083,-0.14124155
20775416361163,-0.17593378,0.05303383,-0.14200306
20775421119132,-0.094666064,0.01223278,-0.17836761
20775425877101,0.014254153,-0.051629066,-0.14585066
20775430635017,0.03940618,-0.010765076,-0.05214262
20775435392986,0.054887712,0.03905964,-0.17703581
20775440150903,0.027730763,0.05999565,-0.21548557
20775444908924,-0.058336914,-0.03281212,-0.11638069
20775449666840,-0.11036813,-0.15296078,0.021819592
20775454424809,-0.17376745,-0.17241096,0.07800293
20775459182778,-0.22948313,-0.06869125,0.07921362
20775463940695,-0.2588116,0.033830643,0.04256487
20775468698663,-0.26689637,0.059482574,0.077273846
20775473456632,-0.19717723,0.013834953,0.14946699
20775478214549,-0.109502494,0.0112810135,0.17116451
20775482972517,7.125735E-4,-0.040974617,0.15952063
20775487730486,0.12170458,-0.09031677,0.14805269
20775492488403,0.22279066,-0.07761669,0.110795975
20775497246372,0.30202204,-0.06743622,0.08590269
20775502004340,0.28616625,-0.028915405,0.122861385
20775506762309,0.24004006,0.013908386,0.14776087
20775511520226,0.15664202,0.034963608,0.04695511
20775516278195,0.03861171,0.027438164,-0.102687836
