t_ns,gx,gy,gz,accuracy
21490052937150,-0.0013744457,0.026725333,-0.02046397,3
21490055316161,-1.527162E-4,0.027947064,-0.021685699,3
21490057695223,-1.527162E-4,0.024281874,-0.021685699,3
21490060074234,-1.527162E-4,0.021838415,-0.01802051,3
21490062453244,-1.527162E-4,0.019394957,-0.016798781,3
21490064832307,-0.0025961753,0.013286309,-0.013133593,3
21490067211317,-0.0025961753,0.007177661,-0.010690134,3
21490069590327,-0.0025961753,-1.527162E-4,-0.008246674,3
21490071969390,-0.003817905,-0.0050396346,-0.0058032153,3
21490074348400,-0.0013744457,-0.009926553,-0.0021380268,3
21490076727411,-1.527162E-4,-0.014813471,3.054324E-4,3
21490079106421,-1.527162E-4,-0.01725693,0.0015271619,3
21490081485484,-0.003817905,-0.01725693,0.0015271619,3
21490083864494,-0.0013744457,-0.014813471,0.0027488915,3
21490086243505,-0.0025961753,-0.014813471,0.0027488915,3
21490088622567,-1.527162E-4,-0.009926553,0.0015271619,3
21490091001577,0.0010690134,-0.0050396346,-0.0033597562,3
21490093380588,0.0010690134,-1.527162E-4,-0.004581486,3
21490095759598,0.0010690134,0.0059559317,-0.0070249448,3
21490098138661,-0.0013744457,0.0108428495,-0.009468404,3
21490100517671,-1.527162E-4,0.014508039,-0.011911863,3
21490102896682,-1.527162E-4,0.018173227,-0.013133593,3
21490105275744,-0.0013744457,0.018173227,-0.014355322,3
21490107654755,-1.527162E-4,0.019394957,-0.013133593,3
21490110033765,-1.527162E-4,0.015729768,-0.013133593,3
21490112412775,0.0010690134,0.014508039,-0.013133593,3
21490114791838,0.0010690134,0.0108428495,-0.010690134,3
21490117170848,-0.0025961753,0.007177661,-0.009468404,3
21490119549859,-0.0013744457,0.0035124724,-0.0058032153,3
21490121928921,-0.0013744457,0.0010690134,-0.004581486,3
21490124307932,-1.527162E-4,-0.003817905,-0.0021380268,3
21490126686890,-1.527162E-4,-0.006261364,-9.162972E-4,3
21490129066005,0.0010690134,-0.0074830935,3.054324E-4,3
21490131445015,-0.0013744457,-0.008704823,-9.162972E-4,3
21490133823973,-1.527162E-4,-0.009926553,-9.162972E-4,3
21490136203036,-1.527162E-4,-0.009926553,3.054324E-4,3
21490138582098,-1.527162E-4,-0.0074830935,-9.162972E-4,3
21490140961109,-1.527162E-4,-0.0050396346,-0.0033597562,3
21490143340119,-1.527162E-4,-0.0013744457,-0.0033597562,3
21490145719182,-1.527162E-4,0.0010690134,-0.004581486,3
21490148098192,-1.527162E-4,0.0035124724,-0.0070249448,3
21490150477202,-0.0013744457,0.0059559317,-0.009468404,3
21490152856213,-0.0013744457,0.00962112,-0.009468404,3
21490155235275,-0.0013744457,0.0108428495,-0.011911863,3
21490157614286,-0.0025961753,0.012064579,-0.011911863,3
21490159993296,-1.527162E-4,0.013286309,-0.013133593,3
21490162372359,-0.0013744457,0.012064579,-0.014355322,3
21490164751369,-1.527162E-4,0.013286309,-0.013133593,3
21490167130380,-1.527162E-4,0.013286309,-0.013133593,3
21490169509442,-1.527162E-4,0.012064579,-0.013133593,3
21490171888452,-1.527162E-4,0.0108428495,-0.011911863,3
21490174267463,0.0010690134,0.008399391,-0.010690134,3
21490176646473,-1.527162E-4,0.0059559317,-0.010690134,3
21490179025536,0.0010690134,0.0035124724,-0.008246674,3
21490181404546,0.0010690134,0.002290743,-0.008246674,3
21490183783557,0.0010690134,-0.0013744457,-0.008246674,3
21490186162567,0.0010690134,-0.003817905,-0.0058032153,3
21490188541630,0.0010690134,-0.0050396346,-0.004581486,3
21490190920640,-1.527162E-4,-0.006261364,-0.0058032153,3
21490193299650,-1.527162E-4,-0.006261364,-0.0058032153,3
21490195678713,-1.527162E-4,-0.006261364,-0.0058032153,3
21490198057723,0.0010690134,-0.003817905,-0.004581486,3
21490200436734,-1.527162E-4,-0.0025961753,-0.0058032153,3
21490202815796,-1.527162E-4,0.0010690134,-0.0058032153,3
21490205194807,-0.0013744457,0.0035124724,-0.0070249448,3
21490207573817,-1.527162E-4,0.007177661,-0.008246674,3
21490209952827,-1.527162E-4,0.008399391,-0.009468404,3
21490212331890,0.0010690134,0.0108428495,-0.009468404,3
21490214710900,0.0010690134,0.0108428495,-0.008246674,3
21490217089911,0.0010690134,0.012064579,-0.008246674,3
21490219468973,0.0010690134,0.0108428495,-0.008246674,3
21490221847984,0.0010690134,0.00962112,-0.008246674,3
21490224226942,0.0010690134,0.004734202,-0.0058032153,3
21490226606057,-1.527162E-4,0.002290743,-0.0033597562,3
21490228985067,-0.0013744457,-0.0013744457,-0.0021380268,3
21490231364077,-1.527162E-4,-0.0050396346,-9.162972E-4,3
21490233743088,-1.527162E-4,-0.006261364,3.054324E-4,3
21490236122150,-1.527162E-4,-0.009926553,0.0015271619,3
21490238501161,-1.527162E-4,-0.012370012,0.0027488915,3
21490240880171,-1.527162E-4,-0.012370012,0.0027488915,3
21490243259182,0.0010690134,-0.012370012,0.003970621,3
21490245638244,0.0010690134,-0.013591741,0.0027488915,3
21490248017255,0.0010690134,-0.009926553,0.0015271619,3
21490250396265,0.0035124724,-0.0074830935,3.054324E-4,3
21490252775327,0.004734202,-0.0025961753,-0.0021380268,3
21490255154338,0.0035124724,0.0010690134,-0.0021380268,3
21490257533348,0.002290743,0.004734202,-0.004581486,3
21490259912411,0.002290743,0.007177661,-0.008246674,3
21490262291421,0.0035124724,0.00962112,-0.009468404,3
21490264670432,0.0035124724,0.00962112,-0.009468404,3
21490267049442,0.002290743,0.012064579,-0.011911863,3
21490269428505,0.0035124724,0.013286309,-0.010690134,3
21490271807515,0.002290743,0.012064579,-0.009468404,3
21490274186525,-1.527162E-4,0.0108428495,-0.009468404,3
21490276565588,0.0010690134,0.00962112,-0.008246674,3
21490278944598,-1.527162E-4,0.0108428495,-0.0070249448,3
21490281323609,-0.0013744457,0.008399391,-0.0058032153,3
21490283702671,-1.527162E-4,0.004734202,-0.004581486,3
21490286081682,-1.527162E-4,0.0035124724,-0.0021380268,3
21490288460692,-1.527162E-4,0.0010690134,-0.0033597562,3
21490290839702,-0.0013744457,-0.0013744457,-0.0021380268,3
21490293218765,-0.0013744457,-0.003817905,-9.162972E-4,3
21490295597775,-0.0013744457,-0.006261364,3.054324E-4,3
21490297976786,-1.527162E-4,-0.006261364,0.0015271619,3
21490300355848,-0.0013744457,-0.008704823,0.0027488915,3
21490302734859,-0.0025961753,-0.008704823,0.003970621,3
21490305113869,-0.0025961753,-0.009926553,0.0015271619,3
21490307492932,-0.003817905,-0.009926553,0.0015271619,3
21490309871942,-0.0025961753,-0.009926553,0.0015271619,3
21490312250952,-0.0013744457,-0.008704823,0.0015271619,3
21490314629963,-0.0013744457,-0.006261364,0.0015271619,3
21490317009025,-0.0013744457,-0.0050396346,-9.162972E-4,3
21490319388036,-0.0013744457,-0.0013744457,-9.162972E-4,3
21490321767046,-0.0013744457,0.0010690134,-0.0033597562,3
21490324146109,-0.0013744457,0.002290743,-0.004581486,3
21490326525119,-1.527162E-4,0.0059559317,-0.0058032153,3
21490328904130,0.002290743,0.0108428495,-0.0070249448,3
21490331283140,0.0035124724,0.013286309,-0.008246674,3
21490333662202,0.0035124724,0.015729768,-0.008246674,3
21490336041213,0.0035124724,0.016951498,-0.009468404,3
21490338420223,0.002290743,0.015729768,-0.009468404,3
21490340799286,0.002290743,0.016951498,-0.009468404,3
21490343178296,0.002290743,0.013286309,-0.008246674,3
21490345557307,0.002290743,0.0108428495,-0.0070249448,3
21490347936317,0.002290743,0.008399391,-0.0058032153,3
21490350315380,0.002290743,0.0059559317,-0.004581486,3
21490352694390,-1.527162E-4,0.002290743,-0.0033597562,3
21490355073400,0.0010690134,-0.0025961753,-0.0021380268,3
21490357452463,0.0010690134,-0.0050396346,3.054324E-4,3
21490359831473,-0.0025961753,-0.0074830935,0.0015271619,3
21490362210484,-0.0013744457,-0.0074830935,0.0027488915,3
21490364589546,-0.0013744457,-0.011148282,0.0027488915,3
