t_ns,wall_ms,batt_pct,charging,batt_temp_c,thermal_status,rotation,free_bytes
21495118371194,1788551441292,39,false,31.5,0,0,5527785472
21500136673119,1788551446310,39,false,31.5,0,0,5523869696
21505154357336,1788551451328,39,false,31.5,0,0,5522010112
21510169656657,1788551456343,39,false,31.5,0,0,5519007744
21515188429207,1788551461362,39,false,31.5,0,0,5518086144
21520206083580,1788551466380,39,false,31.5,0,0,5517144064
21525245682745,1788551471420,39,false,31.5,0,0,5516206080
21530324242795,1788551476498,39,false,31.5,0,0,5515157504
21535371284512,1788551481545,39,false,31.5,0,0,5514199040
21540449211593,1788551486623,39,false,31.5,0,0,5513273344
21545492094508,1788551491666,39,false,31.5,0,0,5510176768
21550538622006,1788551496712,39,false,31.5,0,0,5509242880
21555616987994,1788551501791,39,false,31.5,0,0,5508255744
21560659845596,1788551506834,39,false,31.5,0,0,5506932736
21565739771323,1788551511914,39,false,31.5,0,0,5505949696
21570781570644,1788551516955,39,false,31.5,0,0,5501456384
21575865363507,1788551522039,39,false,31.5,0,0,5500456960
21580907986578,1788551527082,39,false,31.5,0,0,5499158528
21585923107253,1788551532097,39,false,31.5,0,0,5495521280
21590933396157,1788551537107,39,false,31.5,0,0,5493567488
21595952350010,1788551542126,39,false,31.5,0,0,5490642944
