t_ns,wall_ms,type,text
21490100474946,1788551436274,SESSION_START,"20260905_012036_SNU_AJB_AB_run18"
21490100536560,1788551436274,CALIB_START,"stand still 15s"
21505100615721,1788551451274,CALIB_END,"n_fixes=14"
21505100833430,1788551451275,RIDE_START,""
21584291135118,1788551530465,STOP_CALIB_START,"stand still 15s"
21599291605685,1788551545465,STOP_CALIB_END,"n_fixes=15"
21599295946206,1788551545470,SESSION_END,""
