t_ns,hPa
21490199559442,982.5266
21490239575380,982.52734
21490279558244,982.5244
21490319559755,982.52026
21490359562307,982.5161
21490399559702,982.51904
21490439559702,982.51904
21490479558036,982.5193
21490519558348,982.51733
21490559561005,982.52
21490599559077,982.52515
21490639559859,982.5288
21490679570171,982.521
21490719558348,982.5161
21490759559598,982.5217
21490799559963,982.5288
21490839559755,982.52344
21490879562567,982.52515
21490919558713,982.52515
21490959558505,982.5276
21490999559859,982.52905
21491039560692,982.5237
21491079561525,982.5132
21491119563348,982.5083
21491159560380,982.5166
21491199559338,982.52026
21491239559234,982.5198
21491279559390,982.51855
21491319662359,982.51953
21491359557255,982.51904
21491399558296,982.51025
21491439629702,982.5054
21491479564546,982.50415
21491519631890,982.50854
21491559562411,982.51025
21491599567515,982.51904
21491639564390,982.5271
21491679564650,982.5315
21491719567359,982.5244
21491759567827,982.5154
21491799561786,982.51514
21491839567827,982.51953
21491879567411,982.5183
21491919564650,982.5215
21491959765588,982.51807
21491999561109,982.5193
21492039561786,982.52466
21492079564077,982.5193
21492119563817,982.5161
21492159563973,982.5161
21492199562307,982.51855
21492239562307,982.5149
21492279564702,982.5149
21492319565380,982.5183
21492359564911,982.51904
21492399565640,982.5259
21492439562307,982.52637
21492479568400,982.52075
21492519563869,982.5217
21492559563973,982.5178
21492599713817,982.51855
21492639561734,982.52
21492679564702,982.5237
21492719564859,982.52344
21492759565275,982.5198
21492799660796,982.5122
21492839562671,982.51904
21492879562567,982.5139
21492919567515,982.51025
21492959567307,982.51245
21492999566369,982.5137
21493039565536,982.51904
21493079562567,982.5237
21493119564494,982.5242
21493159564494,982.52295
21493199563557,982.522
21493239566473,982.5227
21493279562202,982.52515
21493319562046,982.5276
21493359627359,982.5303
21493399565640,982.5315
21493439565432,982.5266
21493479561682,982.52783
21493519561838,982.52344
21493559567098,982.51733
21493599650848,982.5193
21493639566317,982.5305
21493679564025,982.53
21493719562307,982.5271
21493759582775,982.52686
21493799562359,982.52783
21493839563765,982.53
21493879637463,982.5183
21493919562515,982.5149
21493959562619,982.51196
21493999564650,982.5132
21494039565275,982.51416
21494079565588,982.51416
21494119562880,982.5188
21494159565588,982.5259
21494199567671,982.52075
21494239697202,982.5188
21494279564025,982.52026
21494319774130,982.5139
21494359562307,982.5215
21494399562984,982.5254
21494439617359,982.5271
21494479564234,982.52466
21494519564911,982.5244
21494559562984,982.5193
21494599562619,982.5227
21494639565067,982.5144
21494679566994,982.5176
21494719563505,982.5193
21494759563400,982.5244
21494799561994,982.52734
21494839565119,982.5322
21494879565484,982.5283
21494919566317,982.5227
21494959704286,982.52075
21494999561630,982.5139
21495039565848,982.5156
21495079564702,982.5134
21495119564963,982.5083
21495159566161,982.5149
21495199562463,982.52026
21495239566005,982.5242
21495279564911,982.5227
21495319567827,982.51636
21495359564963,982.5215
21495399563088,982.5193
21495439562150,982.5176
21495479565015,982.5139
21495519567307,982.51685
21495559564807,982.52075
21495599659807,982.5144
21495639562932,982.5122
21495679561994,982.5198
21495719565119,982.52246
21495759567619,982.52
21495799563817,982.51514
21495839563244,982.51416
21495879561786,982.5178
21495919569911,982.51733
21495959612619,982.5139
21495999565015,982.51514
21496039565484,982.52637
21496079562567,982.5232
21496119563244,982.51685
21496159566161,982.5161
21496199564494,982.5205
21496239607671,982.5281
21496279562671,982.53
21496319562567,982.52637
21496359567723,982.5259
21496399564859,982.52856
21496439564650,982.51636
21496479563348,982.51685
21496519562255,982.5149
21496559567098,982.5105
21496599563765,982.5132
21496639566161,982.5144
21496679748921,982.5178
21496719562411,982.521
21496759566630,982.51807
21496799594234,982.51416
21496839566838,982.511
21496879565900,982.5139
21496919562671,982.51514
21496959561005,982.5154
21496999566890,982.5293
21497039626630,982.52515
21497079643088,982.52466
21497119565015,982.5342
21497159562202,982.5349
21497199567567,982.5371
21497239568921,982.5315
21497279565380,982.53906
21497319689963,982.53174
21497359562775,982.5254
21497399567463,982.52734
21497439565952,982.5242
21497479564650,982.5198
21497519565588,982.5283
21497559562202,982.52856
21497599562411,982.52637
21497639568869,982.5325
21497679564286,982.5259
21497719564494,982.5244
21497759563088,982.5176
21497799562619,982.5156
21497839566525,982.51953
21497879608609,982.51855
21497919563973,982.5217
21497959654755,982.5242
21497999566109,982.5298
21498039562307,982.52563
21498079564650,982.52344
21498119566265,982.52637
21498159563505,982.5205
21498199564338,982.51904
21498239563817,982.5193
21498279564807,982.5139
21498319563713,982.51465
21498359563244,982.5073
21498399787411,982.51465
21498439562463,982.511
21498479562671,982.511
21498519564442,982.5137
21498559564286,982.51855
21498599622463,982.52295
21498639562775,982.532
21498679564859,982.53125
21498719567671,982.5276
21498759565692,982.5305
21498799563296,982.5261
21498839564807,982.5276
21498879560952,982.5271
21498919568609,982.5237
21498959629234,982.5244
21498999562932,982.51514
21499039564182,982.5222
21499079561890,982.5237
21499119565484,982.5298
21499159567932,982.5227
21499199564546,982.5144
21499239565796,982.5156
21499279562307,982.5144
21499319561994,982.51953
21499359564807,982.5198
21499399650380,982.52124
21499439565327,982.5276
21499479564234,982.52563
21499519562463,982.5205
21499559566942,982.51465
