t_s,ax,ay,az,gx,gy,gz,x_m,y_m,lat,lon,speed_mps,bearing_deg,gnss_age_s,state
0.000000,-0.117042,8.606705,4.642393,-0.003165,-0.014082,0.006159,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.010000,0.005399,8.598050,4.611577,-0.000965,0.006345,-0.003087,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.020000,-0.235470,8.694997,4.624550,0.001625,0.028886,-0.015841,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.030000,-0.584067,8.803409,4.628789,0.003335,0.014516,-0.012585,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.040000,-0.492419,8.806558,4.583383,0.003244,-0.025447,0.004675,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.050000,-0.011905,8.727964,4.483929,0.003429,-0.033859,0.010169,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.060000,0.196213,8.705944,4.407411,0.002846,0.004625,-0.005679,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.070000,-0.210050,8.801675,4.424154,0.002309,0.039960,-0.020931,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.080000,-0.777612,8.908399,4.535861,0.001105,0.023781,-0.015439,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.090000,-0.777110,8.846456,4.649311,0.000313,-0.028799,0.008469,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.100000,-0.148415,8.689513,4.629216,0.002195,-0.049212,0.023134,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.110000,0.315224,8.647644,4.550178,0.003744,-0.005175,0.006284,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.120000,-0.028530,8.751205,4.541436,0.004907,0.046219,-0.019839,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.130000,-0.737051,8.833750,4.584648,0.006039,0.034694,-0.015683,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.140000,-0.817323,8.793356,4.543228,0.005879,-0.026636,0.014854,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.150000,-0.129464,8.705472,4.393466,0.003641,-0.049603,0.029960,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.160000,0.380943,8.694186,4.376241,0.002584,0.004331,0.006355,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.170000,-0.095844,8.788554,4.420283,0.003244,0.056530,-0.021227,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.180000,-0.859813,8.836565,4.557657,0.002615,0.025847,-0.006898,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.190000,-0.768719,8.780874,4.573562,0.002439,-0.045319,0.027639,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.200000,0.033885,8.719251,4.493628,0.001491,-0.056792,0.032267,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.210000,0.411994,8.758585,4.461515,0.001866,0.003151,0.003278,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.220000,-0.124277,8.853164,4.544154,0.003230,0.045840,-0.017292,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.230000,-0.764601,8.903038,4.567170,0.001958,0.012519,-0.001856,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.240000,-0.584990,8.850460,4.506085,0.000905,-0.045654,0.026583,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.250000,0.134211,8.761781,4.457618,0.000447,-0.043954,0.026186,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.260000,0.351580,8.741794,4.439305,0.000172,0.012985,-0.000260,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.270000,-0.182798,8.778411,4.448655,-0.000457,0.041860,-0.013283,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.280000,-0.652556,8.806001,4.458518,-0.001274,0.008537,0.001264,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.290000,-0.437393,8.774824,4.441622,-0.002196,-0.035908,0.019791,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.300000,0.118966,8.727270,4.432764,-0.002966,-0.031359,0.016725,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.310000,0.208956,8.716576,4.440714,-0.003259,0.014512,-0.004118,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.320000,-0.348870,8.770599,4.458268,-0.003979,0.037369,-0.012251,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.330000,-0.823533,8.858485,4.512577,-0.005577,0.007632,0.002190,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.340000,-0.658178,8.871119,4.571462,-0.006269,-0.034013,0.020443,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.350000,-0.116448,8.812087,4.565566,-0.005211,-0.040370,0.024878,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.360000,0.196453,8.729783,4.552579,-0.004307,-0.010786,0.012940,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.370000,-0.008261,8.748403,4.532431,-0.003990,0.018714,-0.001351,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.380000,-0.444524,8.834467,4.570097,-0.004170,0.014322,-0.000782,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.390000,-0.583246,8.861095,4.608593,-0.004099,-0.017374,0.014006,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.400000,-0.296222,8.822968,4.529846,-0.003744,-0.035404,0.025268,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.410000,0.025953,8.739353,4.459297,-0.003648,-0.015555,0.018253,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.420000,-0.063106,8.694669,4.486487,-0.003931,0.016060,0.003828,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.430000,-0.433242,8.716539,4.533843,-0.003726,0.013162,0.005321,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.440000,-0.491169,8.694125,4.505460,-0.003067,-0.021870,0.023984,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.450000,-0.079893,8.664627,4.459132,-0.003122,-0.036562,0.029665,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.460000,0.198125,8.737928,4.487326,-0.003864,-0.007591,0.010552,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.470000,-0.064472,8.798605,4.619658,-0.003279,0.017522,-0.005658,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.480000,-0.427857,8.781902,4.665345,-0.001428,-0.000295,0.003954,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.490000,-0.380657,8.766940,4.588981,-0.000417,-0.027584,0.020414,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.500000,-0.110174,8.791727,4.538739,-0.000289,-0.018339,0.017263,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.510000,-0.138793,8.857863,4.554039,-0.000811,0.011306,0.002924,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.520000,-0.455614,8.852787,4.587373,0.000244,0.009862,0.006925,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.530000,-0.497471,8.746798,4.540808,0.000499,-0.022076,0.025906,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.540000,-0.167455,8.685209,4.485446,-0.000015,-0.028622,0.028512,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
0.550000,-0.042595,8.714328,4.494686,0.000673,0.000371,0.012326,-0.013234,0.019163,28.52268307,77.57399637,0.000000,,,CALIB
