t_s,t_ns,lat,lon,alt,acc_h,speed,bearing,n_sats_used,x_m,y_m
1.2087786,19850773921664,28.5226831,77.5739964,153.0943604,3.7900925,0.0000000,,29,-0.0132741,0.0191629
2.1947784,19851759921456,28.5226831,77.5739968,153.1837158,3.7900925,0.0000000,,29,0.0317180,0.0191629
3.1914316,19852756574581,28.5226828,77.5739976,153.4510498,3.7900925,0.0000000,,60,0.1021404,-0.0064407
4.1862329,19853751375934,28.5226828,77.5739976,153.6520996,3.7900925,0.0000000,,61,0.1099651,-0.0086671
5.1880701,19854753213122,28.5226829,77.5739974,153.7963867,3.7900925,0.0000000,,61,0.0913814,-0.0042143
6.1879889,19855753131924,28.5226828,77.5739971,153.8737793,3.7900925,0.0000000,,61,0.0620388,-0.0097803
7.1971500,19856762293069,28.5226828,77.5739969,154.0128174,3.7900925,0.0000000,,61,0.0346523,-0.0086671
8.1848121,19857749955152,28.5226829,77.5739965,154.1488647,3.7900925,0.0000000,,60,0.0023754,0.0013517
9.1862342,19858751377183,28.5226830,77.5739962,154.2061768,3.7900925,0.0000000,,59,-0.0289235,0.0124837
10.1947105,19859759853485,28.5226829,77.5739959,154.2549438,3.7900925,0.0000000,,60,-0.0563100,0.0002385
11.1908188,19860755961869,28.5226828,77.5739958,154.2739258,3.7900925,0.0000000,,60,-0.0719594,-0.0053275
12.1906766,19861755819629,28.5226828,77.5739957,154.2940063,3.7900925,0.0000000,,61,-0.0817403,-0.0108935
13.1850574,19862750200411,28.5226829,77.5739956,154.2985840,3.7900925,0.0000000,,60,-0.0895650,-0.0008747
14.1969055,19863762048536,28.5226829,77.5739956,154.3082886,3.7900925,0.0000000,,60,-0.0924993,0.0024649
15.1946900,19864759833066,28.5226829,77.5739955,154.3219604,3.7900925,0.0000000,,63,-0.0964116,0.0046913
16.1924094,19865757552440,28.5226829,77.5739955,154.3304443,3.7900925,0.0000000,,59,-0.0983678,0.0046913
17.1864396,19866751582596,28.5226809,77.5739953,154.5007324,3.7900925,0.2300000,21.3000000,59,-0.1218419,-0.2246279
18.1883499,19867753492960,28.5226720,77.5739917,154.6295166,3.7900925,0.9600000,21.3000000,61,-0.4710196,-1.2109231
19.1961512,19868761294209,28.5226587,77.5739872,154.5145874,3.7900925,1.5500000,197.4000000,63,-0.9072473,-2.6981583
20.1964526,19869761595669,28.5226419,77.5739809,154.4603271,3.7900925,1.9700000,198.6000000,65,-1.5283337,-4.5638815
21.1871986,19870752341658,28.5226228,77.5739728,154.4536133,3.7900925,2.2600000,201.1000000,66,-2.3225418,-6.6878671
22.1975341,19871762677073,28.5226022,77.5739625,154.3199463,3.7900925,2.5700000,204.6000000,66,-3.3231267,-8.9810591
