t_s,lat,lon,x_m,y_m,v,heading_deg,mode,sim,k,sigma_pos,v_model,sigma_model,stop,tick_ms,model_ms,corridor_id,s_m,d_m
0.000,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.010,0.000,,,
0.100,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.002,0.000,,,
0.200,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.002,0.000,,,
0.300,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.002,0.000,,,
0.400,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.002,0.000,,,
0.500,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.003,0.000,,,
0.600,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.002,0.000,,,
0.700,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.002,0.000,,,
0.800,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.002,0.000,,,
0.900,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.004,0.000,,,
1.000,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.002,0.000,,,
1.100,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.002,0.000,,,
1.200,,,,,0.000,0.000,GNSS_INS,0,1.0000,,0.000,0.050,1,0.003,0.000,,,
1.300,28.52595429,77.57064560,-0.260,-0.028,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.348,0.000,,,
1.400,28.52595429,77.57064560,-0.260,-0.028,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.021,0.000,,,
1.500,28.52595429,77.57064560,-0.260,-0.028,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.008,0.000,,,
1.600,28.52595429,77.57064560,-0.260,-0.028,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.007,0.000,,,
1.700,28.52595429,77.57064560,-0.260,-0.028,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.007,0.000,,,
1.800,28.52595429,77.57064560,-0.260,-0.028,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.334,0.000,,,
1.900,28.52595429,77.57064560,-0.260,-0.028,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.010,0.000,,,
2.000,28.52595429,77.57064560,-0.260,-0.028,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.009,0.000,,,
2.100,28.52595429,77.57064560,-0.260,-0.028,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.012,0.000,,,
2.200,28.52595429,77.57064560,-0.260,-0.028,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.009,0.000,,,
2.300,28.52595429,77.57064560,-0.260,-0.028,0.000,0.000,GNSS_INS,0,1.0000,2.352,0.000,0.050,1,0.831,0.000,,,
2.400,28.52595432,77.57064568,-0.253,-0.026,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.050,1,0.017,0.000,,,
2.500,28.52595432,77.57064568,-0.253,-0.026,0.000,0.000,GNSS_INS,0,1.0000,1.999,0.000,0.178,1,0.171,0.156,,,
