t_ns,gx,gy,gz,accuracy
28040801604800,-0.124616414,0.0754418,-0.010690134,3
28040803984539,-0.12950334,0.083993904,0.014966187,3
28040806363602,-0.13927718,0.083993904,0.03940078,3
28040808742612,-0.15027274,0.07910699,0.0650571,3
28040811121623,-0.16126831,0.07055488,0.08704823,3
28040813500633,-0.17348559,0.057115857,0.109039366,3
28040815879643,-0.18448116,0.038789913,0.12858704,3
28040818258654,-0.19669846,0.01924224,0.14569125,3
28040820637664,-0.20891576,-0.0015271619,0.16157374,3
28040823016258,-0.21868959,-0.022296565,0.17501275,3
28040825395685,-0.2272417,-0.040622506,0.18600832,3
28040827774643,-0.23090689,-0.05894845,0.19578215,3
28040830153706,-0.23090689,-0.074830934,0.20311254,3
28040832532716,-0.22846343,-0.08704823,0.20677772,3
28040834911727,-0.22113305,-0.09560034,0.21166465,3
28040837290737,-0.21013749,-0.100487255,0.21410811,3
28040839669748,-0.19669846,-0.10415245,0.21288638,3
28040842048758,-0.17959425,-0.10293072,0.21044292,3
28040844427768,-0.15882485,-0.0980438,0.205556,3
28040846806779,-0.13927718,-0.09315688,0.19578215,3
28040849185789,-0.11362085,-0.08704823,0.18845178,3
28040851564800,-0.086742796,-0.0772744,0.17867795,3
28040853943810,-0.05864302,-0.068722285,0.16523892,3
28040856322821,-0.02932151,-0.05650499,0.15424335,3
28040858701831,-0.0,-0.045509428,0.13836087,3
28040861080841,0.02687805,-0.03695732,0.12125666,3
28040863459852,0.05497783,-0.025961753,0.1065959,3
28040865838862,0.080634154,-0.017409647,0.08949169,3
28040868217873,0.10384701,-0.008857539,0.07238748,3
28040870596883,0.12583815,-0.003970621,0.05650499,3
28040872975893,0.14660755,-3.054324E-4,0.041844238,3
28040875354904,0.16493349,0.0033597562,0.027183482,3
28040877733914,0.18081598,0.0070249448,0.016187917,3
28040880112925,0.194255,0.0070249448,0.00641408,3
28040882491935,0.20402883,0.0070249448,-9.162972E-4,3
28040884870946,0.21135922,0.0021380268,-0.010690134,3
28040887249956,0.2150244,-0.003970621,-0.01802051,3
28040889628966,0.21380267,-0.012522728,-0.021685699,3
28040892007977,0.21135922,-0.025961753,-0.026572619,3
28040894386987,0.20525056,-0.040622506,-0.030237807,3
28040896765998,0.19669846,-0.057726722,-0.033902995,3
28040899145008,0.18692462,-0.0772744,-0.033902995,3
28040901524018,0.17348559,-0.09560034,-0.033902995,3
28040903903029,0.15760311,-0.113926284,-0.031459536,3
28040906282039,0.14294235,-0.13225223,-0.029016078,3
28040908661050,0.124616414,-0.14691298,-0.02535089,3
28040911040060,0.106290475,-0.16157374,-0.02046397,3
28040913419071,0.08918626,-0.1725693,-0.015577052,3
28040915798081,0.067195125,-0.18356487,-0.011911863,3
28040918177091,0.047647454,-0.19089524,-0.008246674,3
28040920556102,0.02932151,-0.19456044,-0.0021380268,3
28040922935112,0.010995566,-0.19578215,3.054324E-4,3
28040925314123,-0.008552107,-0.19578215,0.003970621,3
28040927693133,-0.02687805,-0.18967351,0.008857539,3
28040930072143,-0.042760536,-0.18234314,0.013744458,3
28040932451154,-0.056199558,-0.1725693,0.018631376,3
28040934830164,-0.06963859,-0.15913028,0.023518294,3
28040937209175,-0.080634154,-0.1432478,0.025961753,3
28040939588185,-0.091629714,-0.12492185,0.032070402,3
28040941967196,-0.100181825,-0.10415245,0.03695732,3
28040944346206,-0.10873393,-0.08093958,0.041844238,3
28040946725216,-0.11728604,-0.05894845,0.046731155,3
28040949104227,-0.12339468,-0.03451386,0.050396346,3
28040951483185,-0.12705988,-0.013744458,0.052839804,3
28040953862248,-0.13072506,0.009468404,0.05650499,3
28040956241258,-0.13561198,0.030237807,0.05894845,3
28040958620268,-0.13805544,0.04978548,0.06139191,3
28040960999279,-0.1404989,0.066889696,0.06383537,3
28040963378289,-0.1404989,0.08277218,0.0650571,3
28040965757300,-0.14294235,0.09498947,0.06383537,3
28040968136310,-0.14294235,0.10476331,0.0650571,3
28040970515321,-0.14172062,0.11209369,0.0650571,3
28040972894331,-0.13805544,0.11942407,0.062613636,3
28040975273341,-0.13561198,0.124310985,0.06383537,3
28040977652352,-0.13194679,0.1291979,0.062613636,3
28040980031362,-0.12705988,0.13286309,0.06139191,3
28040982410373,-0.12095123,0.13530655,0.06139191,3
28040984789383,-0.11484258,0.13897173,0.05894845,3
28040987168393,-0.1075122,0.14019346,0.05650499,3
28040989547404,-0.100181825,0.14263692,0.054061532,3
28040991926414,-0.09407318,0.14508039,0.050396346,3
28040994305425,-0.086742796,0.14508039,0.046731155,3
28040996684435,-0.07819069,0.14508039,0.041844238,3
28040999063446,-0.07086031,0.14630212,0.03573559,3
28041001442456,-0.06475167,0.14508039,0.032070402,3
28041003821466,-0.05742129,0.14385866,0.027183482,3
28041006200477,-0.05131264,0.1414152,0.023518294,3
28041008579487,-0.045203995,0.14019346,0.016187917,3
28041010958498,-0.039095346,0.13652828,0.008857539,3
28041013337508,-0.032986697,0.13652828,0.00641408,3
28041015716518,-0.02932151,0.13408482,0.0015271619,3
28041018095529,-0.02565632,0.13286309,-0.0033597562,3
28041020474539,-0.023212861,0.13164136,-0.0070249448,3
28041022853550,-0.020769402,0.12675445,-0.011911863,3
28041025232560,-0.017104214,0.12064579,-0.015577052,3
28041027611571,-0.015882485,0.11575887,-0.01924224,3
28041029990581,-0.012217295,0.109650224,-0.021685699,3
28041032369591,-0.0097738365,0.10354158,-0.024129158,3
28041034748602,-0.008552107,0.098654665,-0.024129158,3
28041037127612,-0.0048869182,0.092546016,-0.024129158,3
28041039506623,-0.0024434591,0.08643737,-0.02535089,3
28041041885633,0.0012217296,0.08277218,-0.02535089,3
28041044264643,0.0048869182,0.07910699,-0.02535089,3
28041046643654,0.0073303776,0.0754418,-0.024129158,3
28041049022664,0.012217295,0.07177661,-0.024129158,3
28041051401675,0.017104214,0.066889696,-0.022907428,3
28041053780633,0.019547673,0.06444623,-0.022907428,3
28041056159696,0.02443459,0.059559315,-0.024129158,3
28041058538706,0.02932151,0.053450666,-0.022907428,3
28041060917716,0.032986697,0.04734202,-0.024129158,3
28041063296675,0.036651887,0.041233372,-0.026572619,3
28041065675737,0.039095346,0.033902995,-0.026572619,3
28041068054748,0.043982264,0.024129158,-0.029016078,3
28041070433758,0.047647454,0.016798781,-0.030237807,3
28041072812768,0.05131264,0.010690134,-0.032681264,3
28041075191779,0.05742129,0.0058032153,-0.033902995,3
28041077570789,0.06352994,0.004581486,-0.035124727,3
28041079949800,0.067195125,0.004581486,-0.036346454,3
28041082328810,0.07086031,0.009468404,-0.037568185,3
28041084707821,0.07574723,0.015577052,-0.040011644,3
28041087086831,0.080634154,0.02535089,-0.041233372,3
28041089465841,0.08429934,0.035124727,-0.041233372,3
28041091844852,0.08918626,0.04367683,-0.042455103,3
28041094223862,0.09040799,0.058337588,-0.044898562,3
28041096602873,0.09040799,0.06933315,-0.04612029,3
28041098981883,0.091629714,0.08032872,-0.04734202,3
28041101360893,0.091629714,0.0876591,-0.04856375,3
28041103739904,0.09040799,0.0962112,-0.04978548,3
28041106118914,0.086742796,0.10231985,-0.051007207,3
28041108497925,0.08552107,0.10598504,-0.051007207,3
28041110876935,0.08307761,0.1084285,-0.051007207,3
28041113255946,0.07819069,0.1084285,-0.051007207,3
28041115634956,0.074525505,0.10598504,-0.05222894,3
28041118013966,0.068416856,0.10476331,-0.05222894,3
28041120392977,0.06475167,0.10354158,-0.04978548,3
28041122771987,0.05864302,0.10109812,-0.04856375,3
28041125150998,0.0537561,0.098654665,-0.04612029,3
28041127530008,0.047647454,0.097432934,-0.042455103,3
28041129909018,0.042760536,0.0962112,-0.037568185,3
28041132288029,0.037873615,0.09498947,-0.033902995,3
28041134667039,0.03176497,0.09376775,-0.029016078,3
28041137046050,0.028099779,0.091324285,-0.024129158,3
28041139425060,0.021991132,0.091324285,-0.01924224,3
28041141804071,0.019547673,0.09010255,-0.015577052,3
28041144183029,0.014660755,0.091324285,-0.010690134,3
28041146562091,0.012217295,0.092546016,-0.0058032153,3
28041148941102,0.0073303776,0.091324285,-0.0021380268,3
28041151320112,0.0048869182,0.092546016,0.0027488915,3
28041153699123,0.0012217296,0.09010255,0.0051923506,3
28041156078081,-0.0036651888,0.09010255,0.00763581,3
28041158457143,-0.0048869182,0.0876591,0.008857539,3
28041160836154,-0.008552107,0.085215636,0.011300999,3
28041163215164,-0.010995566,0.08155045,0.012522728,3
28041165594175,-0.012217295,0.07666353,0.012522728,3
28041167973185,-0.014660755,0.07055488,0.013744458,3
28041170352196,-0.018325943,0.06444623,0.014966187,3
28041172731206,-0.015882485,0.060781047,0.016187917,3
28041175110216,-0.017104214,0.05589413,0.016187917,3
