t_ns,wall_ms,type,text
28040846355051,1788557987020,SESSION_START,"20260905_030946_SNU_AJB_AB_run2"
28040846409322,1788557987020,CALIB_START,"stand still 15s"
28055850906764,1788558002025,CALIB_END,"n_fixes=14"
28055851109420,1788558002025,RIDE_START,""
28347237332590,1788558293411,STOP_CALIB_START,"stand still 15s"
28362237772533,1788558308412,STOP_CALIB_END,"n_fixes=15"
28362243236751,1788558308417,SESSION_END,""
