t_ns,gx,gy,gz
28040812298758,-1.4367294,5.7138896,7.839494
28040817056779,-1.4020298,5.7224402,7.83954
28040821814383,-1.3715165,5.726503,7.84197
28040826572768,-1.3402807,5.719054,7.8527994
28040831330841,-1.3047817,5.700947,7.8719206
28040836088862,-1.2616287,5.6759686,7.8969646
28040840846883,-1.213239,5.6470923,7.9251995
28040845604904,-1.1643952,5.6138244,7.9561005
28040850362925,-1.1129582,5.578836,7.988009
28040855120946,-1.0611621,5.5461874,8.017738
28040859878966,-1.0132313,5.518095,8.043282
28040864636987,-0.9712962,5.495246,8.064071
28040869395008,-0.9359987,5.4803543,8.078366
28040874153029,-0.91045064,5.4752803,8.084724
28040878911050,-0.8946998,5.4775515,8.084944
28040883669071,-0.8868662,5.48814,8.078625
28040888427091,-0.88678527,5.505154,8.067049
28040893185112,-0.89187366,5.525508,8.052559
28040897943133,-0.9005195,5.547616,8.036381
28040902701154,-0.91153353,5.569631,8.019895
28040907459175,-0.92249554,5.5904875,8.004114
28040912217196,-0.9334404,5.6095157,7.9895186
28040916975216,-0.9419798,5.6244283,7.978024
28040921733237,-0.94789577,5.6349854,7.9698706
28040926491258,-0.95102954,5.6397133,7.966151
28040931249279,-0.95207673,5.6393538,7.96628
28040936007300,-0.95269996,5.634561,7.9695954
28040940765321,-0.9526113,5.626094,7.975588
28040945523341,-0.9530058,5.6147714,7.983515
28040950281310,-0.953757,5.601665,7.992627
28040955039383,-0.9544136,5.5876966,8.00232
28040959797404,-0.95571285,5.57306,8.012365
28040964555425,-0.957834,5.5588675,8.021967
28040969313446,-0.9612419,5.5447807,8.0313015
28040974071466,-0.9656045,5.5317125,8.039786
28040978829487,-0.97019106,5.519125,8.047879
28040983587508,-0.97579384,5.507805,8.0549555
28040988345529,-0.981865,5.497322,8.061376
28040993103550,-0.98723346,5.487887,8.067146
28040997861571,-0.9918333,5.4793925,8.072355
28041002619591,-0.9955748,5.4709997,8.077585
28041007377612,-0.9990203,5.4637084,8.082093
28041012135633,-1.0019531,5.45698,8.086275
28041016893654,-1.0051796,5.4512424,8.089744
28041021651675,-1.0080941,5.4458857,8.092988
28041026409696,-1.0111147,5.440961,8.095922
28041031167716,-1.014289,5.4363017,8.098657
28041035925737,-1.0177197,5.431881,8.1011915
28041040683758,-1.0215112,5.427689,8.103523
28041045441779,-1.0251471,5.42397,8.105554
28041050199800,-1.0289569,5.4206414,8.107299
28041054957821,-1.0330234,5.4170094,8.109208
28041059715841,-1.0363445,5.4136815,8.111007
28041064473862,-1.0394925,5.4104147,8.112783
28041069231883,-1.0416845,5.4071383,8.114687
28041073989904,-1.043747,5.4039483,8.116547
28041078747925,-1.0453724,5.400773,8.11845
28041083505946,-1.0470642,5.3979754,8.120093
28041088263966,-1.0489777,5.39594,8.121199
28041093021987,-1.0513402,5.394355,8.121946
28041097780008,-1.0541164,5.393071,8.122438
28041102538029,-1.0574481,5.391936,8.122759
28041107296050,-1.0615311,5.3909526,8.12288
28041112054071,-1.0664678,5.3900476,8.122833
28041116812091,-1.0718437,5.3891973,8.12269
28041121570112,-1.0778714,5.3883076,8.122482
28041126328133,-1.0841603,5.3872085,8.1223755
28041131086154,-1.0907242,5.3860807,8.122244
28041135844175,-1.0969826,5.384882,8.122195
28041140602196,-1.1030618,5.3831534,8.122519
28041145360216,-1.1087091,5.381542,8.122817
28041150118237,-1.1139231,5.379683,8.123336
28041154876206,-1.1191933,5.3777013,8.123923
28041159634279,-1.1240982,5.3755174,8.124691
28041164392300,-1.1287446,5.373313,8.125505
28041169150321,-1.1328717,5.3708005,8.126593
28041173908341,-1.1361314,5.3685727,8.127608
28041178666362,-1.1390893,5.366521,8.128549
28041183424435,-1.1416599,5.364492,8.129528
28041188182456,-1.1443453,5.362709,8.130326
28041192940477,-1.14726,5.3611703,8.130931
28041197698498,-1.1496432,5.3600416,8.131339
28041202456518,-1.151892,5.3591185,8.131628
28041207214487,-1.1540383,5.3583527,8.131828
28041211972560,-1.1559231,5.3578486,8.131892
28041216730581,-1.1578242,5.357772,8.131674
28041221488602,-1.1591998,5.3579493,8.131361
28041226246623,-1.160914,5.358543,8.130725
28041231004643,-1.1625174,5.359889,8.129608
28041235762664,-1.164022,5.3617682,8.128154
28041240520685,-1.165649,5.364131,8.126362
28041245278706,-1.1671178,5.3670573,8.124218
28041250036727,-1.1686882,5.3703256,8.121832
28041254794748,-1.1700128,5.3735127,8.119533
28041259552768,-1.1709349,5.3767304,8.11727
28041264310789,-1.1714953,5.3796167,8.115276
28041269068810,-1.1714135,5.382156,8.113605
28041273826831,-1.170787,5.384167,8.11236
28041278584852,-1.1697973,5.3858805,8.111366
28041283342873,-1.1688528,5.387286,8.11057
28041288100893,-1.1679369,5.388158,8.110122
28041292858914,-1.1675797,5.3885665,8.109901
28041297616935,-1.1674919,5.3883924,8.110029
28041302374956,-1.1677123,5.3874903,8.110598
28041307132977,-1.1679778,5.386185,8.111425
28041311890998,-1.1682677,5.384392,8.112575
28041316649018,-1.16835,5.382226,8.113998
28041321407039,-1.1683697,5.379586,8.115747
28041326165060,-1.167863,5.3766418,8.117771
28041330923081,-1.1667392,5.373085,8.120288
28041335681102,-1.165239,5.368695,8.123406
28041340439123,-1.1632605,5.3636436,8.127025
28041345197143,-1.1608377,5.357799,8.131227
28041349955164,-1.1582536,5.351289,8.13588
