t_ns,ax,ay,az,accuracy
32580516992549,-0.35413775,9.126225,3.6849468,3
32580519371403,-0.44027936,9.135797,3.790231,3
32580521750257,-0.5168497,9.111869,3.8524444,3
32580524129060,-0.61734825,9.08794,3.8285162,3
32580526507914,-0.6939186,9.107083,3.751946,3
32580528886768,-0.7322037,9.111869,3.656233,3
32580531265622,-0.83748794,9.116654,3.641876,3
32580533644424,-0.91405827,9.15494,3.6801612,3
32580536023278,-0.971486,9.135797,3.7663028,3
32580538402132,-0.9762716,9.140582,3.8237305,3
32580540780987,-0.971486,9.150154,3.8093736,3
32580543159737,-0.9619147,9.145369,3.7471602,3
32580545538643,-0.89013004,9.150154,3.6897326,3
32580547917497,-0.8135597,9.131011,3.6610186,3
32580550296351,-0.7465607,9.107083,3.6849468,3
32580552675205,-0.67477596,9.131011,3.737589,3
32580555053955,-0.60777694,9.12144,3.790231,3
32580557432862,-0.4977071,9.111869,3.7806597,3
32580559811716,-0.4211368,9.111869,3.737589,3
32580562190570,-0.37328035,9.116654,3.6753755,3
32580564569320,-0.3397808,9.131011,3.67059,3
32580566948226,-0.32063824,9.116654,3.694518,3
32580569327080,-0.31106696,9.083155,3.7328033,3
32580571705935,-0.32063824,9.107083,3.751946,3
32580574084737,-0.3493521,9.116654,3.7663028,3
32580576463591,-0.41156548,9.116654,3.7471602,3
32580578842445,-0.47856453,9.126225,3.7088752,3
32580581221247,-0.5407779,9.140582,3.694518,3
32580583600101,-0.63170516,9.131011,3.7184465,3
32580585978955,-0.7082755,9.116654,3.751946,3
32580588357810,-0.7369894,9.131011,3.790231,3
32580590736664,-0.79920274,9.131011,3.8141594,3
32580593115466,-0.8327023,9.126225,3.7950168,3
32580595494320,-0.86141616,9.116654,3.7615173,3
32580597873174,-0.85184485,9.116654,3.7567315,3
32580600251976,-0.8327023,9.097511,3.7615173,3
32580602630830,-0.7800602,9.102298,3.7663028,3
32580605009685,-0.72263247,9.111869,3.7854455,3
32580607388539,-0.66999036,9.102298,3.7806597,3
32580609767393,-0.60777694,9.111869,3.7615173,3
32580612146195,-0.5312066,9.102298,3.737589,3
32580614525049,-0.4642076,9.111869,3.723232,3
32580616903903,-0.4211368,9.078369,3.7423747,3
32580619282705,-0.39720857,9.073584,3.7567315,3
32580621661560,-0.39720857,9.102298,3.7806597,3
32580624040414,-0.3589234,9.107083,3.7758741,3
32580626419268,-0.38763726,9.111869,3.7471602,3
32580628798070,-0.4019942,9.107083,3.7471602,3
32580631176924,-0.4546363,9.116654,3.7471602,3
32580633555778,-0.52163535,9.135797,3.7567315,3
32580635934632,-0.60777694,9.107083,3.7950168,3
32580638313435,-0.64606214,9.107083,3.7998023,3
32580640692289,-0.71306115,9.102298,3.790231,3
32580643071143,-0.72741807,9.08794,3.7806597,3
32580645449997,-0.7704889,9.092726,3.7998023,3
32580647828851,-0.81834537,9.092726,3.7710886,3
32580650207653,-0.81834537,9.116654,3.7567315,3
32580652586507,-0.79441714,9.107083,3.7567315,3
32580654965362,-0.7896315,9.107083,3.7567315,3
32580657344164,-0.7513463,9.08794,3.7615173,3
32580659723018,-0.6939186,9.092726,3.7710886,3
32580662101872,-0.64606214,9.097511,3.7710886,3
32580664480726,-0.6029913,9.102298,3.751946,3
32580666859528,-0.53599226,9.111869,3.737589,3
32580669238382,-0.4881358,9.111869,3.751946,3
32580671617237,-0.4546363,9.092726,3.751946,3
32580673996091,-0.40677986,9.092726,3.751946,3
32580676374945,-0.3589234,9.102298,3.7567315,3
32580678753747,-0.36370903,9.092726,3.7136607,3
32580681132601,-0.3684947,9.107083,3.7136607,3
32580683511455,-0.37328035,9.116654,3.7136607,3
32580685890310,-0.4019942,9.083155,3.723232,3
