t_ns,hPa
32580678246247,981.7366
32580718245518,981.7373
32580758244789,981.73804
32580798269007,981.7368
32580838243539,981.73755
32580878243591,981.74097
32580918245570,981.7495
32580958244737,981.7478
32580998245622,981.7451
32581038244320,981.7388
32581078243903,981.74634
32581118244737,981.74097
32581158244893,981.74146
32581198244268,981.74414
32581238351664,981.72974
32581278243643,981.7307
32581318243382,981.74023
32581358244528,981.7378
32581398246195,981.74243
32581438245414,981.7383
32581478243382,981.73706
32581518243591,981.74976
32581558245674,981.74756
32581598244320,981.74194
32581638244685,981.74243
32581678245466,981.7478
32581718243591,981.749
32581758245778,981.7522
32581798245726,981.74854
32581838245257,981.7478
32581878262549,981.7466
32581918243487,981.7461
32581958243591,981.75073
32581998247080,981.7488
32582038247601,981.7488
32582078246820,981.75586
32582118243695,981.75415
32582158245362,981.7488
32582198244268,981.74634
32582238246455,981.7478
32582278244268,981.7446
32582318344997,981.73975
32582358244007,981.73584
32582398243278,981.73413
32582438247653,981.73926
32582478245778,981.7407
32582518247914,981.74
32582558243018,981.73706
32582598243591,981.74243
32582638245830,981.73926
32582678245049,981.7451
32582718244893,981.74805
32582758247393,981.7417
32582798243330,981.74414
32582838245205,981.7407
32582878246976,981.73926
32582918249424,981.7395
32582958392601,981.7471
32582998247497,981.7422
32583038247497,981.7446
32583078249424,981.75195
32583118250935,981.7468
32583158252757,981.75244
32583198249007,981.7483
32583238249007,981.7451
32583278252653,981.75415
32583318253122,981.7439
32583358253330,981.7434
32583398268799,981.7473
32583438247341,981.7429
32583478251091,981.75244
32583518378955,981.75
32583558247966,981.7461
32583598250882,981.7534
32583638247341,981.75415
32583678247966,981.751
32583718248851,981.7461
32583758249789,981.7434
32583798251924,981.7383
32583838250257,981.7395
32583878247080,981.7532
32583918250049,981.7539
32583958247341,981.7512
32583998251924,981.75073
32584038381143,981.74976
32584078246924,981.74756
32584118250830,981.751
32584158248539,981.7527
32584198247185,981.7456
32584238250310,981.7446
32584278249164,981.7473
32584318247289,981.74
32584358254164,981.73926
32584398252757,981.7417
32584438247757,981.73755
32584478416924,981.7449
32584518246924,981.74316
32584558247653,981.7449
32584598256976,981.74805
32584638248122,981.75244
32584678286195,981.7471
32584718247549,981.7529
32584758247705,981.7446
32584798250935,981.73804
32584838268226,981.7363
32584878253955,981.7446
32584918249424,981.7434
32584958247289,981.74805
32584998250622,981.7466
32585038249737,981.74805
32585078250153,981.7478
32585118382289,981.751
32585158248903,981.7488
32585198247393,981.7529
32585238251560,981.75244
32585278249164,981.74585
32585318251039,981.74414
32585358248018,981.74365
32585398247549,981.74365
32585438250362,981.7466
32585478249320,981.7529
32585518248330,981.75415
32585558435205,981.7517
32585598411143,981.7483
32585638247289,981.7473
32585678268435,981.74634
32585718252757,981.7449
32585758250257,981.73926
32585798247705,981.73096
32585838247028,981.73096
32585878263435,981.7334
32585918252810,981.73486
32585958249112,981.7439
32585998250049,981.7449
32586038247185,981.7468
32586078252810,981.7429
32586118385049,981.7361
32586158248330,981.7439
32586198348330,981.74146
32586238246924,981.74097
32586278247497,981.7395
32586318250049,981.74194
32586358248382,981.7456
32586398256091,981.74854
32586438247185,981.7417
32586478247497,981.74316
32586518250362,981.75024
32586558252757,981.74146
32586598247757,981.74536
32586638445674,981.7388
32586678247237,981.7405
32586718248278,981.7427
32586758250362,981.73926
32586798249528,981.74414
32586838250362,981.7471
32586878247497,981.7478
32586918247549,981.74536
32586958249789,981.7444
32586998249580,981.73975
32587038248903,981.7346
32587078250362,981.73413
32587118247497,981.73926
32587158251299,981.7427
32587198287862,981.74365
32587238250466,981.7429
32587278354789,981.7344
32587318246976,981.73486
32587358249737,981.72925
32587398249789,981.729
32587438250726,981.7334
32587478250987,981.74316
32587518248539,981.74365
32587558249997,981.74316
32587598250257,981.7495
32587638249216,981.7505
32587678249216,981.75024
32587718430310,981.7471
32587758248903,981.74805
32587798250153,981.74854
32587838251976,981.7461
32587878249268,981.7407
32587918249841,981.7478
32587958247237,981.74316
32587998246716,981.7456
32588038249685,981.751
32588078249268,981.7505
32588118252549,981.751
32588158250987,981.74976
32588198247497,981.7446
32588238254632,981.7412
32588278249997,981.74097
32588318247966,981.74146
32588358252237,981.74585
32588398247289,981.74316
32588438251403,981.75
32588478252497,981.7466
32588518248851,981.7495
32588558250049,981.74976
32588598248851,981.7483
32588638248851,981.74805
32588678249528,981.7471
32588718247966,981.74756
32588758249268,981.7434
32588798380310,981.7449
32588838250153,981.7444
32588878249632,981.73755
32588918252653,981.73193
32588958249372,981.73535
32588998261299,981.73413
32589038247289,981.73145
32589078246612,981.7395
32589118249580,981.74243
32589158252810,981.7378
32589198251768,981.7439
32589238248487,981.7373
32589278247132,981.7383
32589318254528,981.7383
32589358248955,981.7368
32589398250570,981.74243
32589438359893,981.7466
32589478247601,981.7407
32589518249893,981.73926
32589558249164,981.7383
32589598249789,981.7363
32589638248487,981.73535
32589678248539,981.73486
32589718248174,981.74097
32589758252132,981.7324
32589798247705,981.7388
32589838250518,981.7446
32589878435101,981.7383
32589918255205,981.73804
32589958250257,981.7356
32589998247705,981.7324
32590038250778,981.7317
32590078271872,981.7334
32590118247341,981.7385
32590158249060,981.7429
32590198251351,981.74365
32590238253487,981.74536
32590278249372,981.7471
32590318249632,981.7532
32590358247862,981.7571
32590398251872,981.7488
32590438249789,981.7468
32590478249997,981.7456
32590518335049,981.7517
32590558247705,981.7471
32590598250362,981.74194
32590638251299,981.74146
32590678249945,981.73975
32590718249841,981.74243
32590758248226,981.7407
32590798248695,981.73364
32590838252341,981.74023
32590878251716,981.73975
32590918248955,981.7427
32590958425622,981.7434
32590998247185,981.7439
32591038246924,981.74805
32591078250935,981.7522
32591118250414,981.7407
32591158252705,981.74
32591198248018,981.74585
32591238247862,981.7456
32591278252132,981.73584
32591318250778,981.7346
32591358250518,981.73804
32591398251560,981.74756
32591438247757,981.7483
32591478247862,981.749
32591518445622,981.7466
32591558248330,981.7405
32591598322393,981.7356
