t_ns,mx,my,mz,bx,by,bz
32580540461403,39.6375,16.1625,16.143751,4.5,16.199999,12.12
32580550461403,36.28125,16.725,17.15625,4.5,16.199999,12.12
32580560461403,40.050003,15.975,16.725,4.5,16.199999,12.12
32580570461403,36.45,16.612501,16.21875,4.5,16.199999,12.12
32580580461403,38.23125,14.85,14.3625,4.5,16.199999,12.12
32580590461403,39.65625,15.4125,16.331251,4.5,16.199999,12.12
32580600461403,37.10625,13.312501,17.15625,4.5,16.199999,12.12
32580610461403,38.7,16.1625,16.425001,4.5,16.199999,12.12
32580620461403,37.331253,15.8625,18.28125,4.5,16.199999,12.12
32580630461403,36.787502,16.1625,17.71875,4.5,16.199999,12.12
32580640461403,37.875,14.175,16.875,4.5,16.199999,12.12
32580650461403,37.275,16.48125,18.73125,4.5,16.199999,12.12
32580660461403,37.818752,13.781251,16.893751,4.5,16.199999,12.12
32580670461403,38.41875,14.868751,18.018751,4.5,16.199999,12.12
32580680461403,38.568752,15.525001,17.212502,4.5,16.199999,12.12
32580690461403,36.91875,16.800001,16.612501,4.5,16.199999,12.12
32580700461403,39.6375,15.675,18.46875,4.5,16.199999,12.12
32580710461403,37.875,13.425,18.13125,4.5,16.199999,12.12
32580720461403,39.206253,15.225,15.150001,4.5,16.199999,12.12
32580730461403,38.456253,14.887501,17.25,4.5,16.199999,12.12
32580740461403,38.5125,14.887501,15.39375,4.5,16.199999,12.12
32580750461403,37.93125,16.3125,16.96875,4.5,16.199999,12.12
32580760461403,39.862503,15.825001,16.893751,4.5,16.199999,12.12
32580770461403,39.1875,15.4875,16.987501,4.5,16.199999,12.12
32580780461403,39.2625,15.731251,15.900001,4.5,16.199999,12.12
32580790461403,38.11875,15.975,18.7875,4.5,16.199999,12.12
32580800461403,39.6375,15.0375,15.262501,4.5,16.199999,12.12
32580810461403,36.825,14.531251,17.60625,4.5,16.199999,12.12
32580820461403,37.331253,14.718751,17.7,4.5,16.199999,12.12
32580830461403,38.5125,15.76875,19.66875,4.5,16.199999,12.12
32580840461403,37.40625,15.8625,16.425001,4.5,16.199999,12.12
32580850461403,38.98125,16.2,17.15625,4.5,16.199999,12.12
32580860461403,38.0625,13.312501,16.425001,4.5,16.199999,12.12
32580870461403,37.237503,16.21875,18.431252,4.5,16.199999,12.12
32580880461403,38.2125,15.468751,18.0375,4.5,16.199999,12.12
32580890461403,38.662502,17.41875,18.69375,4.5,16.199999,12.12
32580900461403,36.2625,15.712501,17.34375,4.5,16.199999,12.12
32580910461403,36.46875,16.125,17.456251,4.5,16.199999,12.12
32580920461403,39.956253,16.2,16.10625,4.5,16.199999,12.12
32580930461403,35.756252,15.656251,17.7,4.5,16.199999,12.12
32580940461403,38.34375,15.1125,16.800001,4.5,16.199999,12.12
32580950461403,36.05625,17.4375,18.075,4.5,16.199999,12.12
