t_ns,mx,my,mz,bx,by,bz
20535863274745,-1.48125,27.768751,-13.837501,2.58,47.64,24.96
20535873274745,-1.44375,29.79375,-13.89375,2.58,47.64,24.96
20535883274745,0.26250002,29.643751,-14.56875,2.58,47.64,24.96
20535893274745,-1.2,30.31875,-14.1,2.58,47.64,24.96
20535903274745,-1.1812501,30.31875,-14.718751,2.58,47.64,24.96
20535913274745,-1.5,29.531252,-13.89375,2.58,47.64,24.96
20535923274745,0.54375005,30.431252,-14.45625,2.58,47.64,24.96
20535933274745,0.26250002,29.8875,-13.181251,2.58,47.64,24.96
20535943274745,-1.8750001,28.48125,-12.13125,2.58,47.64,24.96
20535953274745,-4.2937503,27.281252,-11.19375,2.58,47.64,24.96
20535963274745,-4.36875,28.031252,-9.825001,2.58,47.64,24.96
20535973274745,-3.3000002,27.54375,-11.45625,2.58,47.64,24.96
20535983274745,-2.8875,29.23125,-10.650001,2.58,47.64,24.96
20535993274745,-1.6875001,28.875002,-11.231251,2.58,47.64,24.96
20536003274745,-3.61875,29.38125,-11.325001,2.58,47.64,24.96
20536013274745,-2.2125,28.931252,-13.931251,2.58,47.64,24.96
20536023274745,-3.8625002,28.218752,-9.731251,2.58,47.64,24.96
20536033274745,-4.18125,28.931252,-10.63125,2.58,47.64,24.96
20536043274745,-3.6000001,29.38125,-11.94375,2.58,47.64,24.96
20536053274745,-2.625,28.63125,-12.337501,2.58,47.64,24.96
20536063274745,-1.8375001,28.987501,-11.0625,2.58,47.64,24.96
20536073274745,-4.6875,28.48125,-11.625,2.58,47.64,24.96
20536083274745,-2.2125,29.306252,-12.1125,2.58,47.64,24.96
20536093274745,-2.7,28.368752,-11.400001,2.58,47.64,24.96
20536103274745,-3.45,28.518751,-11.325001,2.58,47.64,24.96
20536113274745,-2.98125,27.581251,-11.8125,2.58,47.64,24.96
20536123274745,-2.7,29.38125,-11.137501,2.58,47.64,24.96
20536133274745,-4.0125003,28.331251,-9.5625,2.58,47.64,24.96
20536143274745,-2.325,28.66875,-11.775001,2.58,47.64,24.96
20536153274745,-3.8625002,27.843752,-11.868751,2.58,47.64,24.96
20536163274745,-2.325,28.66875,-12.075001,2.58,47.64,24.96
20536173274745,-2.30625,28.931252,-11.00625,2.58,47.64,24.96
20536183274745,-3.0,27.581251,-11.043751,2.58,47.64,24.96
20536193274745,-3.16875,28.687502,-9.975,2.58,47.64,24.96
20536203274745,-1.7812501,29.38125,-10.78125,2.58,47.64,24.96
20536213274745,-4.3500004,28.031252,-10.275001,2.58,47.64,24.96
20536223274745,-3.6000001,27.88125,-10.21875,2.58,47.64,24.96
20536233274745,-2.2125,29.306252,-12.1125,2.58,47.64,24.96
20536243274745,-3.4687502,28.781252,-9.7875,2.58,47.64,24.96
20536253274745,-2.6625001,28.63125,-11.418751,2.58,47.64,24.96
20536263274745,-3.7125,29.118752,-10.2375,2.58,47.64,24.96
20536273274745,-2.6437502,28.875002,-10.35,2.58,47.64,24.96
20536283274745,-1.85625,28.987501,-10.44375,2.58,47.64,24.96
20536293274745,-2.325,28.931252,-10.387501,2.58,47.64,24.96
20536303274745,-2.5500002,27.768751,-9.5625,2.58,47.64,24.96
20536313274745,-3.3187501,29.156252,-11.962501,2.58,47.64,24.96
20536323274745,-3.0,29.081251,-12.618751,2.58,47.64,24.96
20536333274745,-0.5625,30.0375,-11.25,2.58,47.64,24.96
20536343274745,-2.7375002,27.993752,-12.0,2.58,47.64,24.96
20536353274745,-4.1625004,28.181252,-10.462501,2.58,47.64,24.96
20536363274745,-4.74375,28.218752,-11.306251,2.58,47.64,24.96
20536373274745,-2.8875,28.48125,-10.012501,2.58,47.64,24.96
20536383274745,-2.25,30.31875,-10.59375,2.58,47.64,24.96
20536393274745,-2.34375,28.66875,-11.00625,2.58,47.64,24.96
20536403274745,-2.90625,28.218752,-10.462501,2.58,47.64,24.96
20536413274745,-2.49375,28.781252,-10.837501,2.58,47.64,24.96
20536423274745,-2.0812502,28.575,-10.106251,2.58,47.64,24.96
20536433274745,-2.34375,28.66875,-11.45625,2.58,47.64,24.96
20536443274745,-3.825,28.968752,-11.75625,2.58,47.64,24.96
20536453274745,-2.325,28.931252,-10.387501,2.58,47.64,24.96
20536463274745,-2.5875,28.518751,-9.431251,2.58,47.64,24.96
20536473274745,-2.7375002,28.368752,-10.33125,2.58,47.64,24.96
20536483274745,-2.5687501,30.018751,-11.625,2.58,47.64,24.96
20536493274745,-0.73125005,28.893751,-11.962501,2.58,47.64,24.96
20536503274745,-2.71875,28.368752,-10.63125,2.58,47.64,24.96
20536513274745,-2.775,28.743752,-11.868751,2.58,47.64,24.96
20536523274745,-3.80625,27.468752,-10.63125,2.58,47.64,24.96
20536533274745,-2.8500001,28.48125,-10.78125,2.58,47.64,24.96
20536543274745,-3.8812501,28.968752,-10.368751,2.58,47.64,24.96
