t_ns,ax,ay,az,accuracy
20535846709850,-0.5838487,8.949157,4.106084,3
20535849088860,-0.49292147,8.939586,4.115655,3
20535851467870,-0.41635114,8.915657,4.115655,3
20535853846933,-0.38285163,8.915657,4.1347976,3
20535856225943,-0.37328035,8.925228,4.115655,3
20535858604954,-0.39720857,8.925228,4.082155,3
20535860984016,-0.4019942,8.930014,4.0534415,3
20535863363027,-0.4354937,8.968299,4.0295134,3
20535865742089,-0.49292147,8.973084,4.048656,3
20535868121100,-0.5694918,8.963513,4.0773697,3
20535870500110,-0.6652047,8.973084,4.0965123,3
20535872879172,-0.74177504,8.9826565,4.091727,3
20535875258183,-0.80877405,9.001799,4.0677986,3
20535877637193,-0.89491564,9.001799,4.082155,3
20535880016256,-0.9523434,9.016156,4.0965123,3
20535882395266,-1.0097711,9.030513,4.130012,3
20535884774329,-1.0241281,9.030513,4.139583,3
20535887153339,-1.0193424,9.020942,4.1443686,3
20535889532350,-0.9810573,9.016156,4.125226,3
20535891911412,-0.9379865,9.016156,4.125226,3
20535894290422,-0.89013004,8.987442,4.1204405,3
20535896669485,-0.80877405,8.968299,4.125226,3
20535899048495,-0.7082755,8.949157,4.115655,3
20535901427506,-0.6364908,8.949157,4.082155,3
20535903806568,-0.5838487,8.944371,4.091727,3
20535906185579,-0.5024927,8.925228,4.0869412,3
20535908564641,-0.44506502,8.915657,4.091727,3
20535910943652,-0.41635114,8.949157,4.0773697,3
20535913322662,-0.41635114,8.939586,4.091727,3
20535915701725,-0.42592242,8.953942,4.0869412,3
20535918080735,-0.44506502,8.930014,4.1204405,3
20535920459797,-0.4881358,8.920443,4.125226,3
20535922838808,-0.52163535,8.930014,4.1587257,3
20535925217818,-0.5694918,8.9348,4.168297,3
20535927596881,-0.6221339,8.939586,4.168297,3
20535929975891,-0.6843473,8.953942,4.173083,3
20535932354902,-0.7322037,8.949157,4.1587257,3
20535934733964,-0.7848458,8.953942,4.139583,3
20535937112975,-0.81834537,8.944371,4.115655,3
20535939492037,-0.81834537,8.949157,4.1204405,3
20535941871047,-0.83748794,8.958728,4.106084,3
20535944250058,-0.8039884,8.9826565,4.0965123,3
20535946629120,-0.7609176,8.9826565,4.0869412,3
20535949008131,-0.7465607,8.9826565,4.072584,3
20535951387141,-0.6891329,8.992228,4.072584,3
20535953766204,-0.6364908,8.968299,4.0773697,3
20535956145214,-0.5838487,8.9826565,4.0869412,3
20535958524277,-0.526421,8.968299,4.082155,3
20535960903287,-0.4881358,8.949157,4.082155,3
20535963282297,-0.4642076,8.944371,4.0965123,3
20535965661360,-0.4354937,8.944371,4.0869412,3
20535968040370,-0.43070808,8.944371,4.0869412,3
20535970419433,-0.4546363,8.949157,4.082155,3
20535972798443,-0.49292147,8.915657,4.0869412,3
20535975177454,-0.5312066,8.9108715,4.091727,3
20535977556516,-0.5694918,8.920443,4.0965123,3
20535979935527,-0.61734825,8.9013,4.0869412,3
20535982314589,-0.70348984,8.896515,4.0965123,3
20535984693600,-0.7704889,8.906086,4.0869412,3
20535987072610,-0.8327023,8.891729,4.0965123,3
20535989451672,-0.8757731,8.891729,4.130012,3
20535991830683,-0.9092726,8.886943,4.125226,3
20535994209745,-0.93320084,8.906086,4.1204405,3
20535996588756,-0.9762716,8.906086,4.106084,3
20535998967714,-1.0049855,8.925228,4.101298,3
20536001346829,-0.9954142,8.930014,4.1204405,3
20536003725839,-0.9810573,8.9108715,4.125226,3
20536006104902,-0.9523434,8.906086,4.130012,3
20536008483912,-0.9284152,8.9013,4.1204405,3
20536010862922,-0.8709874,8.925228,4.1347976,3
20536013241985,-0.8470592,8.925228,4.139583,3
20536015620995,-0.81834537,8.944371,4.125226,3
20536018000006,-0.76570326,8.953942,4.1204405,3
20536020379068,-0.7465607,8.953942,4.130012,3
20536022758079,-0.7178468,8.958728,4.0965123,3
20536025137141,-0.6939186,8.953942,4.082155,3
20536027516152,-0.6939186,8.953942,4.082155,3
20536029895162,-0.6891329,8.9826565,4.082155,3
20536032274225,-0.70348984,8.9826565,4.0965123,3
20536034653235,-0.72741807,8.9826565,4.091727,3
20536037032297,-0.7513463,8.992228,4.072584,3
20536039411308,-0.7896315,8.992228,4.058227,3
20536041790318,-0.8279166,8.992228,4.048656,3
20536044169381,-0.8566305,8.973084,4.0534415,3
20536046548391,-0.8997013,8.987442,4.063013,3
20536048927454,-0.90448695,8.997013,4.0869412,3
20536051306464,-0.9092726,8.977871,4.101298,3
20536053685475,-0.91405827,8.977871,4.115655,3
20536056064537,-0.91884387,8.953942,4.125226,3
20536058443547,-0.89491564,8.944371,4.130012,3
20536060822558,-0.8662018,8.949157,4.1204405,3
20536063201620,-0.8709874,8.930014,4.106084,3
20536065580631,-0.8135597,8.9108715,4.101298,3
20536067959693,-0.79920274,8.886943,4.1204405,3
20536070338704,-0.75613195,8.839087,4.091727,3
20536072717714,-0.72741807,8.829515,4.072584,3
20536075096777,-0.6987042,8.834301,4.0677986,3
20536077475787,-0.6987042,8.863015,4.0677986,3
20536079854850,-0.70348984,8.867801,4.058227,3
20536082233860,-0.6987042,8.867801,4.082155,3
20536084612870,-0.70348984,8.85823,4.1108694,3
20536086991933,-0.7082755,8.839087,4.115655,3
20536089370943,-0.7322037,8.85823,4.1204405,3
20536091750006,-0.7465607,8.85823,4.101298,3
20536094129016,-0.76570326,8.843872,4.1204405,3
20536096508027,-0.79441714,8.863015,4.1204405,3
20536098887089,-0.8327023,8.882157,4.139583,3
20536101266100,-0.86141616,8.896515,4.1347976,3
20536103645162,-0.8757731,8.896515,4.1347976,3
20536106024172,-0.8805587,8.953942,4.115655,3
20536108403183,-0.8997013,8.973084,4.106084,3
20536110782245,-0.8997013,8.977871,4.091727,3
20536113161256,-0.89491564,8.977871,4.0869412,3
20536115540266,-0.89491564,8.987442,4.101298,3
20536117919329,-0.8757731,8.9826565,4.1108694,3
20536120298339,-0.8662018,8.997013,4.082155,3
20536122677402,-0.83748794,8.997013,4.0869412,3
20536125056412,-0.8279166,9.001799,4.072584,3
20536127435422,-0.8470592,8.992228,4.058227,3
20536129814485,-0.82313097,9.001799,4.058227,3
20536132193495,-0.82313097,9.01137,4.0773697,3
20536134572558,-0.80877405,8.997013,4.106084,3
20536136951568,-0.8566305,8.997013,4.115655,3
20536139330579,-0.86141616,8.973084,4.115655,3
20536141709641,-0.8709874,8.987442,4.1108694,3
20536144088652,-0.91405827,8.963513,4.091727,3
20536146467714,-0.9523434,8.963513,4.072584,3
20536148846725,-0.9906286,8.9348,4.0534415,3
20536151225735,-1.0049855,8.906086,4.072584,3
20536153604797,-1.0145568,8.920443,4.072584,3
20536155983808,-1.0480564,8.930014,4.048656,3
20536158362870,-1.1102697,8.9348,4.034299,3
20536160741881,-1.1150553,8.953942,4.0295134,3
20536163120891,-1.1150553,8.963513,4.019942,3
20536165499954,-1.1485549,8.963513,4.024728,3
20536167878964,-1.1724831,8.9826565,4.0438704,3
20536170258027,-1.1772687,9.006584,4.0534415,3
20536172637037,-1.1820544,8.997013,4.0295134,3
20536175016047,-1.1724831,8.958728,4.019942,3
20536177395110,-1.1533405,8.963513,4.0103707,3
20536179774120,-1.1389836,8.953942,4.0151563,3
20536182153131,-1.1246266,8.968299,4.0295134,3
20536184532193,-1.0911272,8.968299,4.024728,3
20536186911204,-1.052842,8.9826565,4.005585,3
20536189290266,-1.0097711,8.987442,3.9864426,3
20536191669277,-1.0001999,8.973084,3.9960139,3
