t_ns,hPa
20536000639329,982.63916
20536040639381,982.6394
20536080640266,982.6387
20536120640006,982.6367
20536160637141,982.6377
20536200638964,982.6426
20536240639016,982.64307
20536280638808,982.64307
20536320691829,982.64453
20536360637141,982.64404
20536400636620,982.6384
20536440640735,982.6328
20536480640735,982.6443
20536520639329,982.645
20536560636829,982.6511
20536600637662,982.64746
20536640640579,982.6548
20536680643079,982.6555
20536720638079,982.6511
20536760638808,982.6455
20536800637454,982.6404
20536840638547,982.6377
20536880640787,982.6406
20536920637662,982.6384
20536960638652,982.6338
20537000637402,982.6399
20537040637297,982.6404
20537080638391,982.6365
20537120638808,982.6438
20537160639797,982.6365
20537200637141,982.635
20537240637037,982.6365
20537280638287,982.6345
20537320638860,982.6416
20537360639954,982.6438
20537400773183,982.6438
20537440637402,982.64795
20537480638600,982.6433
20537520640527,982.64014
20537560638027,982.64355
20537600640422,982.6355
20537640637193,982.6426
20537680637662,982.6443
20537720757870,982.6362
20537760646256,982.6343
20537800783183,982.6406
20537840642402,982.6365
20537880641777,982.6428
20537920644693,982.6455
20537960647037,982.64307
20538000643495,982.6404
20538040643652,982.6416
20538080640891,982.6477
20538120641464,982.6455
20538160640475,982.6504
20538200642558,982.6553
20538240679954,982.65063
20538280641047,982.6511
20538320640943,982.647
20538360693287,982.6492
20538400641829,982.64526
20538440804172,982.64233
20538480648027,982.6387
20538520641308,982.64014
20538560645995,982.6406
20538600760475,982.63965
20538640642714,982.6316
20538680831204,982.6328
20538720641100,982.63306
20538760645527,982.63574
20538800643131,982.63086
20538840644537,982.6311
20538880774589,982.63184
20538920641152,982.63477
20538960641360,982.63794
20539000642975,982.64014
20539040645475,982.64185
20539080702037,982.6426
20539120643808,982.6406
20539160641881,982.6367
20539200643495,982.63916
20539240646100,982.6372
20539280643704,982.63477
20539320767297,982.63354
20539360641204,982.6387
20539400643183,982.6428
20539440642922,982.6399
20539480646777,982.63794
20539520716047,982.635
20539560732037,982.63794
20539600641152,982.63403
20539640643756,982.64233
20539680646412,982.645
20539720645839,982.64233
20539760644225,982.6467
20539800640787,982.6477
20539840643808,982.647
20539880643131,982.6465
20539920644537,982.64844
20539960714277,982.64453
20540000640787,982.64404
20540040644850,982.6372
20540080643443,982.647
20540120643860,982.6526
20540160717350,982.655
20540200641100,982.6553
20540240644068,982.6531
20540280647454,982.6504
20540320711725,982.6467
20540360642402,982.6421
20540400718131,982.6416
20540440644850,982.63965
20540480641464,982.64575
20540520643183,982.6492
20540560643079,982.6438
20540600689902,982.6472
20540640641464,982.6416
20540680640995,982.64233
20540720646204,982.6511
20540760643183,982.6489
20540800796204,982.6443
20540840644902,982.64624
20540880641047,982.6428
20540920644381,982.6504
20540960643600,982.64795
20541000643704,982.6489
20541040833079,982.64355
20541080640995,982.6511
20541120641620,982.6365
20541160642245,982.6365
20541200643600,982.64355
20541240693912,982.64355
20541280642506,982.646
20541320640735,982.64795
20541360645058,982.6426
20541400647454,982.647
20541440690058,982.6404
20541480643860,982.63525
20541520641412,982.6355
20541560645058,982.63403
20541600643027,982.6411
20541640643600,982.645
20541680778443,982.6421
20541720643808,982.6487
20541760641620,982.65356
20541800643912,982.646
20541840643079,982.64746
20541880646777,982.64404
20541920641881,982.6477
20541960643287,982.655
20542000645110,982.65576
20542040645475,982.64966
20542080644120,982.6428
20542120645995,982.64136
20542160640475,982.6421
20542200643235,982.6492
20542240640995,982.64795
20542280643547,982.647
20542320801725,982.6509
20542360646047,982.6511
20542400641360,982.6509
20542440643339,982.6482
20542480642766,982.65015
20542520645787,982.64404
20542560641100,982.6448
20542600641568,982.6448
20542640643495,982.6416
20542680643079,982.64307
20542720643495,982.64355
20542760644329,982.6428
20542800641516,982.6365
20542840641672,982.63184
20542880684902,982.6377
20542920642818,982.63794
20542960698860,982.6455
20543000640891,982.6482
20543040640891,982.6489
20543080642245,982.6465
20543120646464,982.646
20543160642350,982.646
20543200642766,982.63965
20543240641100,982.6416
20543280643235,982.63403
20543320647714,982.63916
20543360641412,982.65063
20543400858027,982.6582
20543440640735,982.6548
20543480693131,982.6531
20543520712766,982.6526
20543560643131,982.6494
20543600683339,982.655
20543640640475,982.65454
20543680641256,982.6553
20543720642975,982.6516
20543760645995,982.6509
20543800707922,982.64355
20543840644225,982.6499
20543880641464,982.6487
20543920643600,982.65015
20543960744329,982.6482
20544000643079,982.65015
20544040777870,982.6467
20544080640891,982.6443
20544120640891,982.64404
20544160643391,982.6384
20544200646464,982.6443
20544240642610,982.64233
20544280641100,982.64526
20544320641152,982.6499
20544360649225,982.64453
20544400646360,982.64624
20544440714641,982.63477
20544480643964,982.63794
20544520641308,982.6299
20544560646725,982.6345
20544600644537,982.6345
20544640643808,982.6387
20544680694068,982.64185
20544720642193,982.6416
20544760640839,982.6406
20544800657402,982.64136
20544840642922,982.6433
20544880671308,982.6394
20544920641568,982.6416
20544960641047,982.63574
20545000647037,982.6404
20545040658860,982.6394
20545080648339,982.6362
20545120644068,982.63184
20545160643339,982.6404
20545200641777,982.6416
20545240681881,982.6455
20545280643652,982.64966
20545320702662,982.65234
20545360644537,982.65063
20545400639954,982.64966
20545440640475,982.65015
20545480643652,982.64795
20545520642975,982.6465
20545560643391,982.646
20545600640995,982.6487
20545640646933,982.6433
20545680646100,982.6443
20545720644068,982.6438
20545760674850,982.6494
20545800640943,982.6553
20545840642141,982.6531
20545880754485,982.64746
20545920640943,982.647
20545960702922,982.6428
20546000642037,982.64526
20546040645370,982.647
20546080651464,982.64966
20546120644381,982.64404
20546160642454,982.6516
20546200644381,982.6555
20546240641256,982.6533
20546280644381,982.6467
20546320722975,982.6455
20546360643808,982.6531
20546400789954,982.64966
20546440640839,982.65186
20546480741829,982.65063
20546520644589,982.6487
20546560644277,982.6438
20546600641985,982.636
20546640640943,982.6338
20546680642975,982.6362
20546720644433,982.6377
20546760646256,982.63135
20546800642350,982.6394
20546840644120,982.6492
20546880641620,982.6526
20546920645318,982.65015
20546960642870,982.6472
20547000642975,982.647
20547040644589,982.64575
20547080640422,982.65576
20547120639954,982.6511
20547160642766,982.6465
20547200646308,982.6399
20547240823652,982.6433
