t_ns,wall_ms,type,text
20535902823070,1788550482077,SESSION_START,"20260905_010441_SNU_AJB_BA_run11"
20535902879164,1788550482077,CALIB_START,"stand still 15s"
20550902844783,1788550497077,CALIB_END,"n_fixes=14"
20550903254002,1788550497077,RIDE_START,""
20616356779029,1788550562531,STOP_CALIB_START,"stand still 15s"
20631357484284,1788550577531,STOP_CALIB_END,"n_fixes=15"
20631364365794,1788550577538,SESSION_END,""
