t_ns,gx,gy,gz,bx,by,bz
20535855699954,-0.0097738365,0.0024434591,-0.013439025,-0.011896228,5.4723304E-4,0.0060576526
20535858078964,-0.010995566,0.0097738365,-0.017104214,-0.011896228,5.4723304E-4,0.0060576526
20535860458027,-0.010995566,0.018325943,-0.020769402,-0.011896228,5.4723304E-4,0.0060576526
20535862837037,-0.012217295,0.02565632,-0.023212861,-0.011896228,5.4723304E-4,0.0060576526
20535865216100,-0.012217295,0.034208428,-0.02565632,-0.011896228,5.4723304E-4,0.0060576526
20535867595110,-0.013439025,0.037873615,-0.02687805,-0.011896228,5.4723304E-4,0.0060576526
20535869974120,-0.012217295,0.040317077,-0.028099779,-0.011896228,5.4723304E-4,0.0060576526
20535872353183,-0.012217295,0.041538805,-0.02932151,-0.011896228,5.4723304E-4,0.0060576526
20535874732193,-0.013439025,0.039095346,-0.02687805,-0.011896228,5.4723304E-4,0.0060576526
20535877111204,-0.013439025,0.036651887,-0.023212861,-0.011896228,5.4723304E-4,0.0060576526
20535879490266,-0.014660755,0.02932151,-0.020769402,-0.011896228,5.4723304E-4,0.0060576526
20535881869277,-0.014660755,0.023212861,-0.018325943,-0.011896228,5.4723304E-4,0.0060576526
20535884248339,-0.013439025,0.013439025,-0.013439025,-0.011896228,5.4723304E-4,0.0060576526
20535886627350,-0.013439025,0.0061086477,-0.0097738365,-0.011896228,5.4723304E-4,0.0060576526
20535889006360,-0.012217295,-0.0012217296,-0.0036651888,-0.011896228,5.4723304E-4,0.0060576526
20535891385422,-0.013439025,-0.008552107,0.0,-0.011896228,5.4723304E-4,0.0060576526
20535893764433,-0.014660755,-0.015882485,0.0012217296,-0.011896228,5.4723304E-4,0.0060576526
20535896143495,-0.013439025,-0.018325943,0.0036651888,-0.011896228,5.4723304E-4,0.0060576526
20535898522506,-0.013439025,-0.019547673,0.0036651888,-0.011896228,5.4723304E-4,0.0060576526
