t_ns,qx,qy,qz,qw,heading_acc_rad
20535873530318,0.5416265,0.020917002,-0.019375332,0.8401356,-1.0
20535878288391,0.54157394,0.025877398,-0.018717505,0.8400462,-1.0
20535883046464,0.5412472,0.030497108,-0.018115552,0.840115,-1.0
20535887804485,0.5408199,0.033964556,-0.017674815,0.8402666,-1.0
20535892562558,0.540596,0.035831463,-0.017448597,0.8403378,-1.0
20535897320631,0.5403921,0.036329456,-0.017412232,0.8404483,-1.0
20535902078704,0.540334,0.035447627,-0.01756798,0.8405201,-1.0
20535906836777,0.5403325,0.033918902,-0.017809605,0.84057903,-1.0
20535911594797,0.540368,0.03202808,-0.018105416,0.84062403,-1.0
20535916352870,0.5404005,0.030423926,-0.01836311,0.8406572,-1.0
20535921110943,0.54028594,0.02931945,-0.018562887,0.84076566,-1.0
20535925869016,0.54007494,0.028751375,-0.018699437,0.84091777,-1.0
20535930627037,0.5398738,0.028729167,-0.01876106,0.84104633,-1.0
20535935385110,0.5397427,0.029133972,-0.018766263,0.8411164,-1.0
20535940143183,0.5396857,0.029705523,-0.018749554,0.84113336,-1.0
20535944901256,0.53969294,0.030190347,-0.018741613,0.84111166,-1.0
20535949659277,0.53976107,0.030375905,-0.018774655,0.8410605,-1.0
20535954417350,0.5398399,0.03024071,-0.018847974,0.84101313,-1.0
20535959175422,0.5399024,0.029791908,-0.018965386,0.84098643,-1.0
20535963933495,0.5399341,0.029173719,-0.019108998,0.84098446,-1.0
20535968691568,0.53997016,0.028514907,-0.019257056,0.8409806,-1.0
20535973449589,0.5399954,0.0280547,-0.019381788,0.840977,-1.0
20535978207662,0.5399853,0.027854359,-0.019474441,0.840988,-1.0
20535982965735,0.5399583,0.02795704,-0.019527396,0.8410007,-1.0
20535987723808,0.539921,0.028392626,-0.019534755,0.84100986,-1.0
20535992481881,0.5398258,0.028992359,-0.019521011,0.8410508,-1.0
20535997239850,0.53976035,0.029668262,-0.019493181,0.84106994,-1.0
20536001997975,0.53970987,0.030370235,-0.01945977,0.841078,-1.0
20536006756047,0.5396315,0.030940449,-0.019443488,0.8411079,-1.0
20536011514120,0.5395664,0.03132939,-0.019450217,0.8411351,-1.0
20536016272141,0.5395173,0.03155816,-0.019476524,0.84115744,-1.0
20536021030214,0.5394947,0.031639785,-0.019523906,0.84116775,-1.0
20536025788287,0.53951913,0.031639863,-0.019576814,0.8411509,-1.0
20536030546360,0.53955686,0.031631086,-0.019631676,0.8411257,-1.0
20536035304433,0.53958565,0.031670365,-0.019678509,0.8411047,-1.0
20536040062454,0.5396409,0.03181262,-0.01970971,0.8410631,-1.0
20536044820527,0.5396988,0.032066513,-0.01972139,0.84101605,-1.0
20536049578600,0.5397311,0.032391746,-0.01972374,0.8409828,-1.0
20536054336672,0.5397221,0.03270283,-0.019727662,0.8409765,-1.0
20536059094693,0.5396861,0.0329811,-0.019740114,0.8409884,-1.0
20536063852766,0.5396604,0.033181876,-0.019761767,0.84099644,-1.0
20536068610839,0.53962624,0.033281952,-0.01979562,0.84101367,-1.0
20536073368912,0.5395986,0.033295557,-0.01984078,0.8410298,-1.0
20536078126985,0.53958845,0.033256702,-0.019895805,0.8410365,-1.0
20536082885006,0.5395864,0.033231813,-0.019948473,0.8410376,-1.0
20536087643079,0.5395437,0.03322683,-0.019998418,0.841064,-1.0
20536092401152,0.53950745,0.033276334,-0.020046243,0.8410841,-1.0
20536097159225,0.53945917,0.03338116,-0.020086845,0.84111,-1.0
20536101917297,0.53941053,0.03356312,-0.020116268,0.84113324,-1.0
20536106675318,0.53938454,0.033762433,-0.020146077,0.8411412,-1.0
20536111433391,0.5393948,0.033969987,-0.020171188,0.84112567,-1.0
20536116191464,0.5394119,0.034153353,-0.020199768,0.8411066,-1.0
20536120949537,0.5394315,0.034294233,-0.020230697,0.8410875,-1.0
20536125707558,0.5394658,0.03438793,-0.020266224,0.8410609,-1.0
20536130465631,0.5395091,0.034487117,-0.020299856,0.8410282,-1.0
20536135223704,0.5395293,0.03456658,-0.020336455,0.8410111,-1.0
20536139981777,0.53952694,0.034701753,-0.020359483,0.8410065,-1.0
20536144739850,0.5395272,0.034877256,-0.020373601,0.84099877,-1.0
20536149497870,0.5395406,0.03514,-0.0203701,0.84097934,-1.0
20536154255943,0.53953785,0.035434857,-0.020360937,0.8409689,-1.0
20536159014016,0.5395556,0.035784036,-0.020339832,0.8409433,-1.0
20536163772089,0.5395862,0.03615233,-0.02031189,0.8409086,-1.0
20536168530162,0.53961176,0.03654118,-0.020282812,0.84087604,-1.0
20536173288183,0.53963923,0.036914736,-0.020252464,0.84084284,-1.0
20536178046256,0.53967184,0.03724824,-0.020225659,0.8408078,-1.0
20536182804329,0.5396981,0.037528727,-0.020205786,0.84077895,-1.0
20536187562402,0.5397328,0.037737552,-0.02018797,0.8407478,-1.0
20536192320422,0.53978384,0.037873946,-0.02017476,0.8407092,-1.0
20536197078495,0.5398182,0.037964042,-0.020168213,0.8406832,-1.0
20536201836568,0.5398081,0.03800111,-0.02017055,0.840688,-1.0
20536206594641,0.5397544,0.037994467,-0.020179633,0.84072256,-1.0
20536211352714,0.53969675,0.037949704,-0.020192405,0.84076124,-1.0
20536216110735,0.53964597,0.037896115,-0.020207636,0.84079593,-1.0
20536220868808,0.53958476,0.03781698,-0.020225087,0.8408384,-1.0
20536225626881,0.5395119,0.037719417,-0.020250667,0.84088886,-1.0
20536230384954,0.5394614,0.037584998,-0.020283565,0.84092647,-1.0
20536235142975,0.5394257,0.03741864,-0.020324841,0.84095585,-1.0
20536239901047,0.53939545,0.03722957,-0.020370431,0.8409825,-1.0
20536244659120,0.53940934,0.037033767,-0.020418508,0.84098107,-1.0
20536249417193,0.5394429,0.036832333,-0.020469224,0.8409672,-1.0
20536254175266,0.5394714,0.036656182,-0.020517783,0.8409554,-1.0
20536258933339,0.53950757,0.03652869,-0.020563621,0.8409366,-1.0
20536263691360,0.53955024,0.036452964,-0.020600127,0.8409116,-1.0
20536268449433,0.5395957,0.03642375,-0.020629201,0.84088296,-1.0
20536273207506,0.5396207,0.036439586,-0.020654013,0.8408657,-1.0
20536277965579,0.53963614,0.03652436,-0.02066845,0.8408517,-1.0
20536282723600,0.5396505,0.036644194,-0.020673482,0.8408372,-1.0
20536287481672,0.5396487,0.03678894,-0.020673372,0.840832,-1.0
20536292239745,0.5396387,0.036955763,-0.020665517,0.8408313,-1.0
20536296997818,0.53961253,0.03713358,-0.02065424,0.8408406,-1.0
20536301755787,0.5395755,0.037309825,-0.020644952,0.84085673,-1.0
20536306513912,0.53953356,0.037494604,-0.020630097,0.8408758,-1.0
20536311271985,0.53948134,0.0376894,-0.020615619,0.8409009,-1.0
