t_ns,wall_ms,batt_pct,charging,batt_temp_c,thermal_status,rotation,free_bytes
20540918281350,1788550487092,44,false,31.5,0,0,5718642688
20545936676764,1788550492110,44,false,31.5,0,0,5713915904
20550952428065,1788550497126,44,false,31.5,0,0,5707694080
20555965371396,1788550502139,44,false,31.5,0,0,5700898816
20560979968946,1788550507154,44,false,31.5,0,0,5696778240
20565989654309,1788550512163,44,false,31.5,0,0,5690818560
20571038483265,1788550517212,44,false,31.5,0,0,5712429056
20576081231180,1788550522255,44,false,31.5,0,0,5704065024
20581126777949,1788550527301,44,false,31.5,0,0,5695156224
20586203553259,1788550532377,44,false,31.5,0,0,5686874112
20591245376435,1788550537419,44,false,31.5,0,0,5683482624
20596290764349,1788550542465,44,false,31.5,0,0,5711724544
20601369300806,1788550547543,44,false,31.5,0,0,5709488128
20606417517575,1788550552591,44,false,31.5,0,0,5708529664
20611460766427,1788550557635,44,false,31.5,0,0,5705560064
20616513293977,1788550562687,44,false,31.5,0,0,5702275072
20621574652048,1788550567748,44,false,31.5,0,0,5700141056
20626616160327,1788550572790,44,false,31.5,0,0,5695909888
